variant,context_id,preference_name,preference_kind,w_motion,w_stability,w_energy,selected_beta_name,shadow_score,best_second_margin,frozen_beta_name,changed_from_frozen,frozen_oracle_score,shadow_beta_frozen_score,frozen_score_sacrifice
baseline,rough_seed_6,wm000_ws060_we040,grid,0.0,0.6,0.4,lm040_ls000_le060,0.19824096398082774,0.039351390926724766,lm040_ls000_le060,0,0.19824096398082774,0.19824096398082774,0.0
baseline,rough_seed_6,wm000_ws040_we060,grid,0.0,0.4,0.6,lm000_ls080_le020,0.1697752643197789,0.06601722717559438,lm000_ls080_le020,0,0.1697752643197789,0.1697752643197789,0.0
baseline,rough_seed_6,wm000_ws020_we080,grid,0.0,0.2,0.8,lm020_ls080_le000,0.15985324492759392,0.003516272143646665,lm020_ls080_le000,0,0.15985324492759392,0.15985324492759392,0.0
baseline,rough_seed_6,wm000_ws000_we100,grid,0.0,0.0,1.0,lm100_ls000_le000,0.0,0.12180385225250068,lm100_ls000_le000,0,0.0,0.0,0.0
baseline,rough_seed_6,balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm000_ls080_le020,0.14215729902371685,0.05415995028104853,lm000_ls080_le020,0,0.14215729902371685,0.14215729902371685,0.0
baseline,rough_seed_6,motion,canonical,0.7,0.15,0.15,lm020_ls080_le000,0.08859164973868289,0.03374927569923457,lm020_ls080_le000,0,0.08859164973868289,0.08859164973868289,0.0
baseline,rough_seed_6,stability,canonical,0.15,0.7,0.15,lm000_ls060_le040,0.09338578569369428,0.058850257489402855,lm000_ls060_le040,0,0.09338578569369428,0.09338578569369428,0.0
baseline,rough_seed_6,energy,canonical,0.15,0.15,0.7,lm040_ls060_le000,0.12272412383380095,0.004972483206469827,lm040_ls060_le000,0,0.12272412383380095,0.12272412383380095,0.0
baseline,rough_seed_29,wm100_ws000_we000,grid,1.0,0.0,0.0,lm100_ls000_le000,0.0,0.18620172804167856,lm100_ls000_le000,0,0.0,0.0,0.0
baseline,rough_seed_29,wm080_ws020_we000,grid,0.8,0.2,0.0,lm100_ls000_le000,0.14138735532087288,0.008077034759148033,lm100_ls000_le000,0,0.14138735532087288,0.14138735532087288,0.0
baseline,rough_seed_29,wm080_ws000_we020,grid,0.8,0.0,0.2,lm060_ls040_le000,0.14965890669506476,0.03403265933461044,lm060_ls040_le000,0,0.14965890669506476,0.14965890669506476,0.0
baseline,rough_seed_29,wm060_ws040_we000,grid,0.6,0.4,0.0,lm060_ls040_le000,0.11272705211836323,0.025404366746910212,lm060_ls040_le000,0,0.11272705211836323,0.11272705211836323,0.0
baseline,rough_seed_29,wm060_ws020_we020,grid,0.6,0.2,0.2,lm060_ls040_le000,0.11292156873340709,0.025477905478443336,lm060_ls040_le000,0,0.11292156873340709,0.11292156873340709,0.0
baseline,rough_seed_29,wm060_ws000_we040,grid,0.6,0.0,0.4,lm060_ls040_le000,0.14200604974727948,0.004607630647459698,lm060_ls040_le000,0,0.14200604974727948,0.14200604974727948,0.0
baseline,rough_seed_29,wm040_ws060_we000,grid,0.4,0.6,0.0,lm040_ls060_le000,0.13756749512136274,0.015581254408389228,lm040_ls060_le000,0,0.13756749512136274,0.13756749512136274,0.0
baseline,rough_seed_29,wm040_ws040_we020,grid,0.4,0.4,0.2,lm040_ls060_le000,0.0931073823940256,0.009935119082965516,lm040_ls060_le000,0,0.0931073823940256,0.0931073823940256,0.0
baseline,rough_seed_29,wm040_ws020_we040,grid,0.4,0.2,0.4,lm060_ls040_le000,0.1421403411008057,0.004471465793123158,lm060_ls040_le000,0,0.1421403411008057,0.1421403411008057,0.0
baseline,rough_seed_29,wm040_ws000_we060,grid,0.4,0.0,0.6,lm080_ls020_le000,0.16486487709146663,0.019561700925709025,lm080_ls020_le000,0,0.16486487709146663,0.16486487709146663,0.0
baseline,rough_seed_29,wm020_ws080_we000,grid,0.2,0.8,0.0,lm080_ls020_le000,0.08163235807027222,0.10103613178626117,lm080_ls020_le000,0,0.08163235807027222,0.08163235807027222,0.0
baseline,rough_seed_29,wm020_ws060_we020,grid,0.2,0.6,0.2,lm080_ls020_le000,0.08216574505391296,0.05566793191321641,lm080_ls020_le000,0,0.08216574505391296,0.08216574505391296,0.0
baseline,rough_seed_29,wm020_ws040_we040,grid,0.2,0.4,0.4,lm080_ls020_le000,0.1085524118644407,0.033722220589891216,lm080_ls020_le000,0,0.1085524118644407,0.1085524118644407,0.0
baseline,rough_seed_29,wm020_ws020_we060,grid,0.2,0.2,0.6,lm080_ls020_le000,0.1624244972121547,0.04048850564931647,lm080_ls020_le000,0,0.1624244972121547,0.1624244972121547,0.0
baseline,rough_seed_29,wm020_ws000_we080,grid,0.2,0.0,0.8,lm080_ls000_le020,0.09221328900858783,0.11082057766066922,lm080_ls000_le020,0,0.09221328900858783,0.09221328900858783,0.0
baseline,rough_seed_29,wm000_ws100_we000,grid,0.0,1.0,0.0,lm080_ls020_le000,0.0,0.22776948459170407,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_29,wm000_ws080_we020,grid,0.0,0.8,0.2,lm080_ls020_le000,0.05387208534771405,0.12906258635458595,lm080_ls020_le000,0,0.05387208534771405,0.05387208534771405,0.0
baseline,rough_seed_29,wm000_ws060_we040,grid,0.0,0.6,0.4,lm080_ls020_le000,0.1077441706954281,0.03886388919688008,lm080_ls020_le000,0,0.1077441706954281,0.1077441706954281,0.0
baseline,rough_seed_29,wm000_ws040_we060,grid,0.0,0.4,0.6,lm080_ls020_le000,0.16161625604314211,0.05073961055194992,lm080_ls020_le000,0,0.16161625604314211,0.16161625604314211,0.0
baseline,rough_seed_29,wm000_ws020_we080,grid,0.0,0.2,0.8,lm040_ls040_le020,0.17615667609005298,0.025843323909947036,lm040_ls040_le020,0,0.17615667609005298,0.17615667609005298,0.0
baseline,rough_seed_29,wm000_ws000_we100,grid,0.0,0.0,1.0,lm080_ls000_le020,0.0,0.1305256669937003,lm080_ls000_le020,0,0.0,0.0,0.0
baseline,rough_seed_29,balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm060_ls040_le000,0.11886945728956978,0.003682905690670757,lm060_ls040_le000,0,0.11886945728956978,0.11886945728956978,0.0
baseline,rough_seed_29,motion,canonical,0.7,0.15,0.15,lm060_ls040_le000,0.13124160856047495,0.021308297543392918,lm060_ls040_le000,0,0.13124160856047495,0.13124160856047495,0.0
baseline,rough_seed_29,stability,canonical,0.15,0.7,0.15,lm080_ls020_le000,0.06162430879043471,0.09869332008283832,lm080_ls020_le000,0,0.06162430879043471,0.06162430879043471,0.0
baseline,rough_seed_29,energy,canonical,0.15,0.15,0.7,lm080_ls000_le020,0.15218475214610336,0.001520298091136102,lm080_ls000_le020,0,0.15218475214610336,0.15218475214610336,0.0
baseline,rough_seed_18,wm100_ws000_we000,grid,1.0,0.0,0.0,lm000_ls100_le000,0.0,1.01,lm000_ls100_le000,0,0.0,0.0,0.0
baseline,rough_seed_18,wm080_ws020_we000,grid,0.8,0.2,0.0,lm000_ls100_le000,0.202,0.6060000000000001,lm000_ls100_le000,0,0.202,0.202,0.0
baseline,rough_seed_18,wm080_ws000_we020,grid,0.8,0.0,0.2,lm000_ls100_le000,0.0,0.81,lm000_ls100_le000,0,0.0,0.0,0.0
baseline,rough_seed_18,wm060_ws040_we000,grid,0.6,0.4,0.0,lm000_ls100_le000,0.404,0.20199999999999996,lm000_ls100_le000,0,0.404,0.404,0.0
baseline,rough_seed_18,wm060_ws020_we020,grid,0.6,0.2,0.2,lm000_ls100_le000,0.202,0.40599999999999997,lm000_ls100_le000,0,0.202,0.202,0.0
baseline,rough_seed_18,wm060_ws000_we040,grid,0.6,0.0,0.4,lm000_ls100_le000,0.0,0.61,lm000_ls100_le000,0,0.0,0.0,0.0
baseline,rough_seed_18,wm040_ws060_we000,grid,0.4,0.6,0.0,lm040_ls040_le020,0.404,0.20199999999999996,lm040_ls040_le020,0,0.404,0.404,0.0
baseline,rough_seed_18,wm040_ws040_we020,grid,0.4,0.4,0.2,lm000_ls100_le000,0.404,0.0020000000000000018,lm000_ls100_le000,0,0.404,0.404,0.0
baseline,rough_seed_18,wm040_ws020_we040,grid,0.4,0.2,0.4,lm000_ls100_le000,0.202,0.20600000000000002,lm000_ls100_le000,0,0.202,0.202,0.0
baseline,rough_seed_18,wm040_ws000_we060,grid,0.4,0.0,0.6,lm000_ls100_le000,0.0,0.61,lm000_ls100_le000,0,0.0,0.0,0.0
baseline,rough_seed_18,wm020_ws080_we000,grid,0.2,0.8,0.0,lm040_ls040_le020,0.202,0.6060000000000001,lm040_ls040_le020,0,0.202,0.202,0.0
baseline,rough_seed_18,wm020_ws060_we020,grid,0.2,0.6,0.2,lm040_ls040_le020,0.20400000000000001,0.40199999999999997,lm040_ls040_le020,0,0.20400000000000001,0.20400000000000001,0.0
baseline,rough_seed_18,wm020_ws040_we040,grid,0.2,0.4,0.4,lm000_ls100_le000,0.404,0.0020000000000000018,lm000_ls100_le000,0,0.404,0.404,0.0
baseline,rough_seed_18,wm020_ws020_we060,grid,0.2,0.2,0.6,lm000_ls100_le000,0.202,0.40599999999999997,lm000_ls100_le000,0,0.202,0.202,0.0
baseline,rough_seed_18,wm020_ws000_we080,grid,0.2,0.0,0.8,lm000_ls100_le000,0.0,0.81,lm000_ls100_le000,0,0.0,0.0,0.0
baseline,rough_seed_18,wm000_ws100_we000,grid,0.0,1.0,0.0,lm040_ls040_le020,0.0,1.01,lm040_ls040_le020,0,0.0,0.0,0.0
baseline,rough_seed_18,wm000_ws080_we020,grid,0.0,0.8,0.2,lm040_ls040_le020,0.202,0.6060000000000001,lm040_ls040_le020,0,0.202,0.202,0.0
baseline,rough_seed_18,wm000_ws060_we040,grid,0.0,0.6,0.4,lm040_ls040_le020,0.404,0.20199999999999996,lm040_ls040_le020,0,0.404,0.404,0.0
baseline,rough_seed_18,wm000_ws040_we060,grid,0.0,0.4,0.6,lm000_ls100_le000,0.404,0.20199999999999996,lm000_ls100_le000,0,0.404,0.404,0.0
baseline,rough_seed_18,wm000_ws020_we080,grid,0.0,0.2,0.8,lm000_ls100_le000,0.202,0.6060000000000001,lm000_ls100_le000,0,0.202,0.202,0.0
baseline,rough_seed_18,wm000_ws000_we100,grid,0.0,0.0,1.0,lm000_ls100_le000,0.0,1.01,lm000_ls100_le000,0,0.0,0.0,0.0
baseline,rough_seed_18,balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm000_ls100_le000,0.33666666666666667,0.0033333333333332993,lm000_ls100_le000,0,0.33666666666666667,0.33666666666666667,0.0
baseline,rough_seed_18,motion,canonical,0.7,0.15,0.15,lm000_ls100_le000,0.1515,0.5569999999999999,lm000_ls100_le000,0,0.1515,0.1515,0.0
baseline,rough_seed_18,stability,canonical,0.15,0.7,0.15,lm040_ls040_le020,0.153,0.5539999999999999,lm040_ls040_le020,0,0.153,0.153,0.0
baseline,rough_seed_18,energy,canonical,0.15,0.15,0.7,lm000_ls100_le000,0.1515,0.5569999999999999,lm000_ls100_le000,0,0.1515,0.1515,0.0
baseline,rough_seed_10,wm100_ws000_we000,grid,1.0,0.0,0.0,lm060_ls040_le000,0.0,0.010046092519815277,lm060_ls040_le000,0,0.0,0.0,0.0
baseline,rough_seed_10,wm080_ws020_we000,grid,0.8,0.2,0.0,lm080_ls020_le000,0.08934336145439944,0.09550147940113751,lm080_ls020_le000,0,0.08934336145439944,0.08934336145439944,0.0
baseline,rough_seed_10,wm080_ws000_we020,grid,0.8,0.0,0.2,lm100_ls000_le000,0.027364594489203167,0.018939612955704083,lm100_ls000_le000,0,0.027364594489203167,0.027364594489203167,0.0
baseline,rough_seed_10,wm060_ws040_we000,grid,0.6,0.4,0.0,lm080_ls000_le020,0.14676191603588556,0.01804105517222626,lm080_ls000_le020,0,0.14676191603588556,0.14676191603588556,0.0
baseline,rough_seed_10,wm060_ws020_we020,grid,0.6,0.2,0.2,lm080_ls020_le000,0.0892287470795358,0.05764477910924963,lm080_ls020_le000,0,0.0892287470795358,0.0892287470795358,0.0
baseline,rough_seed_10,wm060_ws000_we040,grid,0.6,0.0,0.4,lm080_ls020_le000,0.034728155583680434,0.01990156713215347,lm080_ls020_le000,0,0.034728155583680434,0.034728155583680434,0.0
baseline,rough_seed_10,wm040_ws060_we000,grid,0.4,0.6,0.0,lm020_ls040_le040,0.16231085368994616,0.00819911758382727,lm020_ls040_le040,0,0.16231085368994616,0.16231085368994616,0.0
baseline,rough_seed_10,wm040_ws040_we020,grid,0.4,0.4,0.2,lm060_ls020_le020,0.12180717067211369,0.010046090277625819,lm060_ls020_le020,0,0.12180717067211369,0.12180717067211369,0.0
baseline,rough_seed_10,wm040_ws020_we040,grid,0.4,0.2,0.4,lm080_ls020_le000,0.08911413270467218,0.02107857167696915,lm080_ls020_le000,0,0.08911413270467218,0.08911413270467218,0.0
baseline,rough_seed_10,wm040_ws000_we060,grid,0.4,0.0,0.6,lm080_ls020_le000,0.023152103722453625,0.058742747220011,lm080_ls020_le000,0,0.023152103722453625,0.023152103722453625,0.0
baseline,rough_seed_10,wm020_ws080_we000,grid,0.2,0.8,0.0,lm040_ls000_le060,0.1536555874161028,0.04834441258389721,lm040_ls000_le060,0,0.1536555874161028,0.1536555874161028,0.0
baseline,rough_seed_10,wm020_ws060_we020,grid,0.2,0.6,0.2,lm040_ls000_le060,0.11657912054015335,0.045606118048774874,lm040_ls000_le060,0,0.11657912054015335,0.11657912054015335,0.0
baseline,rough_seed_10,wm020_ws040_we040,grid,0.2,0.4,0.4,lm060_ls020_le020,0.12152862557147921,0.0038941180272187154,lm060_ls020_le020,0,0.12152862557147921,0.12152862557147921,0.0
baseline,rough_seed_10,wm020_ws020_we060,grid,0.2,0.2,0.6,lm060_ls020_le020,0.08034740809800486,0.008652110231803678,lm060_ls020_le020,0,0.08034740809800486,0.08034740809800486,0.0
baseline,rough_seed_10,wm020_ws000_we080,grid,0.2,0.0,0.8,lm080_ls020_le000,0.011576051861226812,0.09457868246217746,lm080_ls020_le000,0,0.011576051861226812,0.011576051861226812,0.0
baseline,rough_seed_10,wm000_ws100_we000,grid,0.0,1.0,0.0,lm000_ls000_le100,0.0,0.19090682722081417,lm000_ls000_le100,0,0.0,0.0,0.0
baseline,rough_seed_10,wm000_ws080_we020,grid,0.0,0.8,0.2,lm040_ls000_le060,0.15383036034486472,0.04816963965513529,lm040_ls000_le060,0,0.15383036034486472,0.15383036034486472,0.0
baseline,rough_seed_10,wm000_ws060_we040,grid,0.0,0.6,0.4,lm020_ls040_le040,0.16205962348791028,0.019161940494759472,lm020_ls040_le040,0,0.16205962348791028,0.16205962348791028,0.0
baseline,rough_seed_10,wm000_ws040_we060,grid,0.0,0.4,0.6,lm060_ls020_le020,0.12125008047084473,0.0565197274390451,lm060_ls020_le020,0,0.12125008047084473,0.12125008047084473,0.0
baseline,rough_seed_10,wm000_ws020_we080,grid,0.0,0.2,0.8,lm080_ls020_le000,0.08888490395494492,0.017326227986319262,lm080_ls020_le000,0,0.08888490395494492,0.08888490395494492,0.0
baseline,rough_seed_10,wm000_ws000_we100,grid,0.0,0.0,1.0,lm080_ls020_le000,0.0,0.13201845816666358,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_10,balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm060_ls020_le020,0.10172382780129385,0.024345652595089806,lm060_ls020_le020,0,0.10172382780129385,0.10172382780129385,0.0
baseline,rough_seed_10,motion,canonical,0.7,0.15,0.15,lm080_ls020_le000,0.06706482827823138,0.07178136053531575,lm080_ls020_le000,0,0.06706482827823138,0.06706482827823138,0.0
baseline,rough_seed_10,stability,canonical,0.15,0.7,0.15,lm040_ls000_le060,0.13516104721031855,0.01783895278968145,lm040_ls000_le060,0,0.13516104721031855,0.13516104721031855,0.0
baseline,rough_seed_10,energy,canonical,0.15,0.15,0.7,lm080_ls020_le000,0.0667496387473564,0.026515531867813136,lm080_ls020_le000,0,0.0667496387473564,0.0667496387473564,0.0
baseline,rough_seed_8,wm100_ws000_we000,grid,1.0,0.0,0.0,lm080_ls020_le000,0.0,0.24128272130546916,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_8,wm080_ws020_we000,grid,0.8,0.2,0.0,lm080_ls020_le000,0.0,0.2039111502677661,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_8,wm080_ws000_we020,grid,0.8,0.0,0.2,lm100_ls000_le000,0.19353713450553464,0.008462865494465371,lm100_ls000_le000,0,0.19353713450553464,0.19353713450553464,0.0
baseline,rough_seed_8,wm060_ws040_we000,grid,0.6,0.4,0.0,lm080_ls020_le000,0.0,0.4054333627008246,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_8,wm060_ws020_we020,grid,0.6,0.2,0.2,lm080_ls020_le000,0.202,0.001944320161983898,lm080_ls020_le000,0,0.202,0.202,0.0
baseline,rough_seed_8,wm060_ws000_we040,grid,0.6,0.0,0.4,lm100_ls000_le000,0.14579154770560013,0.2582084522943999,lm100_ls000_le000,0,0.14579154770560013,0.14579154770560013,0.0
baseline,rough_seed_8,wm040_ws060_we000,grid,0.4,0.6,0.0,lm080_ls020_le000,0.0,0.42443097817905834,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_8,wm040_ws040_we020,grid,0.4,0.4,0.2,lm080_ls020_le000,0.202,0.20346653259504238,lm080_ls020_le000,0,0.202,0.202,0.0
baseline,rough_seed_8,wm040_ws020_we040,grid,0.4,0.2,0.4,lm100_ls000_le000,0.2039774900562017,0.20002250994379833,lm100_ls000_le000,0,0.2039774900562017,0.2039774900562017,0.0
baseline,rough_seed_8,wm040_ws000_we060,grid,0.4,0.0,0.6,lm100_ls000_le000,0.155775685865156,0.24822431413484403,lm100_ls000_le000,0,0.155775685865156,0.155775685865156,0.0
baseline,rough_seed_8,wm020_ws080_we000,grid,0.2,0.8,0.0,lm080_ls020_le000,0.0,0.5625746375720778,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_8,wm020_ws060_we020,grid,0.2,0.6,0.2,lm080_ls020_le000,0.202,0.22043097817905832,lm080_ls020_le000,0,0.202,0.202,0.0
baseline,rough_seed_8,wm020_ws040_we040,grid,0.2,0.4,0.4,lm040_ls060_le000,0.2822873187860389,0.12171268121396112,lm040_ls060_le000,0,0.2822873187860389,0.2822873187860389,0.0
baseline,rough_seed_8,wm020_ws020_we060,grid,0.2,0.2,0.6,lm040_ls060_le000,0.2033875609840893,0.0006230989663301711,lm040_ls060_le000,0,0.2033875609840893,0.2033875609840893,0.0
baseline,rough_seed_8,wm020_ws000_we080,grid,0.2,0.0,0.8,lm040_ls060_le000,0.202,0.004904601875305503,lm040_ls060_le000,0,0.202,0.202,0.0
baseline,rough_seed_8,wm000_ws100_we000,grid,0.0,1.0,0.0,lm080_ls020_le000,0.0,0.7007182969650972,lm080_ls020_le000,0,0.0,0.0,0.0
baseline,rough_seed_8,wm000_ws080_we020,grid,0.0,0.8,0.2,lm080_ls020_le000,0.202,0.3585746375720778,lm080_ls020_le000,0,0.202,0.202,0.0
baseline,rough_seed_8,wm000_ws060_we040,grid,0.0,0.6,0.4,lm080_ls020_le000,0.404,0.01643097817905831,lm080_ls020_le000,0,0.404,0.404,0.0
baseline,rough_seed_8,wm000_ws040_we060,grid,0.0,0.4,0.6,lm040_ls060_le000,0.2802873187860389,0.12524555359743905,lm040_ls060_le000,0,0.2802873187860389,0.2802873187860389,0.0
baseline,rough_seed_8,wm000_ws020_we080,grid,0.0,0.2,0.8,lm040_ls060_le000,0.14014365939301945,0.06828315491534453,lm040_ls060_le000,0,0.14014365939301945,0.14014365939301945,0.0
baseline,rough_seed_8,wm000_ws000_we100,grid,0.0,0.0,1.0,lm040_ls060_le000,0.0,0.2580335178854549,lm040_ls060_le000,0,0.0,0.0,0.0
baseline,rough_seed_8,balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm080_ls020_le000,0.33666666666666667,0.0016479083801680394,lm080_ls020_le000,0,0.33666666666666667,0.33666666666666667,0.0
baseline,rough_seed_8,motion,canonical,0.7,0.15,0.15,lm080_ls020_le000,0.1515,0.019281123009697893,lm080_ls020_le000,0,0.1515,0.1515,0.0
baseline,rough_seed_8,stability,canonical,0.15,0.7,0.15,lm080_ls020_le000,0.1515,0.3405028078755681,lm080_ls020_le000,0,0.1515,0.1515,0.0
baseline,rough_seed_8,energy,canonical,0.15,0.15,0.7,lm040_ls060_le000,0.15254067073806696,0.02994113245695762,lm040_ls060_le000,0,0.15254067073806696,0.15254067073806696,0.0
baseline,rough_seed_22,wm100_ws000_we000,grid,1.0,0.0,0.0,lm100_ls000_le000,0.0,0.011099041731586929,lm100_ls000_le000,0,0.0,0.0,0.0
baseline,rough_seed_22,wm080_ws020_we000,grid,0.8,0.2,0.0,lm080_ls020_le000,0.20006500496469343,0.001934995035306586,lm080_ls020_le000,0,0.20006500496469343,0.20006500496469343,0.0
baseline,rough_seed_22,wm080_ws000_we020,grid,0.8,0.0,0.2,lm080_ls020_le000,0.20101420328297948,0.0009857967170205373,lm080_ls020_le000,0,0.20101420328297948,0.20101420328297948,0.0
baseline,rough_seed_22,wm060_ws040_we000,grid,0.6,0.4,0.0,lm080_ls000_le020,0.2735163768252158,0.04082417821584744,lm080_ls000_le020,0,0.2735163768252158,0.2735163768252158,0.0
baseline,rough_seed_22,wm060_ws020_we020,grid,0.6,0.2,0.2,lm080_ls000_le020,0.1937066002379729,0.00926559595012083,lm080_ls000_le020,0,0.1937066002379729,0.1937066002379729,0.0
baseline,rough_seed_22,wm060_ws000_we040,grid,0.6,0.0,0.4,lm040_ls040_le020,0.31479697927604194,0.06810151235299727,lm040_ls040_le020,0,0.31479697927604194,0.31479697927604194,0.0
baseline,rough_seed_22,wm040_ws060_we000,grid,0.4,0.6,0.0,lm040_ls040_le020,0.28199113945944504,0.12200886054055499,lm040_ls040_le020,0,0.28199113945944504,0.28199113945944504,0.0
baseline,rough_seed_22,wm040_ws040_we020,grid,0.4,0.4,0.2,lm040_ls040_le020,0.21132834276331575,0.06346630729725777,lm040_ls040_le020,0,0.21132834276331575,0.21132834276331575,0.0
baseline,rough_seed_22,wm040_ws020_we040,grid,0.4,0.2,0.4,lm040_ls040_le020,0.2357043500852413,0.14793091916131498,lm040_ls040_le020,0,0.2357043500852413,0.2357043500852413,0.0
baseline,rough_seed_22,wm040_ws000_we060,grid,0.4,0.0,0.6,lm040_ls040_le020,0.3511394110587184,0.05286058894128165,lm040_ls040_le020,0,0.3511394110587184,0.3511394110587184,0.0
baseline,rough_seed_22,wm020_ws080_we000,grid,0.2,0.8,0.0,lm040_ls020_le040,0.202,0.17226930342503055,lm040_ls020_le040,0,0.202,0.202,0.0
baseline,rough_seed_22,wm020_ws060_we020,grid,0.2,0.6,0.2,lm040_ls020_le040,0.202,0.08011187843546719,lm040_ls020_le040,0,0.202,0.202,0.0
baseline,rough_seed_22,wm020_ws040_we040,grid,0.2,0.4,0.4,lm040_ls020_le040,0.202,0.03359687694377411,lm040_ls020_le040,0,0.202,0.202,0.0
baseline,rough_seed_22,wm020_ws020_we060,grid,0.2,0.2,0.6,lm040_ls020_le040,0.202,0.14903193791725122,lm040_ls020_le040,0,0.202,0.202,0.0
baseline,rough_seed_22,wm020_ws000_we080,grid,0.2,0.0,0.8,lm040_ls020_le040,0.202,0.26446699889072844,lm040_ls020_le040,0,0.202,0.202,0.0
baseline,rough_seed_22,wm000_ws100_we000,grid,0.0,1.0,0.0,lm040_ls020_le040,0.0,0.4665474673906161,lm040_ls020_le040,0,0.0,0.0,0.0
baseline,rough_seed_22,wm000_ws080_we020,grid,0.0,0.8,0.2,lm040_ls020_le040,0.0,0.3743900424010528,lm040_ls020_le040,0,0.0,0.0,0.0
baseline,rough_seed_22,wm000_ws060_we040,grid,0.0,0.6,0.4,lm040_ls020_le040,0.0,0.28223261741148936,lm040_ls020_le040,0,0.0,0.0,0.0
baseline,rough_seed_22,wm000_ws040_we060,grid,0.0,0.4,0.6,lm040_ls020_le040,0.0,0.35092446477578404,lm040_ls020_le040,0,0.0,0.0,0.0
baseline,rough_seed_22,wm000_ws020_we080,grid,0.0,0.2,0.8,lm040_ls020_le040,0.0,0.46635952574926126,lm040_ls020_le040,0,0.0,0.0,0.0
baseline,rough_seed_22,wm000_ws000_we100,grid,0.0,0.0,1.0,lm040_ls020_le040,0.0,0.5817945867227384,lm040_ls020_le040,0,0.0,0.0,0.0
baseline,rough_seed_22,balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm040_ls040_le020,0.1971901720469265,0.12362672594178001,lm040_ls040_le020,0,0.1971901720469265,0.1971901720469265,0.0
baseline,rough_seed_22,motion,canonical,0.7,0.15,0.15,lm080_ls020_le000,0.15225662001664353,0.000743379983356468,lm080_ls020_le000,0,0.15225662001664353,0.15225662001664353,0.0
baseline,rough_seed_22,stability,canonical,0.15,0.7,0.15,lm040_ls020_le040,0.1515,0.17672077567425445,lm040_ls020_le040,0,0.1515,0.1515,0.0
baseline,rough_seed_22,energy,canonical,0.15,0.15,0.7,lm040_ls020_le040,0.1515,0.25722260011862297,lm040_ls020_le040,0,0.1515,0.1515,0.0
baseline,rough_seed_20,wm100_ws000_we000,grid,1.0,0.0,0.0,lm100_ls000_le000,0.0,0.002892784357040733,lm100_ls000_le000,0,0.0,0.0,0.0
baseline,rough_seed_20,wm080_ws020_we000,grid,0.8,0.2,0.0,lm080_ls000_le020,0.13983830255512691,0.008142911101549272,lm080_ls000_le020,0,0.13983830255512691,0.13983830255512691,0.0
baseline,rough_seed_20,wm080_ws000_we020,grid,0.8,0.0,0.2,lm060_ls020_le020,0.11704548225463766,0.004110240083318395,lm060_ls020_le020,0,0.11704548225463766,0.11704548225463766,0.0
baseline,rough_seed_20,wm060_ws040_we000,grid,0.6,0.4,0.0,lm000_ls060_le040,0.24433196216768818,0.02121691557010738,lm000_ls060_le040,0,0.24433196216768818,0.24433196216768818,0.0
baseline,rough_seed_20,wm060_ws020_we020,grid,0.6,0.2,0.2,lm080_ls000_le020,0.1403382198920136,0.007353277224428356,lm080_ls000_le020,0,0.1403382198920136,0.1403382198920136,0.0
baseline,rough_seed_20,wm060_ws000_we040,grid,0.6,0.0,0.4,lm060_ls020_le020,0.08778411169097824,0.0742718817804233,lm060_ls020_le020,0,0.08778411169097824,0.08778411169097824,0.0
baseline,rough_seed_20,wm040_ws060_we000,grid,0.4,0.6,0.0,lm060_ls000_le040,0.17869299841877725,0.03148528699412545,lm060_ls000_le040,0,0.17869299841877725,0.17869299841877725,0.0
baseline,rough_seed_20,wm040_ws040_we020,grid,0.4,0.4,0.2,lm040_ls020_le040,0.17907722385018984,0.0006250535077937935,lm040_ls020_le040,0,0.17907722385018984,0.17907722385018984,0.0
baseline,rough_seed_20,wm040_ws020_we040,grid,0.4,0.2,0.4,lm060_ls020_le020,0.14740178057620767,0.01572903633999803,lm060_ls020_le020,0,0.14740178057620767,0.14740178057620767,0.0
baseline,rough_seed_20,wm040_ws000_we060,grid,0.4,0.0,0.6,lm060_ls020_le020,0.05852274112731883,0.1838164601600238,lm060_ls020_le020,0,0.05852274112731883,0.05852274112731883,0.0
baseline,rough_seed_20,wm020_ws080_we000,grid,0.2,0.8,0.0,lm020_ls020_le060,0.11310902285421955,0.0020821733903538253,lm020_ls020_le060,0,0.11310902285421955,0.11310902285421955,0.0
baseline,rough_seed_20,wm020_ws060_we020,grid,0.2,0.6,0.2,lm000_ls040_le060,0.13288250138278854,0.0019697312754402563,lm000_ls040_le060,0,0.13288250138278854,0.13288250138278854,0.0
