descriptor,variant,test_context,nearest_context,preference_name,transferred_beta,shadow_oracle_beta,exact,shadow_oracle_score,transferred_score,score_excess
v1,q10,rough_seed_0,rough_seed_20,stability,lm000_ls040_le060,lm000_ls060_le040,0,0.11102447170949731,0.15221260294118258,0.04118813123168527
v1,q10,rough_seed_0,rough_seed_20,energy,lm060_ls020_le020,lm100_ls000_le000,0,0.09861353815996232,0.23554332153428742,0.1369297833743251
v1,q10,rough_seed_5,rough_seed_17,wm100_ws000_we000,lm060_ls040_le000,lm000_ls100_le000,0,0.0,0.02165912241770377,0.02165912241770377
v1,q10,rough_seed_5,rough_seed_17,wm080_ws020_we000,lm100_ls000_le000,lm020_ls060_le020,0,0.1417892183131797,0.14277574632460413,0.0009865280114244313
v1,q10,rough_seed_5,rough_seed_17,wm080_ws000_we020,lm100_ls000_le000,lm060_ls040_le000,0,0.02538358769848591,0.06443914666791985,0.03905555896943394
v1,q10,rough_seed_5,rough_seed_17,wm060_ws040_we000,lm100_ls000_le000,lm060_ls020_le020,0,0.24392489939300094,0.2847600729537938,0.04083517356079286
v1,q10,rough_seed_5,rough_seed_17,wm060_ws020_we020,lm100_ls000_le000,lm020_ls060_le020,0,0.14147579821119285,0.1431098976639537,0.0016340994527608566
v1,q10,rough_seed_5,rough_seed_17,wm060_ws000_we040,lm100_ls000_le000,lm080_ls020_le000,0,0.04674099175401099,0.09994677806061128,0.05320578630660029
v1,q10,rough_seed_5,rough_seed_17,wm040_ws060_we000,lm100_ls000_le000,lm060_ls020_le020,0,0.3645046502644354,0.4267443995829834,0.06223974931854798
v1,q10,rough_seed_5,rough_seed_17,wm040_ws040_we020,lm100_ls000_le000,lm060_ls020_le020,0,0.2436028312879478,0.2850942242931434,0.04149139300519561
v1,q10,rough_seed_5,rough_seed_17,wm040_ws020_we040,lm100_ls000_le000,lm060_ls020_le020,0,0.12270101231146018,0.14344404900330332,0.020743036691843145
v1,q10,rough_seed_5,rough_seed_17,wm040_ws000_we060,lm100_ls000_le000,lm000_ls080_le020,0,0.04853432683236005,0.14952445724320967,0.10099013041084962
v1,q10,rough_seed_5,rough_seed_17,wm020_ws080_we000,lm100_ls000_le000,lm020_ls040_le040,0,0.18563973238387022,0.5687287262121732,0.38308899382830297
v1,q10,rough_seed_5,rough_seed_17,wm020_ws060_we020,lm100_ls000_le000,lm020_ls040_le040,0,0.1868755992148271,0.427078550922333,0.24020295170750589
v1,q10,rough_seed_5,rough_seed_17,wm020_ws040_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.20388455696645139,0.285428375632493,0.08154381866604163
v1,q10,rough_seed_5,rough_seed_17,wm020_ws020_we060,lm100_ls000_le000,lm060_ls020_le020,0,0.12237894420640703,0.1507735258840107,0.028394581677603656
v1,q10,rough_seed_5,rough_seed_17,wm020_ws000_we080,lm020_ls060_le020,lm020_ls060_le020,1,0.031655430300672395,0.031655430300672395,0.0
v1,q10,rough_seed_5,rough_seed_17,wm000_ws100_we000,lm060_ls000_le040,lm000_ls040_le060,0,0.0,0.11919280869751918,0.11919280869751918
v1,q10,rough_seed_5,rough_seed_17,wm000_ws080_we020,lm100_ls000_le000,lm000_ls040_le060,0,0.0951701268057946,0.5690628775515227,0.4738927507457281
v1,q10,rough_seed_5,rough_seed_17,wm000_ws060_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.1903402536115892,0.4274127022616826,0.2370724486500934
v1,q10,rough_seed_5,rough_seed_17,wm000_ws040_we060,lm100_ls000_le000,lm060_ls020_le020,0,0.2429586950778415,0.2857625269718426,0.04280383189400111
v1,q10,rough_seed_5,rough_seed_17,wm000_ws020_we080,lm020_ls060_le020,lm060_ls020_le020,0,0.12205687610135389,0.14053553790523227,0.018478661803878374
v1,q10,rough_seed_5,rough_seed_17,wm000_ws000_we100,lm020_ls060_le020,lm020_ls060_le020,1,0.0,0.0,0.0
v1,q10,rough_seed_5,rough_seed_17,balanced,lm100_ls000_le000,lm060_ls020_le020,0,0.2031948689274342,0.2379888829763132,0.034794014048878996
v1,q10,rough_seed_5,rough_seed_17,motion,lm100_ls000_le000,lm100_ls000_le000,1,0.10753027817181889,0.10753027817181889,0.0
v1,q10,rough_seed_5,rough_seed_17,stability,lm100_ls000_le000,lm020_ls040_le040,0,0.14056170513887578,0.49798717640209045,0.35742547126321467
v1,q10,rough_seed_5,rough_seed_17,energy,lm020_ls060_le020,lm060_ls020_le020,0,0.09207297243602183,0.10563671850541434,0.013563746069392507
v1,q10,rough_seed_11,rough_seed_4,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0,0.0,0.1055186360505593,0.1055186360505593
v1,q10,rough_seed_11,rough_seed_4,wm080_ws020_we000,lm000_ls100_le000,lm080_ls020_le000,0,0.19936358426270173,0.8080279589086033,0.6086643746459016
v1,q10,rough_seed_11,rough_seed_4,wm080_ws000_we020,lm060_ls040_le000,lm100_ls000_le000,0,0.19931779513940673,0.23829323784053913,0.0389754427011324
v1,q10,rough_seed_11,rough_seed_4,wm060_ws040_we000,lm000_ls100_le000,lm080_ls020_le000,0,0.3976824295546058,0.6060559178172066,0.20837348826260077
v1,q10,rough_seed_11,rough_seed_4,wm060_ws020_we020,lm000_ls100_le000,lm100_ls000_le000,0,0.20397344351623176,0.6060279589086033,0.4020545153923715
v1,q10,rough_seed_11,rough_seed_4,wm060_ws000_we040,lm060_ls040_le000,lm100_ls000_le000,0,0.39863559027881346,0.43799446825208777,0.03935887797327431
v1,q10,rough_seed_11,rough_seed_4,wm040_ws060_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.3641919698033767,0.40408387672580987,0.03989190692243316
v1,q10,rough_seed_11,rough_seed_4,wm040_ws040_we020,lm000_ls100_le000,lm020_ls080_le000,0,0.36480683385208534,0.40405591781720657,0.03924908396512122
v1,q10,rough_seed_11,rough_seed_4,wm040_ws020_we040,lm000_ls100_le000,lm020_ls080_le000,0,0.36542169790079404,0.4040279589086033,0.038606261007809284
v1,q10,rough_seed_11,rough_seed_4,wm040_ws000_we060,lm000_ls100_le000,lm020_ls080_le000,0,0.36603656194950274,0.404,0.03796343805049729
v1,q10,rough_seed_11,rough_seed_4,wm020_ws080_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.18209598490168835,0.20211183563441315,0.0200158507327248
v1,q10,rough_seed_11,rough_seed_4,wm020_ws060_we020,lm000_ls100_le000,lm020_ls080_le000,0,0.18271084895039702,0.20208387672580985,0.019373027775412832
v1,q10,rough_seed_11,rough_seed_4,wm020_ws040_we040,lm000_ls100_le000,lm020_ls080_le000,0,0.1833257129991057,0.20205591781720658,0.018730204818100893
v1,q10,rough_seed_11,rough_seed_4,wm020_ws020_we060,lm000_ls100_le000,lm020_ls080_le000,0,0.1881067373023103,0.20202795890860328,0.013921221606292972
v1,q10,rough_seed_11,rough_seed_4,wm020_ws000_we080,lm000_ls100_le000,lm000_ls100_le000,1,0.202,0.202,0.0
v1,q10,rough_seed_11,rough_seed_4,wm000_ws100_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.0,0.01411924884465801,0.01411924884465801
v1,q10,rough_seed_11,rough_seed_4,wm000_ws080_we020,lm000_ls100_le000,lm000_ls100_le000,1,0.011295399075726409,0.011295399075726409,0.0
v1,q10,rough_seed_11,rough_seed_4,wm000_ws060_we040,lm000_ls100_le000,lm000_ls100_le000,1,0.008471549306794807,0.008471549306794807,0.0
v1,q10,rough_seed_11,rough_seed_4,wm000_ws040_we060,lm000_ls100_le000,lm000_ls100_le000,1,0.0056476995378632044,0.0056476995378632044,0.0
v1,q10,rough_seed_11,rough_seed_4,wm000_ws020_we080,lm000_ls100_le000,lm000_ls100_le000,1,0.0028238497689316022,0.0028238497689316022,0.0
v1,q10,rough_seed_11,rough_seed_4,wm000_ws000_we100,lm000_ls100_le000,lm000_ls100_le000,1,0.0,0.0,0.0
v1,q10,rough_seed_11,rough_seed_4,balanced,lm000_ls100_le000,lm020_ls080_le000,0,0.30451808158399496,0.3367132648476721,0.03219518326367715
v1,q10,rough_seed_11,rough_seed_4,motion,lm000_ls100_le000,lm100_ls000_le000,0,0.1529800826371738,0.7070209691814524,0.5540408865442786
v1,q10,rough_seed_11,rough_seed_4,stability,lm000_ls100_le000,lm020_ls080_le000,0,0.13703313671279774,0.15159785618011148,0.014564719467313747
v1,q10,rough_seed_11,rough_seed_4,energy,lm000_ls100_le000,lm000_ls100_le000,1,0.15152096918145247,0.15152096918145247,0.0
v1,q10,rough_seed_4,rough_seed_12,wm100_ws000_we000,lm100_ls000_le000,lm080_ls020_le000,0,0.0,0.4201095186630188,0.4201095186630188
v1,q10,rough_seed_4,rough_seed_12,wm080_ws020_we000,lm100_ls000_le000,lm000_ls100_le000,0,0.07139294958482009,0.3381018888760571,0.26670893929123696
v1,q10,rough_seed_4,rough_seed_12,wm080_ws000_we020,lm100_ls000_le000,lm060_ls040_le000,0,0.024951927570797103,0.3377637449252346,0.31281181735443747
v1,q10,rough_seed_4,rough_seed_12,wm060_ws040_we000,lm100_ls000_le000,lm000_ls100_le000,0,0.05354471218861507,0.40937903713054963,0.35583432494193457
v1,q10,rough_seed_4,rough_seed_12,wm060_ws020_we020,lm100_ls000_le000,lm000_ls100_le000,0,0.05354471218861507,0.2557561151382728,0.20221140294965773
v1,q10,rough_seed_4,rough_seed_12,wm060_ws000_we040,lm100_ls000_le000,lm060_ls040_le000,0,0.04973672139312217,0.34107395906441035,0.29133723767128816
v1,q10,rough_seed_4,rough_seed_12,wm040_ws060_we000,lm040_ls040_le020,lm000_ls100_le000,0,0.035696474792410046,1.0148480346857838,0.9791515598933738
v1,q10,rough_seed_4,rough_seed_12,wm040_ws040_we020,lm080_ls000_le020,lm000_ls100_le000,0,0.035696474792410046,0.9953198320365615,0.9596233572441515
v1,q10,rough_seed_4,rough_seed_12,wm040_ws020_we040,lm100_ls000_le000,lm000_ls100_le000,0,0.035696474792410046,0.3422563329730959,0.3065598581806858
v1,q10,rough_seed_4,rough_seed_12,wm040_ws000_we060,lm100_ls000_le000,lm000_ls100_le000,0,0.035696474792410046,0.5095311885042243,0.47383471371181424
v1,q10,rough_seed_4,rough_seed_12,wm020_ws080_we000,lm040_ls040_le020,lm000_ls100_le000,0,0.017848237396205023,0.5949419765522262,0.5770937391560212
v1,q10,rough_seed_4,rough_seed_12,wm020_ws060_we020,lm040_ls040_le020,lm000_ls100_le000,0,0.017848237396205023,0.5133740014119786,0.49552576401577364
v1,q10,rough_seed_4,rough_seed_12,wm020_ws040_we040,lm040_ls040_le020,lm000_ls100_le000,0,0.017848237396205023,0.7673648412679921,0.7495166038717871
v1,q10,rough_seed_4,rough_seed_12,wm020_ws020_we060,lm100_ls000_le000,lm000_ls100_le000,0,0.017848237396205023,0.5107135624129098,0.49286532501670477
v1,q10,rough_seed_4,rough_seed_12,wm020_ws000_we080,lm100_ls000_le000,lm000_ls100_le000,0,0.017848237396205023,0.6779884179440384,0.6601401805478334
v1,q10,rough_seed_4,rough_seed_12,wm000_ws100_we000,lm040_ls040_le020,lm000_ls100_le000,0,0.0,0.7374245790157009,0.7374245790157009
v1,q10,rough_seed_4,rough_seed_12,wm000_ws080_we020,lm040_ls040_le020,lm000_ls100_le000,0,0.0,0.5936992772449672,0.5936992772449672
v1,q10,rough_seed_4,rough_seed_12,wm000_ws060_we040,lm040_ls040_le020,lm000_ls100_le000,0,0.0,0.7638227746194468,0.7638227746194468
v1,q10,rough_seed_4,rough_seed_12,wm000_ws040_we060,lm100_ls000_le000,lm000_ls100_le000,0,0.0,0.5118959363215952,0.5118959363215952
v1,q10,rough_seed_4,rough_seed_12,wm000_ws020_we080,lm100_ls000_le000,lm000_ls100_le000,0,0.0,0.6791707918527239,0.6791707918527239
v1,q10,rough_seed_4,rough_seed_12,wm000_ws000_we100,lm100_ls000_le000,lm000_ls100_le000,0,0.0,0.8464456473838523,0.8464456473838523
v1,q10,rough_seed_4,rough_seed_12,balanced,lm100_ls000_le000,lm000_ls100_le000,0,0.02974706232700837,0.3432494975693601,0.3135024352423517
v1,q10,rough_seed_4,rough_seed_12,motion,lm100_ls000_le000,lm000_ls100_le000,0,0.06246883088671758,0.2968444660194593,0.23437563513274173
v1,q10,rough_seed_4,rough_seed_12,stability,lm040_ls040_le020,lm000_ls100_le000,0,0.013386178047153767,0.5227686508400445,0.5093824727928907
v1,q10,rough_seed_4,rough_seed_12,energy,lm100_ls000_le000,lm000_ls100_le000,0,0.013386178047153767,0.5946465836556454,0.5812604056084916
v1,q10,rough_seed_25,rough_seed_6,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0,0.0,0.033274517716205085,0.033274517716205085
v1,q10,rough_seed_25,rough_seed_6,wm080_ws020_we000,lm020_ls080_le000,lm080_ls000_le020,0,0.12533871318045423,0.1824377803008253,0.05709906712037108
v1,q10,rough_seed_25,rough_seed_6,wm080_ws000_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.015800089386051264,0.015800089386051264,0.0
v1,q10,rough_seed_25,rough_seed_6,wm060_ws040_we000,lm000_ls080_le020,lm040_ls040_le020,0,0.14365801486556262,0.2281934281715864,0.08453541330602377
v1,q10,rough_seed_25,rough_seed_6,wm060_ws020_we020,lm020_ls080_le000,lm080_ls000_le020,0,0.09463197959606273,0.18416272954009344,0.08953074994403071
v1,q10,rough_seed_25,rough_seed_6,wm060_ws000_we040,lm100_ls000_le000,lm100_ls000_le000,1,0.03160017877210253,0.03160017877210253,0.0
v1,q10,rough_seed_25,rough_seed_6,wm040_ws060_we000,lm040_ls020_le040,lm040_ls020_le040,1,0.14300978688508584,0.14300978688508584,0.0
v1,q10,rough_seed_25,rough_seed_6,wm040_ws040_we020,lm000_ls080_le020,lm040_ls040_le020,0,0.10179164621421029,0.33179944201335765,0.23000779579914737
v1,q10,rough_seed_25,rough_seed_6,wm040_ws020_we040,lm020_ls080_le000,lm080_ls000_le020,0,0.0901187931790877,0.3655110829477507,0.275392289768663
v1,q10,rough_seed_25,rough_seed_6,wm040_ws000_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.04740026815815378,0.04740026815815378,0.0
v1,q10,rough_seed_25,rough_seed_6,wm020_ws080_we000,lm020_ls040_le040,lm060_ls000_le040,0,0.07853022180055476,0.30220588244620145,0.2236756606456467
v1,q10,rough_seed_25,rough_seed_6,wm020_ws060_we020,lm000_ls060_le040,lm040_ls040_le020,0,0.15166508730912093,0.2475799712160032,0.09591488390688227
v1,q10,rough_seed_25,rough_seed_6,wm020_ws040_we040,lm000_ls080_le020,lm040_ls040_le020,0,0.10148226669681978,0.659603791255677,0.5581215245588572
v1,q10,rough_seed_25,rough_seed_6,wm020_ws020_we060,lm020_ls080_le000,lm040_ls040_le020,0,0.05129944608451861,0.5468594363554078,0.49555999027088915
v1,q10,rough_seed_25,rough_seed_6,wm020_ws000_we080,lm100_ls000_le000,lm100_ls000_le000,1,0.06320035754420505,0.06320035754420505,0.0
v1,q10,rough_seed_25,rough_seed_6,wm000_ws100_we000,lm040_ls000_le060,lm060_ls000_le040,0,0.0,1.6971490464358463,1.6971490464358463
v1,q10,rough_seed_25,rough_seed_6,wm000_ws080_we020,lm040_ls000_le060,lm060_ls000_le040,0,0.15795342125440343,1.359411975878127,1.2014585546237235
v1,q10,rough_seed_25,rough_seed_6,wm000_ws060_we040,lm040_ls000_le060,lm040_ls040_le020,0,0.15135570779173044,1.0216749053204073,0.8703191975286768
v1,q10,rough_seed_25,rough_seed_6,wm000_ws040_we060,lm000_ls080_le020,lm040_ls040_le020,0,0.1011728871794293,0.9874081404979962,0.8862352533185669
v1,q10,rough_seed_25,rough_seed_6,wm000_ws020_we080,lm020_ls080_le000,lm040_ls040_le020,0,0.06572393126688088,0.7282077897630652,0.6624838584961843
v1,q10,rough_seed_25,rough_seed_6,wm000_ws000_we100,lm100_ls000_le000,lm020_ls000_le080,0,0.0,0.0790004469302563,0.0790004469302563
v1,q10,rough_seed_25,rough_seed_6,balanced,lm000_ls080_le020,lm040_ls040_le020,0,0.08496091283764638,0.5501568008844621,0.46519588804681566
v1,q10,rough_seed_25,rough_seed_6,motion,lm020_ls080_le000,lm080_ls000_le020,0,0.10990658261383564,0.13844021655843017,0.02853363394459453
v1,q10,rough_seed_25,rough_seed_6,stability,lm000_ls060_le040,lm060_ls000_le040,0,0.11904821115219281,0.2875508313190515,0.16850262016685869
v1,q10,rough_seed_25,rough_seed_6,energy,lm040_ls060_le000,lm040_ls040_le020,0,0.05779925412517968,0.418528845520666,0.3607295913954863
v1,q10,rough_seed_12,rough_seed_4,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0,0.0,0.04025001642554341,0.04025001642554341
v1,q10,rough_seed_12,rough_seed_4,wm080_ws020_we000,lm000_ls100_le000,lm100_ls000_le000,0,0.202,0.4779440465396955,0.2759440465396955
v1,q10,rough_seed_12,rough_seed_4,wm080_ws000_we020,lm060_ls040_le000,lm100_ls000_le000,0,0.0,0.24799361443510756,0.24799361443510756
v1,q10,rough_seed_12,rough_seed_4,wm060_ws040_we000,lm000_ls100_le000,lm100_ls000_le000,0,0.404,0.7175034983131142,0.3135034983131142
v1,q10,rough_seed_12,rough_seed_4,wm060_ws020_we020,lm000_ls100_le000,lm100_ls000_le000,0,0.202,0.42728959459971383,0.22528959459971382
v1,q10,rough_seed_12,rough_seed_4,wm060_ws000_we040,lm060_ls040_le000,lm100_ls000_le000,0,0.0,0.4930091036476737,0.4930091036476737
v1,q10,rough_seed_12,rough_seed_4,wm040_ws060_we000,lm000_ls100_le000,lm040_ls040_le020,0,0.404,1.0733195451872526,0.6693195451872526
v1,q10,rough_seed_12,rough_seed_4,wm040_ws040_we020,lm000_ls100_le000,lm080_ls000_le020,0,0.3697303579644351,0.7204899321938097,0.35075957422937465
v1,q10,rough_seed_12,rough_seed_4,wm040_ws020_we040,lm000_ls100_le000,lm100_ls000_le000,0,0.202,0.8463475078466955,0.6443475078466956
v1,q10,rough_seed_12,rough_seed_4,wm040_ws000_we060,lm000_ls100_le000,lm100_ls000_le000,0,0.0,1.2630451443057824,1.2630451443057824
v1,q10,rough_seed_12,rough_seed_4,wm020_ws080_we000,lm000_ls100_le000,lm040_ls040_le020,0,0.202,1.4291355920613915,1.2271355920613916
v1,q10,rough_seed_12,rough_seed_4,wm020_ws060_we020,lm000_ls100_le000,lm040_ls040_le020,0,0.20341142477832982,1.0763059790679481,0.8728945542896183
v1,q10,rough_seed_12,rough_seed_4,wm020_ws040_we040,lm000_ls100_le000,lm040_ls040_le020,0,0.2871078052226233,0.8487077846345906,0.5615999794119673
v1,q10,rough_seed_12,rough_seed_4,wm020_ws020_we060,lm000_ls100_le000,lm100_ls000_le000,0,0.202,1.2654054210936774,1.0634054210936774
v1,q10,rough_seed_12,rough_seed_4,wm020_ws000_we080,lm000_ls100_le000,lm100_ls000_le000,0,0.0,1.682103057552764,1.682103057552764
v1,q10,rough_seed_12,rough_seed_4,wm000_ws100_we000,lm000_ls100_le000,lm040_ls040_le020,0,0.0,1.78495163893553,1.78495163893553
v1,q10,rough_seed_12,rough_seed_4,wm000_ws080_we020,lm000_ls100_le000,lm040_ls040_le020,0,0.14255390261131165,1.4321220259420868,1.2895681233307752
v1,q10,rough_seed_12,rough_seed_4,wm000_ws060_we040,lm000_ls100_le000,lm040_ls040_le020,0,0.2851078052226233,1.0792924129486436,0.7941846077260204
v1,q10,rough_seed_12,rough_seed_4,wm000_ws040_we060,lm000_ls100_le000,lm100_ls000_le000,0,0.404,1.2677656978815723,0.8637656978815723
v1,q10,rough_seed_12,rough_seed_4,wm000_ws020_we080,lm000_ls100_le000,lm100_ls000_le000,0,0.202,1.6844633343406592,1.4824633343406592
v1,q10,rough_seed_12,rough_seed_4,wm000_ws000_we100,lm000_ls100_le000,lm100_ls000_le000,0,0.0,2.1011609707997456,2.1011609707997456
v1,q10,rough_seed_12,rough_seed_4,balanced,lm000_ls100_le000,lm100_ls000_le000,0,0.33666666666666667,0.708235054622965,0.3715683879562983
v1,q10,rough_seed_12,rough_seed_4,motion,lm000_ls100_le000,lm100_ls000_le000,0,0.1515,0.42087975710487285,0.26937975710487283
v1,q10,rough_seed_12,rough_seed_4,stability,lm000_ls100_le000,lm040_ls040_le020,0,0.15255856858374736,1.2534673940348435,1.1009088254510961
v1,q10,rough_seed_12,rough_seed_4,energy,lm000_ls100_le000,lm100_ls000_le000,0,0.1515,1.4743443085201944,1.3228443085201944
v1,q10,rough_seed_6,rough_seed_12,wm100_ws000_we000,lm100_ls000_le000,lm080_ls020_le000,0,0.0,0.019444788457276867,0.019444788457276867
v1,q10,rough_seed_6,rough_seed_12,wm080_ws020_we000,lm100_ls000_le000,lm020_ls080_le000,0,0.11766906181740024,0.17037765631515675,0.052708594497756514
v1,q10,rough_seed_6,rough_seed_12,wm080_ws000_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.015555830765821493,0.015555830765821493,0.0
v1,q10,rough_seed_6,rough_seed_12,wm060_ws040_we000,lm100_ls000_le000,lm000_ls080_le020,0,0.19513767175767274,0.34056278997232065,0.1454251182146479
v1,q10,rough_seed_6,rough_seed_12,wm060_ws020_we020,lm100_ls000_le000,lm020_ls080_le000,0,0.11797135871125086,0.17033915178355818,0.05236779307230732
v1,q10,rough_seed_6,rough_seed_12,wm060_ws000_we040,lm100_ls000_le000,lm100_ls000_le000,1,0.011666873074366119,0.011666873074366119,0.0
v1,q10,rough_seed_6,rough_seed_12,wm040_ws060_we000,lm040_ls040_le020,lm040_ls020_le040,0,0.2293649881458,0.30935008907204603,0.07998510092624603
v1,q10,rough_seed_6,rough_seed_12,wm040_ws040_we020,lm080_ls000_le020,lm000_ls080_le020,0,0.17012522035353672,0.3416185438068079,0.17149332345327117
v1,q10,rough_seed_6,rough_seed_12,wm040_ws020_we040,lm100_ls000_le000,lm020_ls080_le000,0,0.11827365560510147,0.17030064725195962,0.052026991646858145
v1,q10,rough_seed_6,rough_seed_12,wm040_ws000_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.007777915382910746,0.007777915382910746,0.0
v1,q10,rough_seed_6,rough_seed_12,wm020_ws080_we000,lm040_ls040_le020,lm020_ls040_le040,0,0.1209861865983622,0.4113471433554212,0.29036095675705903
v1,q10,rough_seed_6,rough_seed_12,wm020_ws060_we020,lm040_ls040_le020,lm000_ls060_le040,0,0.12434206404501243,0.31016904684215274,0.18582698279714033
v1,q10,rough_seed_6,rough_seed_12,wm020_ws040_we040,lm040_ls040_le020,lm000_ls080_le020,0,0.16995024233665781,0.3038349204988112,0.1338846781621534
v1,q10,rough_seed_6,rough_seed_12,wm020_ws020_we060,lm100_ls000_le000,lm020_ls080_le000,0,0.12027080222910068,0.17026214272036105,0.049991340491260375
v1,q10,rough_seed_6,rough_seed_12,wm020_ws000_we080,lm100_ls000_le000,lm100_ls000_le000,1,0.003888957691455373,0.003888957691455373,0.0
v1,q10,rough_seed_6,rough_seed_12,wm000_ws100_we000,lm040_ls040_le020,lm040_ls000_le060,0,0.0,0.5133441976387964,0.5133441976387964
v1,q10,rough_seed_6,rough_seed_12,wm000_ws080_we020,lm040_ls040_le020,lm040_ls000_le060,0,0.09912048199041387,0.4121661011255279,0.313045619135114
v1,q10,rough_seed_6,rough_seed_12,wm000_ws060_we040,lm040_ls040_le020,lm040_ls000_le060,0,0.19824096398082774,0.31098800461225945,0.1127470406314317
v1,q10,rough_seed_6,rough_seed_12,wm000_ws040_we060,lm100_ls000_le000,lm000_ls080_le020,0,0.1697752643197789,0.340447276377525,0.17067201205774607
v1,q10,rough_seed_6,rough_seed_12,wm000_ws020_we080,lm100_ls000_le000,lm020_ls080_le000,0,0.15985324492759392,0.1702236381887625,0.010370393261168565
v1,q10,rough_seed_6,rough_seed_12,wm000_ws000_we100,lm100_ls000_le000,lm100_ls000_le000,1,0.0,0.0,0.0
v1,q10,rough_seed_6,rough_seed_12,balanced,lm100_ls000_le000,lm000_ls080_le020,0,0.14215729902371685,0.2837702378672684,0.14161293884355156
v1,q10,rough_seed_6,rough_seed_12,motion,lm100_ls000_le000,lm020_ls080_le000,0,0.08859164973868289,0.12780249450216682,0.03921084476348394
v1,q10,rough_seed_6,rough_seed_12,stability,lm040_ls040_le020,lm000_ls060_le040,0,0.09338578569369428,0.36096283454131367,0.2675770488476194
v1,q10,rough_seed_6,rough_seed_12,energy,lm100_ls000_le000,lm040_ls060_le000,0,0.12272412383380095,0.12769660704027078,0.004972483206469827
v1,q10,rough_seed_29,rough_seed_18,wm100_ws000_we000,lm000_ls100_le000,lm100_ls000_le000,0,0.0,0.5188786915160138,0.5188786915160138
v1,q10,rough_seed_29,rough_seed_18,wm080_ws020_we000,lm000_ls100_le000,lm100_ls000_le000,0,0.14138735532087288,0.41587935652571684,0.27449200120484396
v1,q10,rough_seed_29,rough_seed_18,wm080_ws000_we020,lm000_ls100_le000,lm060_ls040_le000,0,0.14965890669506476,0.4163201407354142,0.2666612340403494
v1,q10,rough_seed_29,rough_seed_18,wm060_ws040_we000,lm000_ls100_le000,lm060_ls040_le000,0,0.11272705211836323,0.3128800215354198,0.2001529694170566
v1,q10,rough_seed_29,rough_seed_18,wm060_ws020_we020,lm000_ls100_le000,lm060_ls040_le000,0,0.11292156873340709,0.31332080574511717,0.20039923701171009
v1,q10,rough_seed_29,rough_seed_18,wm060_ws000_we040,lm000_ls100_le000,lm060_ls040_le000,0,0.14200604974727948,0.3137615899548145,0.17175554020753503
v1,q10,rough_seed_29,rough_seed_18,wm040_ws060_we000,lm000_ls100_le000,lm040_ls060_le000,0,0.13756749512136274,0.23730516892536516,0.09973767380400242
v1,q10,rough_seed_29,rough_seed_18,wm040_ws040_we020,lm000_ls100_le000,lm040_ls060_le000,0,0.0931073823940256,0.2103214707548202,0.11721408836079458
v1,q10,rough_seed_29,rough_seed_18,wm040_ws020_we040,lm000_ls100_le000,lm060_ls040_le000,0,0.1421403411008057,0.24870324799365065,0.10656290689284495
v1,q10,rough_seed_29,rough_seed_18,wm040_ws000_we060,lm000_ls100_le000,lm080_ls020_le000,0,0.16486487709146663,0.37086278446365983,0.2059979073721932
v1,q10,rough_seed_29,rough_seed_18,wm020_ws080_we000,lm000_ls100_le000,lm080_ls020_le000,0,0.08163235807027222,0.31469442097139116,0.23306206290111894
v1,q10,rough_seed_29,rough_seed_18,wm020_ws060_we020,lm000_ls100_le000,lm080_ls020_le000,0,0.08216574505391296,0.23749487389051083,0.15532912883659789
v1,q10,rough_seed_29,rough_seed_18,wm020_ws040_we040,lm000_ls100_le000,lm080_ls020_le000,0,0.1085524118644407,0.24845216874909898,0.13989975688465828
v1,q10,rough_seed_29,rough_seed_18,wm020_ws020_we060,lm000_ls100_le000,lm080_ls020_le000,0,0.1624244972121547,0.37061170521910813,0.20818720800695342
v1,q10,rough_seed_29,rough_seed_18,wm020_ws000_we080,lm000_ls100_le000,lm080_ls000_le020,0,0.09221328900858783,0.4927712416891174,0.40055795268052957
v1,q10,rough_seed_29,rough_seed_18,wm000_ws100_we000,lm040_ls040_le020,lm080_ls020_le000,0,0.0,0.8756140471039797,0.8756140471039797
v1,q10,rough_seed_29,rough_seed_18,wm000_ws080_we020,lm000_ls100_le000,lm080_ls020_le000,0,0.05387208534771405,0.3148841259365368,0.26101204058882277
v1,q10,rough_seed_29,rough_seed_18,wm000_ws060_we040,lm000_ls100_le000,lm080_ls020_le000,0,0.1077441706954281,0.2482010895045473,0.1404569188091192
v1,q10,rough_seed_29,rough_seed_18,wm000_ws040_we060,lm000_ls100_le000,lm080_ls020_le000,0,0.16161625604314211,0.37036062597455643,0.20874436993141432
v1,q10,rough_seed_29,rough_seed_18,wm000_ws020_we080,lm000_ls100_le000,lm040_ls040_le020,0,0.17615667609005298,0.4925201624445657,0.3163634863545127
