descriptor,variant,test_context,nearest_context,preference_name,transferred_beta,shadow_oracle_beta,exact,shadow_oracle_score,transferred_score,score_excess
v2,baseline,rough_seed_13,rough_seed_18,energy,lm000_ls100_le000,lm040_ls000_le060,0,0.11082453725073943,0.5726886952553688,0.4618641580046294
v2,baseline,rough_seed_7,rough_seed_10,wm100_ws000_we000,lm060_ls040_le000,lm100_ls000_le000,0,0.0,0.05401712236914727,0.05401712236914727
v2,baseline,rough_seed_7,rough_seed_10,wm080_ws020_we000,lm080_ls020_le000,lm080_ls020_le000,1,0.0800047950810735,0.0800047950810735,0.0
v2,baseline,rough_seed_7,rough_seed_10,wm080_ws000_we020,lm100_ls000_le000,lm000_ls100_le000,0,0.13792513460456318,0.15589464010807672,0.017969505503513533
v2,baseline,rough_seed_7,rough_seed_10,wm060_ws040_we000,lm080_ls000_le020,lm080_ls020_le000,0,0.15957924677669388,0.42680119533587574,0.26722194855918185
v2,baseline,rough_seed_7,rough_seed_10,wm060_ws020_we020,lm080_ls020_le000,lm000_ls100_le000,0,0.13855825830360913,0.20304692405476407,0.06448866575115494
v2,baseline,rough_seed_7,rough_seed_10,wm060_ws000_we040,lm080_ls020_le000,lm040_ls040_le020,0,0.19151342886230452,0.4042582060312719,0.21274477716896736
v2,baseline,rough_seed_7,rough_seed_10,wm040_ws060_we000,lm020_ls040_le040,lm080_ls020_le000,0,0.23915369847231424,0.5512641654691575,0.3121104669968432
v2,baseline,rough_seed_7,rough_seed_10,wm040_ws040_we020,lm060_ls020_le020,lm020_ls080_le000,0,0.18407690973964297,0.4061372063760146,0.2220602966363716
v2,baseline,rough_seed_7,rough_seed_10,wm040_ws020_we040,lm080_ls020_le000,lm040_ls020_le040,0,0.18335006280574745,0.40496085537767346,0.221610792571926
v2,baseline,rough_seed_7,rough_seed_10,wm040_ws000_we060,lm080_ls020_le000,lm040_ls020_le040,0,0.18218737676117047,0.6061721373541812,0.4239847605930107
v2,baseline,rough_seed_7,rough_seed_10,wm020_ws080_we000,lm040_ls000_le060,lm000_ls060_le040,0,0.193752997998557,0.5914328492713202,0.39767985127276323
v2,baseline,rough_seed_7,rough_seed_10,wm020_ws060_we020,lm040_ls000_le060,lm000_ls060_le040,0,0.14662411497341107,0.4453510096265524,0.2987268946531413
v2,baseline,rough_seed_7,rough_seed_10,wm020_ws040_we040,lm060_ls020_le020,lm000_ls040_le060,0,0.193157007511989,0.40771239705801327,0.21455538954602427
v2,baseline,rough_seed_7,rough_seed_10,wm020_ws020_we060,lm060_ls020_le020,lm040_ls020_le040,0,0.17038578739111646,0.5479213965079006,0.3775356091167842
v2,baseline,rough_seed_7,rough_seed_10,wm020_ws000_we080,lm080_ls020_le000,lm020_ls020_le060,0,0.202,0.8080860686770907,0.6060860686770906
v2,baseline,rough_seed_7,rough_seed_10,wm000_ws100_we000,lm000_ls000_le100,lm020_ls020_le060,0,0.0,0.8239371052500434,0.8239371052500434
v2,baseline,rough_seed_7,rough_seed_10,wm000_ws080_we020,lm040_ls000_le060,lm020_ls020_le060,0,0.0,0.5914548634843438,0.5914548634843438
v2,baseline,rough_seed_7,rough_seed_10,wm000_ws060_we040,lm020_ls040_le040,lm020_ls020_le060,0,0.0,0.5508988295960113,0.5508988295960113
v2,baseline,rough_seed_7,rough_seed_10,wm000_ws040_we060,lm060_ls020_le020,lm020_ls020_le060,0,0.0,0.5496950386822334,0.5496950386822334
v2,baseline,rough_seed_7,rough_seed_10,wm000_ws020_we080,lm080_ls020_le000,lm020_ls020_le060,0,0.0,0.8087887180234923,0.8087887180234923
v2,baseline,rough_seed_7,rough_seed_10,wm000_ws000_we100,lm080_ls020_le000,lm020_ls020_le060,0,0.0,1.01,1.01
v2,baseline,rough_seed_7,rough_seed_10,balanced,lm060_ls020_le020,lm000_ls060_le040,0,0.22386239429317928,0.3399484865584208,0.11608609226524153
v2,baseline,rough_seed_7,rough_seed_10,motion,lm080_ls020_le000,lm000_ls100_le000,0,0.11065640030868305,0.15239277888743633,0.04173637857875327
v2,baseline,rough_seed_7,rough_seed_10,stability,lm040_ls000_le060,lm020_ls020_le060,0,0.1515,0.5183974330021922,0.36689743300219224
v2,baseline,rough_seed_7,rough_seed_10,energy,lm080_ls020_le000,lm020_ls020_le060,0,0.1515,0.7076560900254371,0.5561560900254371
v2,baseline,rough_seed_15,rough_seed_8,wm100_ws000_we000,lm080_ls020_le000,lm040_ls060_le000,0,0.0,0.1193862776990456,0.1193862776990456
v2,baseline,rough_seed_15,rough_seed_8,wm080_ws020_we000,lm080_ls020_le000,lm080_ls020_le000,1,0.0962897550200626,0.0962897550200626,0.0
v2,baseline,rough_seed_15,rough_seed_8,wm080_ws000_we020,lm100_ls000_le000,lm020_ls060_le020,0,0.05259529022903838,0.1203603346357209,0.06776504440668252
v2,baseline,rough_seed_15,rough_seed_8,wm060_ws040_we000,lm080_ls020_le000,lm060_ls040_le000,0,0.13357670966840973,0.1584172632989503,0.02484055363054058
v2,baseline,rough_seed_15,rough_seed_8,wm060_ws020_we020,lm080_ls020_le000,lm060_ls040_le000,0,0.0989941531530156,0.10300095236783628,0.0040067992148206805
v2,baseline,rough_seed_15,rough_seed_8,wm060_ws000_we040,lm100_ls000_le000,lm000_ls080_le020,0,0.10375638555318287,0.20841480839951776,0.10465842284633489
v2,baseline,rough_seed_15,rough_seed_8,wm040_ws060_we000,lm080_ls020_le000,lm060_ls040_le000,0,0.19963632702685763,0.2370348737716975,0.03739854674483986
v2,baseline,rough_seed_15,rough_seed_8,wm040_ws040_we020,lm080_ls020_le000,lm060_ls040_le000,0,0.13425019216796522,0.15918591417573377,0.024935722007768557
v2,baseline,rough_seed_15,rough_seed_8,wm040_ws020_we040,lm100_ls000_le000,lm000_ls080_le020,0,0.11883651661357011,0.20886445301360498,0.09002793640003487
v2,baseline,rough_seed_15,rough_seed_8,wm040_ws000_we060,lm100_ls000_le000,lm000_ls080_le020,0,0.06917092370212191,0.3118837660338696,0.24271284233174767
v2,baseline,rough_seed_15,rough_seed_8,wm020_ws080_we000,lm080_ls020_le000,lm000_ls060_le040,0,0.16906897526761827,0.31565248424444475,0.14658350897682648
v2,baseline,rough_seed_15,rough_seed_8,wm020_ws060_we020,lm080_ls020_le000,lm020_ls040_le040,0,0.13665082942840379,0.23780352464848092,0.10115269522007714
v2,baseline,rough_seed_15,rough_seed_8,wm020_ws040_we040,lm040_ls060_le000,lm060_ls040_le000,0,0.19653083135451732,0.21558916601836708,0.019058334663849763
v2,baseline,rough_seed_15,rough_seed_8,wm020_ws020_we060,lm040_ls060_le000,lm000_ls080_le020,0,0.11849408629821308,0.29236195494282713,0.17386786864461407
v2,baseline,rough_seed_15,rough_seed_8,wm020_ws000_we080,lm040_ls060_le000,lm000_ls080_le020,0,0.034585461851060956,0.388405600874172,0.35382013902311105
v2,baseline,rough_seed_15,rough_seed_8,wm000_ws100_we000,lm080_ls020_le000,lm000_ls040_le060,0,0.0,0.39427009471719193,0.39427009471719193
v2,baseline,rough_seed_15,rough_seed_8,wm000_ws080_we020,lm080_ls020_le000,lm000_ls040_le060,0,0.0837719963357539,0.3164211351212282,0.23264913878547433
v2,baseline,rough_seed_15,rough_seed_8,wm000_ws060_we040,lm080_ls020_le000,lm000_ls040_le060,0,0.1675439926715078,0.23857217552526436,0.07102818285375656
v2,baseline,rough_seed_15,rough_seed_8,wm000_ws040_we060,lm040_ls060_le000,lm000_ls080_le020,0,0.23630331196571208,0.29341970923002536,0.05711639726431328
v2,baseline,rough_seed_15,rough_seed_8,wm000_ws020_we080,lm040_ls060_le000,lm000_ls080_le020,0,0.11815165598285604,0.38946335516137015,0.2713116991785141
v2,baseline,rough_seed_15,rough_seed_8,wm000_ws000_we100,lm040_ls060_le000,lm000_ls080_le020,0,0.0,0.4855070010927149,0.4855070010927149
v2,baseline,rough_seed_15,rough_seed_8,balanced,lm080_ls020_le000,lm060_ls040_le000,0,0.16401860528735004,0.1708802257107565,0.0068616204234064615
v2,baseline,rough_seed_15,rough_seed_8,motion,lm080_ls020_le000,lm040_ls060_le000,0,0.08084593725688764,0.08490973854555747,0.00406380128866983
v2,baseline,rough_seed_15,rough_seed_8,stability,lm080_ls020_le000,lm000_ls040_le060,0,0.15212206927972094,0.27692016716565865,0.12479809788593771
v2,baseline,rough_seed_15,rough_seed_8,energy,lm040_ls060_le000,lm000_ls080_le020,0,0.08887056472365981,0.340648216480299,0.25177765175663924
v2,baseline,rough_seed_0,rough_seed_17,wm100_ws000_we000,lm060_ls040_le000,lm080_ls020_le000,0,0.0,0.09024376691188865,0.09024376691188865
v2,baseline,rough_seed_0,rough_seed_17,wm080_ws020_we000,lm100_ls000_le000,lm100_ls000_le000,1,0.1321155908798785,0.1321155908798785,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm080_ws000_we020,lm100_ls000_le000,lm060_ls040_le000,0,0.07240453062202368,0.08495760887929187,0.012553078257268188
v2,baseline,rough_seed_0,rough_seed_17,wm060_ws040_we000,lm100_ls000_le000,lm100_ls000_le000,1,0.26317972620432023,0.26317972620432023,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm060_ws020_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.13190529976879115,0.13190529976879115,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm060_ws000_we040,lm100_ls000_le000,lm060_ls040_le000,0,0.0545652943321587,0.0637182066594689,0.009152912327310199
v2,baseline,rough_seed_0,rough_seed_17,wm040_ws060_we000,lm100_ls000_le000,lm060_ls000_le040,0,0.2718203446830262,0.3942438615287619,0.12242351684573571
v2,baseline,rough_seed_0,rough_seed_17,wm040_ws040_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.26296943509323284,0.26296943509323284,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm040_ws020_we040,lm100_ls000_le000,lm100_ls000_le000,1,0.13169500865770378,0.13169500865770378,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm040_ws000_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.04247880443964593,0.04247880443964593,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm020_ws080_we000,lm100_ls000_le000,lm060_ls000_le040,0,0.1364945676812423,0.5253079968532036,0.3888134291719613
v2,baseline,rough_seed_0,rough_seed_17,wm020_ws060_we020,lm100_ls000_le000,lm000_ls060_le040,0,0.14786028400704418,0.39403357041767456,0.24617328641063038
v2,baseline,rough_seed_0,rough_seed_17,wm020_ws040_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.2039002745098202,0.2627591439821455,0.0588588694723253
v2,baseline,rough_seed_0,rough_seed_17,wm020_ws020_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.13148471754661642,0.13148471754661642,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm020_ws000_we080,lm020_ls060_le020,lm100_ls000_le000,0,0.021239402219822966,0.15579260131820505,0.1345531990983821
v2,baseline,rough_seed_0,rough_seed_17,wm000_ws100_we000,lm060_ls000_le040,lm000_ls040_le060,0,0.0,0.11804785862529794,0.11804785862529794
v2,baseline,rough_seed_0,rough_seed_17,wm000_ws080_we020,lm100_ls000_le000,lm000_ls040_le060,0,0.09596386274592054,0.5250977057421163,0.4291338429961958
v2,baseline,rough_seed_0,rough_seed_17,wm000_ws060_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.1919277254918411,0.39382327930658717,0.20189555381474608
v2,baseline,rough_seed_0,rough_seed_17,wm000_ws040_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.26254885287105817,0.26254885287105817,0.0
v2,baseline,rough_seed_0,rough_seed_17,wm000_ws020_we080,lm020_ls060_le020,lm100_ls000_le000,0,0.13127442643552908,0.1612261890724971,0.029951762636968027
v2,baseline,rough_seed_0,rough_seed_17,wm000_ws000_we100,lm020_ls060_le020,lm100_ls000_le000,0,0.0,0.19360732621848759,0.19360732621848759
v2,baseline,rough_seed_0,rough_seed_17,balanced,lm100_ls000_le000,lm100_ls000_le000,1,0.21914119591102738,0.21914119591102738,0.0
v2,baseline,rough_seed_0,rough_seed_17,motion,lm100_ls000_le000,lm100_ls000_le000,1,0.09919183871545255,0.09919183871545255,0.0
v2,baseline,rough_seed_0,rough_seed_17,stability,lm100_ls000_le000,lm000_ls060_le040,0,0.11102447170949731,0.45961821085766724,0.34859373914816993
v2,baseline,rough_seed_0,rough_seed_17,energy,lm020_ls060_le020,lm100_ls000_le000,0,0.09861353815996232,0.13739102023696173,0.03877748207699941
v2,baseline,rough_seed_5,rough_seed_20,wm100_ws000_we000,lm100_ls000_le000,lm000_ls100_le000,0,0.0,0.07993338923685919,0.07993338923685919
v2,baseline,rough_seed_5,rough_seed_20,wm080_ws020_we000,lm080_ls000_le020,lm020_ls060_le020,0,0.1417892183131797,0.27443644792944527,0.13264722961626557
v2,baseline,rough_seed_5,rough_seed_20,wm080_ws000_we020,lm060_ls020_le020,lm060_ls040_le000,0,0.02538358769848591,0.22367514155563617,0.19829155385715025
v2,baseline,rough_seed_5,rough_seed_20,wm060_ws040_we000,lm000_ls060_le040,lm060_ls020_le020,0,0.24392489939300094,0.5582458178713383,0.3143209184783374
v2,baseline,rough_seed_5,rough_seed_20,wm060_ws020_we020,lm080_ls000_le020,lm020_ls060_le020,0,0.14147579821119285,0.20640353105376452,0.06492773284257167
v2,baseline,rough_seed_5,rough_seed_20,wm060_ws000_we040,lm060_ls020_le020,lm080_ls020_le000,0,0.04674099175401099,0.16804512044794367,0.12130412869393269
v2,baseline,rough_seed_5,rough_seed_20,wm040_ws060_we000,lm060_ls000_le040,lm060_ls020_le020,0,0.3645046502644354,0.39038708194951255,0.025882431685077145
v2,baseline,rough_seed_5,rough_seed_20,wm040_ws040_we020,lm040_ls020_le040,lm060_ls020_le020,0,0.2436028312879478,0.38907709013348174,0.14547425884553394
v2,baseline,rough_seed_5,rough_seed_20,wm040_ws020_we040,lm060_ls020_le020,lm060_ls020_le020,1,0.12270101231146018,0.12270101231146018,0.0
v2,baseline,rough_seed_5,rough_seed_20,wm040_ws000_we060,lm060_ls020_le020,lm000_ls080_le020,0,0.04853432683236005,0.1124150993402512,0.06388077250789115
v2,baseline,rough_seed_5,rough_seed_20,wm020_ws080_we000,lm020_ls020_le060,lm020_ls040_le040,0,0.18563973238387022,0.20294546926225,0.017305736878379774
v2,baseline,rough_seed_5,rough_seed_20,wm020_ws060_we020,lm000_ls040_le060,lm020_ls040_le040,0,0.1868755992148271,0.2029422784832257,0.01606667926839861
v2,baseline,rough_seed_5,rough_seed_20,wm020_ws040_we040,lm000_ls060_le040,lm000_ls040_le060,0,0.20388455696645139,0.4062619843559012,0.20237742738944983
v2,baseline,rough_seed_5,rough_seed_20,wm020_ws020_we060,lm060_ls020_le020,lm060_ls020_le020,1,0.12237894420640703,0.12237894420640703,0.0
v2,baseline,rough_seed_5,rough_seed_20,wm020_ws000_we080,lm060_ls020_le020,lm020_ls060_le020,0,0.031655430300672395,0.09388169521922028,0.06222626491854789
v2,baseline,rough_seed_5,rough_seed_20,wm000_ws100_we000,lm000_ls000_le100,lm000_ls040_le060,0,0.0,0.18069268083781717,0.18069268083781717
v2,baseline,rough_seed_5,rough_seed_20,wm000_ws080_we020,lm000_ls040_le060,lm000_ls040_le060,1,0.0951701268057946,0.0951701268057946,0.0
v2,baseline,rough_seed_5,rough_seed_20,wm000_ws060_we040,lm000_ls040_le060,lm000_ls040_le060,1,0.1903402536115892,0.1903402536115892,0.0
v2,baseline,rough_seed_5,rough_seed_20,wm000_ws040_we060,lm080_ls000_le020,lm060_ls020_le020,0,0.2429586950778415,0.2543950464743043,0.011436351396462763
v2,baseline,rough_seed_5,rough_seed_20,wm000_ws020_we080,lm060_ls020_le020,lm060_ls020_le020,1,0.12205687610135389,0.12205687610135389,0.0
v2,baseline,rough_seed_5,rough_seed_20,wm000_ws000_we100,lm060_ls020_le020,lm020_ls060_le020,0,0.0,0.11666076961149235,0.11666076961149235
v2,baseline,rough_seed_5,rough_seed_20,balanced,lm000_ls060_le040,lm060_ls020_le020,0,0.2031948689274342,0.34008582535595366,0.13689095642851945
v2,baseline,rough_seed_5,rough_seed_20,motion,lm080_ls000_le020,lm100_ls000_le000,0,0.10753027817181889,0.24017169904288022,0.13264142087106134
v2,baseline,rough_seed_5,rough_seed_20,stability,lm000_ls040_le060,lm020_ls040_le040,0,0.14056170513887578,0.15220670886241927,0.01164500372354349
v2,baseline,rough_seed_5,rough_seed_20,energy,lm060_ls020_le020,lm060_ls020_le020,1,0.09207297243602183,0.09207297243602183,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0,0.0,0.1055186360505593,0.1055186360505593
v2,baseline,rough_seed_11,rough_seed_4,wm080_ws020_we000,lm020_ls080_le000,lm080_ls020_le000,0,0.19936358426270173,0.7283839396067534,0.5290203553440517
v2,baseline,rough_seed_11,rough_seed_4,wm080_ws000_we020,lm020_ls080_le000,lm100_ls000_le000,0,0.19931779513940673,0.7289988036554621,0.5296810085160554
v2,baseline,rough_seed_11,rough_seed_4,wm060_ws040_we000,lm020_ls080_le000,lm080_ls020_le000,0,0.3976824295546058,0.546287954705065,0.14860552515045916
v2,baseline,rough_seed_11,rough_seed_4,wm060_ws020_we020,lm020_ls080_le000,lm100_ls000_le000,0,0.20397344351623176,0.5469028187537736,0.3429293752375418
v2,baseline,rough_seed_11,rough_seed_4,wm060_ws000_we040,lm020_ls080_le000,lm100_ls000_le000,0,0.39863559027881346,0.5475176828024823,0.1488820925236688
v2,baseline,rough_seed_11,rough_seed_4,wm040_ws060_we000,lm020_ls080_le000,lm020_ls080_le000,1,0.3641919698033767,0.3641919698033767,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm040_ws040_we020,lm020_ls080_le000,lm020_ls080_le000,1,0.36480683385208534,0.36480683385208534,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm040_ws020_we040,lm020_ls080_le000,lm020_ls080_le000,1,0.36542169790079404,0.36542169790079404,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm040_ws000_we060,lm060_ls040_le000,lm020_ls080_le000,0,0.36603656194950274,0.655530479426856,0.2894939174773533
v2,baseline,rough_seed_11,rough_seed_4,wm020_ws080_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.18209598490168835,0.20211183563441315,0.0200158507327248
v2,baseline,rough_seed_11,rough_seed_4,wm020_ws060_we020,lm000_ls100_le000,lm020_ls080_le000,0,0.18271084895039702,0.20208387672580985,0.019373027775412832
v2,baseline,rough_seed_11,rough_seed_4,wm020_ws040_we040,lm000_ls100_le000,lm020_ls080_le000,0,0.1833257129991057,0.20205591781720658,0.018730204818100893
v2,baseline,rough_seed_11,rough_seed_4,wm020_ws020_we060,lm020_ls080_le000,lm020_ls080_le000,1,0.1881067373023103,0.1881067373023103,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm020_ws000_we080,lm060_ls040_le000,lm000_ls100_le000,0,0.202,0.8730664906016244,0.6710664906016244
v2,baseline,rough_seed_11,rough_seed_4,wm000_ws100_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.0,0.01411924884465801,0.01411924884465801
v2,baseline,rough_seed_11,rough_seed_4,wm000_ws080_we020,lm000_ls100_le000,lm000_ls100_le000,1,0.011295399075726409,0.011295399075726409,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm000_ws060_we040,lm000_ls100_le000,lm000_ls100_le000,1,0.008471549306794807,0.008471549306794807,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm000_ws040_we060,lm000_ls100_le000,lm000_ls100_le000,1,0.0056476995378632044,0.0056476995378632044,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm000_ws020_we080,lm000_ls100_le000,lm000_ls100_le000,1,0.0028238497689316022,0.0028238497689316022,0.0
v2,baseline,rough_seed_11,rough_seed_4,wm000_ws000_we100,lm000_ls100_le000,lm000_ls100_le000,1,0.0,0.0,0.0
v2,baseline,rough_seed_11,rough_seed_4,balanced,lm020_ls080_le000,lm020_ls080_le000,1,0.30451808158399496,0.30451808158399496,0.0
v2,baseline,rough_seed_11,rough_seed_4,motion,lm020_ls080_le000,lm100_ls000_le000,0,0.1529800826371738,0.6377970951924405,0.48481701255526677
v2,baseline,rough_seed_11,rough_seed_4,stability,lm000_ls100_le000,lm020_ls080_le000,0,0.13703313671279774,0.15159785618011148,0.014564719467313747
v2,baseline,rough_seed_11,rough_seed_4,energy,lm020_ls080_le000,lm000_ls100_le000,0,0.15152096918145247,0.21870663912620325,0.06718566994475078
v2,baseline,rough_seed_4,rough_seed_6,wm100_ws000_we000,lm080_ls020_le000,lm080_ls020_le000,1,0.0,0.0,0.0
v2,baseline,rough_seed_4,rough_seed_6,wm080_ws020_we000,lm020_ls080_le000,lm020_ls080_le000,1,0.10360034889211242,0.10360034889211242,0.0
v2,baseline,rough_seed_4,rough_seed_6,wm080_ws000_we020,lm100_ls000_le000,lm020_ls080_le000,0,0.048722039426145156,3.8053961673795125,3.7566741279533673
v2,baseline,rough_seed_4,rough_seed_6,wm060_ws040_we000,lm000_ls080_le020,lm020_ls080_le000,0,0.20660147188439923,19.43842428222095,19.23182281033655
v2,baseline,rough_seed_4,rough_seed_6,wm060_ws020_we020,lm020_ls080_le000,lm020_ls080_le000,1,0.10378509043238345,0.10378509043238345,0.0
v2,baseline,rough_seed_4,rough_seed_6,wm060_ws000_we040,lm100_ls000_le000,lm020_ls080_le000,0,0.06188605302759792,2.8561422880281584,2.7942562350005606
v2,baseline,rough_seed_4,rough_seed_6,wm040_ws060_we000,lm040_ls020_le040,lm020_ls080_le000,0,0.309602594876686,17.096882911027013,16.787280316150326
v2,baseline,rough_seed_4,rough_seed_6,wm040_ws040_we020,lm000_ls080_le020,lm020_ls080_le000,0,0.20678621342467027,12.964161974344442,12.757375760919771
v2,baseline,rough_seed_4,rough_seed_6,wm040_ws020_we040,lm020_ls080_le000,lm020_ls080_le000,1,0.10396983197265448,0.10396983197265448,0.0
v2,baseline,rough_seed_4,rough_seed_6,wm040_ws000_we060,lm100_ls000_le000,lm060_ls040_le000,0,0.07715621077958547,1.9068884086768052,1.8297321978972196
v2,baseline,rough_seed_4,rough_seed_6,wm020_ws080_we000,lm020_ls040_le040,lm000_ls100_le000,0,0.202,9.226654961185451,9.024654961185451
v2,baseline,rough_seed_4,rough_seed_6,wm020_ws060_we020,lm000_ls060_le040,lm000_ls100_le000,0,0.202,9.0072090230443,8.8052090230443
v2,baseline,rough_seed_4,rough_seed_6,wm020_ws040_we040,lm000_ls080_le020,lm000_ls100_le000,0,0.202,6.489899666467934,6.287899666467934
v2,baseline,rough_seed_4,rough_seed_6,wm020_ws020_we060,lm020_ls080_le000,lm020_ls080_le000,1,0.10415457351292551,0.10415457351292551,0.0
v2,baseline,rough_seed_4,rough_seed_6,wm020_ws000_we080,lm100_ls000_le000,lm060_ls040_le000,0,0.09965119434704378,0.9576345293254513,0.8579833349784076
v2,baseline,rough_seed_4,rough_seed_6,wm000_ws100_we000,lm040_ls000_le060,lm000_ls100_le000,0,0.0,2.405577838386419,2.405577838386419
v2,baseline,rough_seed_4,rough_seed_6,wm000_ws080_we020,lm040_ls000_le060,lm000_ls100_le000,0,0.0,1.933699002601937,1.933699002601937
v2,baseline,rough_seed_4,rough_seed_6,wm000_ws060_we040,lm040_ls000_le060,lm000_ls100_le000,0,0.0,1.8801104037620413,1.8801104037620413
v2,baseline,rough_seed_4,rough_seed_6,wm000_ws040_we060,lm000_ls080_le020,lm000_ls100_le000,0,0.0,1.4391989839487012,1.4391989839487012
v2,baseline,rough_seed_4,rough_seed_6,wm000_ws020_we080,lm020_ls080_le000,lm000_ls100_le000,0,0.0,0.12407403466027889,0.12407403466027889
v2,baseline,rough_seed_4,rough_seed_6,wm000_ws000_we100,lm100_ls000_le000,lm000_ls100_le000,0,0.0,0.8464456473838523,0.8464456473838523
v2,baseline,rough_seed_4,rough_seed_6,balanced,lm000_ls080_le020,lm020_ls080_le000,0,0.17257566678742198,10.807422649801916,10.634846983014494
v2,baseline,rough_seed_4,rough_seed_6,motion,lm020_ls080_le000,lm020_ls080_le000,1,0.07798862429924398,0.07798862429924398,0.0
v2,baseline,rough_seed_4,rough_seed_6,stability,lm000_ls060_le040,lm000_ls100_le000,0,0.1515,6.757311689210857,6.6058116892108565
v2,baseline,rough_seed_4,rough_seed_6,energy,lm040_ls060_le000,lm020_ls080_le000,0,0.10852703925210863,0.4598526719225745,0.3513256326704659
v2,baseline,rough_seed_25,rough_seed_6,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0,0.0,0.033274517716205085,0.033274517716205085
v2,baseline,rough_seed_25,rough_seed_6,wm080_ws020_we000,lm020_ls080_le000,lm080_ls000_le020,0,0.12533871318045423,0.1824377803008253,0.05709906712037108
v2,baseline,rough_seed_25,rough_seed_6,wm080_ws000_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.015800089386051264,0.015800089386051264,0.0
v2,baseline,rough_seed_25,rough_seed_6,wm060_ws040_we000,lm000_ls080_le020,lm040_ls040_le020,0,0.14365801486556262,0.2281934281715864,0.08453541330602377
v2,baseline,rough_seed_25,rough_seed_6,wm060_ws020_we020,lm020_ls080_le000,lm080_ls000_le020,0,0.09463197959606273,0.18416272954009344,0.08953074994403071
v2,baseline,rough_seed_25,rough_seed_6,wm060_ws000_we040,lm100_ls000_le000,lm100_ls000_le000,1,0.03160017877210253,0.03160017877210253,0.0
v2,baseline,rough_seed_25,rough_seed_6,wm040_ws060_we000,lm040_ls020_le040,lm040_ls020_le040,1,0.14300978688508584,0.14300978688508584,0.0
v2,baseline,rough_seed_25,rough_seed_6,wm040_ws040_we020,lm000_ls080_le020,lm040_ls040_le020,0,0.10179164621421029,0.33179944201335765,0.23000779579914737
v2,baseline,rough_seed_25,rough_seed_6,wm040_ws020_we040,lm020_ls080_le000,lm080_ls000_le020,0,0.0901187931790877,0.3655110829477507,0.275392289768663
v2,baseline,rough_seed_25,rough_seed_6,wm040_ws000_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.04740026815815378,0.04740026815815378,0.0
v2,baseline,rough_seed_25,rough_seed_6,wm020_ws080_we000,lm020_ls040_le040,lm060_ls000_le040,0,0.07853022180055476,0.30220588244620145,0.2236756606456467
v2,baseline,rough_seed_25,rough_seed_6,wm020_ws060_we020,lm000_ls060_le040,lm040_ls040_le020,0,0.15166508730912093,0.2475799712160032,0.09591488390688227
v2,baseline,rough_seed_25,rough_seed_6,wm020_ws040_we040,lm000_ls080_le020,lm040_ls040_le020,0,0.10148226669681978,0.659603791255677,0.5581215245588572
v2,baseline,rough_seed_25,rough_seed_6,wm020_ws020_we060,lm020_ls080_le000,lm040_ls040_le020,0,0.05129944608451861,0.5468594363554078,0.49555999027088915
v2,baseline,rough_seed_25,rough_seed_6,wm020_ws000_we080,lm100_ls000_le000,lm100_ls000_le000,1,0.06320035754420505,0.06320035754420505,0.0
v2,baseline,rough_seed_25,rough_seed_6,wm000_ws100_we000,lm040_ls000_le060,lm060_ls000_le040,0,0.0,1.6971490464358463,1.6971490464358463
v2,baseline,rough_seed_25,rough_seed_6,wm000_ws080_we020,lm040_ls000_le060,lm060_ls000_le040,0,0.15795342125440343,1.359411975878127,1.2014585546237235
v2,baseline,rough_seed_25,rough_seed_6,wm000_ws060_we040,lm040_ls000_le060,lm040_ls040_le020,0,0.15135570779173044,1.0216749053204073,0.8703191975286768
v2,baseline,rough_seed_25,rough_seed_6,wm000_ws040_we060,lm000_ls080_le020,lm040_ls040_le020,0,0.1011728871794293,0.9874081404979962,0.8862352533185669
v2,baseline,rough_seed_25,rough_seed_6,wm000_ws020_we080,lm020_ls080_le000,lm040_ls040_le020,0,0.06572393126688088,0.7282077897630652,0.6624838584961843
