context_id,seed,split_group,terrain,beta_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,status,success,m4_interventions,feasible,infeasible_reason,raw_log_relpath,source_stage,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m
rough_seed_1,1,val,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0000.jsonl,T6.12e_heldout,39,5,7.800000000000001,1.684255686744794,216.169658929155,0.01128489332286142,0.09150534477222129,0.02689579294069089,0.1641152699614996,0.06390628624450112,0.007074924611460503,0.0012758060774766208,4.631125820970372,0.34952467055585146,0.06390628624450112,0.34952467055585146,attitude,128.3472934842523
rough_seed_21,21,val,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0001.jsonl,T6.12e_heldout,41,5,8.200000000000001,1.67055472602372,212.98297616501395,0.009492230025274651,0.06621251136986923,0.023340784426417897,0.1229462035218678,0.07109507640068886,0.009762308998303425,0.0020161290322584383,4.908549161701376,0.2529131634970323,0.07109507640068886,0.2529131634970323,attitude,127.49236696481013
rough_seed_16,16,val,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0002.jsonl,T6.12e_heldout,38,5,7.6,1.66959836619044,212.32292572815112,0.006348540293503881,0.06006464615362656,0.01604333987206023,0.1295220865074398,0.06808199121524076,0.0019521717911180423,0.0007320644216692558,4.551992954653573,0.2294300481699664,0.06808199121524076,0.2294300481699664,attitude,127.17006079289182
rough_seed_14,14,val,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0003.jsonl,T6.12e_heldout,38,5,7.6,1.6586674734166238,210.37830595733809,0.008507272221518406,0.0672111544476688,0.02215388051200303,0.1447549394633214,0.0631930368427459,0.006080839394301818,0.000715392869917836,4.581991340521713,0.25672769907022364,0.0631930368427459,0.25672769907022364,attitude,126.83573370133563
rough_seed_27,27,test,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0004.jsonl,T6.12e_heldout,38,5,7.6,1.6847856446326244,225.29163766117668,0.010478679844210815,0.10596040021304771,0.024524856775259986,0.21501181334782246,0.09018759018760869,0.011063011063013268,0.002525252525253146,4.5109596132968095,0.40473891518164956,0.09018759018760869,0.40473891518164956,attitude,133.72124719777193
rough_seed_2,2,test,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0005.jsonl,T6.12e_heldout,42,5,8.4,1.702199906772198,228.88653071093944,0.011430910108899132,0.09361907653288765,0.03371097218358554,0.18781083181224734,0.07771627048736918,0.006729621187453958,0.0010854227721699575,4.934790541687038,0.3575985311497807,0.07771627048736918,0.3575985311497807,attitude,134.46512938951233
rough_seed_3,3,test,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0006.jsonl,T6.12e_heldout,38,5,7.6,1.6978048925194384,212.62626700840121,0.006358855928755547,0.07938960375914618,0.014694977649419856,0.11141718603368855,0.067643467643479,0.0030525030525034363,0.0004884004884005498,4.476368299729697,0.30324594884100076,0.067643467643479,0.30324594884100076,attitude,125.23598438503547
rough_seed_19,19,test,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0007.jsonl,T6.12e_heldout,38,5,7.6,1.6764489953709036,229.55838440172312,0.007888797922457244,0.09485417142734706,0.015241068619962567,0.16091209261626324,0.09172986637776981,0.005417118093175475,0.00036114120621167875,4.533391723211089,0.3623162461331594,0.09172986637776981,0.3623162461331594,attitude,136.93132629480016
rough_seed_26,26,test,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0008.jsonl,T6.12e_heldout,38,5,7.6,1.660934605340438,200.2363210161564,0.0056062987583849816,0.062152586927290664,0.018885445017568808,0.13845223865831757,0.06315789473685461,0.0022222222222227834,0.00011695906432751561,4.575737043206614,0.23740539445024858,0.06315789473685461,0.23740539445024858,attitude,120.55641466697868
rough_seed_9,9,hard,rough_perlin,9,lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,m4,0,1,0,status_not_success+m4_intervention,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/09_lm040_ls000_le060/attempt_001/env_logs/episode_0009.jsonl,T6.12e_heldout,7,,1.3599999999999617,0.28497517919660575,55.59535896588499,,,,,,,,,,,,,
