policy,checkpoint,trained_reward_mode,eval_reward_mode,group,terrain,seed,status,settled,settling_steps,success,m4_terminal,m4_interventions,policy_steps,initial_goal_distance_m,final_goal_distance_m,progress_m,decision_time_s,energy_abs_j,energy_bracket_time_s,mean_cost_motion,mean_cost_stability,mean_cost_energy,sum_cost_motion,sum_cost_stability,sum_cost_energy,mean_progress_rate_mps,mean_energy_power_ratio,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,mean_action_vx_norm,mean_abs_action_yaw_norm,mean_action_height_norm,mean_requested_vx_mps,mean_abs_requested_yaw_rps,mean_requested_height_m,mean_requested_clearance_m,mean_applied_vx_mps,mean_abs_applied_yaw_rps,mean_applied_height_m,mean_applied_clearance_m,beta_name,beta_motion,beta_stability,beta_energy,beta_index,lambda_motion,lambda_stability,lambda_energy,context_id,split_group
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,1,success,True,5,True,False,0,39,1.8088555838009333,0.13727821187058165,1.6715773719303515,7.800000000000001,215.67716402467212,7.800000000000001,0.23211901090859755,0.1215569081776102,0.6328293164269772,9.052641425435304,4.740719418926798,24.680343340652108,0.21430479127312202,1.265658632853954,0.010894107468542302,0.0912538668206258,0.025841951370239258,0.16469860076904297,0.046237085874264054,0.02431693181502991,-0.015242066571656138,0.20924741717485276,0.009726772726011964,0.2990853588166647,0.060000000000000005,0.20924741717485276,0.009726772726011964,0.2990853588166647,0.060000000000000005,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_1,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,21,success,True,5,True,False,0,41,1.800255618426876,0.1409035385709753,1.6593520798559007,8.200000000000001,211.176726558356,8.200000000000001,0.24704998782684445,0.07383496672587088,0.5893987761171828,10.129049500900623,3.027233635760706,24.165349820804497,0.20236000973852444,1.1787975522343654,0.00974609695678665,0.06650590710545809,0.02408739924430847,0.12343690544366837,0.048292047185141865,0.022387896481299456,-0.017948679972394573,0.20965840943702835,0.008955158592519783,0.29892307920165634,0.06,0.20965840943702835,0.008955158592519783,0.29892307920165634,0.06,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_21,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,16,success,True,5,True,False,0,39,1.809161203944109,0.11356606371806449,1.6955951402260445,7.800000000000001,215.63148611773772,7.800000000000001,0.22827000957915955,0.06227618995764869,0.6326952905612725,8.902530373587222,2.428771408348299,24.675116331889626,0.21738399233667238,1.2653905811225448,0.00630319340550809,0.060585503693958404,0.015108845196664333,0.12947826087474823,0.04983931636581054,0.023562125533293836,-0.017173486836373996,0.20996786327316214,0.009424850213317536,0.2989695907898175,0.060000000000000005,0.20996786327316214,0.009424850213317536,0.2989695907898175,0.060000000000000005,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_16,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,14,success,True,5,True,False,0,39,1.8080373010952755,0.12658291960229678,1.6814543814929788,7.800000000000001,214.8957738791321,7.800000000000001,0.2305361568120226,0.06722711454265393,0.6305365999314637,8.990910115668882,2.621857467163503,24.590927397327086,0.2155710745503819,1.2610731998629277,0.008581328282747673,0.06719619688831725,0.021085726097226143,0.14037983119487762,0.05019525171090395,0.024733660575480033,-0.016063166182273284,0.2100390503421808,0.009893464230192014,0.2990362100290636,0.060000000000000005,0.2100390503421808,0.009893464230192014,0.2990362100290636,0.060000000000000005,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_14,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,27,success,True,5,True,False,0,38,1.803073794056723,0.12611639837001143,1.6769573956867116,7.6,227.40651602041822,7.6,0.2241846388673172,0.17468882532223334,0.6848040826333567,8.519016276958054,6.638175362244867,26.022555140067553,0.22065228890614633,1.3696081652667136,0.010501299667097575,0.10712081214938143,0.024977076798677444,0.22117440402507782,0.04716152148811441,0.025807650000053018,-0.013982573113600282,0.2094323042976229,0.010323060000021207,0.2991609321986815,0.060000000000000005,0.2094323042976229,0.010323060000021207,0.2991609321986815,0.060000000000000005,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_27,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,2,success,True,5,True,False,0,42,1.8266702729970166,0.13743050486083316,1.6892397681361835,8.4,224.45456363664084,8.4,0.24862503450354417,0.1310289261749198,0.6115418495067233,10.442251449148856,5.503214899346632,25.68475767928238,0.20109997239716465,1.2230836990134466,0.011334965152565282,0.09218227681776012,0.03330858051776886,0.18811407685279846,0.0507092061674311,0.025496943343785546,-0.015272648578199247,0.21014184123348623,0.01019877733751422,0.29908364108530805,0.06,0.21014184123348623,0.01019877733751422,0.29908364108530805,0.06,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_2,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,3,success,True,5,True,False,0,38,1.8074238039438935,0.11923971370834681,1.6881840902355467,7.6,212.14584759938492,7.6,0.222338143053364,0.09219156610556323,0.638848635879583,8.448849436027832,3.5032795120114026,24.276248163424153,0.22212948555730877,1.2776972717591664,0.006497396279328479,0.0793614672786125,0.014796595089137554,0.11336779594421387,0.04818563427972166,0.02549971709959209,-0.014760030488679675,0.20963712685594438,0.010199886839836837,0.29911439817067914,0.060000000000000005,0.20963712685594438,0.010199886839836837,0.29911439817067914,0.060000000000000005,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_3,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,19,success,True,5,True,False,0,38,1.7965344035659587,0.12936328241180747,1.6671711211541513,7.6,228.49909129066106,7.6,0.22579422349438297,0.14866288349885637,0.6880942258479837,8.580180492786553,5.649189572956542,26.14758058222338,0.21936462120449365,1.3761884516959677,0.00833500022358843,0.095173443616786,0.0160040482878685,0.16174866259098053,0.04669892385994133,0.02470432095058066,-0.015129451143653378,0.2093397847719883,0.009881728380232267,0.2990920237377041,0.060000000000000005,0.2093397847719883,0.009881728380232267,0.2990920237377041,0.060000000000000005,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_19,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,26,success,True,5,True,False,0,39,1.8005473980706206,0.11358941521125986,1.6869579828593608,7.800000000000001,203.51546607691162,7.800000000000001,0.229654169413564,0.06549219256683712,0.5971450610554059,8.956512607128996,2.554195510106648,23.288657381160828,0.2162766644691488,1.1942901221108115,0.0053949597764420985,0.06168317765371634,0.01676255278289318,0.13841170072555542,0.04813363030552864,0.024226492235007193,-0.01575817362903856,0.20962672606110572,0.009690596894002878,0.2990543272636848,0.060000000000000005,0.20962672606110572,0.009690596894002878,0.2990543272636848,0.060000000000000005,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_26,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,9,m4,True,5,False,True,1,7,1.8015570656417474,1.5178927483868712,0.2836643172548763,1.3639999999999612,55.53117142330783,1.3639999999999612,0.24365960527153155,0.43849122388072725,0.9077909059348046,1.7056172369007208,3.069438567165091,6.354536341543632,0.2050723157827748,1.8956162989545562,0.008018312702669556,0.17336007311798476,0.01419239491224289,0.2618483603000641,0.04847255615251405,0.037766918540000916,-0.0034141623182222247,0.20969451123050278,0.015106767416000366,0.2997951502609067,0.06,0.20969451123050278,0.015106767416000366,0.2997951502609067,0.06,lm000_ls000_le100,0.15,0.15,0.7,20,0.0,0.0,1.0,rough_seed_9,hard
