source_path,world_name,action_name,preference_score_seed,reached,min_rel_dist,final_rel_dist,odom_x_delta_abs,reach_reward,hold_reward,future_risk_proxy,future_bad_locomotion,future_good_locomotion
artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep000/ppo_policy_episode_result_v0.json,earth,trot_cautious,2.6743089501301984,False,0.17542313212988836,0.17542313212988836,0.3341352727088059,2.336041089264757,1.4199314231012838,0.4,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep001/ppo_policy_episode_result_v0.json,earth,trot_cautious,7.839399950413834,True,0.15975051081310707,0.16184700314687728,0.34652512140669667,5.482439945007566,1.4578646129875508,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep002/ppo_policy_episode_result_v0.json,earth,trot_cautious,2.5476079424487277,False,0.18693117760048125,0.18693117760048125,0.33491253265411275,2.225307778598216,1.385885842169175,0.4,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep003/ppo_policy_episode_result_v0.json,earth,trot_cautious,2.769040616396499,False,0.16557978080224126,0.16557978080224126,0.35551979743373036,2.427530498828356,1.4143333598975474,0.4,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep004/ppo_policy_episode_result_v0.json,earth,trot_cautious,2.7237410410993923,False,0.17117721806646008,0.17117721806646008,0.3337636609917032,2.3736208424256415,1.4523626923566013,0.4,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep000/ppo_policy_episode_result_v0.json,earth,trot_mid,7.97229795297278,True,0.14543177277500272,0.17634771071127234,0.3323612697310535,5.6192361033838125,1.445022401535116,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep001/ppo_policy_episode_result_v0.json,earth,trot_mid,7.888085282456871,True,0.14922685487976567,0.20929082334134977,0.3258427082630002,5.581721001984882,1.3199790000908873,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep002/ppo_policy_episode_result_v0.json,earth,trot_mid,7.941265000123879,True,0.1441897477564536,0.22040142974330887,0.32308317717056045,5.631085286716692,1.3377583592737576,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep003/ppo_policy_episode_result_v0.json,earth,trot_mid,7.895728044156146,True,0.1481147702057789,0.2257291906972845,0.31603743687776953,5.591089975597388,1.3269968626150819,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep004/ppo_policy_episode_result_v0.json,earth,trot_mid,7.934380975715347,True,0.14799603602996755,0.1824825304581226,0.34182410632731375,5.596785798784322,1.4007160618434926,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep000/ppo_policy_episode_result_v0.json,earth,trot_soft_mid_clear,1.7048171846124212,False,0.26811709400113765,0.26841020898076795,0.24174634472471018,1.4535181127049825,1.2847696588430506,0.55,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep001/ppo_policy_episode_result_v0.json,earth,trot_soft_mid_clear,1.784948949428141,False,0.2606707499712833,0.2606707499712833,0.24358019841638542,1.5238026002245555,1.304939080630757,0.55,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep002/ppo_policy_episode_result_v0.json,earth,trot_soft_mid_clear,2.1882957154630667,False,0.2226895857026732,0.2226895857026732,0.2808133980768312,1.884714949456304,1.383085196193664,0.55,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep003/ppo_policy_episode_result_v0.json,earth,trot_soft_mid_clear,1.9033165045648506,False,0.24975858389369265,0.24975858389369265,0.26717383602621814,1.6295826671852294,1.3287104310882254,0.55,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep004/ppo_policy_episode_result_v0.json,earth,trot_soft_mid_clear,1.7718799024093066,False,0.26249355583276346,0.26305905695041737,0.2356430453453716,1.5048162501688116,1.3281726847876336,0.55,True,False
artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep000/ppo_policy_episode_result_v0.json,earth,trot_solid_fast,7.924975623810229,True,0.1466159009646159,0.23560212962274021,0.2753548190528805,5.612835181342151,1.3589831670497268,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep001/ppo_policy_episode_result_v0.json,earth,trot_solid_fast,7.879842805108478,True,0.1467412168860233,0.23591025454054507,0.32471809955821523,5.606055631620679,1.2315001378148036,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep002/ppo_policy_episode_result_v0.json,earth,trot_solid_fast,7.903916498272038,True,0.1488111250178991,0.21835852587170002,0.311607506651084,5.5878070497120715,1.3596728709412214,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep003/ppo_policy_episode_result_v0.json,earth,trot_solid_fast,7.968009208595447,True,0.14303107360730427,0.21347053014011386,0.3152395646820147,5.64231383532011,1.3827359140406414,0.0,False,True
artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep004/ppo_policy_episode_result_v0.json,earth,trot_solid_fast,7.873465325871402,True,0.1489830847329607,0.2554818868502383,0.2998771386131137,5.584389683789137,1.3006396165935492,0.0,False,True
artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep000/ppo_policy_episode_result_v0.json,stairs_single,trot_cautious,1.9163952695093898,False,0.2432065969085363,0.2686635922732828,0.23231610794252977,1.6828438816310611,1.2050631172459452,0.55,True,False
artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep001/ppo_policy_episode_result_v0.json,stairs_single,trot_cautious,0.18016698363567596,False,0.40058324742996443,0.4601995101544775,0.5239893127668527,0.1950807760395009,0.6676063233076185,0.55,True,False
artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep002/ppo_policy_episode_result_v0.json,stairs_single,trot_cautious,7.667867969248118,True,0.15648188055406365,0.40984135760516566,0.14355388563496857,5.511011612993549,0.9947905526479248,0.0,False,True
artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep003/ppo_policy_episode_result_v0.json,stairs_single,trot_cautious,1.759108384927416,False,0.23292752038325518,0.5889443255724526,0.28608369036296766,1.7950193548430025,0.5651899719111346,0.55,True,False
artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep004/ppo_policy_episode_result_v0.json,stairs_single,trot_cautious,9.290015834460613,True,0.014405646645812495,0.09614912909548966,0.41394271117797,6.871518761321335,1.4871192235820105,0.0,False,True
artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep000/ppo_policy_episode_result_v0.json,stairs_single,trot_mid,0.37294701794366847,False,0.3509782948630055,0.8318667891876049,0.3282123146832619,0.6620102096713733,0.022160264283159203,0.55,True,False
artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep001/ppo_policy_episode_result_v0.json,stairs_single,trot_mid,7.9328089856087995,True,0.11547964542580834,0.5783779782037112,0.005549497698922157,5.899132603093244,0.6904692947431166,0.0,False,False
