update,checkpoint,beta_name,terrain_label,terrain,seed,success,status,policy_steps,decision_time_s,energy_abs_j,mean_applied_vx_mps,aggregation_rule,reward_steps,mean_cost_motion,mean_cost_posture,mean_cost_traction,mean_cost_stability,mean_cost_energy,mean_objective_cost,median_cost_posture,median_cost_traction,traction_dominant_steps,traction_dominant_fraction,posture_dominant_fraction,tie_fraction,mean_established_contact_dt_s
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,flat,flat,27100,True,success,36,7.3420000000000005,161.68121712681233,0.20619801898590392,last_policy_steps,36,0.2175684513315943,0.011731473327451714,0.0011912393866848707,0.011731473327451714,0.5139301563248303,0.24774336032795874,0.010941751824812473,0.0008049499301069811,0,0.0,1.0,0.0,0.47311111111100246
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,flat,flat,27101,True,success,36,7.356000000000002,162.86394576954558,0.20619771666824818,last_policy_steps,36,0.2178400450815469,0.01183166345368075,0.0012015924473389003,0.01183166345368075,0.5176896524929784,0.24912045367606866,0.010957909661415383,0.0007541480561650203,0,0.0,1.0,0.0,0.4736666666665587
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,flat,flat,27102,True,success,36,7.330000000000003,159.94316684540578,0.20620180853746006,last_policy_steps,36,0.2178644284326177,0.01172386384850309,0.0011552278157574154,0.01172386384850309,0.508405479626466,0.2459979239691956,0.010689794921049973,0.0007789580325307519,0,0.0,1.0,0.0,0.47305555555544376
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,low_friction,low_friction,27200,True,success,37,7.5500000000000025,175.618537639723,0.20213727333859818,last_policy_steps,37,0.22321843310678716,0.011029715048797465,0.12600973613416813,0.13048095493090772,0.5431448490645652,0.29894807903408666,0.011588849899474856,0.01739335607891976,20,0.5405405405405406,0.4594594594594595,0.0,0.45627027027018935
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,low_friction,low_friction,27201,True,success,37,7.559999999999998,179.28871389852432,0.20212900390898864,last_policy_steps,37,0.2228127239009723,0.010906635636735905,0.13651884991751856,0.14151791996712138,0.5544957995787785,0.30627548114895736,0.011971692936928364,0.013144190828623264,19,0.5135135135135135,0.4864864864864865,0.0,0.46043243243235643
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,low_friction,low_friction,27202,True,success,37,7.534000000000002,178.65897359899245,0.2021291925294979,last_policy_steps,37,0.2227604928807824,0.010923517709359938,0.13544243269036516,0.1405749943485197,0.5525481680557282,0.30529455176167675,0.011961713109097676,0.005371382997284094,17,0.4594594594594595,0.5405405405405406,0.0,0.4576756756755988
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,rough,rough_perlin,13,True,success,36,7.342000000000001,234.84966967487242,0.20133234072774128,last_policy_steps,36,0.22219349200575908,0.2338507567839886,0.0050582968443298746,0.2338507567839886,0.7465080334852721,0.40085076075833986,0.2122768032705712,0.0006075898821982839,0,0.0,1.0,0.0,0.42616666666659253
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,rough,rough_perlin,7,True,success,38,7.754000000000005,217.10616797143138,0.20151049591429337,last_policy_steps,38,0.2286499429261706,0.0946163416452161,0.0026442921586819278,0.09469645805224855,0.6537859723349808,0.32571079110446666,0.03813702691782886,0.0008580792761354683,1,0.02631578947368421,0.9736842105263158,0.0,0.44189473684204045
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,balanced,rough,rough_perlin,15,True,success,36,7.312000000000004,245.51517970566601,0.20129601278119177,last_policy_steps,36,0.21641340502641696,0.19073590319724476,0.0064716092204607865,0.19087499969095365,0.7804100991353011,0.39589950128422385,0.13304424230260836,0.001166389216355266,2,0.05555555555555555,0.9444444444444444,0.0,0.4228888888888041
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v3_lr1p5e4_seed27027/checkpoint_update_0010.pt,motion,flat,flat,27100,True,success,36,7.3400000000000025,160.26907909683771,0.20714195501059296,last_policy_steps,36,0.21687301289717506,0.011637941458010094,0.0011713279547321124,0.011637941458010094,0.5094414449494832,0.2299730169891465,0.010598838985165056,0.000770737251810633,0,0.0,1.0,0.0,0.47322222222211113
