context_index,context_id,group,terrain,seed,beta_name,beta_motion,beta_stability,beta_energy,feasible,strict_feasible,pareto_nondominated,good_candidate,cost_motion,cost_stability,cost_energy,motion_rank,stability_rank,energy_rank,episode_energy_abs_j,decision_time_s,roll_rms_rad,pitch_rms_rad,mean_applied_vx_mps
2,flat_train:flat:27102,flat_train,flat,27102,energy,0.15,0.15,0.7,True,True,True,True,0.20624762881816983,0.011477390419960655,0.5336275714751569,3,4,2,163.21470040105558,7.142,0.003718932437092335,0.028047244966862474,0.2154528045441423
3,flat_train:flat:27103,flat_train,flat,27103,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2035325858964294,0.011291397168657449,0.5393894403225634,2,2,3,160.26338971015153,6.951999999999999,0.0037704511451899228,0.027819061128085933,0.2183000997585409
3,flat_train:flat:27103,flat_train,flat,27103,motion,0.7,0.15,0.15,True,True,True,True,0.19828373212965578,0.011159301583463073,0.5446378660009256,1,1,4,161.8228019399369,6.948000000000003,0.003876556896760425,0.027655857702188116,0.2224547791568672
3,flat_train:flat:27103,flat_train,flat,27103,stability,0.15,0.7,0.15,True,True,True,True,0.2085849235270693,0.01151046388330626,0.5254755691606684,4,4,1,160.72133857615992,7.192,0.003486253470939232,0.028087626308207048,0.21396143219300678
3,flat_train:flat:27103,flat_train,flat,27103,energy,0.15,0.15,0.7,True,True,True,True,0.2066347340890774,0.011470684987346573,0.534863992924077,3,3,2,163.59287080892463,7.152000000000001,0.0037331911474559306,0.02803905049662107,0.2154514873666423
4,flat_train:flat:27104,flat_train,flat,27104,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.20275299564345195,0.011229601636326709,0.5350506146609368,2,2,3,158.97423783599203,6.932000000000001,0.0037449906808635254,0.02774283264576195,0.2183166122173562
4,flat_train:flat:27104,flat_train,flat,27104,motion,0.7,0.15,0.15,True,True,True,True,0.19881816313048156,0.011105011494694424,0.5437821685171378,1,1,4,161.56855710482066,6.954000000000002,0.003873050148432643,0.027588502903150822,0.22244082242250443
4,flat_train:flat:27104,flat_train,flat,27104,stability,0.15,0.7,0.15,True,True,False,False,0.20837140323507516,0.011481770263414732,0.5315926476856823,4,4,2,162.59230100793584,7.152000000000002,0.0035353246887303504,0.028052595747711854,0.2139804985906397
4,flat_train:flat:27104,flat_train,flat,27104,energy,0.15,0.15,0.7,True,True,True,True,0.20623255450598715,0.011386859780744028,0.5292785593640402,3,3,1,161.8845166798617,7.130000000000002,0.0036729181854851427,0.027936411063467854,0.21546367547341755
5,flat_train:flat:27105,flat_train,flat,27105,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2033471031204577,0.011368821516054863,0.5349547083655947,2,2,3,158.94574215766195,6.960000000000001,0.0037078024017820673,0.02791427472128249,0.21828971925903773
5,flat_train:flat:27105,flat_train,flat,27105,motion,0.7,0.15,0.15,True,True,True,True,0.19873199651321327,0.01117936844890361,0.5394387014678884,1,1,4,160.27802618157753,6.976000000000003,0.0037820409697043385,0.027680712296651266,0.22242811072398638
5,flat_train:flat:27105,flat_train,flat,27105,stability,0.15,0.7,0.15,True,True,True,True,0.20886313273366347,0.011505455955921411,0.5246354718045745,4,3,1,160.46438738845504,7.1819999999999995,0.0034665975875614575,0.02808151568499666,0.21396262979933195
5,flat_train:flat:27105,flat_train,flat,27105,energy,0.15,0.15,0.7,True,True,True,True,0.20684535987177607,0.011508889200141703,0.5303036272921614,3,4,2,157.5638129560087,6.983999999999999,0.0036809104153783167,0.028085705011561223,0.21559786570861061
6,flat_train:flat:27106,flat_train,flat,27106,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2030361497534538,0.011411024672171024,0.5378422427936318,2,2,3,159.80368638264576,6.960000000000001,0.003701808944034051,0.027966038508373155,0.21830701109241035
