representation,Q_excess_mean,Q_excess_median,Q_excess_p95,Q_excess_max,true_rank_mean,true_rank_median,exact_fraction,top3_fraction,top5_fraction,beats_baseline_fraction,predicted_Q_spearman_mean,selected_k1_fraction,selected_k3_fraction,selected_k5_fraction,selected_k7_fraction
raw_height,0.3162682828553954,0.16089786588704166,0.9599957060210729,1.4184583553569694,8.833333333333334,9.0,0.05555555555555555,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.4023088023088023,0.2777777777777778,0.0,0.7222222222222222,0.0
semantic_regions,0.2226472427114748,0.12534929013153934,0.7732342951556522,1.6530904404215563,8.055555555555555,8.5,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.3888888888888889,0.5322510822510823,0.0,0.2222222222222222,0.7222222222222222,0.05555555555555555
