variant,context_id,preference_name,preference_kind,frozen_beta_name,shadow_beta_name,frozen_score_sacrifice,frozen_motion,shadow_motion,delta_motion,abs_delta_motion,abs_delta_motion_over_train_iqr,frozen_stability,shadow_stability,delta_stability,abs_delta_stability,abs_delta_stability_over_train_iqr,frozen_energy,shadow_energy,delta_energy,abs_delta_energy,abs_delta_energy_over_train_iqr,normalized_physical_l1_mean,normalized_physical_linf
q10,rough_seed_18,wm040_ws060_we000,grid,lm040_ls040_le020,lm000_ls100_le000,0.20199999999999996,4.8008529627643,4.789394365536296,-0.01145859722800413,0.01145859722800413,0.07105533486145907,0.12595293390731585,0.1260583716410282,0.00010543773371235465,0.00010543773371235465,0.000951751993034152,118.4896430274661,118.129206688321,-0.360436339145096,0.360436339145096,0.0289444013919537,0.03365049608214898,0.07105533486145907
q10,rough_seed_18,wm020_ws080_we000,grid,lm040_ls040_le020,lm000_ls100_le000,0.6060000000000001,4.8008529627643,4.789394365536296,-0.01145859722800413,0.01145859722800413,0.07105533486145907,0.12595293390731585,0.1260583716410282,0.00010543773371235465,0.00010543773371235465,0.000951751993034152,118.4896430274661,118.129206688321,-0.360436339145096,0.360436339145096,0.0289444013919537,0.03365049608214898,0.07105533486145907
q10,rough_seed_18,wm020_ws060_we020,grid,lm040_ls040_le020,lm000_ls100_le000,0.40199999999999997,4.8008529627643,4.789394365536296,-0.01145859722800413,0.01145859722800413,0.07105533486145907,0.12595293390731585,0.1260583716410282,0.00010543773371235465,0.00010543773371235465,0.000951751993034152,118.4896430274661,118.129206688321,-0.360436339145096,0.360436339145096,0.0289444013919537,0.03365049608214898,0.07105533486145907
q10,rough_seed_18,wm000_ws080_we020,grid,lm040_ls040_le020,lm000_ls100_le000,0.6060000000000001,4.8008529627643,4.789394365536296,-0.01145859722800413,0.01145859722800413,0.07105533486145907,0.12595293390731585,0.1260583716410282,0.00010543773371235465,0.00010543773371235465,0.000951751993034152,118.4896430274661,118.129206688321,-0.360436339145096,0.360436339145096,0.0289444013919537,0.03365049608214898,0.07105533486145907
q10,rough_seed_18,wm000_ws060_we040,grid,lm040_ls040_le020,lm000_ls100_le000,0.20199999999999996,4.8008529627643,4.789394365536296,-0.01145859722800413,0.01145859722800413,0.07105533486145907,0.12595293390731585,0.1260583716410282,0.00010543773371235465,0.00010543773371235465,0.000951751993034152,118.4896430274661,118.129206688321,-0.360436339145096,0.360436339145096,0.0289444013919537,0.03365049608214898,0.07105533486145907
q10,rough_seed_18,stability,canonical,lm040_ls040_le020,lm000_ls100_le000,0.5539999999999999,4.8008529627643,4.789394365536296,-0.01145859722800413,0.01145859722800413,0.07105533486145907,0.12595293390731585,0.1260583716410282,0.00010543773371235465,0.00010543773371235465,0.000951751993034152,118.4896430274661,118.129206688321,-0.360436339145096,0.360436339145096,0.0289444013919537,0.03365049608214898,0.07105533486145907
q10,rough_seed_28,wm080_ws000_we020,grid,lm040_ls060_le000,lm060_ls040_le000,0.009046033201016851,4.6879853814544115,4.683597651869422,-0.004387729584989231,0.004387729584989231,0.02720853074240094,0.2535723489037948,0.25357164773810215,-7.011656926736443e-07,7.011656926736443e-07,6.32919375211417e-06,119.63659923958275,119.64963779012226,0.013038550539505422,0.013038550539505422,0.0010470449269345103,0.009420634954362522,0.02720853074240094
q10,rough_seed_28,wm060_ws040_we000,grid,lm000_ls100_le000,lm060_ls040_le000,0.08627121682829986,4.690127526392075,4.683597651869422,-0.0065298745226529675,0.0065298745226529675,0.04049207870545195,0.25342085372924245,0.25357164773810215,0.0001507940088597004,0.0001507940088597004,0.0013611682783448585,119.48860342430275,119.64963779012226,0.16103436581950348,0.16103436581950348,0.012931668691435923,0.018261638558410908,0.04049207870545195
q10,rough_seed_28,wm040_ws060_we000,grid,lm000_ls100_le000,lm060_ls040_le000,0.24844321518763163,4.690127526392075,4.683597651869422,-0.0065298745226529675,0.0065298745226529675,0.04049207870545195,0.25342085372924245,0.25357164773810215,0.0001507940088597004,0.0001507940088597004,0.0013611682783448585,119.48860342430275,119.64963779012226,0.16103436581950348,0.16103436581950348,0.012931668691435923,0.018261638558410908,0.04049207870545195
q10,rough_seed_28,wm000_ws040_we060,grid,lm000_ls100_le000,lm000_ls080_le020,0.04897165990473046,4.690127526392075,4.712953016458786,0.022825490066710863,0.022825490066710863,0.14154200621549792,0.25342085372924245,0.253494285357193,7.343162795053759e-05,7.343162795053759e-05,0.0006628433274593164,119.48860342430275,119.4619850525099,-0.02661837179284987,0.02661837179284987,0.002137555939559008,0.04811413516083874,0.14154200621549792
