family,probe_step,probe_time_s,context_dim,held_context,selected_k,inner_Qex_k1,inner_Qex_k3,inner_Qex_k5,inner_Qex_k7,neighbors,oracle_beta,selected_beta,true_rank,exact,top3,top5,Q_excess,baseline_Q_excess,beats_baseline,rho_J_motion,rho_J_stability,rho_J_energy,rho_Q
semantic_plus_probe,1,0.2,81,rough_seed_17,5,0.3784770572261795,0.2949058707555803,0.177726174701338,0.1967408023241393,rough_seed_41|rough_seed_5|rough_seed_22|rough_seed_30|rough_seed_29,lm100_ls000_le000,lm040_ls040_le020,5,0,0,1,0.19183746396762474,0.19233300719603325,1,0.9883116883116884,-0.45194805194805193,0.6675324675324676,0.6844155844155844
semantic_plus_probe,2,0.4,81,rough_seed_13,3,0.6371605914935969,0.1565513285422112,0.18830221137594497,0.19413120897295197,rough_seed_18|rough_seed_15|rough_seed_30,lm080_ls020_le000,lm040_ls040_le020,18,0,0,0,0.11435036959168626,0.0,0,0.9415584415584415,-0.20909090909090908,-0.6922077922077923,-0.2727272727272727
semantic_plus_probe,2,0.4,81,rough_seed_7,3,0.342791956182657,0.15894225088122096,0.18077314875956368,0.19171763095763572,rough_seed_20|rough_seed_5|rough_seed_17,lm000_ls060_le040,lm080_ls000_le020,19,0,0,0,0.13445549865618578,0.11426225020779207,0,0.9415584415584415,-0.2714285714285714,-0.5779220779220778,0.18181818181818182
semantic_plus_probe,2,0.4,81,rough_seed_15,3,0.633307436959884,0.16467683712058945,0.18051931526567044,0.2156580842361635,rough_seed_42|rough_seed_30|rough_seed_8,lm060_ls040_le000,lm080_ls020_le000,2,0,1,1,0.0068616204234064615,0.0068616204234064615,0,0.7805194805194805,0.029870129870129873,0.34415584415584416,0.7831168831168831
semantic_plus_probe,2,0.4,81,rough_seed_0,3,0.6368774667877283,0.16403522548791621,0.1758739550615803,0.1909640843139917,rough_seed_6|rough_seed_32|rough_seed_20,lm100_ls000_le000,lm000_ls060_le040,3,0,1,1,0.026947920889475147,0.1191408580715218,1,0.9675324675324675,0.6168831168831169,0.6818181818181818,0.49870129870129876
semantic_plus_probe,2,0.4,81,rough_seed_5,3,0.6338748201985617,0.16359903225442823,0.18852632050401608,0.19120037921798982,rough_seed_40|rough_seed_41|rough_seed_22,lm060_ls020_le020,lm020_ls060_le020,4,0,0,1,0.03155339441793098,0.04604145419202896,1,0.922077922077922,0.8740259740259739,0.5168831168831168,0.6454545454545455
semantic_plus_probe,2,0.4,81,rough_seed_11,3,0.9705217147238024,0.16676271409573984,0.18603892329053262,0.6547815373753079,rough_seed_4|rough_seed_5|rough_seed_6,lm020_ls080_le000,lm020_ls080_le000,1,1,1,1,0.0,0.03577286759580989,1,0.9337662337662337,0.174025974025974,0.896103896103896,0.9792207792207792
semantic_plus_probe,2,0.4,81,rough_seed_4,3,0.6756221612922894,0.21533001565527765,0.23175456434817046,0.2622626391825053,rough_seed_11|rough_seed_6|rough_seed_31,lm020_ls080_le000,lm020_ls080_le000,1,1,1,1,0.0,0.167424333212578,1,0.9584415584415583,-0.2831168831168831,0.7129870129870131,0.9441558441558441
semantic_plus_probe,2,0.4,81,rough_seed_25,3,0.3487993730700609,0.16406839587782499,0.1850340898909953,0.18563102401467338,rough_seed_12|rough_seed_41|rough_seed_11,lm040_ls040_le020,lm100_ls000_le000,4,0,0,1,0.17697867292882175,0.2333729512036904,1,0.9870129870129869,0.6,0.06493506493506493,0.5948051948051949
semantic_plus_probe,2,0.4,81,rough_seed_12,3,0.6413807440025818,0.16576793876249216,0.18564437168356446,0.19296109910562148,rough_seed_25|rough_seed_41|rough_seed_6,lm100_ls000_le000,lm040_ls040_le020,2,0,1,1,0.0023523746305496585,0.27336439191352324,1,0.9896103896103896,0.6324675324675325,0.3675324675324675,0.8181818181818182
semantic_plus_probe,2,0.4,81,rough_seed_6,3,0.6363774816424861,0.17353905941398295,0.18925580201947143,0.19182686737981547,rough_seed_4|rough_seed_31|rough_seed_11,lm000_ls080_le020,lm020_ls080_le000,2,0,1,1,0.05415995028104853,0.19646303752110775,1,0.974025974025974,0.448051948051948,0.696103896103896,0.6571428571428571
semantic_plus_probe,2,0.4,81,rough_seed_29,5,0.6184680580535249,0.17508580184319,0.17185972162568958,0.18062535037170602,rough_seed_32|rough_seed_17|rough_seed_37|rough_seed_18|rough_seed_22,lm060_ls040_le000,lm040_ls040_le020,8,0,0,0,0.22111780249293078,0.01807345113361848,0,0.9584415584415583,-0.44935064935064933,0.7766233766233767,0.6662337662337662
semantic_plus_probe,2,0.4,81,rough_seed_18,3,0.2904686089874479,0.12947028978524963,0.14968725773395694,0.1545260352949538,rough_seed_32|rough_seed_13|rough_seed_4,lm000_ls100_le000,lm020_ls080_le000,6,0,0,0,0.8790905326088567,1.6530904404215563,1,0.9337662337662337,-0.6155844155844156,0.03766233766233767,0.6883116883116883
semantic_plus_probe,2,0.4,81,rough_seed_10,3,0.3347892248286018,0.16342082605482522,0.17189269622674036,0.19333537017883434,rough_seed_28|rough_seed_20|rough_seed_47,lm060_ls020_le020,lm080_ls020_le000,5,0,0,1,0.04660870274838702,0.04660870274838702,0,0.9844155844155844,0.638961038961039,0.48441558441558447,0.2675324675324675
semantic_plus_probe,2,0.4,81,rough_seed_8,3,0.6342463543129875,0.28648687460077493,0.3113487007574639,0.31144361685111,rough_seed_30|rough_seed_31|rough_seed_15,lm080_ls020_le000,lm060_ls040_le000,4,0,0,1,0.04922286542421617,0.0,0,0.9857142857142858,0.2324675324675325,0.5584415584415584,0.7610389610389611
semantic_plus_probe,2,0.4,81,rough_seed_22,3,0.3383124893944644,0.1652046386820889,0.17793376120856247,0.2180235101845186,rough_seed_5|rough_seed_40|rough_seed_20,lm040_ls040_le020,lm020_ls060_le020,2,0,1,1,0.016188689692364505,0.14102356059836776,1,0.9090909090909091,0.8064935064935065,0.6220779220779221,0.7896103896103897
semantic_plus_probe,2,0.4,81,rough_seed_20,5,0.6401864550940922,0.1736081970463203,0.1727371107062973,0.18794318946491434,rough_seed_5|rough_seed_41|rough_seed_4|rough_seed_11|rough_seed_22,lm000_ls060_le040,lm020_ls080_le000,14,0,0,0,0.21856784065894158,0.14667944598463062,0,0.9688311688311689,0.8311688311688311,0.17012987012987013,-0.07662337662337662
semantic_plus_probe,2,0.4,81,rough_seed_28,3,0.3111529788657746,0.14027357116355924,0.1544105936949576,0.17181955625131795,rough_seed_47|rough_seed_10|rough_seed_20,lm000_ls100_le000,lm040_ls040_le020,9,0,0,0,0.6179655636381415,0.2066409730589126,0,0.9805194805194805,-0.8233766233766234,0.08831168831168833,0.174025974025974
semantic_plus_probe,2,0.4,81,rough_seed_17,3,0.626931652981128,0.15247814295552778,0.1818862701716219,0.20693675187699853,rough_seed_41|rough_seed_5|rough_seed_22,lm100_ls000_le000,lm040_ls040_le020,5,0,0,1,0.19183746396762474,0.19233300719603325,1,0.9532467532467532,-0.5155844155844156,0.8207792207792207,0.7363636363636364
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_13,3,0.4906576503422101,0.14657791324566405,0.18261669288221707,0.29274271073919533,rough_seed_18|rough_seed_15|rough_seed_36,lm080_ls020_le000,lm000_ls080_le020,20,0,0,0,0.1761300907969755,0.0,0,0.9103896103896105,0.15844155844155844,-0.7441558441558441,-0.28181818181818186
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_7,3,0.6206799411141894,0.1408127418889833,0.18248099762031256,0.17712019768779697,rough_seed_20|rough_seed_38|rough_seed_17,lm000_ls060_le040,lm080_ls000_le020,19,0,0,0,0.13445549865618578,0.11426225020779207,0,0.9480519480519479,-0.37922077922077924,-0.33766233766233766,0.12857142857142856
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_15,3,0.6185462097747785,0.15674632451979073,0.1838365494355399,0.17774191170322776,rough_seed_42|rough_seed_30|rough_seed_8,lm060_ls040_le000,lm080_ls020_le000,2,0,1,1,0.0068616204234064615,0.0068616204234064615,0,0.7818181818181819,0.029870129870129873,0.34415584415584416,0.7831168831168831
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_0,3,0.6208686204411961,0.15476388925244336,0.1727395313531135,0.17107121678646192,rough_seed_6|rough_seed_32|rough_seed_20,lm100_ls000_le000,lm000_ls060_le040,3,0,1,1,0.026947920889475147,0.1191408580715218,1,0.9675324675324675,0.6168831168831169,0.6818181818181818,0.49870129870129876
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_5,3,0.611999629365013,0.15541075552903863,0.19054833567661178,0.18231429902629254,rough_seed_40|rough_seed_41|rough_seed_22,lm060_ls020_le020,lm020_ls060_le020,4,0,0,1,0.03155339441793098,0.04604145419202896,1,0.922077922077922,0.8792207792207792,0.5168831168831168,0.6454545454545455
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_11,3,0.9550473981798693,0.15882854111432637,0.18539769034319228,0.6434131904701502,rough_seed_4|rough_seed_25|rough_seed_6,lm020_ls080_le000,lm020_ls080_le000,1,1,1,1,0.0,0.03577286759580989,1,0.9857142857142858,0.512987012987013,0.9376623376623376,0.9766233766233766
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_4,3,0.6618328340009485,0.17549691065104095,0.1988806987238769,0.22391180458285637,rough_seed_11|rough_seed_6|rough_seed_31,lm020_ls080_le000,lm020_ls080_le000,1,1,1,1,0.0,0.167424333212578,1,0.9584415584415583,-0.2831168831168831,0.7038961038961039,0.9441558441558441
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_25,3,0.6266873580015935,0.15300638924666776,0.18550343577809447,0.1841930555245465,rough_seed_12|rough_seed_41|rough_seed_11,lm040_ls040_le020,lm100_ls000_le000,4,0,0,1,0.17697867292882175,0.2333729512036904,1,0.9870129870129869,0.6,0.06493506493506493,0.5948051948051949
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_12,3,0.623877938612172,0.15527997608105193,0.18220669500353706,0.17728486286957615,rough_seed_25|rough_seed_41|rough_seed_6,lm100_ls000_le000,lm040_ls040_le020,2,0,1,1,0.0023523746305496585,0.27336439191352324,1,0.9896103896103896,0.6324675324675325,0.3675324675324675,0.8181818181818182
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_6,3,0.621581185924341,0.1607556966239813,0.17987073437138865,0.17439658759305393,rough_seed_4|rough_seed_31|rough_seed_11,lm000_ls080_le020,lm020_ls080_le000,2,0,1,1,0.05415995028104853,0.19646303752110775,1,0.974025974025974,0.44285714285714284,0.696103896103896,0.6571428571428571
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_29,3,0.6408974905411056,0.14938462606353,0.16572195183082356,0.16880891336052617,rough_seed_17|rough_seed_32|rough_seed_37,lm060_ls040_le000,lm100_ls000_le000,7,0,0,0,0.22013033405235882,0.01807345113361848,0,0.9584415584415583,-0.6194805194805195,0.4623376623376624,0.6948051948051948
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_18,3,0.2862743889338286,0.12279348772629689,0.14628523477119193,0.13788403108121416,rough_seed_32|rough_seed_4|rough_seed_30,lm000_ls100_le000,lm020_ls080_le000,6,0,0,0,0.8790905326088567,1.6530904404215563,1,0.9181818181818181,0.015584415584415586,0.7168831168831169,0.6974025974025975
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_10,3,0.651876107848718,0.14692070301442356,0.17084694133656536,0.17486250425284788,rough_seed_28|rough_seed_20|rough_seed_7,lm060_ls020_le020,lm000_ls100_le000,18,0,0,0,0.2560874033297659,0.04660870274838702,0,0.9857142857142858,0.5298701298701299,-0.27662337662337666,0.20909090909090908
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_8,3,0.6165557080009605,0.27607576807212886,0.30384460363565663,0.3089042231798502,rough_seed_30|rough_seed_31|rough_seed_15,lm080_ls020_le000,lm060_ls040_le000,4,0,0,1,0.04922286542421617,0.0,0,0.9857142857142858,0.2324675324675325,0.5584415584415584,0.7610389610389611
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_22,3,0.6142545839082028,0.15716183967320702,0.18036885519717524,0.18371276046435436,rough_seed_5|rough_seed_40|rough_seed_41,lm040_ls040_le020,lm020_ls060_le020,2,0,1,1,0.016188689692364505,0.14102356059836776,1,0.9259740259740258,0.838961038961039,0.4701298701298702,0.8116883116883117
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_20,3,0.6205499183642711,0.14880863231402403,0.17781388986553737,0.17784397933353036,rough_seed_5|rough_seed_41|rough_seed_4,lm000_ls060_le040,lm020_ls080_le000,14,0,0,0,0.21856784065894158,0.14667944598463062,0,0.9571428571428571,0.8376623376623376,0.29740259740259745,-0.07532467532467534
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_28,3,0.4921747503295698,0.12545677991519028,0.15598055032023295,0.16907148630845908,rough_seed_47|rough_seed_10|rough_seed_20,lm000_ls100_le000,lm040_ls040_le020,9,0,0,0,0.6179655636381415,0.2066409730589126,0,0.9805194805194805,-0.8233766233766234,0.08831168831168833,0.1753246753246753
semantic_plus_probe,3,0.6000000000000001,81,rough_seed_17,3,0.49761206044208917,0.1411668154650145,0.18005417727197884,0.18648885911207816,rough_seed_41|rough_seed_5|rough_seed_22,lm100_ls000_le000,lm040_ls040_le020,5,0,0,1,0.19183746396762474,0.19233300719603325,1,0.9532467532467532,-0.5311688311688313,0.8207792207792207,0.7363636363636364
semantic_plus_probe,4,0.8,81,rough_seed_13,3,0.5278460389392284,0.19577549749740614,0.28913005342585274,0.3407132781647618,rough_seed_18|rough_seed_15|rough_seed_36,lm080_ls020_le000,lm000_ls080_le020,20,0,0,0,0.1761300907969755,0.0,0,0.9077922077922078,0.15844155844155844,-0.7389610389610389,-0.28181818181818186
semantic_plus_probe,4,0.8,81,rough_seed_7,3,0.6525091745483563,0.1681334726598261,0.2947838273525948,0.26279113472824456,rough_seed_38|rough_seed_20|rough_seed_17,lm000_ls060_le040,lm080_ls000_le020,19,0,0,0,0.13445549865618578,0.11426225020779207,0,0.9480519480519479,-0.38051948051948054,-0.34025974025974026,0.13246753246753248
semantic_plus_probe,4,0.8,81,rough_seed_15,3,0.5249955030804752,0.2027864933554246,0.293505744774507,0.27092341281771565,rough_seed_8|rough_seed_30|rough_seed_42,lm060_ls040_le000,lm080_ls020_le000,2,0,1,1,0.0068616204234064615,0.0068616204234064615,0,0.7818181818181819,0.029870129870129873,0.3194805194805195,0.7662337662337663
