source_manifest,source_d5_dir,source_csv,source_trial,source_row_index,context,target_beta_motion,target_beta_stability,target_beta_energy,runtime_pred_beta_motion,runtime_pred_beta_stability,runtime_pred_beta_energy,runtime_raw_beta_motion,runtime_raw_beta_stability,runtime_raw_beta_energy,reset_y,y_mean,mean_abs_y_context,max_abs_y_context,ram_slip_proxy_mean,ram_roughness_proxy_mean,ram_sigma_mean,motion_score,stability_score,energy_score,effort_proxy,hold_drift,rollout_max_abs_y,rollout_mean_abs_y
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1494,downslope,0.282752852,0.543067444,0.174179704,0.287331870,0.329974410,0.382693720,0.296664837,0.262468013,0.440867150,0.003351087,0.000000000,0.186869816,0.187162721,0.250000000,0.150000000,0.300000000,0.661634733,0.925134911,0.486955370,0.513044630,0.000000000,0.187162721,0.186869816
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1497,downslope,0.282403585,0.543624440,0.173971975,0.287310360,0.330440690,0.382248951,0.296637950,0.263050862,0.440311188,0.003351087,0.000000000,0.188008281,0.189002085,0.250000000,0.150000000,0.300000000,0.662442437,0.924399166,0.488051814,0.511948186,0.000000000,0.189002085,0.188008281
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1500,downslope,0.281985734,0.544292630,0.173721637,0.287219011,0.331041882,0.381739107,0.296523764,0.263802352,0.439673884,0.003351087,0.000000000,0.190328139,0.191400361,0.250000000,0.150000000,0.300000000,0.663246897,0.923439856,0.489146635,0.510853365,0.000000000,0.191400361,0.190328139
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1503,downslope,0.281875928,0.544441051,0.173683021,0.287340990,0.331270423,0.381388587,0.296676237,0.264088029,0.439235734,0.003351087,0.000000000,0.188943868,0.191115947,0.250000000,0.150000000,0.300000000,0.664184497,0.923553621,0.490242061,0.509757939,0.000000000,0.191115947,0.188943868
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1506,downslope,0.282295531,0.543769644,0.173934825,0.287749767,0.330829354,0.381420879,0.297187209,0.263536692,0.439276099,0.003351087,0.000000000,0.184734322,0.186913627,0.250000000,0.150000000,0.300000000,0.664906874,0.925234549,0.491339119,0.508660881,0.000000000,0.186913627,0.184734322
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1509,downslope,0.282694093,0.543102174,0.174203733,0.288118928,0.330536775,0.381344297,0.297648660,0.263170969,0.439180372,0.003351087,0.000000000,0.180516177,0.182613252,0.250000000,0.150000000,0.300000000,0.665811197,0.926954699,0.492437281,0.507562719,0.000000000,0.182613252,0.180516177
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1512,downslope,0.282751173,0.542986977,0.174261849,0.288230417,0.330754071,0.381015512,0.297788021,0.263442588,0.438769390,0.003351087,0.000000000,0.180260972,0.181052591,0.250000000,0.150000000,0.300000000,0.666712142,0.927578964,0.493534392,0.506465608,0.000000000,0.181052591,0.180260972
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1515,downslope,0.282281247,0.543733655,0.173985097,0.288135319,0.331380840,0.380483841,0.297669149,0.264226050,0.438104801,0.003351087,0.000000000,0.182297504,0.183794136,0.250000000,0.150000000,0.300000000,0.667551115,0.926482345,0.494629548,0.505370452,0.000000000,0.183794136,0.182297504
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1518,downslope,0.281987895,0.544165325,0.173846780,0.288060797,0.332023183,0.379916020,0.297575996,0.265028979,0.437395025,0.003351087,0.000000000,0.183941967,0.184852263,0.250000000,0.150000000,0.300000000,0.668567564,0.926059095,0.495723688,0.504276312,0.000000000,0.184852263,0.183941967
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1521,downslope,0.282133395,0.543913431,0.173953174,0.288336341,0.331911653,0.379752006,0.297920427,0.264889566,0.437190008,0.003351087,0.000000000,0.180748056,0.182639260,0.250000000,0.150000000,0.300000000,0.669429307,0.926944296,0.496819071,0.503180929,0.000000000,0.182639260,0.180748056
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1524,downslope,0.282504020,0.543310594,0.174185386,0.288717094,0.331552492,0.379730414,0.298396367,0.264440615,0.437163017,0.003351087,0.000000000,0.176644331,0.178754952,0.250000000,0.150000000,0.300000000,0.670213978,0.928498019,0.497916041,0.502083959,0.000000000,0.178754952,0.176644331
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1527,downslope,0.282910435,0.542607284,0.174482280,0.288989363,0.331493169,0.379517468,0.298736704,0.264366461,0.436896835,0.003351087,0.000000000,0.173943949,0.174205675,0.250000000,0.150000000,0.300000000,0.671253494,0.930317730,0.499013209,0.500986791,0.000000000,0.174205675,0.173943949
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1530,downslope,0.282807709,0.542760985,0.174431305,0.289077902,0.331742362,0.379179736,0.298847378,0.264677952,0.436474669,0.003351087,0.000000000,0.173732694,0.174016715,0.250000000,0.150000000,0.300000000,0.672089239,0.930393314,0.500109440,0.499890560,0.000000000,0.174016715,0.173732694
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1533,downslope,0.282465744,0.543288780,0.174245476,0.289038247,0.332282349,0.378679404,0.298797809,0.265352936,0.435849255,0.003351087,0.000000000,0.174870359,0.175609722,0.250000000,0.150000000,0.300000000,0.673000024,0.929756111,0.501204398,0.498795602,0.000000000,0.175609722,0.174870359
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1536,downslope,0.282347182,0.543452132,0.174200686,0.289143036,0.332540635,0.378316329,0.298928795,0.265675794,0.435395411,0.003351087,0.000000000,0.173847178,0.175398348,0.250000000,0.150000000,0.300000000,0.673930369,0.929840661,0.502299784,0.497700216,0.000000000,0.175398348,0.173847178
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1539,downslope,0.282604239,0.543042287,0.174353475,0.289461812,0.332284619,0.378253569,0.299327265,0.265355774,0.435316961,0.003351087,0.000000000,0.170786404,0.172520738,0.250000000,0.150000000,0.300000000,0.674657543,0.930991705,0.503396487,0.496603513,0.000000000,0.172520738,0.170786404
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1542,downslope,0.282893387,0.542531052,0.174575561,0.289746076,0.332207657,0.378046268,0.299682595,0.265259571,0.435057835,0.003351087,0.000000000,0.167376550,0.168940745,0.250000000,0.150000000,0.300000000,0.675679946,0.932423702,0.504493972,0.495506028,0.000000000,0.168940745,0.167376550
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1545,downslope,0.282511843,0.543107408,0.174380749,0.289654450,0.332884710,0.377460840,0.299568063,0.266105888,0.434326050,0.003351087,0.000000000,0.169073602,0.170694100,0.250000000,0.150000000,0.300000000,0.676683060,0.931722360,0.505590085,0.494409915,0.000000000,0.170694100,0.169073602
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1548,downslope,0.281760925,0.544299293,0.173939782,0.289405105,0.333846204,0.376748691,0.299256381,0.267307756,0.433435864,0.003351087,0.000000000,0.172928237,0.175550649,0.250000000,0.150000000,0.300000000,0.677576878,0.929779741,0.506683918,0.493316082,0.000000000,0.175550649,0.172928237
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1551,downslope,0.281402109,0.544820311,0.173777580,0.289220159,0.334737763,0.376042078,0.299025198,0.268422204,0.432552598,0.003351087,0.000000000,0.176237783,0.176962557,0.250000000,0.150000000,0.300000000,0.678689193,0.929214977,0.507776882,0.492223118,0.000000000,0.176962557,0.176237783
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1554,downslope,0.281428278,0.544744161,0.173827561,0.289383222,0.334886023,0.375730755,0.299229027,0.268607529,0.432163444,0.003351087,0.000000000,0.174489938,0.175546378,0.250000000,0.150000000,0.300000000,0.679650078,0.929781449,0.508871326,0.491128674,0.000000000,0.175546378,0.174489938
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1557,downslope,0.281574776,0.544473689,0.173951535,0.289630181,0.334866633,0.375503186,0.299537726,0.268583291,0.431878983,0.003351087,0.000000000,0.171504710,0.173177704,0.250000000,0.150000000,0.300000000,0.680609698,0.930728919,0.509967496,0.490032504,0.000000000,0.173177704,0.171504710
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1560,downslope,0.281854758,0.543972741,0.174172502,0.289847265,0.334924133,0.375228602,0.299809081,0.268655166,0.431535753,0.003351087,0.000000000,0.169389975,0.169622895,0.250000000,0.150000000,0.300000000,0.681654972,0.932150842,0.511063918,0.488936082,0.000000000,0.169622895,0.169389975
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1563,downslope,0.281752861,0.544121156,0.174125983,0.289931892,0.335189013,0.374879095,0.299914865,0.268986266,0.431098868,0.003351087,0.000000000,0.169178138,0.169384837,0.250000000,0.150000000,0.300000000,0.682512366,0.932246065,0.512159629,0.487840371,0.000000000,0.169384837,0.169178138
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1566,downslope,0.281502980,0.544489585,0.174007435,0.289931735,0.335671314,0.374396951,0.299914668,0.269589143,0.430496189,0.003351087,0.000000000,0.169639017,0.170138639,0.250000000,0.150000000,0.300000000,0.683484704,0.931944544,0.513255198,0.486744802,0.000000000,0.170138639,0.169639017
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1569,downslope,0.281542859,0.544316659,0.174140482,0.289988986,0.335953580,0.374057435,0.299986232,0.269941975,0.430071793,0.003351087,0.000000000,0.166830370,0.168500320,0.250000000,0.150000000,0.300000000,0.684403315,0.932599872,0.513654931,0.486345069,0.000000000,0.168500320,0.166830370
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1572,downslope,0.281854579,0.543682141,0.174463280,0.290119069,0.336007205,0.373873726,0.300148837,0.270009006,0.429842157,0.003351087,0.000000000,0.162377280,0.164803834,0.250000000,0.150000000,0.300000000,0.685208012,0.934078466,0.513708847,0.486291153,0.000000000,0.164803834,0.162377280
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1575,downslope,0.282306937,0.542784388,0.174908676,0.290247429,0.336133392,0.373619179,0.300309286,0.270166740,0.429523974,0.003351087,0.000000000,0.157723094,0.159692137,0.250000000,0.150000000,0.300000000,0.686219373,0.936123145,0.513764164,0.486235836,0.000000000,0.159692137,0.157723094
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1578,downslope,0.282424180,0.542445447,0.175130373,0.290137936,0.336693420,0.373168644,0.300172420,0.270866776,0.428960805,0.003351087,0.000000000,0.157058258,0.157374806,0.250000000,0.150000000,0.300000000,0.687131909,0.937050078,0.513818460,0.486181540,0.000000000,0.157374806,0.157058258
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1581,downslope,0.282034305,0.542934668,0.175031027,0.289850386,0.337615767,0.372533847,0.299812983,0.272019709,0.428167308,0.003351087,0.000000000,0.158117890,0.159097582,0.250000000,0.150000000,0.300000000,0.688003886,0.936360967,0.513870930,0.486129070,0.000000000,0.159097582,0.158117890
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1584,downslope,0.281804004,0.543128404,0.175067592,0.289645100,0.338456874,0.371898026,0.299556375,0.273071093,0.427372533,0.003351087,0.000000000,0.157230131,0.159232659,0.250000000,0.150000000,0.300000000,0.689092559,0.936306936,0.513923787,0.486076213,0.000000000,0.159232659,0.157230131
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1587,downslope,0.282194730,0.542346277,0.175458993,0.289809386,0.338480439,0.371710175,0.299761732,0.273100549,0.427137719,0.003351087,0.000000000,0.151968001,0.154777454,0.250000000,0.150000000,0.300000000,0.689998989,0.938089018,0.513978599,0.486021401,0.000000000,0.154777454,0.151968001
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1590,downslope,0.282758443,0.541281624,0.175959933,0.290039295,0.338369502,0.371591203,0.300049119,0.272961877,0.426989004,0.003351087,0.000000000,0.146030359,0.148975124,0.250000000,0.150000000,0.300000000,0.690913765,0.940409950,0.514035271,0.485964729,0.000000000,0.148975124,0.146030359
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1593,downslope,0.283169837,0.540439969,0.176390195,0.290040686,0.338750991,0.371208323,0.300050857,0.273438739,0.426510404,0.003351087,0.000000000,0.143717555,0.144172069,0.250000000,0.150000000,0.300000000,0.691963202,0.942331172,0.514091186,0.485908814,0.000000000,0.144172069,0.143717555
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1596,downslope,0.283070041,0.540458950,0.176471009,0.289873912,0.339419103,0.370706985,0.299842390,0.274273879,0.425883731,0.003351087,0.000000000,0.143516070,0.143626664,0.250000000,0.150000000,0.300000000,0.692828682,0.942549334,0.514145277,0.485854723,0.000000000,0.143626664,0.143516070
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1599,downslope,0.282788344,0.540740714,0.176470943,0.289623120,0.340334943,0.370041936,0.299528900,0.275418679,0.425052420,0.003351087,0.000000000,0.143531943,0.144203517,0.250000000,0.150000000,0.300000000,0.693881302,0.942318593,0.514198424,0.485801576,0.000000000,0.144203517,0.143531943
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1602,downslope,0.282919855,0.540366296,0.176713848,0.289668514,0.340627605,0.369703881,0.299585643,0.275784506,0.424629852,0.003351087,0.000000000,0.139403027,0.141706744,0.250000000,0.150000000,0.300000000,0.694846999,0.943317302,0.514252304,0.485747696,0.000000000,0.141706744,0.139403027
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1605,downslope,0.283409575,0.539426133,0.177164292,0.289883394,0.340533944,0.369582662,0.299854243,0.275667430,0.424478327,0.003351087,0.000000000,0.133618801,0.136592746,0.250000000,0.150000000,0.300000000,0.695716663,0.945362902,0.514307484,0.485692516,0.000000000,0.136592746,0.133618801
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1608,downslope,0.284010222,0.538280996,0.177708782,0.290060099,0.340555571,0.369384329,0.300075124,0.275694464,0.424230412,0.003351087,0.000000000,0.128542448,0.130436344,0.250000000,0.150000000,0.300000000,0.696722894,0.947825462,0.514362218,0.485637782,0.000000000,0.130436344,0.128542448
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1611,downslope,0.284282114,0.537711289,0.178006597,0.290097667,0.340770161,0.369132172,0.300122084,0.275962701,0.423915215,0.003351087,0.000000000,0.125994393,0.127190202,0.250000000,0.150000000,0.300000000,0.697489075,0.949123919,0.514415198,0.485584802,0.000000000,0.127190202,0.125994393
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1614,downslope,0.284383878,0.537406674,0.178209448,0.290030317,0.341220190,0.368749493,0.300037897,0.276525237,0.423436866,0.003351087,0.000000000,0.124678316,0.125155022,0.250000000,0.150000000,0.300000000,0.698317859,0.949937991,0.514466311,0.485533689,0.000000000,0.125155022,0.124678316
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1617,downslope,0.284290278,0.537390150,0.178319572,0.289979237,0.341725343,0.368295420,0.299974046,0.277156679,0.422869275,0.003351087,0.000000000,0.121484489,0.124356885,0.250000000,0.150000000,0.300000000,0.699314682,0.950257246,0.514517851,0.485482149,0.000000000,0.124356885,0.121484489
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1620,downslope,0.284850416,0.536345891,0.178803693,0.290212584,0.341559567,0.368227849,0.300265730,0.276949459,0.422784812,0.003351087,0.000000000,0.115892438,0.118890405,0.250000000,0.150000000,0.300000000,0.700104422,0.952443838,0.514570634,0.485429366,0.000000000,0.118890405,0.115892438
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1623,downslope,0.285473764,0.535177815,0.179348421,0.290474613,0.341380789,0.368144598,0.300593266,0.276725986,0.422680748,0.003351087,0.000000000,0.109471266,0.112794731,0.250000000,0.150000000,0.300000000,0.701008489,0.954882108,0.514623932,0.485376068,0.000000000,0.112794731,0.109471266
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1626,downslope,0.285981045,0.534187256,0.179831699,0.290512529,0.341651979,0.367835492,0.300640661,0.277064974,0.422294365,0.003351087,0.000000000,0.107061303,0.107513225,0.250000000,0.150000000,0.300000000,0.701970797,0.956994710,0.514675241,0.485324759,0.000000000,0.107513225,0.107061303
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1629,downslope,0.285889357,0.534190658,0.179919986,0.290356335,0.342294799,0.367348867,0.300445418,0.277868498,0.421686083,0.003351087,0.000000000,0.106689839,0.106918174,0.250000000,0.150000000,0.300000000,0.702824983,0.957232731,0.514723766,0.485276234,0.000000000,0.106918174,0.106689839
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1632,downslope,0.285636946,0.534425113,0.179937942,0.290141273,0.343130251,0.366728476,0.300176592,0.278912814,0.420910594,0.003351087,0.000000000,0.106173489,0.107271371,0.250000000,0.150000000,0.300000000,0.703851211,0.957091452,0.514771342,0.485228658,0.000000000,0.107271371,0.106173489
reports/phase_d4_context_meta_repeat_20260719_232254_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_232254_trial_1/d7_objective_selector_shadow_v0.csv,1,1635,downslope,0.285953351,0.533764352,0.180282297,0.290291200,0.343164521,0.366544279,0.300364000,0.278955652,0.420680348,0.003351087,0.000000000,0.101041124,0.103615622,0.250000000,0.150000000,0.300000000,0.704697227,0.958553751,0.514820090,0.485179910,0.000000000,0.103615622,0.101041124
