source_summary,source_manifest,world,trial,reset_y,context,n_rows,goal_x,lateral_bound,hold_vx,x_start,x_end,y_mean,mean_abs_y_context,max_abs_y_context,ref_vx_mean,ref_yaw_rate_mean,ref_body_h_mean,ref_clearance_mean,ref_enable_mean,input_beta_motion_mean,input_beta_stability_mean,input_beta_energy_mean,ram_slip_proxy_mean,ram_roughness_proxy_mean,ram_sigma_mean,success,goal,startup_failed,out_lane,final_x,final_y,rollout_max_abs_y,rollout_mean_abs_y,hold_drift,motion_score,stability_score,energy_score,effort_proxy,motion_need,stability_need,energy_need,target_beta_motion,target_beta_stability,target_beta_energy
reports/phase_d6/phase_d4_context_meta_repeat_20260719_165843_d6_mlp_gated_robustness_n5_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_165843_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,5,0.0,flat,441,8.0,2.0,0.025,-0.0007237924004952966,1.9993804132048967,0.024308784673329763,0.030744223803300285,0.050707067083580915,0.2095887800517266,-0.0006146283502369879,0.31927437641723,0.0448987796419467,0.9977324263038548,0.448979591836732,0.2494331065759637,0.29931972789115485,0.0,0.04988662131519315,0.04988662131519315,1,1,0,0,8.182,0.334,0.336,0.11386614173228343,0.0,0.9997062714655189,0.9297909099061943,0.5072649555457495,0.49273504445425054,0.0002937285344810636,0.07020909009380571,0.49273504445425054,0.35804051781885865,0.24657785529602133,0.39538162688512
reports/phase_d6/phase_d4_context_meta_repeat_20260719_165843_d6_mlp_gated_robustness_n5_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_165843_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,5,0.0,goal_flat,714,8.0,2.0,0.025,8.002415410235782,8.18158470248144,0.2591299666055476,0.2591299666055476,0.3365614700749733,0.02797850947169688,-6.873259568256263e-05,0.3199999999999952,0.04500041666109437,1.0,0.20007002801120508,0.500140056022409,0.29978991596638993,0.00035014005602240897,0.05014005602240911,0.05035014005602254,1,1,0,0,8.182,0.334,0.336,0.11386614173228343,0.0,0.8699846496226407,0.8654736692331311,0.8474502123850215,0.1525497876149785,0.13001535037735934,0.13452633076686893,0.1525497876149785,0.2093201604843791,0.5055230171644172,0.2851568223512037
reports/phase_d6/phase_d4_context_meta_repeat_20260719_165843_d6_mlp_gated_robustness_n5_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_165843_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,5,0.0,rough,449,8.0,2.0,0.025,4.001932765697326,5.999530038121745,-0.08516543406011319,0.08674063322686021,0.16114761567341832,0.20481121367494884,0.0023031814007258627,0.31999999999999634,0.05489760375102538,1.0,0.25022271714922045,0.5496659242761737,0.20011135857461188,0.10000000000000082,0.39955456570156234,0.34966592427616633,1,1,0,0,8.182,0.334,0.336,0.11386614173228343,0.0,0.9962937240535349,0.9049417864734808,0.4141239600983099,0.5858760399016901,0.0037062759464651096,0.09505821352651922,0.5858760399016901,0.19035184551259776,0.48136396496872114,0.328284189518681
reports/phase_d6/phase_d4_context_meta_repeat_20260719_165843_d6_mlp_gated_robustness_n5_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_165843_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,5,0.0,upslope,432,8.0,2.0,0.025,2.004070536545208,3.997381344075907,-0.03148487511311078,0.03148487511311078,0.06818044845773463,0.20958459387636846,0.0007771528290942553,0.31999999999999645,0.04500834518802111,1.0,0.3502314814814786,0.39965277777778097,0.2501157407407407,0.09976851851851931,0.19965277777777934,0.19965277777777934,1,1,0,0,8.182,0.334,0.336,0.11386614173228343,0.0,0.9997032813402631,0.9258593990970096,0.5059739935652302,0.4940260064347698,0.00029671865973690537,0.07414060090299035,0.4940260064347698,0.27767363735595146,0.3673636581523569,0.35496270449169165
reports/phase_d6/phase_d4_context_meta_repeat_20260719_174208_d6_mlp_gated_yoffset_p030_smoke_n1_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_174208_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,downslope,494,8.0,2.0,0.025,6.0009559274804705,7.997326730966877,-0.44553277424606413,0.44553277424606413,0.47066048257617554,0.20083277953057155,0.010252800225261373,0.31999999999999607,0.04513868501764319,1.0,0.25,0.5998987854251009,0.15010121457489872,0.24969635627530362,0.15050607287449386,0.30010121457489863,1,1,0,0,8.244,-0.335,0.47,0.24984426229508197,0.0,0.9934519853789796,0.8118513914203604,0.5092356879221698,0.4907643120778302,0.006548014621020393,0.18814860857963955,0.4907643120778302,0.18016486703805978,0.5734927406601988,0.24634239230174143
reports/phase_d6/phase_d4_context_meta_repeat_20260719_174208_d6_mlp_gated_yoffset_p030_smoke_n1_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_174208_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,flat,425,8.0,2.0,0.025,-0.0007698726498899082,1.9988381960115176,-0.04260222919593573,0.05114955613474536,0.11586969598282809,0.20890937384296865,0.0010494280734280569,0.31924705882352594,0.0448862463909037,0.9976470588235294,0.44999999999999757,0.25,0.299999999999998,0.0,0.05000000000000039,0.05000000000000039,1,1,0,0,8.244,-0.335,0.47,0.24984426229508197,0.0,0.9992209813164061,0.8916793184038636,0.5081206750436117,0.4918793249563883,0.0007790186835938684,0.10832068159613639,0.4918793249563883,0.3490873382993162,0.2658909513402153,0.3850217103604685
reports/phase_d6/phase_d4_context_meta_repeat_20260719_174208_d6_mlp_gated_yoffset_p030_smoke_n1_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_174208_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,goal_flat,644,8.0,2.0,0.025,8.00119617295059,8.243591378803037,-0.3559736597605993,0.3559736597605993,0.4117078835970776,0.02858168791725033,0.0002000601232793837,0.3199999999999954,0.045000110795456044,1.0,0.20007763975155468,0.5001552795031057,0.2997670807453441,0.00038819875776397513,0.05015527950310606,0.05038819875776443,1,1,0,0,8.244,-0.335,0.47,0.24984426229508197,0.0,0.8704154913694645,0.8251157261906574,0.846158152046496,0.153841847953504,0.1295845086305355,0.17488427380934257,0.15384184795350397,0.20201843553964316,0.5221536833601372,0.2758278811002195
reports/phase_d6/phase_d4_context_meta_repeat_20260719_174208_d6_mlp_gated_yoffset_p030_smoke_n1_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_174208_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,rough,451,8.0,2.0,0.025,4.000261374107503,5.996154246130021,-0.24337020641194113,0.24337020641194113,0.38458341117262423,0.20496435658762566,0.006052679795546115,0.31999999999999634,0.05499610793894516,1.0,0.25022172949002214,0.5496674057649712,0.20011086474501272,0.10000000000000082,0.39955654101995897,0.3496674057649638,1,1,0,0,8.244,-0.335,0.47,0.24984426229508197,0.0,0.996403111848304,0.8312187324861595,0.4081649022643177,0.5918350977356823,0.0035968881516960094,0.16878126751384048,0.5918350977356823,0.17934633266635094,0.5095848338879323,0.3110688334457168
reports/phase_d6/phase_d4_context_meta_repeat_20260719_174208_d6_mlp_gated_yoffset_p030_smoke_n1_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_174208_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,upslope,407,8.0,2.0,0.025,2.003473695514075,3.996485037797871,-0.07009455908092553,0.07009455908092553,0.11373135480316537,0.20997388347653853,0.0017276963532372183,0.3199999999999967,0.04499502680957757,1.0,0.3499999999999973,0.400000000000003,0.25,0.10000000000000075,0.2000000000000015,0.2000000000000015,1,1,0,0,8.244,-0.335,0.47,0.24984426229508197,0.0,0.9999813453403846,0.8921604451692877,0.5041890799441681,0.49581092005583194,1.8654659615369162e-05,0.10783955483071228,0.49581092005583194,0.2706186908076979,0.3827478224307626,0.34663348676153954
reports/phase_d6/phase_d4_context_meta_repeat_20260719_180101_d6_mlp_gated_yoffset_p030_smoke_n1_retry_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_180101_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,downslope,495,8.0,2.0,0.025,6.001174964990154,7.996974967061954,-0.08499430262862141,0.11680291857601616,0.33480563074842973,0.20218374786352872,0.0023964983709815024,0.31999999999999607,0.045055731212851974,1.0,0.25,0.5999999999999996,0.1499999999999999,0.25,0.1499999999999999,0.2999999999999998,1,1,0,0,8.18,0.137,0.354,0.13152868852459024,0.0,0.9944169627596633,0.8627187330816033,0.517352537663637,0.48264746233636296,0.005583037240336708,0.1372812669183967,0.482647462336363,0.1914687089899641,0.548692427303853,0.2598388637061829
reports/phase_d6/phase_d4_context_meta_repeat_20260719_180101_d6_mlp_gated_yoffset_p030_smoke_n1_retry_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_180101_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,flat,441,8.0,2.0,0.025,-0.0007582839359417676,1.9980788486950316,0.02581562636803352,0.025885592733967008,0.05231509516846461,0.21010875176139968,-0.0006522826076310896,0.3199999999999964,0.04500158529162677,1.0,0.4499999999999973,0.25,0.29999999999999843,0.0,0.050000000000000405,0.050000000000000405,1,1,0,0,8.18,0.137,0.354,0.13152868852459024,0.0,1.0,0.9262791035870954,0.5052148842715691,0.49478511572843087,0.0,0.07372089641290458,0.49478511572843087,0.35710701535656375,0.24776276469849876,0.3951302199449375
reports/phase_d6/phase_d4_context_meta_repeat_20260719_180101_d6_mlp_gated_yoffset_p030_smoke_n1_retry_summary_v0.json,reports/phase_d4_context_meta_repeat_20260719_180101_manifest.tsv,tracer_mixed_stress_course_v5_lowfric_from_solid,1,0.3,goal_flat,632,8.0,2.0,0.025,8.001801960729573,8.180233525406061,0.08509799933546838,0.08575746539979091,0.14934622856965107,0.02837025316455705,-4.765043410649695e-05,0.31999999999999545,0.04500000000000071,1.0,0.20000000000000198,0.5,0.3000000000000023,0.0,0.050000000000000495,0.050000000000000495,1,1,0,0,8.18,0.137,0.354,0.13152868852459024,0.0,0.8702644665461121,0.9044470985718285,0.8467462122738153,0.1532537877261847,0.12973553345388789,0.09555290142817152,0.1532537877261847,0.21829797826336542,0.48392554533718296,0.29777647639945154
