context_id,seed,split_group,terrain,beta_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,status,success,m4_interventions,feasible,infeasible_reason,raw_log_relpath,source_stage,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m
rough_seed_1,1,val,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0000.jsonl,T6.12e_heldout,38,5,7.6,1.6704380355100923,212.7962513226786,0.01038444080566107,0.08828641969959777,0.031026664904448303,0.1620865013210433,0.07160372731732557,0.006498283472291859,0.0013487003433060598,4.549704830972213,0.33722928247384015,0.07160372731732557,0.33722928247384015,attitude,127.38949113889052
rough_seed_21,21,val,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0001.jsonl,T6.12e_heldout,40,5,8.0,1.6671503853159155,209.93913078316933,0.009634972715410415,0.06710621698731772,0.021102391577635982,0.12347198831176431,0.07018125552609358,0.008620689655173853,0.0007736516357207112,4.798607294496739,0.2563268674974944,0.07018125552609358,0.2563268674974944,attitude,125.92693054705263
rough_seed_16,16,val,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0002.jsonl,T6.12e_heldout,38,5,7.6,1.6955712936010223,215.49769039517201,0.0062663952382350455,0.06109135217399518,0.016747824990462457,0.12965603629672962,0.0734789008832337,0.0033120706575079837,0.0003680078508342461,4.482265080024599,0.23335177628781936,0.0734789008832337,0.23335177628781936,attitude,127.09444374792527
rough_seed_14,14,val,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0003.jsonl,T6.12e_heldout,38,5,7.6,1.6851930868946956,219.38174874699325,0.008312976116339672,0.0704526779936039,0.019112409100731018,0.1498596939234138,0.08050949291037361,0.008411439557800087,0.0010814708002886034,4.509868963445913,0.26910940696184776,0.08050949291037361,0.26910940696184776,attitude,130.1819657658624
rough_seed_27,27,test,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0004.jsonl,T6.12e_heldout,38,5,7.6,1.6904663651169218,223.44504884713123,0.010276600512617114,0.10486163423667523,0.024376618189522102,0.21226098482904732,0.09267293323694178,0.010966497951315681,0.002289708363461612,4.495800778310276,0.4005419383070686,0.09267293323694178,0.4005419383070686,attitude,132.17952954164608
rough_seed_2,2,test,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0005.jsonl,T6.12e_heldout,41,5,8.200000000000001,1.6777885203633598,236.30208944998628,0.012442083403009929,0.09601583211978225,0.03368672030790466,0.2114789589450612,0.07773251866939694,0.010070151618016282,0.0035075809006577916,4.887385925267936,0.3667534631266781,0.07773251866939694,0.3667534631266781,attitude,140.841403181618
rough_seed_3,3,test,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0006.jsonl,T6.12e_heldout,37,5,7.4,1.6710130478544896,210.43305379560263,0.006987285622009796,0.08192775307345612,0.013865529702066781,0.11533751603933706,0.06971839722120224,0.004217838977795023,0.0003721622627466197,4.428451357397412,0.31294096507326635,0.06971839722120224,0.31294096507326635,attitude,125.93142469221878
rough_seed_19,19,test,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0007.jsonl,T6.12e_heldout,37,5,7.4,1.6479539043910285,224.21643225315643,0.008251448911501608,0.09614165776707677,0.015111591541124927,0.16358466815574335,0.07800982800984457,0.005528255528256742,0.0004914004914005812,4.490416861953755,0.36723408169630994,0.07800982800984457,0.36723408169630994,attitude,136.05746596171423
rough_seed_26,26,test,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0008.jsonl,T6.12e_heldout,38,5,7.6,1.677567975218556,201.9196954558,0.005928165269167448,0.06278759592731743,0.019155217934473976,0.1384802509831069,0.0666902738432614,0.0014164305949012114,0.00011803588290843429,4.530367837410499,0.23983095016053904,0.0666902738432614,0.23983095016053904,attitude,120.36453868851044
rough_seed_9,9,hard,rough_perlin,10,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,m4,0,1,0,status_not_success+m4_intervention,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/10_lm020_ls080_le000/attempt_001/env_logs/episode_0009.jsonl,T6.12e_heldout,7,,1.347999999999963,0.2868702384589774,55.54209958811648,,,,,,,,,,,,,
