update,beta,terrain,seed,source_log,episode_step,policy_step,command_seq,state_sim_time_s,decision_dt_s,req_vx_mps,req_yaw_rate_rps,req_body_height_m,req_clearance_m,req_gait_period_s,req_duty_factor,req_norm_0,req_norm_1,req_norm_2,app_vx_mps,app_yaw_rate_rps,app_body_height_m,app_clearance_m,state_vx_mps,state_vy_mps,state_yaw_rate_rps,state_z_m,roll_rad,pitch_rad,cost_motion,cost_stability,cost_posture,cost_traction,cost_energy,progress_rate_mps,energy_power_ratio,energy_abs_j,energy_dt_s,slip_cum_rms_mps,slip_cum_mean_mps,slip_cum_max_mps,goal_distance_m,safety_state,override_active,terminated,truncated
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,16,10,15,3.2,0.20000000000000018,0.1939820572733879,0.003290315717458725,0.29749628953635693,0.06,0.7142857142857143,0.65,-0.030089713633060455,0.008225789293646812,-0.04172850772738457,0.1939820572733879,0.003290315717458725,0.29749628953635693,0.06,0.23953819274902344,0.031434640288352966,-0.009513691067695618,0.32244986295700073,-0.0014291773550212383,0.02704782783985138,0.25290175277118804,0.010674008025475534,0.010674008025475534,0.0,0.48887426837242237,0.19767859778304958,0.977748536744844,4.272185938091354,0.20000000000000018,0.29141573450506636,0.11961924113285499,1.9534060260918757,1.3657345712903763,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,17,11,16,3.4,0.19999999999999973,0.1940652783960104,0.002802689000964165,0.2975718379765749,0.06,0.7142857142857143,0.65,-0.029673608019948006,0.007006722502410412,-0.04046936705708504,0.1940652783960104,0.002802689000964165,0.2975718379765749,0.06,0.17541822791099548,-0.01205312181264162,0.016963902860879898,0.3228989541530609,-0.000488320249132812,0.022354669868946075,0.23551453715205872,0.2332162672338076,0.007291204105118428,0.2332162672338076,0.5251770215200049,0.21158837027835303,1.0503540430400113,4.5894292898992575,0.19999999999999973,0.2850611796480563,0.11698161576072354,1.9534060260918757,1.3234168972347058,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,18,12,17,3.6,0.20000000000000018,0.1942703999578953,0.002125268243253231,0.297682357057929,0.06,0.7142857142857143,0.65,-0.028648000210523605,0.005313170608133078,-0.03862738236784935,0.1942703999578953,0.002125268243253231,0.297682357057929,0.06,0.22790609300136566,-0.007007262669503689,-0.08799143135547638,0.32306569814682007,0.0012963295448571444,0.03038221038877964,0.236221501778215,0.013467949484402218,0.013467949484402218,0.0012011834442306126,0.467981258807528,0.21102279857742803,0.9359625176150552,4.08960561541511,0.20000000000000018,0.27835716209706113,0.11191210387215834,1.9534060260918757,1.2812123375192201,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,19,13,18,3.8000000000000003,0.20000000000000018,0.19451734721660616,0.001253814995288849,0.29783393293619154,0.06,0.7142857142857143,0.65,-0.0274132639169693,0.003134537488222122,-0.036101117730140686,0.19451734721660616,0.001253814995288849,0.29783393293619154,0.06,0.18379634618759155,0.005651622544974089,-0.02672061324119568,0.3245566785335541,0.0019834337290376425,0.032631728798151016,0.2572858344369403,0.037660015027147,0.015536133995797749,0.037660015027147,0.48577325705911867,0.19417133245044776,0.9715465141182366,4.245086747596702,0.20000000000000018,0.27226290623449273,0.10809171931855736,1.9534060260918757,1.2423780710291306,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,20,14,19,4.0,0.19999999999999973,0.1945216529071331,0.001022576354444027,0.29786587223410604,0.06,0.7142857142857143,0.65,-0.027391735464334488,0.0025564408861100674,-0.03556879609823227,0.1945216529071331,0.001022576354444027,0.29786587223410604,0.06,0.20169752836227417,-0.004269391763955355,-0.0015104938065633178,0.32591935992240906,-0.002161374082788825,0.031839460134506226,0.2221679132825427,0.0779435192544295,0.014790885216139905,0.0779435192544295,0.5044743260047981,0.22226566937396583,1.0089486520095978,4.408512088110115,0.19999999999999973,0.2688696942637266,0.10630703032612082,1.9534060260918757,1.1979249371543375,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,21,15,20,4.2,0.20000000000000018,0.1946310106664896,0.0003924353513866663,0.2979629420489073,0.06,0.7142857142857143,0.65,-0.026844946667551994,0.0009810883784666657,-0.033950965851545334,0.1946310106664896,0.0003924353513866663,0.2979629420489073,0.06,0.1995360255241394,-0.0015971374232321978,0.0014102625427767634,0.3256082236766815,0.00010853042476810515,0.02751150168478489,0.2624858450061244,0.03306643288220426,0.011043108524948489,0.03306643288220426,0.5364852686574704,0.1900113239951005,1.0729705373149399,4.688250065568184,0.20000000000000018,0.2631976303972264,0.10268801659709131,1.9534060260918757,1.1599226723553173,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,22,16,21,4.4,0.20000000000000018,0.19478768259286883,-0.00021554713603109122,0.29806011088192463,0.06,0.7142857142857143,0.65,-0.026061587035655975,-0.000538867840077728,-0.03233148530125618,0.19478768259286883,-0.00021554713603109122,0.29806011088192463,0.06,0.20547492802143097,0.005332333967089653,0.019548984244465828,0.3253338634967804,0.0021715282928198576,0.032396089285612106,0.22639609547550743,0.03236910569337724,0.015312564702699944,0.03236910569337724,0.3978988363043227,0.21888312361959408,0.7957976726086449,3.477167695697304,0.20000000000000018,0.258353459877864,0.10007499104430198,1.9534060260918757,1.1161460476313985,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,23,17,22,4.6000000000000005,0.20000000000000018,0.1948904510587454,-0.0007832897827029228,0.29814791701734067,0.06,0.7142857142857143,0.65,-0.02554774470627308,-0.001958224456757307,-0.030868049710989,0.1948904510587454,-0.0007832897827029228,0.29814791701734067,0.06,0.2273886650800705,0.014682650566101074,-0.00981722492724657,0.3251078724861145,0.0005947330500930548,0.03093363158404827,0.2565685267338661,0.013961257923044907,0.013961257923044907,0.0006971278183094197,0.6604629942402197,0.19474517861290713,1.3209259884804383,5.7716695256156925,0.20000000000000018,0.2537569353338185,0.09657226431827012,1.9534060260918757,1.077197011908817,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,24,18,23,4.8,0.1999999999999993,0.19504190199077132,-0.0014231823384761812,0.298256077542901,0.06,0.7142857142857143,0.65,-0.024790490046143532,-0.0035579558461904526,-0.02906537428498268,0.19504190199077132,-0.0014231823384761812,0.298256077542901,0.06,0.1909438967704773,-0.011171779595315456,0.0011514712823554873,0.3247278332710266,0.0002974708331748843,0.023271726444363594,0.22116734888589362,0.08617261910171685,0.007901689369044158,0.08617261910171685,0.5323831869116753,0.2230661208912851,1.0647663738233546,4.652402697267064,0.1999999999999993,0.2502820364718774,0.09556154951913055,1.9534060260918757,1.0325837877305601,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,25,19,24,5.0,0.20000000000000018,0.19525352604687216,-0.0021840160712599753,0.29838475227355954,0.06,0.7142857142857143,0.65,-0.023732369765639305,-0.005460040178149939,-0.026920795440673828,0.19525352604687216,-0.0021840160712599753,0.29838475227355954,0.06,0.24338436126708984,-0.024220719933509827,0.0060841990634799,0.3249335289001465,0.0024194959551095963,0.03016529232263565,0.24960851172932863,0.013276324180266585,0.013276324180266585,0.0,0.46264739506973235,0.20031319061653713,0.925294790139464,4.042993921712821,0.20000000000000018,0.2462028664857312,0.09248470313927501,1.9534060260918757,0.9925211496072527,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,26,20,25,5.2,0.20000000000000018,0.19540382809937,-0.0029565954580903055,0.29850379955023526,0.06,0.7142857142857143,0.65,-0.022980859503149986,-0.007391488645225763,-0.024936674162745476,0.19540382809937,-0.0029565954580903055,0.29850379955023526,0.06,0.18007642030715942,0.007543543819338083,-0.026793822646141052,0.32497647404670715,0.0012020569993183017,0.032316066324710846,0.24437388142169847,0.015237010209878528,0.015237010209878528,0.006823519167172124,0.4576037766186593,0.20450089486264125,0.9152075532373178,3.9989186303388067,0.20000000000000018,0.2418306069973216,0.0901155436298428,1.9534060260918757,0.9516209706347244,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,27,21,26,5.4,0.20000000000000018,0.1954736713320017,-0.0032414801418781283,0.2985696695744991,0.06,0.7142857142857143,0.65,-0.02263164333999157,-0.00810370035469532,-0.023838840425014496,0.1954736713320017,-0.0032414801418781283,0.2985696695744991,0.06,0.21519142389297485,0.01229165680706501,-0.023491892963647842,0.3251628577709198,-0.002257149200886488,0.03425722196698189,0.22858721046713615,0.017122494048229357,0.017122494048229357,0.010439086461603532,0.49374398557294297,0.2171302316262911,0.9874879711458852,4.314741537132818,0.20000000000000018,0.23897282574168435,0.08832431448181628,1.9534060260918757,0.9081949243094661,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,28,22,27,5.6000000000000005,0.20000000000000018,0.19557806812226775,-0.0038869071751832965,0.2986746626347303,0.06,0.7142857142857143,0.65,-0.022109659388661385,-0.00971726793795824,-0.022088956087827682,0.19557806812226775,-0.0038869071751832965,0.2986746626347303,0.06,0.18103548884391785,-0.002357716206461191,0.003974928054958582,0.32496923208236694,0.000723730307072401,0.024468762800097466,0.2575339008662176,0.24803192159110624,0.008735479380972301,0.24803192159110624,0.5203089485879798,0.19397287930702595,1.0406178971759588,4.546888059829939,0.20000000000000018,0.23549946431766824,0.08677679581674083,1.9534060260918757,0.8694003484480609,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,29,23,28,5.8,0.1999999999999993,0.19577462673187257,-0.004571634531021118,0.29878668051213025,0.06,0.7142857142857143,0.65,-0.021126866340637207,-0.011429086327552795,-0.02022199146449566,0.19577462673187257,-0.004571634531021118,0.29878668051213025,0.06,0.20286111533641815,0.003826512023806572,0.026729939505457878,0.32503166794776917,0.0016562753589823842,0.03132515773177147,0.23229649794479917,0.014316909785874429,0.014316909785874429,0.0025048154550505247,0.3817778214314083,0.21416280164416066,0.7635556428628194,3.3362889923097896,0.1999999999999993,0.2322613791436626,0.08511047541602473,1.9534060260918757,0.8265677881192289,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,30,24,29,6.0,0.20000000000000018,0.19586424827575685,-0.005163428187370301,0.2988782825320959,0.06,0.7142857142857143,0.65,-0.02067875862121582,-0.01290857046842575,-0.018695291131734848,0.19586424827575685,-0.005163428187370301,0.2988782825320959,0.06,0.21636416018009186,0.01306087151169777,-0.008943885564804077,0.32561323046684265,-0.0004369983507785946,0.03180106356739998,0.25340560086875413,0.014755231126299785,0.014755231126299785,0.0022658650423886466,0.5365019071560059,0.1972755193049967,1.0730038143120109,4.688395466469956,0.20000000000000018,0.22867794048809542,0.08258000731508777,1.9534060260918757,0.7871126842582296,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,31,25,30,6.2,0.20000000000000018,0.19600804932415486,-0.005795352905988694,0.2989932183176279,0.06,0.7142857142857143,0.65,-0.01995975337922573,-0.014488382264971733,-0.016779694706201553,0.19600804932415486,-0.005795352905988694,0.2989932183176279,0.06,0.21535839140415192,-0.011133377440273762,-0.009501445107161999,0.32603520154953003,-0.001700683031231165,0.024109642952680588,0.2187956484621561,0.24227624746787116,0.008480946360499,0.24227624746787116,0.5078664385808231,0.22496348123027513,1.0157328771616454,4.438155161156203,0.20000000000000018,0.2265105286867258,0.082143471929065,1.9534060260918757,0.7421199880121745,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,32,26,31,6.4,0.20000000000000018,0.19623799212276938,-0.006685470044612885,0.2991468192078173,0.06,0.7142857142857143,0.65,-0.01881003938615322,-0.01671367511153221,-0.014219679869711399,0.19623799212276938,-0.006685470044612885,0.2991468192078173,0.06,0.23115849494934082,-0.011496172286570072,0.0072349663823843,0.325838178396225,0.0007524989196099341,0.02677823230624199,0.2553531270878947,0.010462284619659376,0.010462284619659376,0.0,0.5572619412264063,0.19571749832968427,1.1145238824528116,4.869813739771871,0.20000000000000018,0.22364936057958726,0.0800909458885076,1.9534060260918757,0.7029764883462376,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,33,27,32,6.6000000000000005,0.20000000000000018,0.19636339060962202,-0.0073171153664588935,0.2992485268972814,0.06,0.7142857142857143,0.65,-0.018183046951889992,-0.018292788416147232,-0.012524551711976528,0.19636339060962202,-0.0073171153664588935,0.2992485268972814,0.06,0.18398401141166687,0.005839310120791197,-0.008965589106082916,0.32501962780952454,0.0008061624248512089,0.03001502901315689,0.23312322959433818,0.013144385731791027,0.013144385731791027,0.006302623227219552,0.4878782630254814,0.21350141632452949,0.975756526050962,4.263482023173452,0.20000000000000018,0.22078424091817608,0.07872075845295835,1.9534060260918757,0.6602762050813317,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,34,28,33,6.8,0.1999999999999993,0.19646529108285904,-0.007749155908823014,0.29933622138574717,0.06,0.7142857142857143,0.65,-0.017673544585704803,-0.019372889772057533,-0.011062976904213428,0.19646529108285904,-0.007749155908823014,0.29933622138574717,0.06,0.2519402503967285,0.037660494446754456,0.027907203882932663,0.3254178464412689,-0.001580305164679885,0.03236541897058487,0.23853323396507142,0.015283585291685114,0.015283585291685114,0.0,0.47929392869957654,0.20917341282794286,0.9585878573991566,4.188465040755659,0.1999999999999993,0.2181598455365624,0.07687367390726117,1.9534060260918757,0.6184415225157432,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,35,29,34,7.0,0.20000000000000018,0.19649343565106392,-0.008275926858186722,0.2994102811999619,0.06,0.7142857142857143,0.65,-0.017532821744680405,-0.020689817145466805,-0.009828646667301655,0.19649343565106392,-0.008275926858186722,0.2994102811999619,0.06,0.17352385818958282,-0.0055773560889065266,0.01047002524137497,0.3248169720172882,-0.00029903213726356626,0.021791156381368637,0.2470406060132329,0.13852738095574219,0.006928246056124456,0.13852738095574219,0.5448194401571845,0.2023675151894137,1.0896388803143682,4.76108091920517,0.20000000000000018,0.21658345958167033,0.07673787950380649,1.9534060260918757,0.5779680194778605,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,36,30,35,7.2,0.20000000000000018,0.19678644426167013,-0.009104683250188829,0.2995707441307604,0.06,0.7142857142857143,0.65,-0.016067778691649437,-0.02276170812547207,-0.007154264487326145,0.19678644426167013,-0.009104683250188829,0.2995707441307604,0.06,0.20663626492023468,-0.0016762824961915612,0.030889825895428658,0.3248668909072876,0.00045776524348184466,0.028438305482268333,0.23944810868079308,0.011799678365049365,0.011799678365049365,0.0009514030174446641,0.40128965301542013,0.20844151305536554,0.8025793060308396,3.5067994444085286,0.20000000000000018,0.21457982182694477,0.07577562630765335,1.9534060260918757,0.5362797168667873,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,37,31,36,7.4,0.20000000000000018,0.1968913309276104,-0.009746679663658143,0.2996723669674247,0.06,0.7142857142857143,0.65,-0.015543345361948013,-0.024366699159145355,-0.005460550542920828,0.1968913309276104,-0.009746679663658143,0.2996723669674247,0.06,0.19741129875183105,0.008448890410363674,-0.02091905102133751,0.3257599472999573,-0.0005124572198837996,0.03068641573190689,0.25483779234832366,0.013738999011486081,0.013738999011486081,0.0018221405784145412,0.47075506240103515,0.1961297661213411,0.9415101248020695,4.113845395403246,0.20000000000000018,0.21162166490368298,0.07385837085074594,1.9534060260918757,0.4970537636425191,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,38,32,37,7.6000000000000005,0.20000000000000018,0.1970440033823252,-0.010335852950811387,0.299792982400395,0.06,0.7142857142857143,0.65,-0.014779983088374138,-0.025839632377028465,-0.0034502933267503977,0.1970440033823252,-0.010335852950811387,0.299792982400395,0.06,0.2083730697631836,-0.012477622367441654,-0.0386350117623806,0.3266444802284241,-0.003232910530641675,0.02608637511730194,0.21984119930581209,0.25545965890725614,0.009928649969340035,0.25545965890725614,0.46290256636664573,0.22412704055535035,0.9258051327332907,4.045223818635208,0.20000000000000018,0.21048402886612705,0.07382883342391078,1.9534060260918757,0.45222835553144897,normal,0,0,0
10,balanced,low_friction,27200,results/icra27/os_t4p5k5_lockstep_checkpoint_sweep_v0/train9/u10/env_logs/balanced/low_friction/episode_0000.jsonl,39,33,38,7.8,0.1999999999999993,0.19726280234754087,-0.011211286485195161,0.29995454581920056,0.06,0.7142857142857143,0.65,-0.013685988262295723,-0.0280282162129879,-0.0007575696799904108,0.19726280234754087,-0.011211286485195161,0.29995454581920056,0.06,0.21804483234882355,-0.0023822521325200796,-0.0024349442683160305,0.3260228931903839,-0.00015396883827634156,0.024101905524730682,0.25918390316501094,0.0116907069033983,0.008475503443117897,0.0116907069033983,0.6240683283486667,0.19265287746799128,1.248136656697338,5.453622964562129,0.1999999999999993,0.20817421185774823,0.0723050406209094,1.9534060260918757,0.41369778003785085,normal,0,0,0
