t_wall,context,x,y,observed_features,imputed_features,learned_slip,learned_rough,learned_sigma,damped_slip,damped_rough,damped_sigma,safe_slip,safe_rough,safe_sigma,legacy_slip,legacy_rough,legacy_sigma,learned_l1_legacy,damped_l1_legacy,safe_l1_legacy
1784664241.503464,flat,0.369873,0.027345,23,0,0.00000000,0.00000000,0.50733803,0.29527485,0.29834220,0.51465051,0.10334620,0.13691977,0.21262768,0.00000000,0.05000000,0.05000000,0.50733803,1.00826756,0.35289365
1784664241.603385,flat,0.375236,0.027596,23,0,0.00000000,0.00000000,0.50721915,0.29527485,0.29834220,0.51460890,0.10334620,0.13691977,0.21261312,0.00000000,0.05000000,0.05000000,0.50721915,1.00822595,0.35287908
1784664241.703467,flat,0.379678,0.028005,23,0,0.00000000,0.00000000,0.50517920,0.29527485,0.29834220,0.51389492,0.10334620,0.13691977,0.21236322,0.00000000,0.05000000,0.05000000,0.50517920,1.00751197,0.35262919
1784664241.803408,flat,0.384468,0.028714,23,0,0.00000000,0.00000000,0.50289295,0.29527485,0.29834220,0.51309473,0.10334620,0.13691977,0.21208316,0.00000000,0.05000000,0.05000000,0.50289295,1.00671178,0.35234912
1784664241.903402,flat,0.388789,0.029403,23,0,0.00000000,0.00000000,0.50067569,0.29527485,0.29834220,0.51231869,0.10334620,0.13691977,0.21181154,0.00000000,0.05000000,0.05000000,0.50067569,1.00593574,0.35207751
1784664242.003392,flat,0.393255,0.030242,23,0,0.00000000,0.00000000,0.50107040,0.29527485,0.29834220,0.51245684,0.10334620,0.13691977,0.21185989,0.00000000,0.05000000,0.05000000,0.50107040,1.00607389,0.35212586
1784664242.103363,flat,0.397634,0.031179,23,0,0.00000000,0.00000000,0.50122477,0.29527485,0.29834220,0.51251087,0.10334620,0.13691977,0.21187880,0.00000000,0.05000000,0.05000000,0.50122477,1.00612792,0.35214477
1784664242.203415,flat,0.402300,0.032255,23,0,0.00000000,0.00000000,0.50117201,0.29527485,0.29834220,0.51249240,0.10334620,0.13691977,0.21187234,0.00000000,0.05000000,0.05000000,0.50117201,1.00610945,0.35213831
1784664242.303360,flat,0.407933,0.032480,23,0,0.00000000,0.00000000,0.50087983,0.29527485,0.29834220,0.51239014,0.10334620,0.13691977,0.21183655,0.00000000,0.05000000,0.05000000,0.50087983,1.00600719,0.35210252
1784664242.403399,flat,0.413471,0.031750,23,0,0.00000000,0.00000000,0.50132403,0.29527485,0.29834220,0.51254561,0.10334620,0.13691977,0.21189096,0.00000000,0.05000000,0.05000000,0.50132403,1.00616266,0.35215693
1784664242.503826,flat,0.418125,0.031193,23,0,0.00000000,0.00000000,0.50156661,0.29527485,0.29834220,0.51263051,0.10334620,0.13691977,0.21192068,0.00000000,0.05000000,0.05000000,0.50156661,1.00624756,0.35218665
1784664242.603472,flat,0.422801,0.030396,23,0,0.00000000,0.00000000,0.50181615,0.29527485,0.29834220,0.51271785,0.10334620,0.13691977,0.21195125,0.00000000,0.05000000,0.05000000,0.50181615,1.00633490,0.35221722
1784664242.703490,flat,0.427559,0.029233,23,0,0.00000000,0.00000000,0.50258379,0.29527485,0.29834220,0.51298653,0.10334620,0.13691977,0.21204528,0.00000000,0.05000000,0.05000000,0.50258379,1.00660358,0.35231125
1784664242.803877,flat,0.432292,0.027832,23,0,0.00000000,0.00000000,0.50381364,0.29527485,0.29834220,0.51341697,0.10334620,0.13691977,0.21219594,0.00000000,0.05000000,0.05000000,0.50381364,1.00703402,0.35246191
1784664242.903490,flat,0.436460,0.026569,23,0,0.00000000,0.00000000,0.50484039,0.29527485,0.29834220,0.51377634,0.10334620,0.13691977,0.21232172,0.00000000,0.05000000,0.05000000,0.50484039,1.00739339,0.35258769
1784664243.003395,flat,0.441490,0.024945,23,0,0.00000000,0.00000000,0.50541905,0.29527485,0.29834220,0.51397887,0.10334620,0.13691977,0.21239260,0.00000000,0.05000000,0.05000000,0.50541905,1.00759592,0.35265857
1784664243.103469,flat,0.446988,0.024102,23,0,0.00000000,0.00000000,0.50627656,0.29527485,0.29834220,0.51427900,0.10334620,0.13691977,0.21249765,0.00000000,0.05000000,0.05000000,0.50627656,1.00789605,0.35276362
1784664243.203485,flat,0.452438,0.024012,23,0,0.00000000,0.00000000,0.50669167,0.29527485,0.29834220,0.51442428,0.10334620,0.13691977,0.21254850,0.00000000,0.05000000,0.05000000,0.50669167,1.00804133,0.35281447
1784664243.303412,flat,0.457584,0.024219,23,0,0.00000000,0.00000000,0.50714406,0.29527485,0.29834220,0.51458262,0.10334620,0.13691977,0.21260392,0.00000000,0.05000000,0.05000000,0.50714406,1.00819967,0.35286988
1784664243.403480,flat,0.462613,0.024924,23,0,0.00000000,0.00000000,0.50827289,0.29527485,0.29834220,0.51497771,0.10334620,0.13691977,0.21274220,0.00000000,0.05000000,0.05000000,0.50827289,1.00859476,0.35300817
1784664243.503438,flat,0.467283,0.025504,23,0,0.00000000,0.00000000,0.50783051,0.29527485,0.29834220,0.51482288,0.10334620,0.13691977,0.21268801,0.00000000,0.05000000,0.05000000,0.50783051,1.00843993,0.35295397
1784664243.603437,flat,0.471988,0.026140,23,0,0.00000000,0.00000000,0.50901589,0.29527485,0.29834220,0.51523776,0.10334620,0.13691977,0.21283322,0.00000000,0.05000000,0.05000000,0.50901589,1.00885481,0.35309918
1784664243.703487,flat,0.476505,0.026864,23,0,0.00000000,0.00000000,0.50875920,0.29527485,0.29834220,0.51514792,0.10334620,0.13691977,0.21280177,0.00000000,0.05000000,0.05000000,0.50875920,1.00876497,0.35306774
1784664243.803494,flat,0.481146,0.027715,23,0,0.00000000,0.00000000,0.50832071,0.29527485,0.29834220,0.51499445,0.10334620,0.13691977,0.21274806,0.00000000,0.05000000,0.05000000,0.50832071,1.00861150,0.35301402
1784664243.903401,flat,0.486180,0.028213,23,0,0.00000000,0.00000000,0.50787066,0.29527485,0.29834220,0.51483693,0.10334620,0.13691977,0.21269293,0.00000000,0.05000000,0.05000000,0.50787066,1.00845398,0.35295889
1784664244.003362,flat,0.491382,0.027730,23,0,0.00000000,0.00000000,0.50781320,0.29527485,0.29834220,0.51481682,0.10334620,0.13691977,0.21268589,0.00000000,0.05000000,0.05000000,0.50781320,1.00843387,0.35295185
1784664244.103349,flat,0.495995,0.027443,23,0,0.00000000,0.00000000,0.50769342,0.29527485,0.29834220,0.51477490,0.10334620,0.13691977,0.21267121,0.00000000,0.05000000,0.05000000,0.50769342,1.00839195,0.35293718
1784664244.203409,flat,0.500426,0.026788,23,0,0.00000000,0.00000000,0.50777203,0.29527485,0.29834220,0.51480241,0.10334620,0.13691977,0.21268084,0.00000000,0.05000000,0.05000000,0.50777203,1.00841946,0.35294681
1784664244.303557,flat,0.504622,0.026033,23,0,0.00000000,0.00000000,0.50773469,0.29527485,0.29834220,0.51478934,0.10334620,0.13691977,0.21267627,0.00000000,0.05000000,0.05000000,0.50773469,1.00840639,0.35294224
1784664244.403410,flat,0.508738,0.025255,23,0,0.00000000,0.00000000,0.50784875,0.29527485,0.29834220,0.51482926,0.10334620,0.13691977,0.21269024,0.00000000,0.05000000,0.05000000,0.50784875,1.00844631,0.35295621
1784664244.503465,flat,0.512789,0.024370,23,0,0.00000000,0.00000000,0.50801776,0.29527485,0.29834220,0.51488842,0.10334620,0.13691977,0.21271095,0.00000000,0.05000000,0.05000000,0.50801776,1.00850547,0.35297691
1784664244.603485,flat,0.516445,0.023470,23,0,0.00000000,0.00000000,0.50834656,0.29527485,0.29834220,0.51500350,0.10334620,0.13691977,0.21275122,0.00000000,0.05000000,0.05000000,0.50834656,1.00862055,0.35301719
1784664244.703433,flat,0.521145,0.022443,23,0,0.00000000,0.00000000,0.50881889,0.29527485,0.29834220,0.51516881,0.10334620,0.13691977,0.21280908,0.00000000,0.05000000,0.05000000,0.50881889,1.00878586,0.35307505
1784664244.803569,flat,0.526309,0.023134,23,0,0.00000000,0.00000000,0.50846892,0.29527485,0.29834220,0.51504632,0.10334620,0.13691977,0.21276621,0.00000000,0.05000000,0.05000000,0.50846892,1.00866337,0.35303218
1784664244.903370,flat,0.531412,0.023555,23,0,0.00000000,0.00000000,0.50805229,0.29527485,0.29834220,0.51490050,0.10334620,0.13691977,0.21271518,0.00000000,0.05000000,0.05000000,0.50805229,1.00851755,0.35298114
1784664245.003294,flat,0.535691,0.023862,23,0,0.00000000,0.00000000,0.50806650,0.29527485,0.29834220,0.51490548,0.10334620,0.13691977,0.21271692,0.00000000,0.05000000,0.05000000,0.50806650,1.00852253,0.35298288
1784664245.103480,flat,0.539558,0.024656,23,0,0.00000000,0.00000000,0.50818212,0.29527485,0.29834220,0.51494594,0.10334620,0.13691977,0.21273108,0.00000000,0.05000000,0.05000000,0.50818212,1.00856299,0.35299705
1784664245.203460,flat,0.544160,0.025647,23,0,0.00000000,0.00000000,0.50754721,0.29527485,0.29834220,0.51472372,0.10334620,0.13691977,0.21265330,0.00000000,0.05000000,0.05000000,0.50754721,1.00834077,0.35291927
1784664245.303373,flat,0.548153,0.026575,23,0,0.00000000,0.00000000,0.50718761,0.29527485,0.29834220,0.51459786,0.10334620,0.13691977,0.21260925,0.00000000,0.05000000,0.05000000,0.50718761,1.00821491,0.35287522
1784664245.403394,flat,0.551963,0.027578,23,0,0.00000000,0.00000000,0.50649164,0.29527485,0.29834220,0.51435427,0.10334620,0.13691977,0.21252400,0.00000000,0.05000000,0.05000000,0.50649164,1.00797132,0.35278996
1784664245.503483,flat,0.556184,0.028718,23,0,0.00000000,0.00000000,0.50553681,0.29527485,0.29834220,0.51402008,0.10334620,0.13691977,0.21240703,0.00000000,0.05000000,0.05000000,0.50553681,1.00763713,0.35267300
1784664245.603400,flat,0.561634,0.028450,23,0,0.00000000,0.00000000,0.50543053,0.29527485,0.29834220,0.51398289,0.10334620,0.13691977,0.21239401,0.00000000,0.05000000,0.05000000,0.50543053,1.00759994,0.35265998
1784664245.703385,flat,0.566711,0.027954,23,0,0.00000000,0.00000000,0.50452988,0.29527485,0.29834220,0.51366766,0.10334620,0.13691977,0.21228368,0.00000000,0.05000000,0.05000000,0.50452988,1.00728471,0.35254965
1784664245.803397,flat,0.571747,0.027360,23,0,0.00000000,0.00000000,0.50406685,0.29527485,0.29834220,0.51350560,0.10334620,0.13691977,0.21222696,0.00000000,0.05000000,0.05000000,0.50406685,1.00712265,0.35249293
1784664245.903338,flat,0.576398,0.026554,23,0,0.00000000,0.00000000,0.50429294,0.29527485,0.29834220,0.51358473,0.10334620,0.13691977,0.21225466,0.00000000,0.05000000,0.05000000,0.50429294,1.00720178,0.35252062
1784664246.003453,flat,0.580980,0.025795,23,0,0.00000000,0.00000000,0.50340567,0.29527485,0.29834220,0.51327418,0.10334620,0.13691977,0.21214596,0.00000000,0.05000000,0.05000000,0.50340567,1.00689123,0.35241193
1784664246.103453,flat,0.585706,0.024848,23,0,0.00000000,0.00000000,0.50370074,0.29527485,0.29834220,0.51337746,0.10334620,0.13691977,0.21218211,0.00000000,0.05000000,0.05000000,0.50370074,1.00699451,0.35244808
1784664246.203434,flat,0.590173,0.023923,23,0,0.00000000,0.00000000,0.50413501,0.29527485,0.29834220,0.51352945,0.10334620,0.13691977,0.21223531,0.00000000,0.05000000,0.05000000,0.50413501,1.00714650,0.35250128
1784664246.303365,flat,0.594994,0.022941,23,0,0.00000000,0.00000000,0.50443795,0.29527485,0.29834220,0.51363548,0.10334620,0.13691977,0.21227242,0.00000000,0.05000000,0.05000000,0.50443795,1.00725253,0.35253839
1784664246.403390,flat,0.600213,0.022192,23,0,0.00000000,0.00000000,0.50466548,0.29527485,0.29834220,0.51371512,0.10334620,0.13691977,0.21230029,0.00000000,0.05000000,0.05000000,0.50466548,1.00733217,0.35256626
1784664246.503397,flat,0.605075,0.021823,23,0,0.00000000,0.00000000,0.50493214,0.29527485,0.29834220,0.51380845,0.10334620,0.13691977,0.21233296,0.00000000,0.05000000,0.05000000,0.50493214,1.00742550,0.35259892
1784664246.603436,flat,0.609402,0.021384,23,0,0.00000000,0.00000000,0.50528041,0.29527485,0.29834220,0.51393034,0.10334620,0.13691977,0.21237562,0.00000000,0.05000000,0.05000000,0.50528041,1.00754739,0.35264159
1784664246.703427,flat,0.613613,0.021191,23,0,0.00000000,0.00000000,0.50565803,0.29527485,0.29834220,0.51406251,0.10334620,0.13691977,0.21242188,0.00000000,0.05000000,0.05000000,0.50565803,1.00767956,0.35268785
1784664246.803566,flat,0.617910,0.021094,23,0,0.00000000,0.00000000,0.50664182,0.29527485,0.29834220,0.51440684,0.10334620,0.13691977,0.21254239,0.00000000,0.05000000,0.05000000,0.50664182,1.00802389,0.35280836
1784664246.903500,flat,0.622107,0.021127,23,0,0.00000000,0.00000000,0.50677539,0.29527485,0.29834220,0.51445359,0.10334620,0.13691977,0.21255876,0.00000000,0.05000000,0.05000000,0.50677539,1.00807064,0.35282472
1784664247.003490,flat,0.626324,0.021102,23,0,0.00000000,0.00000000,0.50633902,0.29527485,0.29834220,0.51430086,0.10334620,0.13691977,0.21250530,0.00000000,0.05000000,0.05000000,0.50633902,1.00791791,0.35277127
1784664247.103544,flat,0.630703,0.021148,23,0,0.00000000,0.00000000,0.50607224,0.29527485,0.29834220,0.51420748,0.10334620,0.13691977,0.21247262,0.00000000,0.05000000,0.05000000,0.50607224,1.00782453,0.35273859
1784664247.203501,flat,0.635823,0.020609,23,0,0.00000000,0.00000000,0.50613144,0.29527485,0.29834220,0.51422820,0.10334620,0.13691977,0.21247987,0.00000000,0.05000000,0.05000000,0.50613144,1.00784525,0.35274584
1784664247.303379,flat,0.640700,0.019980,23,0,0.00000000,0.00000000,0.50622556,0.29527485,0.29834220,0.51426115,0.10334620,0.13691977,0.21249140,0.00000000,0.05000000,0.05000000,0.50622556,1.00787820,0.35275737
1784664247.403437,flat,0.645059,0.019310,23,0,0.00000000,0.00000000,0.50626115,0.29527485,0.29834220,0.51427360,0.10334620,0.13691977,0.21249576,0.00000000,0.05000000,0.05000000,0.50626115,1.00789065,0.35276173
1784664247.503439,flat,0.649269,0.018326,23,0,0.00000000,0.00000000,0.50602413,0.29527485,0.29834220,0.51419065,0.10334620,0.13691977,0.21246673,0.00000000,0.05000000,0.05000000,0.50602413,1.00780770,0.35273269
1784664247.603473,flat,0.653531,0.017016,23,0,0.00000000,0.00000000,0.50606641,0.29527485,0.29834220,0.51420544,0.10334620,0.13691977,0.21247191,0.00000000,0.05000000,0.05000000,0.50606641,1.00782249,0.35273787
1784664247.703613,flat,0.657631,0.015644,23,0,0.00000000,0.00000000,0.50656448,0.29527485,0.29834220,0.51437977,0.10334620,0.13691977,0.21253292,0.00000000,0.05000000,0.05000000,0.50656448,1.00799682,0.35279889
1784664247.803448,flat,0.661698,0.014186,23,0,0.00000000,0.00000000,0.50802433,0.29527485,0.29834220,0.51489072,0.10334620,0.13691977,0.21271175,0.00000000,0.05000000,0.05000000,0.50802433,1.00850777,0.35297772
1784664247.903463,flat,0.665664,0.012651,23,0,0.00000000,0.00000000,0.50947609,0.29527485,0.29834220,0.51539883,0.10334620,0.13691977,0.21288959,0.00000000,0.05000000,0.05000000,0.50947609,1.00901588,0.35315556
1784664248.003452,flat,0.670133,0.011098,23,0,0.00000000,0.00000000,0.51006813,0.29527485,0.29834220,0.51560605,0.10334620,0.13691977,0.21296212,0.00000000,0.05000000,0.05000000,0.51006813,1.00922310,0.35322808
1784664248.103391,flat,0.675591,0.010694,23,0,0.00000000,0.00000000,0.51095496,0.29527485,0.29834220,0.51591644,0.10334620,0.13691977,0.21307075,0.00000000,0.05000000,0.05000000,0.51095496,1.00953349,0.35333672
1784664248.204123,flat,0.680674,0.010524,23,0,0.00000000,0.00000000,0.51142691,0.29527485,0.29834220,0.51608162,0.10334620,0.13691977,0.21312857,0.00000000,0.05000000,0.05000000,0.51142691,1.00969867,0.35339453
1784664248.303697,flat,0.685151,0.010442,23,0,0.00000000,0.00000000,0.51196601,0.29527485,0.29834220,0.51627030,0.10334620,0.13691977,0.21319461,0.00000000,0.05000000,0.05000000,0.51196601,1.00988735,0.35346057
1784664248.403342,flat,0.689596,0.010607,23,0,0.00000000,0.00000000,0.51172538,0.29527485,0.29834220,0.51618608,0.10334620,0.13691977,0.21316513,0.00000000,0.05000000,0.05000000,0.51172538,1.00980313,0.35343110
1784664248.503521,flat,0.693859,0.010882,23,0,0.00000000,0.00000000,0.51300806,0.29527485,0.29834220,0.51663502,0.10334620,0.13691977,0.21332226,0.00000000,0.05000000,0.05000000,0.51300806,1.01025207,0.35358822
1784664248.603405,flat,0.698152,0.011256,23,0,0.00000000,0.00000000,0.51266735,0.29527485,0.29834220,0.51651577,0.10334620,0.13691977,0.21328052,0.00000000,0.05000000,0.05000000,0.51266735,1.01013282,0.35354649
1784664248.703485,flat,0.702342,0.011751,23,0,0.00000000,0.00000000,0.51242739,0.29527485,0.29834220,0.51643179,0.10334620,0.13691977,0.21325113,0.00000000,0.05000000,0.05000000,0.51242739,1.01004884,0.35351709
1784664248.803518,flat,0.706747,0.012306,23,0,0.00000000,0.00000000,0.51203327,0.29527485,0.29834220,0.51629384,0.10334620,0.13691977,0.21320285,0.00000000,0.05000000,0.05000000,0.51203327,1.00991089,0.35346881
1784664248.903510,flat,0.711017,0.011994,23,0,0.00000000,0.00000000,0.51179622,0.29527485,0.29834220,0.51621088,0.10334620,0.13691977,0.21317381,0.00000000,0.05000000,0.05000000,0.51179622,1.00982793,0.35343977
1784664249.003406,flat,0.716914,0.011225,23,0,0.00000000,0.00000000,0.51184192,0.29527485,0.29834220,0.51622687,0.10334620,0.13691977,0.21317941,0.00000000,0.05000000,0.05000000,0.51184192,1.00984392,0.35344537
1784664249.103398,flat,0.721414,0.010250,23,0,0.00000000,0.00000000,0.51193700,0.29527485,0.29834220,0.51626015,0.10334620,0.13691977,0.21319105,0.00000000,0.05000000,0.05000000,0.51193700,1.00987720,0.35345702
1784664249.203427,flat,0.725925,0.008883,23,0,0.00000000,0.00000000,0.51184684,0.29527485,0.29834220,0.51622859,0.10334620,0.13691977,0.21318001,0.00000000,0.05000000,0.05000000,0.51184684,1.00984564,0.35344598
1784664249.303426,flat,0.730149,0.007524,23,0,0.00000000,0.00000000,0.51204525,0.29527485,0.29834220,0.51629804,0.10334620,0.13691977,0.21320431,0.00000000,0.05000000,0.05000000,0.51204525,1.00991509,0.35347028
1784664249.403433,flat,0.734444,0.006034,23,0,0.00000000,0.00000000,0.51281440,0.29527485,0.29834220,0.51656724,0.10334620,0.13691977,0.21329853,0.00000000,0.05000000,0.05000000,0.51281440,1.01018429,0.35356450
1784664249.503343,flat,0.738633,0.004395,23,0,0.00000000,0.00000000,0.51345486,0.29527485,0.29834220,0.51679140,0.10334620,0.13691977,0.21337699,0.00000000,0.05000000,0.05000000,0.51345486,1.01040845,0.35364296
1784664249.603416,flat,0.742857,0.002649,23,0,0.00000000,0.00000000,0.51503156,0.29527485,0.29834220,0.51734325,0.10334620,0.13691977,0.21357014,0.00000000,0.05000000,0.05000000,0.51503156,1.01096030,0.35383610
1784664249.703392,flat,0.747971,0.001600,23,0,0.00000000,0.00000000,0.51528614,0.29527485,0.29834220,0.51743235,0.10334620,0.13691977,0.21360132,0.00000000,0.05000000,0.05000000,0.51528614,1.01104940,0.35386729
1784664249.803403,flat,0.753102,0.001254,23,0,0.00000000,0.00000000,0.51582374,0.29527485,0.29834220,0.51762051,0.10334620,0.13691977,0.21366718,0.00000000,0.05000000,0.05000000,0.51582374,1.01123756,0.35393315
1784664249.903502,flat,0.757211,0.001161,23,0,0.00000000,0.00000000,0.51696003,0.29527485,0.29834220,0.51801821,0.10334620,0.13691977,0.21380637,0.00000000,0.05000000,0.05000000,0.51696003,1.01163526,0.35407234
1784664250.003418,flat,0.762057,0.001532,23,0,0.00000000,0.00000000,0.51724731,0.29527485,0.29834220,0.51811876,0.10334620,0.13691977,0.21384157,0.00000000,0.05000000,0.05000000,0.51724731,1.01173581,0.35410753
1784664250.103347,flat,0.766435,0.001946,23,0,0.00000000,0.00000000,0.51684780,0.29527485,0.29834220,0.51797893,0.10334620,0.13691977,0.21379263,0.00000000,0.05000000,0.05000000,0.51684780,1.01159598,0.35405859
1784664250.203443,flat,0.770348,0.002380,23,0,0.00000000,0.00000000,0.51780627,0.29527485,0.29834220,0.51831439,0.10334620,0.13691977,0.21391004,0.00000000,0.05000000,0.05000000,0.51780627,1.01193144,0.35417601
1784664250.303370,flat,0.774085,0.002763,23,0,0.00000000,0.00000000,0.51751834,0.29527485,0.29834220,0.51821362,0.10334620,0.13691977,0.21387477,0.00000000,0.05000000,0.05000000,0.51751834,1.01183067,0.35414073
1784664250.403436,flat,0.778098,0.003408,23,0,0.00000000,0.00000000,0.51705228,0.29527485,0.29834220,0.51805050,0.10334620,0.13691977,0.21381767,0.00000000,0.05000000,0.05000000,0.51705228,1.01166755,0.35408364
1784664250.503379,flat,0.782786,0.003460,23,0,0.00000000,0.00000000,0.51677836,0.29527485,0.29834220,0.51795463,0.10334620,0.13691977,0.21378412,0.00000000,0.05000000,0.05000000,0.51677836,1.01157168,0.35405009
1784664250.603406,flat,0.788900,0.001793,23,0,0.00000000,0.00000000,0.51708980,0.29527485,0.29834220,0.51806363,0.10334620,0.13691977,0.21382227,0.00000000,0.05000000,0.05000000,0.51708980,1.01168068,0.35408824
1784664250.703414,flat,0.794429,-0.000192,23,0,0.00000000,0.00000000,0.51745664,0.29527485,0.29834220,0.51819202,0.10334620,0.13691977,0.21386721,0.00000000,0.05000000,0.05000000,0.51745664,1.01180907,0.35413318
1784664250.803462,flat,0.798595,-0.001504,23,0,0.00000000,0.00000000,0.51753972,0.29527485,0.29834220,0.51822110,0.10334620,0.13691977,0.21387739,0.00000000,0.05000000,0.05000000,0.51753972,1.01183815,0.35414335
1784664250.903475,flat,0.802642,-0.003040,23,0,0.00000000,0.00000000,0.51775557,0.29527485,0.29834220,0.51829665,0.10334620,0.13691977,0.21390383,0.00000000,0.05000000,0.05000000,0.51775557,1.01191370,0.35416979
1784664251.003420,flat,0.806660,-0.004692,23,0,0.00000000,0.00000000,0.51794454,0.29527485,0.29834220,0.51836279,0.10334620,0.13691977,0.21392698,0.00000000,0.05000000,0.05000000,0.51794454,1.01197984,0.35419294
1784664251.103428,flat,0.810640,-0.006388,23,0,0.00000000,0.00000000,0.51862421,0.29527485,0.29834220,0.51860067,0.10334620,0.13691977,0.21401024,0.00000000,0.05000000,0.05000000,0.51862421,1.01221772,0.35427620
1784664251.203345,flat,0.814391,-0.008195,23,0,0.00000000,0.00000000,0.51974052,0.29527485,0.29834220,0.51899138,0.10334620,0.13691977,0.21414698,0.00000000,0.05000000,0.05000000,0.51974052,1.01260843,0.35441295
1784664251.303453,flat,0.818510,-0.010263,23,0,0.00000000,0.00000000,0.52180020,0.29527485,0.29834220,0.51971227,0.10334620,0.13691977,0.21439929,0.00000000,0.05000000,0.05000000,0.52180020,1.01332932,0.35466526
1784664251.403389,flat,0.824894,-0.010552,23,0,0.00000000,0.00000000,0.52150596,0.29527485,0.29834220,0.51960929,0.10334620,0.13691977,0.21436325,0.00000000,0.05000000,0.05000000,0.52150596,1.01322634,0.35462922
1784664251.503445,flat,0.830874,-0.009682,23,0,0.00000000,0.00000000,0.52197168,0.29527485,0.29834220,0.51977229,0.10334620,0.13691977,0.21442030,0.00000000,0.05000000,0.05000000,0.52197168,1.01338934,0.35468627
1784664251.603821,flat,0.835902,-0.009300,23,0,0.00000000,0.00000000,0.52217545,0.29527485,0.29834220,0.51984361,0.10334620,0.13691977,0.21444526,0.00000000,0.05000000,0.05000000,0.52217545,1.01346066,0.35471123
1784664251.703359,flat,0.840725,-0.008661,23,0,0.00000000,0.00000000,0.52159308,0.29527485,0.29834220,0.51963978,0.10334620,0.13691977,0.21437392,0.00000000,0.05000000,0.05000000,0.52159308,1.01325683,0.35463989
1784664251.803452,flat,0.845743,-0.007835,23,0,0.00000000,0.00000000,0.52164509,0.29527485,0.29834220,0.51965798,0.10334620,0.13691977,0.21438029,0.00000000,0.05000000,0.05000000,0.52164509,1.01327503,0.35464626
1784664251.903436,flat,0.850656,-0.006885,23,0,0.00000000,0.00000000,0.52168517,0.29527485,0.29834220,0.51967201,0.10334620,0.13691977,0.21438520,0.00000000,0.05000000,0.05000000,0.52168517,1.01328906,0.35465117
1784664252.003461,flat,0.855480,-0.005861,23,0,0.00000000,0.00000000,0.52109037,0.29527485,0.29834220,0.51946383,0.10334620,0.13691977,0.21431234,0.00000000,0.05000000,0.05000000,0.52109037,1.01308088,0.35457831
1784664252.103443,flat,0.860541,-0.004611,23,0,0.00000000,0.00000000,0.52015120,0.29527485,0.29834220,0.51913512,0.10334620,0.13691977,0.21419729,0.00000000,0.05000000,0.05000000,0.52015120,1.01275217,0.35446326
1784664252.203728,flat,0.866301,-0.004475,23,0,0.00000000,0.00000000,0.51959952,0.29527485,0.29834220,0.51894203,0.10334620,0.13691977,0.21412971,0.00000000,0.05000000,0.05000000,0.51959952,1.01255908,0.35439568
1784664252.303387,flat,0.872482,-0.005481,23,0,0.00000000,0.00000000,0.51966211,0.29527485,0.29834220,0.51896394,0.10334620,0.13691977,0.21413738,0.00000000,0.05000000,0.05000000,0.51966211,1.01258099,0.35440335
1784664252.403374,flat,0.877562,-0.006187,23,0,0.00000000,0.00000000,0.51958438,0.29527485,0.29834220,0.51893673,0.10334620,0.13691977,0.21412786,0.00000000,0.05000000,0.05000000,0.51958438,1.01255378,0.35439382
1784664252.503354,flat,0.882353,-0.006969,23,0,0.00000000,0.00000000,0.51951910,0.29527485,0.29834220,0.51891389,0.10334620,0.13691977,0.21411986,0.00000000,0.05000000,0.05000000,0.51951910,1.01253094,0.35438583
1784664252.603445,flat,0.887178,-0.007845,23,0,0.00000000,0.00000000,0.51944902,0.29527485,0.29834220,0.51888936,0.10334620,0.13691977,0.21411127,0.00000000,0.05000000,0.05000000,0.51944902,1.01250641,0.35437724
1784664252.703372,flat,0.892019,-0.008694,23,0,0.00000000,0.00000000,0.51942166,0.29527485,0.29834220,0.51887978,0.10334620,0.13691977,0.21410792,0.00000000,0.05000000,0.05000000,0.51942166,1.01249683,0.35437389
1784664252.803404,flat,0.896509,-0.009531,23,0,0.00000000,0.00000000,0.52029419,0.29527485,0.29834220,0.51918517,0.10334620,0.13691977,0.21421481,0.00000000,0.05000000,0.05000000,0.52029419,1.01280222,0.35448078
1784664252.903444,flat,0.901167,-0.010445,23,0,0.00000000,0.00000000,0.52148269,0.29527485,0.29834220,0.51960114,0.10334620,0.13691977,0.21436040,0.00000000,0.05000000,0.05000000,0.52148269,1.01321819,0.35462637
1784664253.003458,flat,0.906274,-0.010863,23,0,0.00000000,0.00000000,0.52199907,0.29527485,0.29834220,0.51978187,0.10334620,0.13691977,0.21442366,0.00000000,0.05000000,0.05000000,0.52199907,1.01339892,0.35468962
1784664253.103559,flat,0.911805,-0.010161,23,0,0.00000000,0.00000000,0.52210344,0.29527485,0.29834220,0.51981840,0.10334620,0.13691977,0.21443644,0.00000000,0.05000000,0.05000000,0.52210344,1.01343545,0.35470241
1784664253.203378,flat,0.916528,-0.009479,23,0,0.00000000,0.00000000,0.52151543,0.29527485,0.29834220,0.51961260,0.10334620,0.13691977,0.21436441,0.00000000,0.05000000,0.05000000,0.52151543,1.01322965,0.35463038
1784664253.303432,flat,0.921080,-0.008428,23,0,0.00000000,0.00000000,0.52215667,0.29527485,0.29834220,0.51983703,0.10334620,0.13691977,0.21444296,0.00000000,0.05000000,0.05000000,0.52215667,1.01345408,0.35470893
1784664253.403425,flat,0.925334,-0.007316,23,0,0.00000000,0.00000000,0.52222027,0.29527485,0.29834220,0.51985929,0.10334620,0.13691977,0.21445075,0.00000000,0.05000000,0.05000000,0.52222027,1.01347634,0.35471672
