context_id,group,terrain,seed,source_beta_name,cost_motion,cost_stability,cost_energy,ideal_cost_motion,ideal_cost_stability,ideal_cost_energy,regret_motion,regret_stability,regret_energy,utopia_l2_score,chebyshev_score,selected_utopia_l2,selected_chebyshev
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,energy,0.20792873880643442,0.009909754532117909,0.5765532120546015,0.2008279687493115,0.009906798874084879,0.5743670350505682,0.15817328028980449,1.259409183853751e-05,0.007708747524420444,0.09142977550128013,0.15817328028980449,0,0
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,balanced,0.20460921884859476,0.009895681882400071,0.5826853726388169,0.2008462161885782,0.0093277398914946,0.5694982056757629,0.08382280649646094,0.002420007156610491,0.0464996843773457,0.05536045511245354,0.08382280649646094,0,0
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,motion,0.2008462161885782,0.0093277398914946,0.5864152938493978,0.2008462161885782,0.0093277398914946,0.5694982056757629,0.0,0.0,0.059651876924107304,0.03444002719979978,0.059651876924107304,1,1
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,stability,0.20987835998240773,0.010126642721554797,0.5694982056757629,0.2008462161885782,0.0093277398914946,0.5694982056757629,0.20119561687342827,0.0034041338677911555,0.0,0.11617696899768787,0.20119561687342827,0,0
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,energy,0.20863619770286565,0.00979894001835834,0.5769466556529914,0.2008462161885782,0.0093277398914946,0.5694982056757629,0.17352581756619098,0.002007788995119073,0.02626421383849391,0.10133286651298952,0.17352581756619098,0,0
low_friction_train:low_friction:27205,low_friction_train,low_friction,27205,balanced,0.2049885757666255,0.009825794702007604,0.5816303011004338,0.20069524383188408,0.009539039567098046,0.5708933707715426,0.09563616199764306,0.0012218668275778834,0.037859827882195,0.05938892996581432,0.09563616199764306,0,0
low_friction_train:low_friction:27205,low_friction_train,low_friction,27205,motion,0.20069524383188408,0.009539039567098046,0.5882320089804332,0.20069524383188408,0.009539039567098046,0.5708933707715426,0.0,0.0,0.06113831776796452,0.0352982242211352,0.06113831776796452,1,1
low_friction_train:low_friction:27205,low_friction_train,low_friction,27205,energy,0.20830610485568224,0.009886845242575397,0.5708933707715426,0.20069524383188408,0.009539039567098046,0.5708933707715426,0.16953581714090055,0.001482003861737751,0.0,0.09788528937669691,0.16953581714090055,0,0
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,balanced,0.20458853532104512,0.009697457667068744,0.5842614959433102,0.20032333188858428,0.009254341602301147,0.5683442547981582,0.0950095852405358,0.0018881224933501046,0.05612628485567157,0.06371955781869101,0.0950095852405358,0,0
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,motion,0.20032333188858428,0.009254341602301147,0.5846346376988798,0.20032333188858428,0.009254341602301147,0.5683442547981582,0.0,0.0,0.057442031741307076,0.03316417248864267,0.057442031741307076,1,1
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,stability,0.2094738077697243,0.00984687640843817,0.5699713817506471,0.20032333188858428,0.009254341602301147,0.5683442547981582,0.20383152456553338,0.0025247974165570545,0.005737463546536005,0.11773782102147143,0.20383152456553338,0,0
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,energy,0.20846591161657413,0.010038294736575568,0.5683442547981582,0.20032333188858428,0.009254341602301147,0.5683442547981582,0.1813801228932151,0.003340433047337557,0.0,0.10473762054725377,0.1813801228932151,0,0
low_friction_train:low_friction:27207,low_friction_train,low_friction,27207,balanced,0.20456303978842474,0.009755941893743316,0.5774195104217932,0.20021575934542515,0.009494949549885218,0.571743850788728,0.0968378925774664,0.0011120912876157948,0.020013122023113554,0.05709448087450879,0.0968378925774664,0,0
low_friction_train:low_friction:27207,low_friction_train,low_friction,27207,motion,0.20021575934542515,0.009494949549885218,0.5888004202317524,0.20021575934542515,0.009494949549885218,0.571743850788728,0.0,0.0,0.06014370621703521,0.03472398497446705,0.06014370621703521,1,1
low_friction_train:low_friction:27207,low_friction_train,low_friction,27207,energy,0.20846806088963618,0.010029329811412175,0.571743850788728,0.20021575934542515,0.009494949549885218,0.571743850788728,0.18382423239844406,0.00227700025346755,0.0,0.10613911177794211,0.18382423239844406,0,0
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,balanced,0.20459748562977567,0.010545838397207168,0.5790807369332468,0.200439142512772,0.00935832749923776,0.574725089501257,0.09262921712655788,0.005059997178685867,0.015358585465245125,0.05428830931370201,0.09262921712655788,0,0
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,motion,0.200439142512772,0.00935832749923776,0.5880694231664289,0.200439142512772,0.00935832749923776,0.574725089501257,0.0,0.0,0.04705387483110909,0.027166567300155788,0.04705387483110909,1,1
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,stability,0.2097503974129181,0.01014182526379081,0.574725089501257,0.200439142512772,0.00935832749923776,0.574725089501257,0.20741295934421028,0.0033384927118767795,0.0,0.11976543914044414,0.20741295934421028,0,0
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,energy,0.20796054061875022,0.009966568747583041,0.5781265639404678,0.200439142512772,0.00935832749923776,0.574725089501257,0.16754298494635808,0.00259172274195565,0.01199404605128933,0.0969900784826077,0.16754298494635808,0,0
low_friction_train:low_friction:27209,low_friction_train,low_friction,27209,balanced,0.20441020530422319,0.010461651705452248,0.5813084525564449,0.20076352289559485,0.009443648409142143,0.5733365782588142,0.08123171347722521,0.0043377233977643405,0.028109876804794313,0.049690952539009355,0.08123171347722521,0,0
low_friction_train:low_friction:27209,low_friction_train,low_friction,27209,motion,0.20076352289559485,0.009443648409142143,0.5891902016457071,0.20076352289559485,0.009443648409142143,0.5733365782588142,0.0,0.0,0.05590196027647028,0.032275011813847884,0.05590196027647028,1,1
low_friction_train:low_friction:27209,low_friction_train,low_friction,27209,stability,0.20969307975392004,0.010001126373158928,0.5733365782588142,0.20076352289559485,0.009443648409142143,0.5733365782588142,0.19891044048085926,0.002375419821348995,0.0,0.11484918509595836,0.19891044048085926,0,0
