context_index,context_id,group,terrain,seed,beta_name,beta_motion,beta_stability,beta_energy,feasible,strict_feasible,pareto_nondominated,good_candidate,cost_motion,cost_stability,cost_energy,motion_rank,stability_rank,energy_rank,episode_energy_abs_j,decision_time_s,roll_rms_rad,pitch_rms_rad,mean_applied_vx_mps
20,rough_test:rough_perlin:2,rough_test,rough_perlin,2,motion,0.7,0.15,0.15,True,True,True,True,0.23092019234896666,0.14304046100854315,0.7069255216761162,1,4,4,234.75249936024792,7.742000000000003,0.013729831176442837,0.09898254424352605,0.21575199981269086
20,rough_test:rough_perlin:2,rough_test,rough_perlin,2,stability,0.15,0.7,0.15,True,True,True,True,0.23871249968953043,0.1238123514670755,0.6298591384146389,3,2,2,214.66488543118598,7.948000000000001,0.012529440652388663,0.09209625346726236,0.20818303436614002
20,rough_test:rough_perlin:2,rough_test,rough_perlin,2,energy,0.15,0.15,0.7,True,True,True,True,0.23938313893765772,0.12221690688314556,0.6195054252557066,4,1,1,211.13619383413484,7.970000000000003,0.011973229432924884,0.09150254404668798,0.20731774974757664
21,rough_test:rough_perlin:3,rough_test,rough_perlin,3,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.207809893317919,0.09245961857662528,0.6596488924259084,2,3,3,201.75943317463143,7.162000000000002,0.006766605280443797,0.07955489761148413,0.21079332308045456
21,rough_test:rough_perlin:3,rough_test,rough_perlin,3,motion,0.7,0.15,0.15,True,True,True,True,0.20162840106454394,0.09778589542807337,0.6731925839297344,1,4,4,200.0189795406378,6.958000000000003,0.006955942843325712,0.08184881675109708,0.21564514277612462
21,rough_test:rough_perlin:3,rough_test,rough_perlin,3,stability,0.15,0.7,0.15,True,True,True,True,0.2115497744355769,0.09168360146729755,0.6502090967702562,3,2,2,198.8721883954209,7.158,0.006662072452003251,0.0792272154266098,0.20807999194200552
21,rough_test:rough_perlin:3,rough_test,rough_perlin,3,energy,0.15,0.15,0.7,True,True,True,True,0.2146617563868248,0.08623349674336439,0.634249965118714,4,1,1,199.53354567934213,7.362000000000001,0.005567706995925517,0.07687540412839503,0.20672433062184917
22,rough_test:rough_perlin:19,rough_test,rough_perlin,19,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2112213687137821,0.13256274535188112,0.7204480063403609,2,2,4,220.35537853548504,7.127999999999999,0.009654563226669757,0.09527320248677573,0.21047598618481844
22,rough_test:rough_perlin:19,rough_test,rough_perlin,19,motion,0.7,0.15,0.15,True,True,True,True,0.20693514273477923,0.1349597252322062,0.7121572582407294,1,4,2,211.59616351423904,6.9380000000000015,0.009967147110790312,0.09611375346757565,0.21537497959592763
22,rough_test:rough_perlin:19,rough_test,rough_perlin,19,stability,0.15,0.7,0.15,True,True,True,True,0.2151991001340953,0.1316380863774922,0.7091067478135388,3,1,1,216.88655456241122,7.164000000000004,0.009069608418533874,0.09495828163802798,0.20781751727951425
22,rough_test:rough_perlin:19,rough_test,rough_perlin,19,energy,0.15,0.15,0.7,True,True,False,False,0.21545108179955297,0.1335191977307006,0.716255182381914,4,3,3,219.07296633867793,7.1560000000000015,0.009655279907808739,0.09562745860584862,0.20649581416443522
23,rough_test:rough_perlin:26,rough_test,rough_perlin,26,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2165387408185827,0.053455603980619576,0.6116109361340248,2,3,3,192.4113604645476,7.354000000000002,0.00528393180104228,0.060529243256875774,0.21048748095830283
