decision_index,context_id,group,terrain,seed,mission,primary_metric,selected_beta_name,feasible_choice_count,preference_pair_count,support_class,max_margin_rho,beta_hat_motion,beta_hat_stability,beta_hat_energy,min_pair_margin_at_beta_hat,max_pair_margin_at_beta_hat,source_beta_consistent,source_beta_min_margin
435,flat_train:flat:27113,flat_train,flat,27113,fast,decision_time_s,energy,2,1,strict,0.0013681315734604127,1.0,-0.0,0.0,0.0013681315734604127,0.0013681315734604127,0,-0.004598045635453823
436,flat_train:flat:27113,flat_train,flat,27113,fast,decision_time_s,balanced,3,2,strict,0.00298326477099764,1.0,-0.0,0.0,0.00298326477099764,0.004351396344458053,0,-0.0007662373736637313
437,flat_train:flat:27113,flat_train,flat,27113,fast,decision_time_s,balanced,4,3,strict,0.00037362973602777383,0.6485824054232033,0.0,0.3514175945767968,0.00037362973602777394,0.001901302957758591,0,-0.0007662373736637313
441,flat_train:flat:27113,flat_train,flat,27113,stable,cost_stability,balanced,2,1,strict,0.011117881507977878,0.0,-0.0,1.0,0.011117881507977878,0.011117881507977878,1,0.001907360303718724
443,flat_train:flat:27113,flat_train,flat,27113,stable,cost_stability,balanced,2,1,strict,0.00298326477099764,1.0,-0.0,0.0,0.00298326477099764,0.00298326477099764,1,0.0010522608883837149
444,flat_train:flat:27113,flat_train,flat,27113,stable,cost_stability,balanced,3,2,strict,0.0016618744834536168,0.5708168341397216,0.0,0.42918316586027844,0.0016618744834536168,0.001661874483453617,1,0.0010522608883837149
446,flat_train:flat:27113,flat_train,flat,27113,stable,cost_stability,energy,2,1,strict,0.0013681315734604127,1.0,-0.0,0.0,0.0013681315734604127,0.0013681315734604127,0,-0.004598045635453823
447,flat_train:flat:27113,flat_train,flat,27113,stable,cost_stability,balanced,3,2,strict,0.00298326477099764,1.0,-0.0,0.0,0.00298326477099764,0.004351396344458053,0,-0.0007662373736637313
448,flat_train:flat:27113,flat_train,flat,27113,stable,cost_stability,balanced,4,3,strict,0.00037362973602777383,0.6485824054232033,0.0,0.3514175945767968,0.00037362973602777394,0.001901302957758591,0,-0.0007662373736637313
454,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,balanced,2,1,strict,0.011117881507977878,0.0,-0.0,1.0,0.011117881507977878,0.011117881507977878,1,0.001907360303718724
455,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,balanced,2,1,strict,0.011117881507977878,0.0,-0.0,1.0,0.011117881507977878,0.011117881507977878,1,0.001907360303718724
456,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,balanced,2,1,strict,0.011117881507977878,0.0,-0.0,1.0,0.011117881507977878,0.011117881507977878,1,0.001907360303718724
458,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,balanced,2,1,strict,0.011117881507977878,0.0,-0.0,1.0,0.011117881507977878,0.011117881507977878,1,0.001907360303718724
459,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,energy,3,2,strict,9.558452379088145e-05,0.0,0.0,1.0,9.558452379088145e-05,0.01121346603176876,0,-0.00042094591168768687
460,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,energy,3,2,strict,9.558452379088145e-05,0.0,0.0,1.0,9.558452379088145e-05,0.01121346603176876,0,-0.00042094591168768687
462,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,balanced,2,1,strict,0.011117881507977878,0.0,-0.0,1.0,0.011117881507977878,0.011117881507977878,1,0.001907360303718724
463,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,energy,3,2,strict,9.558452379088145e-05,0.0,0.0,1.0,9.558452379088145e-05,0.01121346603176876,0,-0.00042094591168768687
464,flat_train:flat:27113,flat_train,flat,27113,efficient,cost_energy,stability,4,3,strict,0.0068722207591499496,0.0,0.0,1.0,0.0068722207591499496,0.01808568679091871,1,0.00017007356852830792
467,flat_train:flat:27114,flat_train,flat,27114,fast,decision_time_s,motion,2,1,strict,0.00482807866848492,1.0,-0.0,0.0,0.00482807866848492,0.00482807866848492,1,0.002352744615316032
470,flat_train:flat:27114,flat_train,flat,27114,fast,decision_time_s,balanced,2,1,strict,0.005230512065248771,1.0,-0.0,0.0,0.005230512065248771,0.005230512065248771,0,-0.003117194971686388
471,flat_train:flat:27114,flat_train,flat,27114,fast,decision_time_s,motion,3,2,strict,0.00482807866848492,1.0,-0.0,0.0,0.00482807866848492,0.010058590733733691,1,0.002352744615316032
473,flat_train:flat:27114,flat_train,flat,27114,fast,decision_time_s,stability,2,1,strict,0.009581731153072814,0.0,-0.0,1.0,0.009581731153072814,0.009581731153072814,1,0.0011487210644484634
474,flat_train:flat:27114,flat_train,flat,27114,fast,decision_time_s,balanced,3,2,strict,0.0025299212850074526,1.0,-0.0,0.0,0.0025299212850074526,0.005230512065248771,0,-0.0031171949716863874
475,flat_train:flat:27114,flat_train,flat,27114,fast,decision_time_s,motion,4,3,strict,0.00482807866848492,1.0,-0.0,0.0,0.00482807866848492,0.010058590733733691,1,0.002352744615316032
478,flat_train:flat:27114,flat_train,flat,27114,stable,cost_stability,motion,2,1,strict,0.00482807866848492,1.0,-0.0,0.0,0.00482807866848492,0.00482807866848492,1,0.002352744615316032
481,flat_train:flat:27114,flat_train,flat,27114,stable,cost_stability,balanced,2,1,strict,0.005230512065248771,1.0,-0.0,0.0,0.005230512065248771,0.005230512065248771,0,-0.003117194971686388
482,flat_train:flat:27114,flat_train,flat,27114,stable,cost_stability,motion,3,2,strict,0.00482807866848492,1.0,-0.0,0.0,0.00482807866848492,0.010058590733733691,1,0.002352744615316032
484,flat_train:flat:27114,flat_train,flat,27114,stable,cost_stability,stability,2,1,strict,0.009581731153072814,0.0,-0.0,1.0,0.009581731153072814,0.009581731153072814,1,0.0011487210644484634
485,flat_train:flat:27114,flat_train,flat,27114,stable,cost_stability,balanced,3,2,strict,0.0025299212850074526,1.0,-0.0,0.0,0.0025299212850074526,0.005230512065248771,0,-0.0031171949716863874
486,flat_train:flat:27114,flat_train,flat,27114,stable,cost_stability,motion,4,3,strict,0.00482807866848492,1.0,-0.0,0.0,0.00482807866848492,0.010058590733733691,1,0.002352744615316032
492,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,balanced,2,1,strict,0.007036175880814732,0.0,0.0,1.0,0.007036175880814732,0.007036175880814732,1,0.0006726636718903856
493,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,balanced,2,1,strict,0.007036175880814732,0.0,0.0,1.0,0.007036175880814732,0.007036175880814732,1,0.0006726636718903856
494,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,balanced,2,1,strict,0.007036175880814732,0.0,0.0,1.0,0.007036175880814732,0.007036175880814732,1,0.0006726636718903856
496,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,balanced,2,1,strict,0.007036175880814732,0.0,0.0,1.0,0.007036175880814732,0.007036175880814732,1,0.0006726636718903856
497,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,stability,3,2,strict,0.01460737224185571,0.0,0.0,1.0,0.01460737224185571,0.021643548122670442,1,0.0013888363434075984
498,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,stability,3,2,strict,0.01460737224185571,0.0,0.0,1.0,0.01460737224185571,0.021643548122670442,1,0.0013888363434075984
500,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,balanced,2,1,strict,0.007036175880814732,0.0,0.0,1.0,0.007036175880814732,0.007036175880814732,1,0.0006726636718903856
501,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,stability,3,2,strict,0.01460737224185571,0.0,0.0,1.0,0.01460737224185571,0.021643548122670442,1,0.0013888363434075984
502,flat_train:flat:27114,flat_train,flat,27114,efficient,cost_energy,stability,4,3,strict,0.009581731153072814,0.0,-0.0,1.0,0.009581731153072814,0.021643548122670442,1,0.0011487210644484634
505,flat_train:flat:27115,flat_train,flat,27115,fast,decision_time_s,balanced,2,1,strict,0.006741699344227858,0.0,0.0,1.0,0.006741699344227858,0.006741699344227858,1,0.0007174235351790049
507,flat_train:flat:27115,flat_train,flat,27115,fast,decision_time_s,balanced,2,1,strict,0.003296387712260873,1.0,-0.0,0.0,0.003296387712260873,0.003296387712260873,0,-0.0004152465181127701
508,flat_train:flat:27115,flat_train,flat,27115,fast,decision_time_s,balanced,3,2,strict,0.0001233042402881443,0.0,0.9784878307071849,0.02151216929281514,0.00012330424028814433,0.00012330424028814433,0,-0.0004152465181127702
510,flat_train:flat:27115,flat_train,flat,27115,fast,decision_time_s,energy,2,1,strict,0.001874458071850077,1.0,-0.0,0.0,0.001874458071850077,0.001874458071850077,0,-0.0026283362470977496
511,flat_train:flat:27115,flat_train,flat,27115,fast,decision_time_s,balanced,3,2,strict,0.003296387712260873,1.0,-0.0,0.0,0.003296387712260873,0.00517084578411095,0,-0.0011483248466922253
512,flat_train:flat:27115,flat_train,flat,27115,fast,decision_time_s,balanced,4,3,strict,0.0001233042402881443,0.0,0.9784878307071849,0.02151216929281514,0.00012330424028814433,0.00013644818508031442,0,-0.0011483248466922253
516,flat_train:flat:27115,flat_train,flat,27115,stable,cost_stability,motion,2,1,strict,0.004567226789270129,1.0,-0.0,0.0,0.004567226789270129,0.004567226789270129,1,0.0021891341432680187
518,flat_train:flat:27115,flat_train,flat,27115,stable,cost_stability,balanced,2,1,strict,0.003296387712260873,1.0,-0.0,0.0,0.003296387712260873,0.003296387712260873,0,-0.0004152465181127701
519,flat_train:flat:27115,flat_train,flat,27115,stable,cost_stability,motion,3,2,strict,0.004567226789270129,1.0,-0.0,0.0,0.004567226789270129,0.007863614501531002,1,0.0021891341432680187
521,flat_train:flat:27115,flat_train,flat,27115,stable,cost_stability,energy,2,1,strict,0.001874458071850077,1.0,-0.0,0.0,0.001874458071850077,0.001874458071850077,0,-0.0026283362470977496
522,flat_train:flat:27115,flat_train,flat,27115,stable,cost_stability,balanced,3,2,strict,0.003296387712260873,1.0,-0.0,0.0,0.003296387712260873,0.00517084578411095,0,-0.0011483248466922253
523,flat_train:flat:27115,flat_train,flat,27115,stable,cost_stability,motion,4,3,strict,0.004567226789270129,1.0,-0.0,0.0,0.004567226789270129,0.009738072573381079,1,0.0021891341432680187
528,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,balanced,2,1,strict,0.006741699344227858,0.0,0.0,1.0,0.006741699344227858,0.006741699344227858,1,0.0007174235351790049
529,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,balanced,2,1,strict,0.006741699344227858,0.0,0.0,1.0,0.006741699344227858,0.006741699344227858,1,0.0007174235351790049
530,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,balanced,2,1,strict,0.006741699344227858,0.0,0.0,1.0,0.006741699344227858,0.006741699344227858,1,0.0007174235351790049
532,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,balanced,2,1,strict,0.006741699344227858,0.0,0.0,1.0,0.006741699344227858,0.006741699344227858,1,0.0007174235351790049
533,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,energy,3,2,strict,0.004773079066010766,0.0,0.0,1.0,0.004773079066010766,0.011514778410238624,1,0.0028120544194566678
534,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,energy,3,2,strict,0.004773079066010766,0.0,0.0,1.0,0.004773079066010766,0.011514778410238624,1,0.0028120544194566678
536,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,balanced,2,1,strict,0.006741699344227858,0.0,0.0,1.0,0.006741699344227858,0.006741699344227858,1,0.0007174235351790049
537,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,energy,3,2,strict,0.004773079066010766,0.0,0.0,1.0,0.004773079066010766,0.011514778410238624,1,0.0028120544194566678
538,flat_train:flat:27115,flat_train,flat,27115,efficient,cost_energy,stability,4,3,strict,0.004179001816794536,0.0,0.0,1.0,0.004179001816794536,0.01569378022703316,1,0.0002719654302974031
541,flat_train:flat:27116,flat_train,flat,27116,fast,decision_time_s,balanced,2,1,strict,0.001867067164963987,0.0,0.0,1.0,0.001867067164963987,0.001867067164963987,0,-0.0009099804458341017
544,flat_train:flat:27116,flat_train,flat,27116,fast,decision_time_s,balanced,2,1,strict,0.005461213241925417,1.0,-0.0,0.0,0.005461213241925417,0.005461213241925417,0,-0.0014813365735628606
545,flat_train:flat:27116,flat_train,flat,27116,fast,decision_time_s,balanced,3,2,unsupported,-0.00020371327332060894,0.0,0.9699369372011997,0.030063062798800385,-0.00020371327332060896,-0.00020371327332060888,0,-0.0014813365735628606
547,flat_train:flat:27116,flat_train,flat,27116,fast,decision_time_s,stability,2,1,strict,0.003929888035372753,0.0,-0.0,1.0,0.003929888035372753,0.003929888035372753,1,0.0003686724748459116
548,flat_train:flat:27116,flat_train,flat,27116,fast,decision_time_s,balanced,3,2,strict,0.003970041903474469,1.0,-0.0,0.0,0.003970041903474469,0.005461213241925417,0,-0.0014813365735628606
549,flat_train:flat:27116,flat_train,flat,27116,fast,decision_time_s,balanced,4,3,unsupported,-0.0002037132733206089,0.0,0.9699369372011996,0.030063062798800375,-0.0002037132733206089,-8.159903034184997e-05,0,-0.0014813365735628606
553,flat_train:flat:27116,flat_train,flat,27116,stable,cost_stability,motion,2,1,strict,0.004329111672492697,1.0,-0.0,0.0,0.004329111672492697,0.004329111672492697,1,0.002790502620496329
556,flat_train:flat:27116,flat_train,flat,27116,stable,cost_stability,balanced,2,1,strict,0.005461213241925417,1.0,-0.0,0.0,0.005461213241925417,0.005461213241925417,0,-0.0014813365735628606
557,flat_train:flat:27116,flat_train,flat,27116,stable,cost_stability,motion,3,2,strict,0.004329111672492697,1.0,-0.0,0.0,0.004329111672492697,0.009790324914418114,1,0.002790502620496329
559,flat_train:flat:27116,flat_train,flat,27116,stable,cost_stability,stability,2,1,strict,0.003929888035372753,0.0,-0.0,1.0,0.003929888035372753,0.003929888035372753,1,0.0003686724748459116
560,flat_train:flat:27116,flat_train,flat,27116,stable,cost_stability,balanced,3,2,strict,0.003970041903474469,1.0,-0.0,0.0,0.003970041903474469,0.005461213241925417,0,-0.0014813365735628606
561,flat_train:flat:27116,flat_train,flat,27116,stable,cost_stability,motion,4,3,strict,0.004329111672492697,1.0,-0.0,0.0,0.004329111672492697,0.009790324914418114,1,0.002790502620496329
566,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,balanced,2,1,strict,0.001867067164963987,0.0,0.0,1.0,0.001867067164963987,0.001867067164963987,0,-0.0009099804458341017
567,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,balanced,2,1,strict,0.001867067164963987,0.0,0.0,1.0,0.001867067164963987,0.001867067164963987,0,-0.0009099804458341017
568,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,balanced,2,1,strict,0.001867067164963987,0.0,0.0,1.0,0.001867067164963987,0.001867067164963987,0,-0.0009099804458341017
570,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,balanced,2,1,strict,0.001867067164963987,0.0,0.0,1.0,0.001867067164963987,0.001867067164963987,0,-0.0009099804458341017
571,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,stability,3,2,strict,0.010005308803068269,0.0,0.0,1.0,0.010005308803068269,0.011872375968032256,1,5.471978874261559e-05
572,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,stability,3,2,strict,0.010005308803068269,0.0,0.0,1.0,0.010005308803068269,0.011872375968032256,1,5.471978874261559e-05
574,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,balanced,2,1,strict,0.001867067164963987,0.0,0.0,1.0,0.001867067164963987,0.001867067164963987,0,-0.0009099804458341017
575,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,stability,3,2,strict,0.010005308803068269,0.0,0.0,1.0,0.010005308803068269,0.011872375968032256,1,5.471978874261559e-05
576,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,stability,4,3,strict,0.003929888035372753,0.0,-0.0,1.0,0.003929888035372753,0.011872375968032256,1,5.471978874261559e-05
579,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,balanced,2,1,strict,0.006670749660610875,0.0,0.0,1.0,0.006670749660610875,0.006670749660610875,1,0.0006565379498232457
582,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,balanced,2,1,strict,0.0052910443215533065,1.0,-0.0,0.0,0.0052910443215533065,0.0052910443215533065,0,-0.0009314486163590717
583,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,balanced,3,2,unsupported,-5.9158951247852716e-05,0.0,0.9874843938314803,0.0125156061685197,-5.915895124785301e-05,-5.9158951247852716e-05,0,-0.0009314486163590716
585,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,energy,2,1,strict,0.001902052294898926,1.0,0.0,0.0,0.001902052294898926,0.001902052294898926,0,-0.0031367670669565197
586,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,balanced,3,2,strict,0.0033889920266543805,1.0,-0.0,0.0,0.0033889920266543805,0.0052910443215533065,0,-0.0009314486163590716
587,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,balanced,4,3,unsupported,-5.9158951247852886e-05,0.0,0.9874843938314803,0.01251560616851972,-5.915895124785288e-05,0.00011622403808548624,0,-0.0009314486163590716
591,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,motion,2,1,strict,0.004556680437729749,1.0,-0.0,0.0,0.004556680437729749,0.004556680437729749,1,0.0022107321633309013
593,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,balanced,2,1,strict,0.0033889920266543805,1.0,-0.0,0.0,0.0033889920266543805,0.0033889920266543805,1,9.446404797355985e-05
594,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,motion,3,2,strict,0.004556680437729749,1.0,-0.0,0.0,0.004556680437729749,0.00794567246438413,1,0.002210732163330901
596,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,stability,2,1,strict,0.004863829760012428,0.0,-0.0,1.0,0.004863829760012428,0.004863829760012428,1,0.0005254389892861
597,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,balanced,3,2,strict,0.0033889920266543805,1.0,-0.0,0.0,0.0033889920266543805,0.0052910443215533065,0,-0.0009314486163590716
598,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,motion,4,3,strict,0.004556680437729749,1.0,-0.0,0.0,0.004556680437729749,0.009847724759283055,1,0.002210732163330901
603,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,balanced,2,1,strict,0.006670749660610875,0.0,0.0,1.0,0.006670749660610875,0.006670749660610875,1,0.0006565379498232457
604,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,balanced,2,1,strict,0.006670749660610875,0.0,0.0,1.0,0.006670749660610875,0.006670749660610875,1,0.0006565379498232457
605,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,balanced,2,1,strict,0.006670749660610875,0.0,0.0,1.0,0.006670749660610875,0.006670749660610875,1,0.0006565379498232457
607,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,balanced,2,1,strict,0.006670749660610875,0.0,0.0,1.0,0.006670749660610875,0.006670749660610875,1,0.0006565379498232457
608,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,balanced,2,1,strict,0.006670749660610875,0.0,0.0,1.0,0.006670749660610875,0.006670749660610875,1,0.0006565379498232457
609,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,energy,3,2,strict,0.003264674209109364,0.0,0.0,1.0,0.003264674209109364,0.009935423869720239,1,0.0017530619934220482
611,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,balanced,2,1,strict,0.006670749660610875,0.0,0.0,1.0,0.006670749660610875,0.006670749660610875,1,0.0006565379498232457
612,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,stability,3,2,strict,0.008128503969121792,0.0,0.0,1.0,0.008128503969121792,0.014799253629732667,1,0.0003954392881913835
613,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,stability,4,3,strict,0.004863829760012428,0.0,-0.0,1.0,0.004863829760012428,0.014799253629732667,1,0.0003954392881913835
616,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,balanced,2,1,strict,0.009542258661144776,0.0,0.0,1.0,0.009542258661144776,0.009542258661144776,1,0.001823389139170924
619,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,balanced,2,1,strict,0.005046779050592809,1.0,-0.0,0.0,0.005046779050592809,0.005046779050592809,1,1.198043382071262e-05
620,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,balanced,3,2,strict,0.0012137694932858646,0.6250811274741678,0.0,0.3749188725258323,0.0012137694932858646,0.001213769493285865,1,1.198043382071257e-05
622,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,stability,2,1,strict,0.003343780422378706,0.0,-0.0,1.0,0.003343780422378706,0.003343780422378706,1,0.0003216838436691748
623,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,balanced,3,2,strict,0.0036849904432955383,1.0,-0.0,0.0,0.0036849904432955383,0.005046779050592809,1,1.198043382071257e-05
624,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,balanced,4,3,strict,0.0012137694932858646,0.6250811274741678,0.0,0.3749188725258323,0.0012137694932858646,0.0016161875211871857,1,1.198043382071257e-05
628,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,motion,2,1,strict,0.003781594518542042,1.0,-0.0,0.0,0.003781594518542042,0.003781594518542042,1,0.001259351872571207
631,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,balanced,2,1,strict,0.005046779050592809,1.0,-0.0,0.0,0.005046779050592809,0.005046779050592809,1,1.198043382071262e-05
632,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,motion,3,2,strict,0.003781594518542042,1.0,-0.0,0.0,0.003781594518542042,0.00882837356913485,1,0.001259351872571207
634,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,stability,2,1,strict,0.003343780422378706,0.0,-0.0,1.0,0.003343780422378706,0.003343780422378706,1,0.0003216838436691748
635,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,balanced,3,2,strict,0.0036849904432955383,1.0,-0.0,0.0,0.0036849904432955383,0.005046779050592809,1,1.198043382071257e-05
636,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,motion,4,3,strict,0.003781594518542042,1.0,-0.0,0.0,0.003781594518542042,0.00882837356913485,1,0.001259351872571207
641,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,balanced,2,1,strict,0.009542258661144776,0.0,0.0,1.0,0.009542258661144776,0.009542258661144776,1,0.001823389139170924
642,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,balanced,2,1,strict,0.009542258661144776,0.0,0.0,1.0,0.009542258661144776,0.009542258661144776,1,0.001823389139170924
643,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,balanced,2,1,strict,0.009542258661144776,0.0,0.0,1.0,0.009542258661144776,0.009542258661144776,1,0.001823389139170924
645,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,balanced,2,1,strict,0.009542258661144776,0.0,0.0,1.0,0.009542258661144776,0.009542258661144776,1,0.001823389139170924
646,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,stability,3,2,strict,0.005176791535448699,0.0,0.0,1.0,0.005176791535448699,0.014719050196593475,0,-9.6665777694236e-05
647,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,stability,3,2,strict,0.005176791535448699,0.0,0.0,1.0,0.005176791535448699,0.014719050196593475,0,-9.6665777694236e-05
649,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,balanced,2,1,strict,0.009542258661144776,0.0,0.0,1.0,0.009542258661144776,0.009542258661144776,1,0.001823389139170924
650,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,stability,3,2,strict,0.005176791535448699,0.0,0.0,1.0,0.005176791535448699,0.014719050196593475,0,-9.6665777694236e-05
651,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,stability,4,3,strict,0.003343780422378706,0.0,-0.0,1.0,0.003343780422378706,0.014719050196593475,0,-9.6665777694236e-05
655,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,motion,2,1,strict,0.008484005207707812,1.0,-0.0,0.0,0.008484005207707812,0.008484005207707812,1,0.004714361687861086
657,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,stability,2,1,strict,0.0006750290533217296,0.0,0.0,1.0,0.0006750290533217296,0.0006750290533217296,0,-7.525652611880106e-05
658,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,stability,2,1,strict,0.0006750290533217296,0.0,0.0,1.0,0.0006750290533217296,0.0006750290533217296,0,-7.525652611880106e-05
659,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,motion,3,2,strict,0.008484005207707812,1.0,-0.0,0.0,0.008484005207707812,0.009262466703974792,1,0.004714361687861086
661,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,stability,2,1,strict,0.0006750290533217296,0.0,0.0,1.0,0.0006750290533217296,0.0006750290533217296,0,-7.525652611880106e-05
662,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,balanced,3,2,strict,0.003430477342595162,1.0,0.0,0.0,0.003430477342595162,0.004208938838862142,0,-0.0013379901740716083
663,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,motion,4,3,strict,0.00505352786511265,1.0,-0.0,0.0,0.00505352786511265,0.009262466703974792,1,0.003429694727765971
666,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,motion,2,1,strict,0.00505352786511265,1.0,-0.0,0.0,0.00505352786511265,0.00505352786511265,1,0.003429694727765971
669,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,stability,2,1,strict,0.007905847130600718,0.0,-0.0,1.0,0.007905847130600718,0.007905847130600718,1,0.0006443354353554719
670,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,motion,3,2,strict,0.00505352786511265,1.0,-0.0,0.0,0.00505352786511265,0.009262466703974792,1,0.003429694727765971
672,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,energy,2,1,strict,0.00077846149626698,1.0,-0.0,0.0,0.00077846149626698,0.00077846149626698,0,-0.0003429493286686608
673,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,energy,3,2,strict,0.000273487422312767,0.6525783575977814,0.0,0.34742164240221873,0.00027348742231276705,0.00027348742231276716,0,-0.0003429493286686608
674,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,motion,4,3,strict,0.00505352786511265,1.0,-0.0,0.0,0.00505352786511265,0.009262466703974792,1,0.003429694727765971
682,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,balanced,2,1,strict,0.001677933880573912,0.0,0.0,1.0,0.001677933880573912,0.001677933880573912,0,-0.00144500978212003
685,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,stability,2,1,strict,0.00958378101117463,0.0,0.0,1.0,0.00958378101117463,0.00958378101117463,0,-0.0005336084156002843
