update,specialized_beta,policy_step,delta_cost_traction,delta_tail_ge_0p15_s,delta_tail_frac_ge_0p15,delta_tail_ge_0p3_s,delta_tail_frac_ge_0p3,delta_tail_ge_0p5_s,delta_tail_frac_ge_0p5,delta_tail_ge_1p0_s,delta_tail_frac_ge_1p0
40,stability,9,-0.0009503484593012287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,11,0.12172585952504722,0.023999999999997357,0.043910757425039075,0.007999999999999119,0.01463691914167969,0.0,0.0,0.0,0.0
40,stability,12,-0.0014193404691022378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,13,-0.037841606807767714,-0.005999999999999339,-0.011795343137254902,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,14,0.04385061780623141,0.0019999999999997797,0.004830917874398074,0.0019999999999997797,0.004830917874398074,0.0,0.0,0.0,0.0
40,stability,15,-0.0053498564631685105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,16,-0.0037418929751510416,-0.0019999999999997797,-0.003921568627452722,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,17,-1.0436135606336876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,18,-0.004562429305535853,-0.0019999999999997797,-0.00400000000000178,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,20,-0.0007224393007926018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,21,0.0036267489618888715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,22,0.027594639490228196,0.0039999999999995595,0.008138557779095452,0.0,6.224518377893201e-05,0.0,0.0,0.0,0.0
40,stability,23,-0.000572612788954531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,24,-0.002994904198461071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,25,0.04545732754344339,0.0019999999999997797,0.003906250000001735,0.0039999999999995595,0.00781250000000347,0.0,0.0,0.0,0.0
40,stability,26,2.4930280062576633e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,27,0.000795244443423891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,29,0.022561601866856795,0.0,-7.528703180880586e-05,0.0019999999999997797,0.00431018257105405,0.0,0.0,0.0,0.0
40,stability,30,6.8148327581101295e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,31,-0.0003795258874712431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,32,-0.018578918663274102,-0.0019999999999997797,-0.004149377593362841,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,33,-0.0018164176791578626,-0.005999999999999339,-0.014018691588791272,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,34,-0.00074605943900559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,stability,36,-0.006252063778785566,0.0,-5.549800207187497e-05,0.0,-5.549800207187497e-05,0.0,0.0,0.0,0.0
40,stability,37,-6.860771863728622e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,0,-0.11286360600927203,0.0,-0.0060464102843443834,0.0,-0.0040854123542867216,0.0,-0.0024512474125720496,0.0,-0.00032683298834293786
40,energy,1,0.024094669847690042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,2,0.003464645370219649,0.0020000000000000018,0.00430663221360944,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,4,-0.003542923570732666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,5,-0.00132163403715483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,6,-8.264285478340808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,7,-0.01016919332872207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,8,-0.0012275817440863812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,9,-0.0007412104156125999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,11,-0.03147033048199438,-0.007999999999999119,-0.017621145374449337,-0.0019999999999997797,-0.004405286343612336,0.0,0.0,0.0,0.0
40,energy,12,-0.001070712779338685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,13,-0.002852579371917699,0.0,-7.659313725490169e-05,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,14,0.0005807757476465614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,15,-0.009870772182788604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,16,0.009950669477630656,0.0039999999999995595,0.007797181372552482,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,17,4.476242057836538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,18,0.010078145384062431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,20,0.00035537669268446547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,21,-0.0001608554077160212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,22,-0.003799091083312167,-0.0019999999999997797,-0.003937007874017497,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,23,-0.0004929643902332182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,24,-0.0009493635756778213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,25,0.011267771566669804,0.0019999999999997797,0.003906250000001735,0.0019999999999997797,0.003906250000001735,0.0,0.0,0.0,0.0
40,energy,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,27,0.001220893277294517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,29,-0.040228067525274205,-0.007999999999999119,-0.01739130434783381,-0.0019999999999997797,-0.0043478260869584525,0.0,0.0,0.0,0.0
40,energy,30,-3.058570088311815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,31,0.00015760179090848914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,32,0.01436372749510001,0.0,0.0,0.0019999999999997797,0.004149377593362837,0.0,0.0,0.0,0.0
40,energy,33,-0.0035706930470811964,-0.005999999999999339,-0.014018691588791272,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,34,0.0006578227143599286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,energy,36,-0.035806289153351906,-0.002000000000000668,-0.0043473434956302955,-0.002000000000000668,-0.0043473434956302955,0.0,0.0,0.0,0.0
40,energy,37,3.855719631124812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
