update,beta,policy_step,cost_traction,established_contact_time_s,tail_ge_0p15_s,tail_frac_ge_0p15,tail_ge_0p3_s,tail_frac_ge_0p3,tail_ge_0p5_s,tail_frac_ge_0p5,tail_ge_1p0_s,tail_frac_ge_1p0
10,balanced,34,0.005748475553605676,0.5099999999997245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,balanced,35,0.0,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,balanced,36,0.20698544768554103,0.4620000000005646,0.006000000000002004,0.012987012987001452,0.006000000000002004,0.012987012987001452,0.0,0.0,0.0,0.0
10,balanced,37,0.001098054601721178,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,balanced,38,0.030313929293438416,0.5180000000006331,0.004000000000001336,0.007722007722000863,0.0,0.0,0.0,0.0,0.0,0.0
10,balanced,39,0.1864460730476014,0.4240000000005182,0.008000000000002672,0.01886792452828513,0.008000000000002672,0.01886792452828513,0.0,0.0,0.0,0.0
10,balanced,40,0.1686993459328046,0.4840000000005915,0.01800000000000601,0.03719008264459507,0.006000000000002004,0.012396694214865023,0.0,0.0,0.0,0.0
10,energy,0,3.6705662823367695,0.2619999999999938,0.06600000000000006,0.2519083969465711,0.04800000000000004,0.1832061068702335,0.030000000000000027,0.11450381679389594,0.0020000000000000018,0.00763358778625973
10,energy,1,2.0287147481134458,0.38999999999995705,0.038000000000000034,0.09743589743590825,0.030000000000000027,0.07692307692308546,0.02400000000000002,0.06153846153846837,0.0040000000000000036,0.010256410256411394
10,energy,2,0.41779700412686593,0.42999999999995264,0.02400000000000002,0.05581395348837829,0.014000000000000012,0.032558139534887336,0.0,0.0,0.0,0.0
10,energy,3,0.0003602947629178074,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,4,0.019251659597568513,0.5279999999999418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,5,0.020372859836716502,0.42999999999995264,0.0039999999999995595,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,6,0.004700363848204141,0.507999999999944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,7,0.1841767398281137,0.48999999999994603,0.021999999999997577,0.044897959183673466,0.007999999999999119,0.0163265306122449,0.0,0.0,0.0,0.0
10,energy,8,0.005816098611505505,0.42799999999995286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,9,0.004850365460947449,0.5119999999999436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,10,0.0,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,11,0.09781649350268136,0.4559999999999498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,12,0.0012702869289761564,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,13,0.056786848677736416,0.5119999999999436,0.007999999999999119,0.015625,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,14,0.07716281156507264,0.41199999999980363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,15,0.03443041124046403,0.45199999999975127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,16,0.03207876236253835,0.5079999999997185,0.005999999999999339,0.01181102362205249,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,17,0.0007224529074816691,0.4019999999997772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,18,0.0795197682757867,0.45799999999974617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,19,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,20,0.010689569204554918,0.5139999999997151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,21,0.010808207324485725,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,22,0.25836391496831307,0.5059999999997196,0.023999999999997357,0.047430830039546755,0.011999999999998678,0.023715415019773377,0.0,0.0,0.0,0.0
10,energy,23,0.0033134536134688895,0.4479999999997517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,24,0.001887033036229606,0.45799999999974617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,25,0.28896908273922056,0.5119999999997162,0.025999999999997137,0.05078125000002255,0.011999999999998678,0.02343750000001041,0.0,0.0,0.0,0.0
10,energy,26,1.7805534824343205e-10,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,27,0.011664003581794391,0.5099999999997173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,28,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,29,0.10663385765083311,0.45999999999974506,0.0019999999999997797,0.0043478260869584525,0.0019999999999997797,0.0043478260869584525,0.0,0.0,0.0,0.0
10,energy,30,0.00028596274767564645,0.40999999999977277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,31,0.005145537415342677,0.497999999999724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,32,0.2843183256920749,0.48199999999973286,0.023999999999997357,0.04979253112035406,0.011999999999998678,0.02489626556017703,0.0,0.0,0.0,0.0
10,energy,33,0.011612219182448511,0.4279999999997628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,34,0.005105475662333503,0.5119999999997233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,35,0.0,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,36,0.15949628803825674,0.46400000000056707,0.004000000000001336,0.008620689655164757,0.004000000000001336,0.008620689655164757,0.0,0.0,0.0,0.0
10,energy,37,0.0005082767564206675,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,38,0.016833468675312872,0.5200000000006355,0.002000000000000668,0.0038461538461504303,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,39,0.16612699558971789,0.42200000000051574,0.006000000000002004,0.014218009478660358,0.006000000000002004,0.014218009478660358,0.0,0.0,0.0,0.0
10,energy,40,0.028750855949033247,0.44600000000054507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,energy,41,0.012294997356211593,0.5120000000006257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,0,3.9752463584377167,0.2539999999999947,0.06400000000000006,0.25196850393701337,0.04800000000000004,0.18897637795276004,0.030000000000000027,0.11811023622047502,0.0040000000000000036,0.015748031496063335
10,stability,1,2.069397021363545,0.3959999999999564,0.03600000000000003,0.090909090909101,0.030000000000000027,0.07575757575758417,0.02200000000000002,0.05555555555556172,0.006000000000000005,0.015151515151516833
10,stability,2,0.5602132595591545,0.35199999999996123,0.020000000000000018,0.056818181818188124,0.016000000000000014,0.0454545454545505,0.0040000000000000036,0.011363636363637625,0.0,0.0
10,stability,3,0.006202084010501058,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,4,0.04133772744341671,0.5099999999999438,0.006000000000000005,0.011764705882354247,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,5,0.023043031585616103,0.42999999999995264,0.0039999999999995595,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,6,0.0084554489420074,0.5099999999999438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,7,0.17193548321978624,0.48999999999994603,0.021999999999997577,0.044897959183673466,0.005999999999999339,0.012244897959183673,0.0,0.0,0.0,0.0
10,stability,8,0.007869288491546592,0.42799999999995286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,9,0.0030648078566373996,0.5139999999999434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,10,0.0,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,11,0.3655442061436934,0.49799999999994515,0.029999999999996696,0.060240963855421686,0.013999999999998458,0.028112449799196786,0.0,0.0,0.0,0.0
10,stability,12,0.0010685806249967134,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,13,0.022597963101908942,0.5119999999999436,0.0019999999999997797,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,14,0.12294835404852973,0.4139999999998256,0.0019999999999997797,0.004830917874397638,0.0019999999999997797,0.004830917874397638,0.0,0.0,0.0,0.0
10,stability,15,0.039855375177569666,0.4439999999997557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,16,0.016114000237257616,0.5079999999997185,0.0019999999999997797,0.003937007874017497,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,17,0.0006528868286737017,0.4019999999997772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,18,0.08891596494798402,0.4559999999997473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,19,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,20,0.005047432010908795,0.5139999999997151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,21,0.010269180135186325,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,22,0.24826382065614802,0.5059999999997196,0.023999999999997357,0.047430830039546755,0.009999999999998899,0.01976284584981115,0.0,0.0,0.0,0.0
10,stability,23,0.0018741469164166875,0.4519999999997495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,24,0.0022181227435639694,0.45799999999974617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,25,0.23401526975550807,0.5119999999997162,0.021999999999997577,0.04296875000001908,0.007999999999999119,0.01562500000000694,0.0,0.0,0.0,0.0
10,stability,26,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,27,0.00468168820464114,0.5119999999997162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,28,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,29,0.28180232144982054,0.5039999999997207,0.023999999999997357,0.047619047619068766,0.011999999999998678,0.023809523809534383,0.0,0.0,0.0,0.0
10,stability,30,0.00022357303440399668,0.4079999999997739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,31,0.00173110837072084,0.4999999999997229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,32,0.22968515977021955,0.48199999999973286,0.021999999999997577,0.04564315352699123,0.007999999999999119,0.016597510373451353,0.0,0.0,0.0,0.0
10,stability,33,0.017730112127920434,0.4279999999997628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,34,0.0028458155549458994,0.5119999999997198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,35,0.0,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,36,0.17194455483312865,0.46400000000056707,0.004000000000001336,0.008620689655164757,0.004000000000001336,0.008620689655164757,0.0,0.0,0.0,0.0
10,stability,37,0.0004959177535884308,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,38,0.012421653682797039,0.5200000000006355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,stability,39,0.19819250871968097,0.4240000000005182,0.008000000000002672,0.01886792452828513,0.008000000000002672,0.01886792452828513,0.0,0.0,0.0,0.0
10,stability,40,0.03872618647707464,0.4440000000005426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,0,3.9232903458747366,0.25799999999999423,0.06800000000000006,0.26356589147287435,0.050000000000000044,0.1937984496124076,0.030000000000000027,0.11627906976744457,0.0040000000000000036,0.015503875968992609
20,balanced,1,1.835863407133338,0.39799999999995617,0.038000000000000034,0.09547738693468397,0.030000000000000027,0.07537688442211891,0.02200000000000002,0.055276381909553876,0.0020000000000000018,0.005025125628141261
20,balanced,2,0.29498171907330073,0.42999999999995264,0.020000000000000018,0.046511627906981906,0.010000000000000009,0.023255813953490953,0.0,0.0,0.0,0.0
20,balanced,3,9.817341964036801e-05,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,4,0.031356996995033505,0.5379999999999407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,5,0.035066044188727795,0.4319999999999524,0.005999999999999339,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,6,0.010332886110928877,0.5119999999999436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,7,0.1697595061922921,0.4919999999999458,0.021999999999997577,0.044715447154471545,0.005999999999999339,0.012195121951219513,0.0,0.0,0.0,0.0
20,balanced,8,0.014371440657815602,0.42799999999995286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,9,0.003368569939507539,0.5119999999999436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,10,0.0,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,11,0.19604897214020606,0.4559999999999498,0.0039999999999995595,0.008771929824561403,0.0039999999999995595,0.008771929824561403,0.0,0.0,0.0,0.0
20,balanced,12,0.0016513845078771226,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,13,0.07321825642181362,0.5119999999999436,0.009999999999998899,0.01953125,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,14,0.0870224338542741,0.41199999999979386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,15,0.040190357684338276,0.4479999999997535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,16,0.04968604862205543,0.5079999999997185,0.007999999999999119,0.015748031496069986,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,17,0.0007383309049192598,0.4019999999997772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,18,0.09727548613253219,0.45999999999974506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,19,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,20,0.010111181526847434,0.5139999999997151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,21,0.01143848002864679,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,22,0.10945030391518903,0.46599999999974173,0.0019999999999997797,0.004291845493564137,0.0019999999999997797,0.004291845493564137,0.0,0.0,0.0,0.0
20,balanced,23,0.0025593657638747144,0.4539999999997484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,24,0.002695661030981241,0.45799999999974617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,25,0.28105964517223836,0.5119999999997162,0.023999999999997357,0.04687500000002082,0.011999999999998678,0.02343750000001041,0.0,0.0,0.0,0.0
20,balanced,26,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,27,0.00975095702845776,0.5119999999997162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,28,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,29,0.08590807902703805,0.46199999999974395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,30,0.00021174053063199188,0.4079999999997739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,31,0.0031192114534767746,0.4999999999997229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,32,0.275545479188664,0.48199999999973286,0.023999999999997357,0.04979253112035406,0.009999999999998899,0.020746887966814193,0.0,0.0,0.0,0.0
20,balanced,33,0.017832089150165546,0.4279999999997628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,34,0.0045914502011028405,0.5119999999997198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,35,0.0,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,36,0.14586145568348113,0.46400000000056707,0.002000000000000668,0.004310344827582378,0.002000000000000668,0.004310344827582378,0.0,0.0,0.0,0.0
20,balanced,37,0.0011258865441452054,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,38,0.02878135644187495,0.5180000000006331,0.004000000000001336,0.007722007722000863,0.0,0.0,0.0,0.0,0.0,0.0
20,balanced,39,0.1739222970684119,0.42200000000051574,0.006000000000002004,0.014218009478660358,0.006000000000002004,0.014218009478660358,0.0,0.0,0.0,0.0
20,energy,0,3.620573513479536,0.2799999999999918,0.07600000000000007,0.2714285714285796,0.050000000000000044,0.17857142857143396,0.030000000000000027,0.10714285714286037,0.0020000000000000018,0.007142857142857358
20,energy,1,1.8171992375974124,0.39999999999995595,0.038000000000000034,0.09500000000001055,0.030000000000000027,0.07500000000000832,0.02400000000000002,0.06000000000000666,0.0,0.0
20,energy,2,0.168190613416615,0.4419999999999513,0.014000000000000012,0.0316742081447999,0.0040000000000000036,0.009049773755657114,0.0,0.0,0.0,0.0
20,energy,3,0.0,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,4,0.03128296472753833,0.5419999999999403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,5,0.03352386041165746,0.4319999999999524,0.005999999999999339,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,6,0.008149671720772614,0.5119999999999436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,7,0.17078560466571693,0.4919999999999458,0.021999999999997577,0.044715447154471545,0.005999999999999339,0.012195121951219513,0.0,0.0,0.0,0.0
20,energy,8,0.013803552728492409,0.42799999999995286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,9,0.003793147927211028,0.5119999999999436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,10,0.0,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,11,0.1569412281381447,0.4559999999999498,0.0019999999999997797,0.0043859649122807015,0.0019999999999997797,0.0043859649122807015,0.0,0.0,0.0,0.0
20,energy,12,0.0027615661277827484,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,13,0.09384863893373636,0.5079999999999449,0.011999999999998678,0.023622047244094446,0.0019999999999997797,0.003937007874015741,0.0,0.0,0.0,0.0
20,energy,14,0.09411516915677766,0.411999999999777,0.017999999999998018,0.04368932038836835,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,15,0.04155764588118768,0.4499999999997524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,16,0.0904743855539826,0.5059999999997196,0.013999999999998458,0.02766798418973561,0.0019999999999997797,0.00395256916996223,0.0,0.0,0.0,0.0
20,energy,17,0.000750109620984787,0.4019999999997772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,18,0.09738185329208532,0.46199999999974395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,19,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,20,0.015256997601550495,0.5139999999997151,0.0019999999999997797,0.0038910505836593154,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,21,0.011343610484113212,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,22,0.13447479747468574,0.46599999999974173,0.0039999999999995595,0.008583690987128275,0.0039999999999995595,0.008583690987128275,0.0,0.0,0.0,0.0
20,energy,23,0.0030607001839010094,0.4559999999997473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,24,0.0028958577782930805,0.45799999999974617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,25,0.2802893403973792,0.5119999999997162,0.023999999999997357,0.04687500000002082,0.011999999999998678,0.02343750000001041,0.0,0.0,0.0,0.0
20,energy,26,8.819611707627132e-12,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,27,0.011878468546433823,0.5119999999997162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,28,0.0,0.3999999999997783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,29,0.08439250435197326,0.46199999999974395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,30,0.0009297590263214001,0.41399999999977055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,31,0.002881430506438749,0.497999999999724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,32,0.1442486389666675,0.4479999999997517,0.0039999999999995595,0.008928571428575394,0.0039999999999995595,0.008928571428575394,0.0,0.0,0.0,0.0
20,energy,33,0.012523848826781153,0.4199999999997672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,34,0.009127393240279743,0.5119999999997233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,35,0.0,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,36,0.14206778736479705,0.46400000000056707,0.002000000000000668,0.004310344827582378,0.002000000000000668,0.004310344827582378,0.0,0.0,0.0,0.0
20,energy,37,0.0010750704856086386,0.40000000000048885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,38,0.029695168875092416,0.5180000000006331,0.004000000000001336,0.007722007722000863,0.0,0.0,0.0,0.0,0.0,0.0
20,energy,39,0.17156155010674312,0.42200000000051574,0.006000000000002004,0.014218009478660358,0.006000000000002004,0.014218009478660358,0.0,0.0,0.0,0.0
20,stability,0,4.098336799457889,0.2539999999999947,0.06800000000000006,0.2677165354330767,0.04800000000000004,0.18897637795276004,0.030000000000000027,0.11811023622047502,0.0040000000000000036,0.015748031496063335
20,stability,1,2.004592523473199,0.39799999999995617,0.038000000000000034,0.09547738693468397,0.030000000000000027,0.07537688442211891,0.02200000000000002,0.055276381909553876,0.0040000000000000036,0.010050251256282523
20,stability,2,0.3616894397647452,0.4219999999999535,0.02200000000000002,0.05213270142180674,0.01200000000000001,0.028436018957349127,0.0,0.0,0.0,0.0
20,stability,3,0.0004798526906225038,0.39999999999995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,stability,4,0.0290648343962434,0.535999999999941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,stability,5,0.03466152447544593,0.4319999999999524,0.005999999999999339,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
20,stability,6,0.009966127879737554,0.5119999999999436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
