context_id,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,group,terrain,seed,episode_index,raw_path,raw_source_part,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m,source_stage
rough_seed_41,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,41,11,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0011.jsonl,prefix_partial,38,5,7.6,1.6525657770978421,205.28696440748655,0.008530167063084218,0.06415263905329656,0.02099186617914937,0.12230272948250742,0.07545830869309379,0.007924305144885818,0.0008279124778238832,4.5989092266855245,0.2450450308253356,0.07545830869309379,0.2450450308253356,attitude,124.22317299103325,T5.5f3_extension
rough_seed_42,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,42,12,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0012.jsonl,prefix_partial,39,5,7.800000000000001,1.6877250161451858,209.80819024706517,0.005831286240474055,0.07776804008986875,0.022695409327779557,0.10606418149000185,0.06558946738481043,0.003351286654698552,0.0009575104727709881,4.6216059638764095,0.29705203187691115,0.06558946738481043,0.29705203187691115,attitude,124.31420298922471,T5.5f3_extension
rough_seed_44,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,44,14,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0014.jsonl,prefix_partial,37,5,7.4,1.652399407553311,212.22619813128986,0.007738706754121649,0.082527112975486,0.018944229185143446,0.18931265758721616,0.08382482118210173,0.006274312962732084,0.0010038900740371407,4.478336149343636,0.31523035125964544,0.08382482118210173,0.31523035125964544,attitude,128.43516958501624,T5.5f3_extension
rough_seed_45,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,45,15,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0015.jsonl,prefix_partial,39,5,7.800000000000001,1.6879473810090877,209.0268930387661,0.008808494940637866,0.057559679907206736,0.02404662948935383,0.13101984314296122,0.066719439104389,0.0033925138527656122,0.0003392513852765462,4.620997128084057,0.2198617819204608,0.066719439104389,0.2198617819204608,attitude,123.83495800313737,T5.5f3_extension
rough_seed_47,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,47,17,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0017.jsonl,prefix_partial,38,5,7.6,1.6737587906594165,226.33649208087198,0.011324350083448275,0.07968243394169719,0.022200158108738335,0.1464513049497875,0.10092081031309437,0.008962553713936856,0.0007366482504605153,4.5406781684509046,0.30436447774594866,0.10092081031309437,0.30436447774594866,attitude,135.2264695151811,T5.5f3_extension
rough_seed_30,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,30,0,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0000.jsonl,prefix_partial,38,5,7.6,1.6724085573136331,212.71431262505334,0.009251302894747302,0.04634015007179503,0.01923706360478978,0.09922772589456197,0.08068766470073027,0.008156606851551496,0.0006274312962732189,4.5443441237874165,0.1770063347411143,0.08068766470073027,0.1770063347411143,attitude,127.19039955567641,T5.5f3_extension
rough_seed_31,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,31,1,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0001.jsonl,prefix_partial,37,5,7.4,1.6593527611306895,211.46170854804524,0.006000978734069021,0.08072916905926085,0.017696102371670012,0.12699433926558013,0.07923259000873796,0.006353556745983823,0.0009966363523111455,4.459570124774199,0.3083627113795838,0.07923259000873796,0.3083627113795838,attitude,127.43625918575287,T5.5f3_extension
rough_seed_32,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,32,2,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0002.jsonl,prefix_partial,39,5,7.800000000000001,1.6858779147269343,197.22237100464756,0.0092587881879814,0.04506667108044836,0.033706874496146406,0.07075266655618906,0.05501806737382974,0.0032637836577693404,0.0,4.626669542238701,0.17214200330759818,0.05501806737382974,0.17214200330759818,attitude,116.98496627888511,T5.5f3_extension
rough_seed_33,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,33,3,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0003.jsonl,prefix_partial,37,5,7.4,1.6721642440856925,210.96622700027882,0.006879344753984159,0.0831037625816496,0.016351962282635375,0.17919494893230858,0.0903105590062304,0.0037267080745349863,0.0008695652173914579,4.425402603944674,0.3174329905057158,0.0903105590062304,0.3174329905057158,attitude,126.1635797718131,T5.5f3_extension
rough_seed_35,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,35,5,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0005.jsonl,prefix_partial,38,5,7.6,1.6865779113743509,224.85046681376625,0.0112226392557754,0.08604111917070238,0.028896666519075825,0.1480971987187314,0.0824716888232551,0.00640078778926787,0.002092565238799133,4.50616597593582,0.32865286620422696,0.0824716888232551,0.32865286620422696,attitude,133.3175688459842,T5.5f3_extension
rough_seed_36,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,36,6,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0006.jsonl,prefix_partial,39,5,7.800000000000001,1.6984878457626456,214.5867257288469,0.011841030044101631,0.06227367202731224,0.03438920854583204,0.17757668256812043,0.06700450450451549,0.007094594594595855,0.001801801801802045,4.59232017435938,0.23786790546312564,0.06700450450451549,0.23786790546312564,attitude,126.33986534798802,T5.5f3_extension
rough_seed_37,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,37,7,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0007.jsonl,prefix_partial,39,5,7.800000000000001,1.7046060987787621,239.1404993236677,0.008917560662264791,0.08517272356346997,0.028630746433770796,0.14568369435648387,0.07591592971173644,0.007809808200299643,0.0019524520500748723,4.575837201091904,0.32533583932141913,0.07591592971173644,0.32533583932141913,attitude,140.2907683452477,T5.5f3_extension
rough_seed_38,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,38,8,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0008.jsonl,prefix_partial,37,5,7.4,1.6623499476592924,246.61140371784433,0.007854121183241601,0.12378525093560362,0.018052471646623863,0.2473377319329899,0.10150233556371244,0.007953541219544958,0.004544880696882934,4.451529601465522,0.4728248296385275,0.10150233556371244,0.4728248296385275,attitude,148.3510761768849,T5.5f3_extension
rough_seed_39,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,39,9,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0009.jsonl,prefix_partial,41,5,8.200000000000001,1.7612054187156723,228.4303339080782,0.013128947541363047,0.08334681216807314,0.034729942274744,0.15797425575719481,0.07394058540848655,0.010157273918742948,0.003385757972914263,4.655902095724703,0.31836137154001376,0.07394058540848655,0.31836137154001376,attitude,129.70113053289205,T5.5f3_extension
rough_seed_40,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,40,10,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0010.jsonl,prefix_partial,39,5,7.800000000000001,1.6805110993944279,210.28755821752176,0.006622229837971831,0.07553025117324413,0.017094306708427556,0.14615108989394954,0.07652886914930994,0.0046691720760738565,0.00022776449151579357,4.6414450953705275,0.28850430785266157,0.07652886914930994,0.28850430785266157,attitude,125.13309688540521,T5.5f3_extension
rough_seed_41,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,41,11,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0011.jsonl,prefix_partial,38,5,7.6,1.652682506921736,205.5704228305877,0.008525888225681783,0.06419206913722007,0.021089082391711197,0.12239453711078574,0.07547169811322037,0.00795063486412834,0.0009493295360153147,4.598584403338096,0.24519564265164653,0.07547169811322037,0.24519564265164653,attitude,124.38591318636293,T5.5f3_extension
rough_seed_42,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,42,12,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0012.jsonl,prefix_partial,39,5,7.800000000000001,1.686890187657581,210.03945549714763,0.005817073049880555,0.07789013283028917,0.022619104747165622,0.10665342829385382,0.06710605152787215,0.003355302576393656,0.0009586578789696347,4.623893159774138,0.29751839179259626,0.06710605152787215,0.29751839179259626,attitude,124.51282071230068,T5.5f3_extension
rough_seed_44,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,44,14,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0014.jsonl,prefix_partial,38,5,7.6,1.6955043890514379,216.1699867113277,0.007650966974099046,0.08473574684258625,0.01892732457634896,0.18931174339670642,0.0800833946529483,0.005886681383371268,0.000981113563895225,4.482441950062939,0.3236667111979456,0.0800833946529483,0.3236667111979456,attitude,127.49597589202678,T5.5f3_extension
rough_seed_45,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,45,15,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0015.jsonl,prefix_partial,39,5,7.800000000000001,1.6877403726425146,208.92945617104186,0.008853496703932295,0.057547776641569036,0.02402026692451191,0.13107674595646746,0.06708144796381359,0.0033936651583717533,0.0003393665158371603,4.621563912574687,0.21981631479489658,0.06708144796381359,0.21981631479489658,attitude,123.79241473255664,T5.5f3_extension
rough_seed_47,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,47,17,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0017.jsonl,prefix_partial,38,5,7.6,1.6720493320491758,226.1769947744182,0.011335085597399683,0.0797057767141283,0.022217171387269082,0.1460525263873758,0.09897946637159054,0.009344645272349385,0.0007377351530801542,4.545320436620036,0.3044536405687778,0.09897946637159054,0.3044536405687778,attitude,135.26933113703504,T5.5f3_extension
rough_seed_30,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,30,0,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0000.jsonl,prefix_partial,38,5,7.6,1.6653761237425306,212.87642923714722,0.009142573033051975,0.046692112105861876,0.01894912022510318,0.10198392916694488,0.0735203262078497,0.0058074879525529055,0.000988508587668521,4.563533661645656,0.17835073068117227,0.0735203262078497,0.17835073068117227,attitude,127.82483560455933,T5.5f3_extension
rough_seed_31,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,31,1,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0001.jsonl,prefix_partial,37,5,7.4,1.654844517691946,211.13232066697475,0.006113813739491993,0.0812985106290532,0.01779709325178018,0.12761660743811998,0.07496569789199584,0.007733566171886538,0.000873144567793613,4.471719198321405,0.3105374359829475,0.07496569789199584,0.3105374359829475,attitude,127.58438536657596,T5.5f3_extension
rough_seed_32,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,32,2,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0002.jsonl,prefix_partial,39,5,7.800000000000001,1.663183170944748,198.4242239202692,0.009010605378733773,0.04103759344225582,0.03460779330540592,0.07106196012499355,0.05649181106101023,0.0021362449560885367,0.0,4.689802143421954,0.1567520603743335,0.05649181106101023,0.1567520603743335,attitude,119.30389110873284,T5.5f3_extension
rough_seed_33,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,33,3,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0003.jsonl,prefix_partial,37,5,7.4,1.6685049931090368,210.89427978272846,0.007174425544328306,0.08370750342382398,0.015955875427202233,0.17893364532989797,0.09242833269059543,0.006299010155548684,0.0006427561383212287,4.435108094109498,0.3197391106508002,0.09242833269059543,0.3197391106508002,attitude,126.39715233321242,T5.5f3_extension
rough_seed_35,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,35,5,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0005.jsonl,prefix_partial,39,5,7.800000000000001,1.7143975869692492,235.42526016224488,0.011563825005444228,0.08790203754904945,0.03130723997922517,0.1539271399743145,0.09164453030670812,0.008331320936973847,0.0031393383240772084,4.54970309062848,0.3357610508107347,0.09164453030670812,0.3357610508107347,attitude,137.3224402272025,T5.5f3_extension
rough_seed_36,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,36,6,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0006.jsonl,prefix_partial,39,5,7.800000000000001,1.6947342540086137,215.27658561757602,0.011810174540365464,0.06249327887759693,0.035471234700211726,0.17760368973860619,0.06038123501884318,0.007419244378496636,0.002168702202945123,4.602491500688318,0.23870674184135726,0.06038123501884318,0.23870674184135726,attitude,127.02675071821723,T5.5f3_extension
rough_seed_37,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,37,7,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0007.jsonl,prefix_partial,39,5,7.800000000000001,1.7055900717850188,231.98299413178086,0.00843409738962171,0.08625582169831313,0.023413019221599475,0.14539416457880128,0.07326344891142578,0.007948393042277182,0.0018431056329917973,4.57319735206758,0.32947296944975274,0.07326344891142578,0.32947296944975274,attitude,136.01333519079088,T5.5f3_extension
rough_seed_38,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,38,8,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0008.jsonl,prefix_partial,37,5,7.4,1.6597309238246765,242.9990786368412,0.0074489531869991665,0.12314347290804033,0.018068072447254262,0.24379680620788768,0.10301189572262343,0.00847886610984767,0.004555808656037674,4.45855403052169,0.47037341814762035,0.10301189572262343,0.47037341814762035,attitude,146.40871911747914,T5.5f3_extension
rough_seed_39,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,39,9,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0009.jsonl,prefix_partial,41,5,8.200000000000001,1.755032286474746,220.2678526884658,0.012542237983713173,0.0872247973622295,0.03451725754499871,0.1586039368519523,0.06330623306233914,0.008021680216802909,0.0021680216802169496,4.672278717145979,0.33317418384930575,0.06330623306233914,0.33317418384930575,attitude,125.50643904728834,T5.5f3_extension
rough_seed_40,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,40,10,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0010.jsonl,prefix_partial,39,5,7.800000000000001,1.671668908138883,209.59255679829258,0.0065866908721446205,0.07500976641517182,0.01840757148563111,0.14819550340934406,0.07074175824176815,0.004464285714286309,0.00011446886446887482,4.665995737567414,0.2865162025234328,0.07074175824176815,0.2865162025234328,attitude,125.37922777521656,T5.5f3_extension
rough_seed_41,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,41,11,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0011.jsonl,prefix_partial,39,5,7.800000000000001,1.6795809623024558,208.33874706222002,0.008411160938243893,0.06338234777532298,0.021865341644418074,0.11989615226057948,0.07405724670605332,0.006474329850068868,0.0007950931394821261,4.644015486641002,0.24210273487709397,0.07405724670605332,0.24210273487709397,attitude,124.04209843901694,T5.5f3_extension
rough_seed_42,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,42,12,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0012.jsonl,prefix_partial,39,5,7.800000000000001,1.6871018682088936,210.3259907723342,0.006013236620934177,0.07814436195289858,0.022681865648408406,0.1083444889510281,0.06926922161391395,0.0049988098071902685,0.0019043084979773757,4.62331300022852,0.2984894755095851,0.06926922161391395,0.2984894755095851,attitude,124.66703684918926,T5.5f3_extension
rough_seed_44,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,44,14,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0014.jsonl,prefix_partial,38,5,7.6,1.6965117212261969,217.8633015276882,0.007713824761830408,0.08423532665560426,0.019078336974182524,0.18923799567838517,0.09443129438148191,0.005356920393672866,0.0008720568082722701,4.479780425275758,0.3217552468847979,0.09443129438148191,0.3217552468847979,attitude,128.4183886275905,T5.5f3_extension
rough_seed_45,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,45,15,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0015.jsonl,prefix_partial,39,5,7.800000000000001,1.6804448521118605,207.56172319455754,0.008679712260457089,0.05696493714891531,0.02224500004607849,0.1285023388935227,0.06471320285101405,0.004072858920693094,0.0003394049100577432,4.641628072588952,0.2175900319240563,0.06471320285101405,0.2175900319240563,attitude,123.51593861215328,T5.5f3_extension
rough_seed_47,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,47,17,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0017.jsonl,prefix_partial,38,5,7.6,1.6684496225242154,225.41350187188922,0.011266204615636441,0.07856770526810301,0.022747878285387678,0.14600071641362944,0.09996270048491174,0.008330225040409263,0.0007459903021261804,4.555127045731161,0.3001065278593378,0.09996270048491174,0.3001065278593378,attitude,135.10357090126504,T5.5f3_extension
rough_seed_30,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,rough,rough_perlin,30,0,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm060_ls040_le000/rough/episode_0000.jsonl,prefix_partial,38,5,7.6,1.6716993591178926,211.99785675243697,0.009178162506286766,0.04626558218654641,0.018773111861690207,0.09841955101055144,0.07948174909681323,0.008222249906567095,0.0006228977201945042,4.546272006714354,0.17672150640031684,0.07948174909681323,0.17672150640031684,attitude,126.8157791627689,T5.5f3_extension
rough_seed_31,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,rough,rough_perlin,31,1,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm060_ls040_le000/rough/episode_0001.jsonl,prefix_partial,37,5,7.4,1.6585502210574379,211.4342946376937,0.006009066143046924,0.08074756378281192,0.01768262772473593,0.12708454001202507,0.08004481513757489,0.006597784140422314,0.0008714054525085739,4.461728023696503,0.30843297404790293,0.08004481513757489,0.30843297404790293,attitude,127.48139426425692,T5.5f3_extension
rough_seed_32,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,rough,rough_perlin,32,2,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm060_ls040_le000/rough/episode_0002.jsonl,prefix_partial,39,5,7.800000000000001,1.6854425976547298,196.83714381487076,0.009148767150592246,0.04497667982382425,0.033177266919279094,0.07078255459331473,0.0580046403712402,0.003132250580046765,0.0,4.62786452107808,0.17179826202775553,0.0580046403712402,0.17179826202775553,attitude,116.78661978092101,T5.5f3_extension
rough_seed_33,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,rough,rough_perlin,33,3,results/icra27/os_t5p5f2_selector_train_extension_atlas_v0/env_logs/lm060_ls040_le000/rough/episode_0003.jsonl,prefix_partial,37,5,7.4,1.6719552974791998,211.09156986864866,0.006811933522483429,0.08313786608512092,0.016372367408122347,0.17927356415353501,0.0911019593161309,0.004492699363535225,0.0008735804317984808,4.425955652736021,0.31756325629341686,0.0911019593161309,0.31756325629341686,attitude,126.25431444663057,T5.5f3_extension
