context_id,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,terrain,seed,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m,source_stage
rough_seed_13,lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,rough_perlin,13,4.46049675924879,0.4904870473813614,0.10638024183176675,0.4904870473813614,attitude,147.21290249585252,T5.5c_frozen
rough_seed_13,lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,rough_perlin,13,4.477135062082952,0.4886024525357813,0.10138489678601437,0.4886024525357813,attitude,146.49939014189113,T5.5c_frozen
rough_seed_13,lm020_ls020_le060,0.26,0.26,0.48,0.2,0.2,0.6,rough_perlin,13,4.491126343039218,0.4883386944716259,0.09854294478529538,0.4883386944716259,attitude,146.1787639611723,T5.5c_frozen
rough_seed_13,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,rough_perlin,13,4.518383985560771,0.48209695526695223,0.09663654618475527,0.48209695526695223,attitude,145.33615197172438,T5.5c_frozen
rough_seed_13,lm000_ls100_le000,0.15,0.7,0.15,0.0,1.0,0.0,rough_perlin,13,4.449172879007959,0.48092304920951395,0.10876478819490658,0.48092304920951395,attitude,147.70263414616318,T5.5c_frozen
rough_seed_13,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,rough_perlin,13,4.454503403188534,0.49272458225726873,0.10471540537069933,0.49272458225726873,attitude,148.3344960164882,T5.5c_frozen
rough_seed_13,lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,rough_perlin,13,4.477564994565434,0.4898652890314449,0.1036655948553252,0.4898652890314449,attitude,147.21463721368735,T5.5c_frozen
rough_seed_13,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,rough_perlin,13,4.490989649901353,0.4875266928846112,0.10581319399087519,0.4875266928846112,attitude,146.97172229796544,T5.5c_frozen
rough_seed_13,lm000_ls020_le080,0.15,0.26,0.59,0.0,0.2,0.8,rough_perlin,13,4.519866773741668,0.48283728494191736,0.09950062421974186,0.48283728494191736,attitude,145.9962453219677,T5.5c_frozen
rough_seed_13,lm000_ls000_le100,0.15,0.15,0.7,0.0,0.0,1.0,rough_perlin,13,4.531054513905723,0.48339372282264487,0.0976042590949584,0.48339372282264487,attitude,146.30809749603634,T5.5c_frozen
rough_seed_7,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough_perlin,7,4.457193450320372,0.32365316164450253,0.08203643382798423,0.32365316164450253,attitude,132.73219619100732,T5.5c_frozen
