beta_name,beta_motion,beta_stability,beta_energy,group,terrain,seed,status,success,m4_terminal,m4_interventions,policy_steps,decision_time_s,energy_abs_j,mean_cost_motion,mean_cost_stability,mean_cost_energy,roll_rms_rad,pitch_rms_rad,mean_applied_vx_mps,slip_speed_mean_mps,slip_speed_rms_mps,slip_speed_max_mps,slip_contact_time_s,slip_contact_samples,slip_physics_steps_with_contact,slip_per_foot_contact_samples,slip_foot_geom_names
stability,0.15,0.7,0.15,low_friction,low_friction,27202,success,True,False,0,35,7.154,176.10663623108988,0.2089673913939978,0.010132692828929491,0.5757775272799361,0.005333952119815554,0.02635306085398628,0.2146845463556903,0.06811664975870008,0.19725209016566697,1.9591671008150546,21.487999999994337,10744,4295,"{""FL"": 2708, ""FR"": 2748, ""RL"": 2629, ""RR"": 2659}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
stability,0.15,0.7,0.15,rough,rough_perlin,13,success,True,False,0,35,7.143999999999999,231.3581065391415,0.21131189744954973,0.2371256444412579,0.756421230625708,0.00732079468484631,0.1274801159286097,0.20828271301729342,0.0271081863534975,0.13218546144867624,2.921035754704823,20.705999999994937,10353,4293,"{""FL"": 2703, ""FR"": 2699, ""RL"": 2449, ""RR"": 2502}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
stability,0.15,0.7,0.15,rough,rough_perlin,7,success,True,False,0,36,7.348,208.9503360943054,0.21604170762110175,0.10116900203594924,0.6641827715141806,0.0048744555730457,0.0832707277172923,0.20849588750344183,0.023101501993506156,0.11737761643758131,2.888623993207324,21.60399999999524,10802,4399,"{""FL"": 2776, ""FR"": 2829, ""RL"": 2641, ""RR"": 2556}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
stability,0.15,0.7,0.15,rough,rough_perlin,15,success,True,False,0,35,7.144000000000003,245.01030769190857,0.21234793670915184,0.1933075261365823,0.8010568604344205,0.009492690849759912,0.11510468643683765,0.20784845830606563,0.021034046014767303,0.10179968264928166,1.9498772329543013,20.969999999994563,10485,4289,"{""FL"": 2715, ""FR"": 2691, ""RL"": 2540, ""RR"": 2539}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,flat,flat,27100,success,True,False,0,35,7.154,162.8495506034771,0.2060522961237875,0.011496848202888882,0.5324337206809109,0.0036552337739514384,0.028071009225661966,0.2154538989067078,0.011977409183227023,0.0636710746291435,1.6032142008523715,21.803999999994176,10902,4296,"{""FL"": 2729, ""FR"": 2833, ""RL"": 2665, ""RR"": 2675}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,flat,flat,27101,success,True,False,0,35,7.1320000000000014,163.2252022999699,0.20644952575589837,0.011399149183482624,0.5336619072476073,0.003751294215948895,0.02795148224437965,0.21545535202537267,0.011978223913817846,0.06372041258696469,1.6032142008523715,21.805999999994178,10903,4296,"{""FL"": 2729, ""FR"": 2833, ""RL"": 2665, ""RR"": 2676}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,flat,flat,27102,success,True,False,0,35,7.150000000000003,163.41595082203744,0.20663888108598252,0.011485837065159016,0.5342855561612362,0.003716201112050415,0.028057563420909537,0.21545259394815988,0.011980478781021904,0.06371493374364091,1.6032142008523715,21.79799999999417,10899,4295,"{""FL"": 2728, ""FR"": 2832, ""RL"": 2665, ""RR"": 2674}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,low_friction,low_friction,27200,success,True,False,0,35,7.126000000000001,175.3925416012061,0.2076899649387401,0.009895388116989604,0.5734428075383198,0.005240329386041951,0.026042642032870517,0.215912169196776,0.0692343369016043,0.19879601595487537,1.9591671008150546,21.47799999999428,10739,4289,"{""FL"": 2704, ""FR"": 2742, ""RL"": 2632, ""RR"": 2661}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,low_friction,low_friction,27201,success,True,False,0,35,7.143999999999999,176.155058639639,0.20798123013467876,0.009894945206535504,0.5759358434868437,0.0051151905658824255,0.026042059471839542,0.21590969556144307,0.06924452507865128,0.1986848616338033,1.9591671008150546,21.51599999999432,10758,4295,"{""FL"": 2710, ""FR"": 2749, ""RL"": 2632, ""RR"": 2667}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,low_friction,low_friction,27202,success,True,False,0,35,7.14,176.27610676312298,0.20788991628825296,0.009803713110717616,0.5763316081821048,0.00517656639836858,0.025921726407259416,0.21591088165129932,0.0688168042925798,0.19798318712820442,1.9591671008150546,21.52199999999432,10761,4295,"{""FL"": 2710, ""FR"": 2748, ""RL"": 2634, ""RR"": 2669}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,rough,rough_perlin,13,success,True,False,0,35,7.129999999999998,228.68442068263786,0.2120048319516016,0.24072935402724177,0.7476796620844697,0.006662278393396696,0.12844126968803068,0.2069950429882322,0.026852692656789925,0.131535256363762,2.921035754704823,20.687999999994915,10344,4293,"{""FL"": 2703, ""FR"": 2696, ""RL"": 2444, ""RR"": 2501}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,rough,rough_perlin,7,success,True,False,0,36,7.350000000000001,209.8416948591407,0.21696934736987045,0.10395850083327485,0.6670161009354578,0.005529190744577381,0.0844109198122471,0.20754951953680983,0.023096439857683993,0.11689573331226762,2.888623993207324,21.635999999995164,10818,4399,"{""FL"": 2781, ""FR"": 2820, ""RL"": 2656, ""RR"": 2561}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
energy,0.15,0.15,0.7,rough,rough_perlin,15,success,True,False,0,36,7.330000000000003,247.83496994304497,0.21667792525217905,0.1882875950263964,0.7877839313003688,0.009538473510711581,0.11359629133635751,0.20627843723891096,0.020757328135312024,0.09998657434345969,1.9498772329543013,21.545999999995317,10773,4393,"{""FL"": 2754, ""FR"": 2798, ""RL"": 2637, ""RR"": 2584}","{""FL"": ""FL"", ""FR"": ""FR"", ""RL"": ""RL"", ""RR"": ""RR""}"
