label	trial	world	goal_x	lateral_bound	hold_vx	log_dir	d5_log_dir	timeout_s	hold_obs_s
d4_context_meta_v0	1	tracer_mixed_stress_course_v5_lowfric_from_solid	8.0	2.0	0.025	/home/kraken/Tracer/TRACER/logs/phase_d4_context_meta_20260719_183717	/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_183716_trial_1	260	60
d4_context_meta_v0	2	tracer_mixed_stress_course_v5_lowfric_from_solid	8.0	2.0	0.025	/home/kraken/Tracer/TRACER/logs/phase_d4_context_meta_20260719_184218	/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_183716_trial_2	260	60
d4_context_meta_v0	3	tracer_mixed_stress_course_v5_lowfric_from_solid	8.0	2.0	0.025	/home/kraken/Tracer/TRACER/logs/phase_d4_context_meta_20260719_184730	/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260719_183716_trial_3	260	60
