terrain,rank,style,quality_score,success_proxy,progress_ratio,distance_xy_proxy,mpc_vx_mean,fallen_p90,fresh1,episode_id
sponge_firm_downslope_5deg_forward,6,fast,0.851274772586647,True,0.7614277600822749,4.263995456460744,0.28000000000000036,0.000339972204528749,0.95,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_fast_world_tracer_sponge_firm_downslope_5deg_r1_20260628_175820
sponge_firm_downslope_5deg_forward,7,high_clearance,0.7228744002569787,False,4.9437552380337255,4.439492203754281,0.04489999999999996,0.6025013327598572,0.97,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_high_clearance_world_tracer_sponge_firm_downslope_5deg_r1_20260628_181050
sponge_firm_downslope_5deg_forward,8,cautious,0.5713346922341027,False,4.007639569498887,4.135884035722856,0.05160000000000005,0.9303673505783081,0.95,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_cautious_world_tracer_sponge_firm_downslope_5deg_r1_20260628_180401
sponge_firm_downslope_5deg_forward,9,cautious,0.563299770464183,False,3.9189221781915355,4.091354754031966,0.05220000000000003,0.9526671767234802,0.96,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_cautious_world_tracer_sponge_firm_downslope_5deg_r1_20260628_180145
sponge_firm_downslope_5deg_forward,10,high_clearance,0.5459544180768501,False,5.309804532934964,4.598290725521679,0.04329999999999999,0.9956568479537964,0.97,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_high_clearance_world_tracer_sponge_firm_downslope_5deg_r1_20260628_180834
sponge_firm_downslope_5deg_forward,11,fast,0.5448472561506601,False,1.9943547534801087,3.9004194220236514,0.14594999999999994,0.998117208480835,0.97,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_fast_world_tracer_sponge_firm_downslope_5deg_r1_20260628_175456
sponge_firm_downslope_5deg_forward,12,high_clearance,0.5440053635180453,False,6.144754406878196,4.915803525502562,0.04000000000000004,0.9999880790710449,0.97,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_high_clearance_world_tracer_sponge_firm_downslope_5deg_r1_20260628_180942
sponge_firm_downslope_5deg_forward,13,fast,0.5440003753180609,False,7.27975458778301,5.226790996482325,0.09205000000000003,0.9999991655349731,0.97,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_fast_world_tracer_sponge_firm_downslope_5deg_r1_20260628_175712
sponge_firm_downslope_5deg_forward,14,cautious,0.5440002144424982,False,1.213685434325607,1.0267778774394656,0.04230000000000009,0.9999995231628418,0.97,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_cautious_world_tracer_sponge_firm_downslope_5deg_r1_20260628_180253
sponge_firm_downslope_5deg_forward,15,cautious,0.5400012874588941,False,6.074680690981245,5.17562794871603,0.04260000000000007,0.9999971389770508,0.95,sponge_firm_downslope_5deg_forward_objective_selector_data_v1_hard3_sponge_firm_downslope_5deg_forward_cautious_world_tracer_sponge_firm_downslope_5deg_r1_20260628_180037
