yaw_gain	yaw_sign	yaw_k	yaw_max	policy_json	manifest	summary_json	summary_md
-0.025	-1.0	0.025	0.20	models/phase_d4/d4_context_meta_policy_rough_clearance_holdvx0025_v0.json	reports/phase_d4_context_meta_repeat_20260718_181236_manifest.tsv	reports/phase_d4/yaw_gain_m0p025_phase_d4_context_meta_repeat_20260718_181236_summary_v0.json	reports/phase_d4/yaw_gain_m0p025_phase_d4_context_meta_repeat_20260718_181236_summary_v0.md
