status,mode,idx,return_code,goal_reached,final_x,final_y,max_x,max_abs_y,mean_abs_y,rows,valid_xy,j7_rows,j7_accepted,j7_accept_rate,j7_projected,j7_empirical,j7_failsafe,flat_rows,flat_accepted,upslope_rows,upslope_accepted,rough_rows,rough_accepted,downslope_rows,downslope_accepted,manifest,d5_log_dir,j7_csv,run_dir
ok,baseline,1,0,True,8.132175,0.175472,8.139940,0.373435,0.167873,2126,2125,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_162728_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_162728_trial_1,NA,logs/phase_k/k4b_flat_micro_smoke_20260723_162724/1_baseline
ok,flat_noop,1,0,True,8.107035,0.147606,8.111958,0.478062,0.164146,2223,2223,2273,477,0.209855,477,1788,8,478,477,440,0,442,0,504,0,reports/phase_d4_context_meta_repeat_20260723_163213_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_163213_trial_1,logs/phase_k/k4b_flat_micro_smoke_20260723_162724/1_flat_noop/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4b_flat_micro_smoke_20260723_162724/1_flat_noop
