status,mode,idx,return_code,goal_reached,final_x,final_y,max_x,max_abs_y,mean_abs_y,rows,valid_xy,j7_rows,j7_accepted,j7_accept_rate,j7_projected,j7_empirical,j7_failsafe,flat_rows,flat_accepted,upslope_rows,upslope_accepted,rough_rows,rough_accepted,downslope_rows,downslope_accepted,manifest,d5_log_dir,j7_csv,run_dir
ok,flat_slow03,3,0,False,0.124451,-0.010662,0.124451,0.056569,0.018534,614,614,662,0,0.000000,0,0,662,655,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_144941_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_144941_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/3_flat_slow03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/3_flat_slow03
ok,flat_clear03,3,0,False,0.077695,-0.111330,0.097885,0.135501,0.065170,613,613,660,0,0.000000,0,0,660,656,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_145154_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_145154_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/3_flat_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/3_flat_clear03
ok,flat_slow03_clear03,3,0,False,0.118555,-0.105928,0.118555,0.107178,0.042973,613,613,664,0,0.000000,0,0,664,660,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_145409_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_145409_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/3_flat_slow03_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/3_flat_slow03_clear03
ok,baseline,4,0,True,8.163793,0.102613,8.170675,0.165260,0.063852,2225,2225,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_145620_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_145620_trial_1,NA,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_baseline
ok,flat_noop,4,0,False,0.032074,-0.319028,0.033471,0.319740,0.171840,615,615,660,0,0.000000,0,0,660,657,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_150115_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_150115_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_noop/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_noop
ok,flat_slow03,4,0,False,0.168037,-0.114238,0.169556,0.142685,0.070951,614,614,659,0,0.000000,0,0,659,655,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_150329_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_150329_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_slow03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_slow03
ok,flat_clear03,4,0,False,0.029584,-0.088088,0.030628,0.117749,0.052646,614,614,653,0,0.000000,0,0,653,653,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_150543_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_150543_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_clear03
ok,flat_slow03_clear03,4,0,False,0.106886,-0.013979,0.106886,0.205665,0.104629,614,614,658,0,0.000000,0,0,658,654,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_150757_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_150757_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_slow03_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/4_flat_slow03_clear03
ok,baseline,5,0,True,8.038273,-0.734729,8.065701,0.751836,0.321166,2227,2227,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_151009_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_151009_trial_1,NA,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_baseline
ok,flat_noop,5,0,False,0.080867,-0.122261,0.084491,0.122261,0.035096,614,614,660,0,0.000000,0,0,660,656,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_151504_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_151504_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_noop/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_noop
ok,flat_slow03,5,0,False,nan,nan,nan,nan,nan,613,0,660,0,0.000000,0,0,660,0,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_151718_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_151718_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_slow03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_slow03
ok,flat_clear03,5,0,False,0.040150,0.036077,0.064203,0.070704,0.035895,614,614,655,0,0.000000,0,0,655,655,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_151932_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_151932_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_clear03
ok,flat_slow03_clear03,5,0,False,0.073167,-0.032829,0.073830,0.075026,0.037840,614,614,661,0,0.000000,0,0,661,654,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_152146_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_152146_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_slow03_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/5_flat_slow03_clear03
ok,baseline,6,0,True,8.228708,-0.346296,8.228708,0.415204,0.221286,2126,2126,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_152357_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_152357_trial_1,NA,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_baseline
ok,flat_noop,6,0,False,0.036765,-0.113672,0.053878,0.115575,0.039703,610,610,663,0,0.000000,0,0,663,656,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_152842_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_152842_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_noop/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_noop
ok,flat_slow03,6,0,False,0.039449,-0.086370,0.040466,0.089245,0.047916,614,613,660,0,0.000000,0,0,660,656,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_153056_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_153056_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_slow03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_slow03
ok,flat_clear03,6,0,False,0.086425,-0.152364,0.094773,0.179055,0.109982,613,613,671,0,0.000000,0,0,671,660,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_153311_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_153311_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_clear03
ok,flat_slow03_clear03,6,0,False,0.123104,-0.240894,0.128877,0.256840,0.127485,615,615,659,0,0.000000,0,0,659,655,0,0,0,0,0,0,0,reports/phase_d4_context_meta_repeat_20260723_153525_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_153525_trial_1,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_slow03_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4_flat_micro_candidates_20260723_141518/6_flat_slow03_clear03
