context_id,seed,split_group,terrain,beta_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,status,success,m4_interventions,feasible,infeasible_reason,raw_log_relpath,source_stage,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m
rough_seed_1,1,val,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0000.jsonl,T6.12e_heldout,39,5,7.800000000000001,1.6876317780625154,215.62664043115677,0.01105453196839533,0.09142633193921956,0.026497705651059175,0.16414431349748226,0.06377998829725992,0.006670567583383479,0.0010532475131659657,4.621861297821012,0.3492228637652934,0.06377998829725992,0.3492228637652934,attitude,127.76877233178602
rough_seed_21,21,val,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0001.jsonl,T6.12e_heldout,41,5,8.200000000000001,1.671740669377007,212.87737434702836,0.009574836505296992,0.06626857104262573,0.023196552844248812,0.12284101295792293,0.07058573402786107,0.009354735835017619,0.0021260763261405336,4.905067006030202,0.25312729567368775,0.07058573402786107,0.25312729567368775,attitude,127.33875429755473
rough_seed_16,16,val,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0002.jsonl,T6.12e_heldout,38,5,7.6,1.6699714582155492,213.05530758972566,0.006574527101191256,0.0605089547642039,0.01619211869312974,0.12953343132718786,0.0709332035527579,0.0024333860566984047,0.0008516851198444302,4.550975983817707,0.2311271820491266,0.0709332035527579,0.2311271820491266,attitude,127.58020895601788
rough_seed_14,14,val,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0003.jsonl,T6.12e_heldout,38,5,7.6,1.6594094328983529,211.4421069033708,0.008625501177718575,0.06775177704034119,0.021107749722925794,0.14657618938144856,0.06601408618838787,0.005849349409097471,0.0009549958218934744,4.579942628580645,0.2587927252615268,0.06601408618838787,0.2587927252615268,attitude,127.42009458995446
rough_seed_27,27,test,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0004.jsonl,T6.12e_heldout,38,5,7.6,1.681812789232102,223.76210349363302,0.010283526880425208,0.10542071290717249,0.024909923862591644,0.2143256588326834,0.09056289420446978,0.009639414494825317,0.0023801023444013874,4.518933408438451,0.4026774615227538,0.09056289420446978,0.4026774615227538,attitude,133.04816381840004
rough_seed_2,2,test,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0005.jsonl,T6.12e_heldout,42,5,8.4,1.6988533260975414,228.38769605074526,0.011445874726017598,0.09316504854050789,0.03377898510508626,0.18712704030191518,0.0746463547334191,0.006528835690969927,0.0009793253536454112,4.944511613192501,0.35586427196683684,0.0746463547334191,0.35586427196683684,attitude,134.43638278966537
rough_seed_3,3,test,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0006.jsonl,T6.12e_heldout,38,5,7.6,1.6975233906174922,212.6396536803178,0.0063330396281623446,0.079559086179773,0.014680720803263794,0.11152554823750371,0.0686118910999996,0.003052130387010516,0.0003662556464412619,4.477110620098977,0.3038933240012393,0.0686118910999996,0.3038933240012393,attitude,125.26463838767361
rough_seed_19,19,test,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0007.jsonl,T6.12e_heldout,38,5,7.6,1.6758477395885445,229.2578035658176,0.007783738455078491,0.09483178665993755,0.015243940690979526,0.16102416660151597,0.09054496904965742,0.005583201844885198,0.00036412185944901176,4.535018200320488,0.3622307426199629,0.09054496904965742,0.3622307426199629,attitude,136.80109364953714
rough_seed_26,26,test,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0008.jsonl,T6.12e_heldout,38,5,7.6,1.6592050131660072,200.06813703309933,0.005518461557909876,0.06213315165089525,0.01800409815914203,0.13846183738074358,0.06379249912374188,0.0021030494216620036,0.00011683607898121955,4.580506893176559,0.2373311571628401,0.06379249912374188,0.2373311571628401,attitude,120.58072115593474
rough_seed_9,9,hard,rough_perlin,18,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,m4,0,1,0,status_not_success+m4_intervention,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/18_lm000_ls040_le060/attempt_001/env_logs/episode_0009.jsonl,T6.12e_heldout,7,,1.357999999999962,0.2846817018396379,55.557223484054326,,,,,,,,,,,,,
