update,beta,policy_step,bin_index,contact_time_s,contact_samples,speed_time_sum_m,speed_sq_time_sum_m2ps,interval_mean_mps,interval_rms_mps,metadata_json
10,balanced,3,7,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,3,8,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,3,9,0.0040000000000000036,2,1.1805922598449176e-05,3.501706482070266e-08,0.0029514806496122913,0.0029587609239638906,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,3,10,0.3959999999999624,198,0.002276860741536685,9.618921735092545e-05,0.005749648337214397,0.015585315653444802,"{""high_s"":null,""low_s"":0.1}"
10,balanced,4,0,0.014000000000000012,7,0.005031344758427481,0.0019448506053528214,0.35938176845910547,0.3727169172204882,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,4,1,0.020000000000000018,10,0.003635723847252137,0.0007144199416664887,0.18178619236260668,0.18899999228392683,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,4,2,0.020000000000000018,10,0.0017534543699480043,0.0001999298885645151,0.08767271849740013,0.09998247060473024,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,4,3,0.020000000000000018,10,0.000607783982420472,2.623843053371766e-05,0.030389199121023572,0.03622045729537221,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,4,4,0.020000000000000018,10,0.0001912502680653308,2.611427196930194e-06,0.009562513403266531,0.011426782567569472,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,4,5,0.020000000000000018,10,6.160625584715473e-05,2.6360030482529273e-07,0.003080312792357734,0.003630429071234504,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,4,6,0.020000000000000018,10,2.022551018124319e-05,2.822322245875364e-08,0.0010112755090621586,0.0011879230290459397,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,4,7,0.020000000000000018,10,1.0093679270035266e-05,5.300963382658119e-09,0.0005046839635017629,0.0005148282909212602,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,4,8,0.020000000000000018,10,6.022332828327023e-06,1.92862718070147e-09,0.0003011166414163509,0.0003105339901445145,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,4,9,0.020000000000000018,10,6.454714679386339e-06,2.385902703270354e-09,0.0003227357339693167,0.00034539127835473435,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,4,10,0.3919999999999568,196,0.005977767314852472,0.0005580667517933735,0.01524940641544166,0.03773114990220198,"{""high_s"":null,""low_s"":0.1}"
10,balanced,5,0,0.019999999999997797,10,0.005293386595406596,0.0014835330664787483,0.26466932977035895,0.2723539118939649,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,5,1,0.019999999999997797,10,0.004616294480387362,0.0012038463196276938,0.2308147240193935,0.24534122356707874,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,5,2,0.019999999999997797,10,0.003375703262779056,0.0008473194054094135,0.1687851631389714,0.2058299547453561,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,5,3,0.015999999999998238,8,0.002393890490073894,0.0005244807993565921,0.14961815562963485,0.18105261655052274,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,5,4,0.009999999999998899,5,0.0013019046475635267,0.0001782296420579331,0.130190464756367,0.13350267490127407,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,5,5,0.009999999999998899,5,0.0004825812612396386,2.5718368255610996e-05,0.048258126123969174,0.05071328056398425,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,5,6,0.009999999999998899,5,0.00015034324667518098,2.500935257218357e-06,0.015034324667519753,0.015814345567296273,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,5,7,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,5,8,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,5,9,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,5,10,0.39999999999995595,200,0.00015071593142970685,4.876978003248711e-07,0.0003767898285743086,0.001104194050342743,"{""high_s"":null,""low_s"":0.1}"
10,balanced,6,0,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,6,1,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,6,2,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,6,3,0.0039999999999995595,2,4.4024622085123144e-05,4.908510017123668e-07,0.011006155521281999,0.011077578725881628,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,6,4,0.009999999999998899,5,5.1854125361482095e-05,2.955747370712858e-07,0.00518541253614878,0.00543667855469972,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,6,5,0.009999999999998899,5,1.704982599019106e-05,3.176735193996527e-08,0.0017049825990192937,0.0017823398087898046,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,6,6,0.009999999999998899,5,5.83359932940751e-06,3.706645498348371e-09,0.0005833599329408153,0.000608822264568961,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,6,7,0.019999999999997797,10,4.908454303623189e-05,2.412901522752531e-07,0.0024542271518118645,0.0034734000077393883,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,6,8,0.019999999999997797,10,1.7094094367274895e-05,2.3579365711692835e-08,0.0008547047183638389,0.001085803060220762,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,6,9,0.019999999999997797,10,8.613691331959758e-06,3.975442152553965e-09,0.00043068456659803533,0.0004458386564977516,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,6,10,0.41999999999995374,210,0.002137181896571444,9.441513722965866e-05,0.005088528325170665,0.014993263346747642,"{""high_s"":null,""low_s"":0.1}"
10,balanced,7,0,0.019999999999997797,10,0.007361586610913851,0.0033142817694215565,0.36807933054573305,0.4070799534134493,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,7,1,0.019999999999997797,10,0.006521654517225167,0.00279039965727107,0.3260827258612943,0.3735237380188425,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,7,2,0.019999999999997797,10,0.005420769111343357,0.0021284302102635294,0.2710384555671977,0.32622309929431453,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,7,3,0.019999999999997797,10,0.004198895637655256,0.001514398904290764,0.20994478188278592,0.2751725735144157,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,7,4,0.019999999999997797,10,0.0031333141454557706,0.0009250969558990373,0.1566657072728058,0.21506940227507249,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,7,5,0.019999999999997797,10,0.002086690649123403,0.0004305806977144477,0.10433453245618164,0.14672775772063293,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,7,6,0.019999999999997797,10,0.001000826496015652,0.00010689038229031236,0.05004132480078811,0.07310621802908565,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,7,7,0.019999999999997797,10,0.0003227352397337617,1.1270105390390715e-05,0.01613676198668986,0.023738265933290027,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,7,8,0.009999999999998899,5,3.20825125923966e-05,4.7084896100937565e-07,0.003208251259240013,0.006861843491434554,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,7,9,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,7,10,0.39999999999995595,200,0.004264599217620707,0.0002170294745215129,0.010661498044052942,0.023293211163423602,"{""high_s"":null,""low_s"":0.1}"
10,balanced,8,0,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,8,1,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,8,2,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,8,3,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,8,4,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,8,5,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,8,6,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,8,7,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,8,8,0.009999999999998899,5,7.245205818064669e-05,6.867033103979438e-07,0.007245205818065467,0.008286756364211629,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,8,9,0.019999999999997797,10,3.839168259845045e-05,1.3969443608211757e-07,0.001919584129922734,0.0026428624262542777,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,8,10,0.39799999999995617,199,0.0013550221466954449,7.425558311516256e-05,0.0034045782580291307,0.01365912943317722,"{""high_s"":null,""low_s"":0.1}"
10,balanced,9,0,0.019999999999997797,10,0.008582589235143823,0.004284006310667776,0.4291294617572384,0.4628177994993412,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,9,1,0.019999999999997797,10,0.006060197172635229,0.0020283295522769695,0.3030098586317948,0.3184595384249931,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,9,2,0.019999999999997797,10,0.003914528509197435,0.0008636941143941174,0.1957264254598933,0.20780930133107764,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,9,3,0.019999999999997797,10,0.001694998127798747,0.0001842821720467007,0.08474990638994669,0.09599014846501723,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,9,4,0.019999999999997797,10,0.0005424021406851345,1.9128259272912368e-05,0.027120107034259714,0.03092592704585788,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,9,5,0.019999999999997797,10,0.00017103923887449093,1.8869736816374758e-06,0.008551961943725489,0.009713325078565227,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,9,6,0.019999999999997797,10,5.494895514353282e-05,1.9186541369347818e-07,0.0027474477571769436,0.003097300548005467,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,9,7,0.019999999999997797,10,1.9400001736504316e-05,2.37362934897567e-08,0.0009700000868253226,0.0010894102415931134,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,9,8,0.019999999999997797,10,1.0197509381734693e-05,7.036996545802671e-09,0.0005098754690867908,0.0005931693074411153,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,9,9,0.019999999999997797,10,6.249993229699713e-06,3.2043508541024224e-09,0.00031249966148502007,0.00040027183601290105,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,9,10,0.3939999999999566,197,0.001395426521668186,2.0910618337283138e-05,0.0035416916793612682,0.007285096799207332,"{""high_s"":null,""low_s"":0.1}"
10,balanced,10,0,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,10,1,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,10,2,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,10,3,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,10,4,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,10,5,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,10,6,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,10,7,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,10,8,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,10,9,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,10,10,0.39999999999995595,200,0.0001860213456952864,1.0454945768845203e-07,0.0004650533642382672,0.0005112471459295972,"{""high_s"":null,""low_s"":0.1}"
10,balanced,11,0,0.029999999999996696,15,0.012323278118623104,0.006055391983277314,0.4107759372874821,0.44927319021125595,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,11,1,0.029999999999996696,15,0.009061810195918701,0.00419350829671461,0.30206033986399,0.37387646340803854,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,11,2,0.029999999999996696,15,0.00669395145934254,0.003058095727891008,0.22313171531144257,0.3192749978671127,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,11,3,0.029999999999996696,15,0.005206662145929811,0.002316487564220506,0.17355540486434615,0.2778781246170559,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,11,4,0.027999999999996916,14,0.003399465701743612,0.0013376038448357427,0.12140948934799951,0.218567074114552,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,11,5,0.019999999999997797,10,4.510442376994342e-05,1.412883645860591e-07,0.0022552211884974195,0.0026578973323482104,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,11,6,0.019999999999997797,10,1.5658948110276044e-05,1.96884715462399e-08,0.0007829474055138884,0.0009921812220114344,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,11,7,0.019999999999997797,10,7.211564854061117e-06,3.2550688871743616e-09,0.0003605782427030956,0.000403427123974995,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,11,8,0.019999999999997797,10,4.8869417752315375e-06,1.2594062394517824e-09,0.00024434708876160376,0.00025093886102514303,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,11,9,0.019999999999997797,10,7.591812782113683e-06,3.3905741018622204e-09,0.00037959063910572593,0.0004117386368718992,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,11,10,0.3279999999999639,164,0.009878778689600382,0.001043928036979308,0.030118227712199602,0.056415489272143286,"{""high_s"":null,""low_s"":0.1}"
10,balanced,12,0,0.009999999999998899,5,0.0019123255036015419,0.0003666892570502456,0.19123255036017525,0.19149132018195655,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,12,1,0.009999999999998899,5,0.001708545583987725,0.0002921850977439522,0.17085455839879132,0.17093422645684053,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,12,2,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,12,3,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,12,4,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,12,5,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,12,6,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,12,7,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,12,8,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,12,9,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,12,10,0.39999999999995595,200,0.0006056712229821071,1.2133196596167406e-05,0.0015141780574554344,0.005507539513287386,"{""high_s"":null,""low_s"":0.1}"
10,balanced,13,0,0.009999999999998899,5,0.00747043671655373,0.005622455974378271,0.7470436716554553,0.7498303791110954,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,13,1,0.009999999999998899,5,0.005796375943153853,0.003372261959803613,0.5796375943154491,0.5807118011375336,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,13,2,0.019999999999997797,10,0.005694608441533813,0.0021881729863965776,0.284730422076722,0.3307697829606582,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,13,3,0.019999999999997797,10,0.0036369916070090047,0.0010511903049899296,0.18184958035047027,0.2292586208837135,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,13,4,0.019999999999997797,10,0.0018080234147798344,0.0002978824304202335,0.09040117073900167,0.12204147459373521,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,13,5,0.019999999999997797,10,0.0006092578933054663,3.514141927385937e-05,0.030462894665276668,0.041917430308800685,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,13,6,0.019999999999997797,10,0.0001938574295995716,3.545327658934904e-06,0.009692871479979647,0.013314142215958365,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,13,7,0.019999999999997797,10,6.313422753046263e-05,3.696601469896539e-07,0.0031567113765234795,0.004299186824212775,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,13,8,0.019999999999997797,10,2.3289588102777536e-05,4.890464361945179e-08,0.001164479405139005,0.0015637238186370567,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,13,9,0.019999999999997797,10,1.0983760344959737e-05,1.0323956565073261e-08,0.0005491880172480473,0.0007184690864983126,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,13,10,0.3919999999999568,196,0.0026805380524753397,0.00010553801693730103,0.0068381072767235585,0.016408218521343654,"{""high_s"":null,""low_s"":0.1}"
10,balanced,14,0,0.019999999999997797,10,0.009693776016383104,0.0059881904745809345,0.4846888008192086,0.547183263385385,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,14,1,0.019999999999997797,10,0.007623838098241742,0.004764414944095796,0.38119190491212906,0.48807862809676067,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,14,2,0.019999999999997797,10,0.006545501640298906,0.00390068862751905,0.32727508201498134,0.44162702745186916,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,14,3,0.019999999999997797,10,0.005456264870393648,0.0028717227205400583,0.2728132435197125,0.37892761317568124,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,14,4,0.009999999999998899,5,3.409866482170787e-05,1.2686758886840122e-07,0.0034098664821711625,0.0035618476787815504,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,14,5,0.002000000000000224,1,3.5975611853977796e-06,6.471223241294455e-09,0.0017987805926986886,0.0017987805926924121,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,14,6,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,14,7,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,14,8,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,14,9,0.0,0,0.0,0.0,nan,nan,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,14,10,0.3999999999999577,200,0.006116364870423607,0.0007268239055346765,0.015290912176060635,0.04262698398710473,"{""high_s"":null,""low_s"":0.1}"
10,balanced,15,0,0.009999999999998899,5,0.0044790899522414995,0.0020203899127188563,0.4479089952241993,0.44948747621252794,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,15,1,0.009999999999998899,5,0.0030297900282637846,0.0009360815702140202,0.3029790028264118,0.30595450155441795,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,15,2,0.009999999999998899,5,0.0015586404621303895,0.000258280160664745,0.1558640462130561,0.16071097058532546,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,15,3,0.009999999999998899,5,0.0005402052482746389,3.2160895966130976e-05,0.054020524827469836,0.05671057746676057,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,15,4,0.009999999999998899,5,0.00017455017566662262,3.3389759924225965e-06,0.017455017566664184,0.018272865107647907,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,15,5,0.017999999999998018,9,6.753845457944593e-05,3.910646771444759e-07,0.0037521363655251875,0.004661095943758047,"{""high_s"":0.06,""low_s"":0.05}"
10,balanced,15,6,0.019999999999997797,10,2.600012355124734e-05,5.5378819736537355e-08,0.00130000617756251,0.0016640135176215283,"{""high_s"":0.07,""low_s"":0.06}"
10,balanced,15,7,0.019999999999997797,10,1.1429380021334146e-05,1.0340489340222164e-08,0.0005714690010667703,0.0007190441342582284,"{""high_s"":0.08,""low_s"":0.07}"
10,balanced,15,8,0.019999999999997797,10,5.70159437928916e-06,1.967824439421534e-09,0.0002850797189644894,0.0003136737508480548,"{""high_s"":0.09,""low_s"":0.08}"
10,balanced,15,9,0.019999999999997797,10,4.589612852530164e-06,1.1935744580193752e-09,0.00022948064262653348,0.0002442922898926107,"{""high_s"":0.1,""low_s"":0.09}"
10,balanced,15,10,0.335999999999963,168,0.003895610781580461,0.0003336162605545451,0.011594079707085982,0.031510403636970864,"{""high_s"":null,""low_s"":0.1}"
10,balanced,16,0,0.019999999999997797,10,0.00978556663062552,0.005759223857730589,0.4892783315313299,0.5366201569886851,"{""high_s"":0.01,""low_s"":0.0}"
10,balanced,16,1,0.019999999999997797,10,0.007850946184573604,0.003651655985227542,0.39254730922872344,0.42729708548198314,"{""high_s"":0.02,""low_s"":0.01}"
10,balanced,16,2,0.019999999999997797,10,0.005873702680710302,0.0021591319153199534,0.29368513403554747,0.3285674904277804,"{""high_s"":0.03,""low_s"":0.02}"
10,balanced,16,3,0.019999999999997797,10,0.003662487370534165,0.0010096538063819743,0.18312436852672842,0.22468353370708827,"{""high_s"":0.04,""low_s"":0.03}"
10,balanced,16,4,0.019999999999997797,10,0.0018443623903155043,0.00030065405871283236,0.09221811951578537,0.1226079236250385,"{""high_s"":0.05,""low_s"":0.04}"
10,balanced,16,5,0.019999999999997797,10,0.0006166431428955392,3.499550416731067e-05,0.030832157144780357,0.04183031446649339,"{""high_s"":0.06,""low_s"":0.05}"
