policy,checkpoint,trained_reward_mode,eval_reward_mode,group,terrain,seed,status,settled,settling_steps,success,m4_terminal,m4_interventions,policy_steps,initial_goal_distance_m,final_goal_distance_m,progress_m,decision_time_s,energy_abs_j,energy_bracket_time_s,mean_cost_motion,mean_cost_stability,mean_cost_energy,sum_cost_motion,sum_cost_stability,sum_cost_energy,mean_progress_rate_mps,mean_energy_power_ratio,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,mean_action_vx_norm,mean_abs_action_yaw_norm,mean_action_height_norm,mean_requested_vx_mps,mean_abs_requested_yaw_rps,mean_requested_height_m,mean_requested_clearance_m,mean_applied_vx_mps,mean_abs_applied_yaw_rps,mean_applied_height_m,mean_applied_clearance_m,beta_name,beta_motion,beta_stability,beta_energy,beta_index,lambda_motion,lambda_stability,lambda_energy,context_id,split_group
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,1,success,True,5,True,False,0,38,1.8088555838009333,0.147515215724805,1.6613403680761283,7.6,212.4861270367764,7.6,0.2267532289348473,0.12329018176774352,0.6398733415566222,8.616622699524198,4.685026907174254,24.315186979151644,0.2185974168521222,1.2797466831132447,0.011045168737439666,0.09192353118538288,0.027569826692342758,0.16402605175971985,0.06012679293359581,0.021309309966837692,-0.02575149624853542,0.2120253585867192,0.008523723986735078,0.29845491022508785,0.060000000000000005,0.2120253585867192,0.008523723986735078,0.29845491022508785,0.060000000000000005,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_1,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,21,success,True,5,True,False,0,40,1.800255618426876,0.14994574138146213,1.6503098770454139,8.0,208.21619389918976,8.0,0.24213908171165408,0.07777239166694294,0.595664262574403,9.685563268466163,3.1108956666777177,23.826570502976118,0.2062887346306767,1.1913285251488062,0.009614575414591393,0.06711135318507415,0.022598786279559135,0.12293469905853271,0.06235957527533174,0.01962191964266822,-0.028512039803899825,0.21247191505506632,0.007848767857067288,0.29828927761176594,0.06,0.21247191505506632,0.007848767857067288,0.29828927761176594,0.06,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_21,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,16,success,True,5,True,False,0,38,1.809161203944109,0.13355785233690295,1.675603351607206,7.6,213.73006413134186,7.6,0.2244073434856569,0.062167700932750404,0.6436192905109653,8.527479052454963,2.3623726354445154,24.45753303941668,0.22047412521147455,1.2872385810219307,0.006429335261024541,0.060318582175221805,0.015783224254846573,0.1295582354068756,0.06451690755784512,0.020138076053148036,-0.028201193769315357,0.21290338151156904,0.008055230421259215,0.29830792837384107,0.060000000000000005,0.21290338151156904,0.008055230421259215,0.29830792837384107,0.060000000000000005,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_16,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,14,success,True,5,True,False,0,38,1.8080373010952755,0.13503895691265644,1.672998344182619,7.6,218.6882360556282,7.6,0.22483579865417447,0.0964729840082862,0.6585501572054119,8.54376034885863,3.665973392314876,25.02490597380565,0.22013136107666037,1.3171003144108244,0.00870190980104933,0.06950440995662786,0.021480653434991837,0.14820322394371033,0.06503172699165971,0.021070878511588825,-0.02711325751519517,0.21300634539833196,0.00842835140463553,0.2983732045490883,0.060000000000000005,0.21300634539833196,0.00842835140463553,0.2983732045490883,0.060000000000000005,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_14,val
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,27,success,True,5,True,False,0,38,1.803073794056723,0.11636482460677475,1.6867089694499482,7.6,225.2682569883536,7.6,0.22258076160362691,0.17219971670907358,0.6783650036636317,8.458068940937823,6.543589234944796,25.777870139218006,0.22193539071709847,1.3567300073272635,0.010466387970782582,0.10584630479735363,0.024534165859222412,0.21342669427394867,0.06126004173175285,0.021863538033549526,-0.025074091360070987,0.2122520083463506,0.00874541521341981,0.2984955545183957,0.060000000000000005,0.2122520083463506,0.00874541521341981,0.2984955545183957,0.060000000000000005,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_27,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,2,success,True,5,True,False,0,42,1.8266702729970166,0.10636503730348609,1.7203052356935304,8.4,241.91055400246069,8.4,0.24400219706941512,0.15598151221496584,0.6591018922179349,10.248092276915434,6.551223513028565,27.682279473153265,0.20479824234446792,1.31820378443587,0.012253539256461147,0.09741703718130185,0.03388645127415657,0.20380477607250214,0.06570093457897504,0.021438466451529945,-0.02677349131997852,0.21314018691579503,0.00857538658061198,0.2983935905208012,0.06,0.21314018691579503,0.00857538658061198,0.2983935905208012,0.06,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_2,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,3,success,True,5,True,False,0,37,1.8074238039438935,0.14870360382097014,1.6587202001229233,7.4,208.40448566419425,7.4,0.21981077700626298,0.09593312943424145,0.6445437049628064,8.13299874923173,3.5495257890669336,23.848117083623837,0.22415137839498964,1.289087409925613,0.006114644106650165,0.08043367059929696,0.01441263873130083,0.11091917008161545,0.0626297615267135,0.022066346531721286,-0.02565662082083322,0.2125259523053427,0.008826538612688515,0.29846060275075,0.060000000000000005,0.2125259523053427,0.008826538612688515,0.29846060275075,0.060000000000000005,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_3,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,19,success,True,5,True,False,0,38,1.7965344035659587,0.11462299789914876,1.6819114056668099,7.6,229.68068597729342,7.6,0.22336983459427465,0.14412239315134756,0.691652439040745,8.488053714582437,5.476650939751207,26.282792683548312,0.2213041323245803,1.3833048780814903,0.008009565813518263,0.09502357577997088,0.0156437698751688,0.1627420037984848,0.06065189681555096,0.021181399786942882,-0.0260942634930344,0.2121303793631102,0.008472559914777154,0.298434344190418,0.060000000000000005,0.2121303793631102,0.008472559914777154,0.298434344190418,0.060000000000000005,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_19,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,26,success,True,5,True,False,0,38,1.8005473980706206,0.13607043131319027,1.6644769667574304,7.6,200.73943301005306,7.6,0.2262373409938437,0.06732284180948973,0.6044997552244579,8.59701895776606,2.55826798876061,22.9709906985294,0.21901012720492502,1.2089995104489157,0.0059088030359019895,0.062136469922626315,0.020123552531003952,0.13824637234210968,0.062496047368959376,0.020667344535468146,-0.026557098559447025,0.2124992094737919,0.008266937814187258,0.29840657408643323,0.060000000000000005,0.2124992094737919,0.008266937814187258,0.29840657408643323,0.060000000000000005,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_26,test
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,9,m4,True,5,False,True,1,7,1.8015570656417474,1.516290494958808,0.28526657068293937,1.3539999999999623,55.44574665543255,1.3539999999999623,0.24139801759289758,0.4393301715245825,0.9063944321088225,1.689786123150283,3.0753112006720773,6.344761024761758,0.20688158592568198,1.9188755209340111,0.007930537629118944,0.17352583176315461,0.014001463539898396,0.261854350566864,0.061991557478904724,0.036139048103775294,-0.012642060805644308,0.21239831149578098,0.01445561924151012,0.2992414763516614,0.06,0.21239831149578098,0.01445561924151012,0.2992414763516614,0.06,lm060_ls000_le040,0.48,0.15,0.37,5,0.6,0.0,0.4,rough_seed_9,hard
