t_wall,context,x,y,action_id,vx_scale,vx_delta,yaw_gain_scale,body_h_delta,clearance_delta,stability_bias,energy_bias,hold_override,hold_guard,emp_seq,emp_vx,emp_yaw_rate,emp_body_h,emp_clearance,emp_enable,proj_seq,proj_vx,proj_yaw_rate,proj_body_h,proj_clearance,proj_enable,delta_vx,delta_yaw_rate,delta_body_h,delta_clearance,j6_accept,j6_reason
1784671708.098413,downslope,6.074813,-0.176002,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1374,0.20250000,0.00441849,0.32000000,0.04500000,1.00000000,1374,0.15795000,0.00353479,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00088370,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.198078,downslope,6.080302,-0.175885,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1375,0.20250000,0.00439690,0.32000000,0.04500000,1.00000000,1375,0.15795000,0.00351752,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087938,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.298347,downslope,6.085101,-0.175699,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1376,0.20250000,0.00439294,0.32000000,0.04500000,1.00000000,1376,0.15795000,0.00351436,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087859,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.398321,downslope,6.089597,-0.175512,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1377,0.20250000,0.00438821,0.32000000,0.04500000,1.00000000,1377,0.15795000,0.00351057,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087764,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.498157,downslope,6.093601,-0.175398,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1378,0.20250000,0.00438756,0.32000000,0.04500000,1.00000000,1378,0.15795000,0.00351005,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087751,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.597907,downslope,6.097914,-0.175543,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1379,0.20250000,0.00438578,0.32000000,0.04500000,1.00000000,1379,0.15795000,0.00350863,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087716,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.699041,downslope,6.101868,-0.175669,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1380,0.20250000,0.00438894,0.32000000,0.04500000,1.00000000,1380,0.15795000,0.00351115,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087779,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.798061,downslope,6.105867,-0.175892,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1381,0.20250000,0.00439259,0.32000000,0.04500000,1.00000000,1381,0.15795000,0.00351407,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087852,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.898133,downslope,6.109979,-0.176157,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1382,0.20250000,0.00440048,0.32000000,0.04500000,1.00000000,1382,0.15795000,0.00352039,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00088010,-0.00600000,0.00400000,0,delta_vx_too_large
1784671708.998034,downslope,6.114827,-0.175449,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1383,0.20250000,0.00440123,0.32000000,0.04500000,1.00000000,1383,0.15795000,0.00352098,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00088025,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.098294,downslope,6.119788,-0.174565,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1384,0.20250000,0.00437299,0.32000000,0.04500000,1.00000000,1384,0.15795000,0.00349839,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087460,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.198303,downslope,6.123779,-0.173628,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1385,0.20250000,0.00435206,0.32000000,0.04500000,1.00000000,1385,0.15795000,0.00348164,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00087041,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.298114,downslope,6.127693,-0.172300,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1386,0.20250000,0.00432718,0.32000000,0.04500000,1.00000000,1386,0.15795000,0.00346174,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00086544,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.397911,downslope,6.131417,-0.170801,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1387,0.20250000,0.00428868,0.32000000,0.04500000,1.00000000,1387,0.15795000,0.00343094,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00085774,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.498386,downslope,6.135162,-0.169085,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1388,0.20250000,0.00425195,0.32000000,0.04500000,1.00000000,1388,0.15795000,0.00340156,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00085039,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.598366,downslope,6.138821,-0.167100,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1389,0.20250000,0.00420653,0.32000000,0.04500000,1.00000000,1389,0.15795000,0.00336522,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00084131,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.698022,downslope,6.142362,-0.164971,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1390,0.20250000,0.00415301,0.32000000,0.04500000,1.00000000,1390,0.15795000,0.00332241,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00083060,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.798140,downslope,6.146335,-0.163298,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1391,0.20250000,0.00410262,0.32000000,0.04500000,1.00000000,1391,0.15795000,0.00328210,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00082052,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.898782,downslope,6.151667,-0.163594,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1392,0.20250000,0.00408745,0.32000000,0.04500000,1.00000000,1392,0.15795000,0.00326996,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00081749,-0.00600000,0.00400000,0,delta_vx_too_large
1784671709.998025,downslope,6.155486,-0.162952,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1393,0.20250000,0.00408010,0.32000000,0.04500000,1.00000000,1393,0.15795000,0.00326408,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00081602,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.098174,downslope,6.158811,-0.162057,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1394,0.20250000,0.00406306,0.32000000,0.04500000,1.00000000,1394,0.15795000,0.00325045,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00081261,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.198175,downslope,6.162076,-0.161605,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1395,0.20250000,0.00404610,0.32000000,0.04500000,1.00000000,1395,0.15795000,0.00323688,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00080922,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.298115,downslope,6.165091,-0.161118,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1396,0.20250000,0.00403599,0.32000000,0.04500000,1.00000000,1396,0.15795000,0.00322879,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00080720,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.398026,downslope,6.168195,-0.160708,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1397,0.20250000,0.00402312,0.32000000,0.04500000,1.00000000,1397,0.15795000,0.00321850,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00080462,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.498113,downslope,6.171157,-0.160382,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1398,0.20250000,0.00401456,0.32000000,0.04500000,1.00000000,1398,0.15795000,0.00321165,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00080291,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.598088,downslope,6.174500,-0.159777,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1399,0.20250000,0.00400577,0.32000000,0.04500000,1.00000000,1399,0.15795000,0.00320462,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00080115,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.698233,downslope,6.179393,-0.157182,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1400,0.20250000,0.00397368,0.32000000,0.04500000,1.00000000,1400,0.15795000,0.00317895,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00079474,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.798203,downslope,6.183780,-0.154934,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1401,0.20250000,0.00389969,0.32000000,0.04500000,1.00000000,1401,0.15795000,0.00311975,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00077994,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.898034,downslope,6.186949,-0.152780,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1402,0.20250000,0.00384484,0.32000000,0.04500000,1.00000000,1402,0.15795000,0.00307588,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00076897,-0.00600000,0.00400000,0,delta_vx_too_large
1784671710.998010,downslope,6.190580,-0.149809,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1403,0.20250000,0.00378386,0.32000000,0.04500000,1.00000000,1403,0.15795000,0.00302709,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00075677,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.098875,downslope,6.193617,-0.146964,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1404,0.20250000,0.00371624,0.32000000,0.04500000,1.00000000,1404,0.15795000,0.00297299,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00074325,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.198411,downslope,6.196418,-0.144074,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1405,0.20250000,0.00364481,0.32000000,0.04500000,1.00000000,1405,0.15795000,0.00291585,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00072896,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.298295,downslope,6.199220,-0.140674,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1406,0.20250000,0.00356466,0.32000000,0.04500000,1.00000000,1406,0.15795000,0.00285173,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00071293,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.397949,downslope,6.201746,-0.137157,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1407,0.20250000,0.00347697,0.32000000,0.04500000,1.00000000,1407,0.15795000,0.00278157,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00069539,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.498336,downslope,6.205398,-0.134264,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1408,0.20250000,0.00338438,0.32000000,0.04500000,1.00000000,1408,0.15795000,0.00270750,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00067688,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.600857,downslope,6.209966,-0.132836,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1409,0.20250000,0.00334755,0.32000000,0.04500000,1.00000000,1409,0.15795000,0.00267804,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00066951,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.698212,downslope,6.213063,-0.130599,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1410,0.20250000,0.00329508,0.32000000,0.04500000,1.00000000,1410,0.15795000,0.00263606,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00065902,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.797980,downslope,6.215528,-0.128370,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1411,0.20250000,0.00323875,0.32000000,0.04500000,1.00000000,1411,0.15795000,0.00259100,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00064775,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.898202,downslope,6.217874,-0.126247,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1412,0.20250000,0.00317876,0.32000000,0.04500000,1.00000000,1412,0.15795000,0.00254301,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00063575,-0.00600000,0.00400000,0,delta_vx_too_large
1784671711.998260,downslope,6.220538,-0.123858,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1413,0.20250000,0.00312671,0.32000000,0.04500000,1.00000000,1413,0.15795000,0.00250137,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00062534,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.098478,downslope,6.223383,-0.121494,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1414,0.20250000,0.00306737,0.32000000,0.04500000,1.00000000,1414,0.15795000,0.00245390,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00061347,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.198010,downslope,6.226283,-0.119187,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1415,0.20250000,0.00301574,0.32000000,0.04500000,1.00000000,1415,0.15795000,0.00241259,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00060315,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.298287,downslope,6.229618,-0.116653,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1416,0.20250000,0.00295752,0.32000000,0.04500000,1.00000000,1416,0.15795000,0.00236601,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00059150,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.398154,downslope,6.234856,-0.112568,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1417,0.20250000,0.00287242,0.32000000,0.04500000,1.00000000,1417,0.15795000,0.00229793,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00057448,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.498114,downslope,6.238614,-0.109486,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1418,0.20250000,0.00277700,0.32000000,0.04500000,1.00000000,1418,0.15795000,0.00222160,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00055540,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.598187,downslope,6.241760,-0.106497,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1419,0.20250000,0.00270250,0.32000000,0.04500000,1.00000000,1419,0.15795000,0.00216200,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00054050,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.698198,downslope,6.244887,-0.102896,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1420,0.20250000,0.00262761,0.32000000,0.04500000,1.00000000,1420,0.15795000,0.00210208,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00052552,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.798502,downslope,6.247912,-0.098957,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1421,0.20250000,0.00253194,0.32000000,0.04500000,1.00000000,1421,0.15795000,0.00202555,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00050639,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.898072,downslope,6.250498,-0.095172,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1422,0.20250000,0.00243173,0.32000000,0.04500000,1.00000000,1422,0.15795000,0.00194538,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00048635,-0.00600000,0.00400000,0,delta_vx_too_large
1784671712.998066,downslope,6.253308,-0.090581,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1423,0.20250000,0.00232708,0.32000000,0.04500000,1.00000000,1423,0.15795000,0.00186167,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00046542,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.098300,downslope,6.255807,-0.086344,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1424,0.20250000,0.00221617,0.32000000,0.04500000,1.00000000,1424,0.15795000,0.00177293,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00044323,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.198074,downslope,6.259829,-0.084104,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1425,0.20250000,0.00212844,0.32000000,0.04500000,1.00000000,1425,0.15795000,0.00170275,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00042569,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.298460,downslope,6.265070,-0.082106,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1426,0.20250000,0.00207805,0.32000000,0.04500000,1.00000000,1426,0.15795000,0.00166244,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00041561,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.397949,downslope,6.269534,-0.080947,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1427,0.20250000,0.00203983,0.32000000,0.04500000,1.00000000,1427,0.15795000,0.00163187,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00040797,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.498228,downslope,6.273819,-0.079714,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1428,0.20250000,0.00201346,0.32000000,0.04500000,1.00000000,1428,0.15795000,0.00161077,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00040269,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.598122,downslope,6.278022,-0.078369,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1429,0.20250000,0.00198228,0.32000000,0.04500000,1.00000000,1429,0.15795000,0.00158583,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00039646,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.698104,downslope,6.282383,-0.077098,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1430,0.20250000,0.00194432,0.32000000,0.04500000,1.00000000,1430,0.15795000,0.00155546,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00038886,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.798121,downslope,6.286561,-0.076033,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1431,0.20250000,0.00191470,0.32000000,0.04500000,1.00000000,1431,0.15795000,0.00153176,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00038294,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.898252,downslope,6.290806,-0.074920,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1432,0.20250000,0.00188759,0.32000000,0.04500000,1.00000000,1432,0.15795000,0.00151007,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00037752,-0.00600000,0.00400000,0,delta_vx_too_large
1784671713.998054,downslope,6.295657,-0.073694,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1433,0.20250000,0.00186055,0.32000000,0.04500000,1.00000000,1433,0.15795000,0.00148844,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00037211,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.098226,downslope,6.300413,-0.072204,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1434,0.20250000,0.00182559,0.32000000,0.04500000,1.00000000,1434,0.15795000,0.00146047,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00036512,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.197973,downslope,6.304892,-0.070777,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1435,0.20250000,0.00179021,0.32000000,0.04500000,1.00000000,1435,0.15795000,0.00143217,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00035804,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.298151,downslope,6.308989,-0.068934,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1436,0.20250000,0.00175020,0.32000000,0.04500000,1.00000000,1436,0.15795000,0.00140016,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00035004,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.398180,downslope,6.312837,-0.066961,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1437,0.20250000,0.00170120,0.32000000,0.04500000,1.00000000,1437,0.15795000,0.00136096,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00034024,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.497982,downslope,6.316751,-0.064727,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1438,0.20250000,0.00165027,0.32000000,0.04500000,1.00000000,1438,0.15795000,0.00132021,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00033005,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.597937,downslope,6.320292,-0.062517,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1439,0.20250000,0.00159408,0.32000000,0.04500000,1.00000000,1439,0.15795000,0.00127527,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00031882,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.698891,downslope,6.323872,-0.059984,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1440,0.20250000,0.00154426,0.32000000,0.04500000,1.00000000,1440,0.15795000,0.00123541,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00030885,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.798130,downslope,6.327223,-0.057520,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1441,0.20250000,0.00147186,0.32000000,0.04500000,1.00000000,1441,0.15795000,0.00117749,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00029437,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.898246,downslope,6.331478,-0.056297,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1442,0.20250000,0.00141505,0.32000000,0.04500000,1.00000000,1442,0.15795000,0.00113204,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00028301,-0.00600000,0.00400000,0,delta_vx_too_large
1784671714.998193,downslope,6.336544,-0.055702,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1443,0.20250000,0.00140558,0.32000000,0.04500000,1.00000000,1443,0.15795000,0.00112446,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00028112,-0.00600000,0.00400000,0,delta_vx_too_large
1784671715.098565,downslope,6.340005,-0.054634,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1444,0.20250000,0.00138117,0.32000000,0.04500000,1.00000000,1444,0.15795000,0.00110494,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00027623,-0.00600000,0.00400000,0,delta_vx_too_large
1784671715.198183,downslope,6.343658,-0.053909,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1445,0.20250000,0.00135432,0.32000000,0.04500000,1.00000000,1445,0.15795000,0.00108346,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00027086,-0.00600000,0.00400000,0,delta_vx_too_large
1784671715.298447,downslope,6.347294,-0.053509,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1446,0.20250000,0.00134252,0.32000000,0.04500000,1.00000000,1446,0.15795000,0.00107401,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00026850,-0.00600000,0.00400000,0,delta_vx_too_large
1784671715.398108,downslope,6.350639,-0.053035,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1447,0.20250000,0.00133186,0.32000000,0.04500000,1.00000000,1447,0.15795000,0.00106549,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00026637,-0.00600000,0.00400000,0,delta_vx_too_large
1784671715.498218,downslope,6.354024,-0.052727,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1448,0.20250000,0.00132145,0.32000000,0.04500000,1.00000000,1448,0.15795000,0.00105716,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00026429,-0.00600000,0.00400000,0,delta_vx_too_large
1784671715.598540,downslope,6.357573,-0.052652,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1449,0.20250000,0.00131397,0.32000000,0.04500000,1.00000000,1449,0.15795000,0.00105117,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00026279,-0.00600000,0.00400000,0,delta_vx_too_large
1784671715.698244,downslope,6.361889,-0.052837,6,0.78000000,0.00000000,0.80000000,-0.00600000,0.00400000,0.30000000,-0.10000000,0,0,1450,0.20250000,0.00131748,0.32000000,0.04500000,1.00000000,1450,0.15795000,0.00105399,0.31400000,0.04900000,1.00000000,-0.04455000,-0.00026350,-0.00600000,0.00400000,0,delta_vx_too_large
