context_id,seed,split_group,terrain,beta_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,status,success,m4_interventions,feasible,infeasible_reason,raw_log_relpath,source_stage,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m
rough_seed_1,1,val,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0000.jsonl,T6.12e_heldout,39,5,7.800000000000001,1.677690442493701,215.4152696312218,0.011040398587804253,0.09135341803557682,0.026713525398553928,0.16439446913988087,0.06611003088185875,0.006405124099280767,0.0014869038087617073,4.649248635169052,0.3489443531688565,0.06611003088185875,0.3489443531688565,attitude,128.39989081122192
rough_seed_21,21,val,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0001.jsonl,T6.12e_heldout,41,5,8.200000000000001,1.6647079471788169,212.29052883407445,0.009632921599869339,0.06633088801059946,0.02385420552501078,0.12311543510690148,0.0705580500320811,0.009300833867865382,0.001924310455420612,4.92578894327774,0.25336532895748415,0.0705580500320811,0.25336532895748415,attitude,127.52418776749612
rough_seed_16,16,val,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0002.jsonl,T6.12e_heldout,38,5,7.6,1.6624285189831451,210.60710197657846,0.006401383243488359,0.06000944342711303,0.014881634353991768,0.12949829227191434,0.06648936170214202,0.0019342359767895929,0.0003626692456480638,4.5716251334816365,0.2292191892868437,0.06648936170214202,0.2292191892868437,attitude,126.68641061656001
rough_seed_14,14,val,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0003.jsonl,T6.12e_heldout,39,5,7.800000000000001,1.6866000490058757,214.90031890904774,0.008307977146574963,0.06753483048379343,0.020982280596619572,0.14010867841606567,0.07068945471458295,0.007324729682596435,0.0004650622020695821,4.624688588499399,0.2579640504568546,0.07068945471458295,0.2579640504568546,attitude,127.4162887850711
rough_seed_27,27,test,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0004.jsonl,T6.12e_heldout,38,5,7.6,1.6796550831504002,226.11921276886275,0.010441451061394085,0.10638844211717104,0.0245671412796611,0.21666765279415648,0.08853480292322342,0.011021924044569382,0.0025158739666952417,4.524738487228737,0.4063739148190502,0.08853480292322342,0.4063739148190502,attitude,134.62240851541276
rough_seed_2,2,test,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0005.jsonl,T6.12e_heldout,42,5,8.4,1.6968534507300124,226.55877022066784,0.011437758300193297,0.09299469912742572,0.03362016250144065,0.18789373761639339,0.0784228769497523,0.007040727902948077,0.0008665511265165526,4.950339109359263,0.3552135851393609,0.0784228769497523,0.3552135851393609,attitude,133.51699295139412
rough_seed_3,3,test,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0006.jsonl,T6.12e_heldout,38,5,7.6,1.6916289882489288,211.97190849367695,0.0064746431641959775,0.079468056819697,0.014706663760484417,0.11355381555120703,0.06180665610143665,0.003901011824942584,0.000487626478117823,4.492710903392036,0.30354561745829717,0.06180665610143665,0.30354561745829717,attitude,125.30638217136332
rough_seed_19,19,test,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0007.jsonl,T6.12e_heldout,38,5,7.6,1.670595839803227,228.54802315760986,0.008136393659076587,0.0951303414270761,0.016001717077325884,0.1615831429085932,0.08321377331421895,0.006336681013870171,0.0002391200382592407,4.549275066371035,0.36337113782733294,0.08321377331421895,0.36337113782733294,attitude,136.80629252885583
rough_seed_26,26,test,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0008.jsonl,T6.12e_heldout,38,5,7.6,1.6523593329163835,198.7609541679928,0.005403560733766441,0.061786165796195974,0.017161205684206416,0.13842919616339544,0.05991808074898805,0.0024575775307202757,0.0001170275014628746,4.59948380996895,0.23600576882783955,0.05991808074898805,0.23600576882783955,attitude,120.28918299337676
rough_seed_9,9,hard,rough_perlin,14,lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,m4,0,1,0,status_not_success+m4_intervention,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/14_lm020_ls000_le080/attempt_001/env_logs/episode_0009.jsonl,T6.12e_heldout,7,,1.3619999999999615,0.284264020756845,55.56361983722517,,,,,,,,,,,,,
