policy,checkpoint,trained_reward_mode,eval_reward_mode,group,terrain,seed,status,settled,settling_steps,success,m4_terminal,m4_interventions,policy_steps,initial_goal_distance_m,final_goal_distance_m,progress_m,decision_time_s,energy_abs_j,energy_bracket_time_s,mean_cost_motion,mean_cost_stability,mean_cost_energy,sum_cost_motion,sum_cost_stability,sum_cost_energy,mean_progress_rate_mps,mean_energy_power_ratio,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,mean_action_vx_norm,mean_abs_action_yaw_norm,mean_action_height_norm,mean_requested_vx_mps,mean_abs_requested_yaw_rps,mean_requested_height_m,mean_requested_clearance_m,mean_applied_vx_mps,mean_abs_applied_yaw_rps,mean_applied_height_m,mean_applied_clearance_m,beta_name,beta_motion,beta_stability,beta_energy
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27027,success,True,5,True,False,0,34,1.785599907755503,0.13508085884853627,1.6505190489069665,6.942000000000001,160.38821080618308,6.9399999999994995,0.20278592850707208,0.01127110473648551,0.5398095436365559,6.894721569240451,0.38321756104050736,18.3535244836429,0.23777125719434236,1.0576663120306902,0.003825035084960367,0.027794052021573073,0.009399247355759144,0.04599037766456604,0.09155456261599765,0.02315917532884187,-0.03101191231433083,0.21831091252319954,0.009263670131536747,0.2981392852611401,0.06,0.21831091252319954,0.009263670131536747,0.2981392852611401,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27028,success,True,5,True,False,0,34,1.785599907755503,0.13585623675781547,1.6497436709976874,6.94,159.47689797927794,6.937999999999498,0.2028468856769183,0.011268477762874778,0.5367423895188741,6.896794113015222,0.3831282439377425,18.24924124364172,0.23772249145846538,1.0526363543560766,0.003751753419034438,0.027790813083169056,0.009285920299589634,0.04590272158384323,0.09157238199430354,0.023175076153540218,-0.031027583569726524,0.21831447639886073,0.009270030461416086,0.2981383449858164,0.06,0.21831447639886073,0.009270030461416086,0.2981383449858164,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27029,success,True,5,True,False,0,34,1.785599907755503,0.13917151173955608,1.646428396015947,6.924000000000003,159.11282222966784,6.921999999999492,0.2028322119230605,0.011278937683790862,0.5355170403285672,6.896295205384057,0.3834838812488893,18.207579371171285,0.23773423046155162,1.0529859383971203,0.0037999976328860403,0.027803708444508513,0.009140453301370144,0.045990634709596634,0.09160090106375077,0.023112143983941198,-0.03104174169985687,0.21832018021275013,0.009244857593576478,0.29813749549800855,0.06,0.21832018021275013,0.009244857593576478,0.29813749549800855,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27030,success,True,5,True,False,0,34,1.7823112223059427,0.13613498030001708,1.6461762420059256,6.936000000000002,160.12991454880316,6.9239999999994986,0.2033012664784807,0.01126279230654685,0.5389402105096482,6.912243060268344,0.38293493842259285,18.323967157328042,0.23735898681721543,1.059506192300327,0.003841266609662169,0.027783801160596866,0.009662016294896603,0.04603154584765434,0.091545470058918,0.023193831211435336,-0.031001556226435828,0.21830909401178358,0.009277532484574134,0.2981399066264139,0.06,0.21830909401178358,0.009277532484574134,0.2981399066264139,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27031,success,True,5,True,False,0,34,1.785599907755503,0.13385421699610311,1.6517456907594,6.956,160.4749223452818,6.953999999999501,0.2031993275763825,0.011343150345441987,0.5401013837669101,6.9087771375970055,0.38566711174502755,18.363447048074942,0.237440537938894,1.0564713547274216,0.0037763086389544513,0.02788274156912366,0.009340843185782433,0.04599017649888992,0.0915354225127136,0.023213243829291862,-0.030998053878326628,0.21830708450254274,0.009285297531716743,0.29814011676730034,0.06,0.21830708450254274,0.009285297531716743,0.29814011676730034,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27032,success,True,5,True,False,0,34,1.7889681907245567,0.1355812078693172,1.6533869828552394,6.960000000000003,160.51469338664975,6.955999999999497,0.20305339745831014,0.01138207029850228,0.5402352389148841,6.903815513582544,0.3869903901490775,18.36799812310606,0.2375572820333519,1.0565256162049197,0.0037580793410028047,0.027930535325182106,0.008971547707915306,0.0458507165312767,0.09151126970263089,0.02322978907614015,-0.0309871596229427,0.21830225394052616,0.009291915630456062,0.2981407704226234,0.06,0.21830225394052616,0.009291915630456062,0.2981407704226234,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27033,success,True,5,True,False,0,34,1.7823112223059427,0.1342201254045561,1.6480910969013867,6.952000000000001,159.31996181574686,6.945999999999501,0.2036506524371058,0.011323680233231673,0.5362141983358067,6.9241221828615975,0.3850051279298769,18.23128274341743,0.23707947805031537,1.049702334018214,0.0037493761538527504,0.027858801294579506,0.009736938402056694,0.04613802954554558,0.09147053628283389,0.023242143885855673,-0.0309482920805321,0.21829410725656676,0.00929685755434227,0.298143102475168,0.06,0.21829410725656676,0.00929685755434227,0.298143102475168,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27034,success,True,5,True,False,0,34,1.7889681907245567,0.142062936719524,1.6469052540050326,6.930000000000003,155.42075424381224,6.929999999999488,0.20285236395503534,0.011334485203321665,0.5230908556077446,6.896980374471202,0.3853724969129366,17.785089090663316,0.23771810883597175,1.0266228029305506,0.003599848458248718,0.027872089302341606,0.008971547707915306,0.045785125344991684,0.09166331326260287,0.02305314883329522,-0.031119962825494653,0.21833266265252058,0.009221259533318088,0.29813280223047034,0.06,0.21833266265252058,0.009221259533318088,0.29813280223047034,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27035,success,True,5,True,False,0,34,1.785599907755503,0.13503809011759108,1.6505618176379118,6.95,160.48367909464758,6.949999999999498,0.20314606966111906,0.011357881827509207,0.5401308558637374,6.906966368478048,0.38616798213531306,18.36444909936707,0.23748314427110476,1.0578443694970194,0.0037903782100042437,0.02790084154128196,0.009340843185782433,0.04607563465833664,0.09152152038672391,0.023206661221646593,-0.030984160791644278,0.2183043040773448,0.009282664488658639,0.2981409503525014,0.06,0.2183043040773448,0.009282664488658639,0.2981409503525014,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,flat,flat,27036,success,True,5,True,False,0,34,1.785599907755503,0.13581689214808254,1.6497830156074205,6.948000000000001,160.52281274860445,6.945999999999497,0.2031937295472977,0.011346392625228716,0.5402625657928969,6.908586804608122,0.38577734925777635,18.368927236958495,0.2374450163621619,1.0584407320191438,0.0037896795518054262,0.027886726235031807,0.009340843185782433,0.04599017649888992,0.09152343891122762,0.02320238001394661,-0.030986594145788866,0.21830468778224554,0.009280952005578644,0.2981408043512527,0.06,0.21830468778224554,0.009280952005578644,0.2981408043512527,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27027,success,True,5,True,False,0,34,1.7870813494598625,0.14558976915735924,1.6414915803025032,6.946000000000002,172.5644584787783,6.945999999999499,0.20460490422416078,0.009809118264765129,0.580790452808815,6.956566743621466,0.3335100210020144,19.74687539549971,0.23631607662067142,1.137771059423253,0.00521751632011657,0.025928871277498645,0.025311196222901344,0.037286993116140366,0.09452265588676229,0.03262442383257782,-0.03797860542202697,0.21890453117735245,0.013049769533031129,0.29772128367467837,0.06,0.21890453117735245,0.013049769533031129,0.29772128367467837,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27028,success,True,5,True,False,0,34,1.7905608584546924,0.14399687328963387,1.6465639851650584,6.966000000000004,171.76367323873208,6.965999999999501,0.20455835444366255,0.010530943737597479,0.578095295148489,6.954984051084526,0.35805208707831426,19.655240035048628,0.23635331644507,1.1295379619734893,0.005575351255983554,0.026865954145027945,0.026281628757715225,0.03936215490102768,0.09443747909630046,0.03277225597241126,-0.037932832780129766,0.21888749581926012,0.013108902388964509,0.2977240300331922,0.06,0.21888749581926012,0.013108902388964509,0.2977240300331922,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27029,success,True,5,True,False,0,34,1.7870813494598625,0.14347759233404903,1.6436037571258135,6.964000000000002,172.49829925453014,6.963999999999502,0.20493310684729413,0.0098001680933653,0.5805677844439192,6.967725632808,0.33320571517442016,19.739304671093254,0.23605351452216466,1.133987660608199,0.005201451956779187,0.025917039414218433,0.025311196222901344,0.037286993116140366,0.09451276480275042,0.03260571509599686,-0.03797624347841039,0.21890255296055008,0.013042286038398744,0.2977214253912953,0.06,0.21890255296055008,0.013042286038398744,0.2977214253912953,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27030,success,True,5,True,False,0,34,1.7870813494598625,0.14778841532431644,1.639292934135546,6.9300000000000015,172.06545587376914,6.929999999999495,0.2042292021398552,0.009725393494154685,0.5791109879209064,6.943792872755077,0.3306633788012593,19.689773589310818,0.23661663828811583,1.1355921622327487,0.0052082503546970905,0.025817977545842478,0.025311196222901344,0.037286993116140366,0.09457700042163625,0.03253024181022363,-0.038020807482740455,0.21891540008432722,0.013012096724089456,0.29771875155103555,0.06,0.21891540008432722,0.013012096724089456,0.29771875155103555,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27031,success,True,5,True,False,0,34,1.7837684656509563,0.14193504603848792,1.6418334196124684,6.967999999999998,168.8525477015092,6.965999999999507,0.2055347178192255,0.010292064683519833,0.568297484325498,6.988180405853667,0.34993019923967433,19.322114467066932,0.2355722257446196,1.1101538813127445,0.00529452616161003,0.02655949912755848,0.02444267086684704,0.03765227273106575,0.09446161590954837,0.03285839327145368,-0.03791496009730241,0.21889232318190968,0.01314335730858147,0.29772510239416183,0.06,0.21889232318190968,0.01314335730858147,0.29772510239416183,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27032,success,True,5,True,False,0,34,1.7870813494598625,0.14815952772937074,1.6389218217304917,6.934,172.13652632416566,6.929999999999494,0.20453323149440447,0.009719938136177655,0.5793501857223018,6.954129870809752,0.3304778966300403,19.69790631455826,0.23637341480447643,1.1372221167665073,0.005223226387931105,0.025810735273274512,0.025394342839717865,0.0373145267367363,0.09454782745417427,0.03257866224328823,-0.03799677612807821,0.21890956549083485,0.013031464897315291,0.29772019343231526,0.06,0.21890956549083485,0.013031464897315291,0.29772019343231526,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27033,success,True,5,True,False,0,34,1.7870813494598625,0.1462988511402185,1.640782498319644,6.9440000000000035,172.89222447406823,6.9419999999994975,0.20463461071243727,0.009780384694420708,0.581893596309498,6.957576764222867,0.3325330796103041,19.784382274522933,0.2362923114300502,1.14002864145624,0.0052299359809283436,0.025890867170980634,0.025394342839717865,0.0373145267367363,0.09453255989972283,0.03260974023107659,-0.03798608405186849,0.21890651197994454,0.013043896092430634,0.2977208349568879,0.06,0.21890651197994454,0.013043896092430634,0.2977208349568879,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27034,success,True,5,True,False,0,34,1.7870813494598625,0.14419282030873917,1.6428885291511233,6.954,172.2715573750616,6.9539999999995015,0.2047064474410161,0.009814829716669936,0.579804652104803,6.960019212994547,0.33370421036677783,19.713358171563304,0.2362348420471871,1.134613159625527,0.0052241420064061475,0.02593641891926998,0.025311196222901344,0.037286993116140366,0.09448517113924026,0.032635497285381836,-0.03795576133929631,0.21889703422784804,0.013054198914152736,0.2977226543196422,0.06,0.21889703422784804,0.013054198914152736,0.2977226543196422,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
beta_conditioned,results/icra27/phase1a_beta_conditioned_v2_seed27027/checkpoint_update_0020.pt,tracer_cost_v2,tracer_cost_v2,low_friction,low_friction,27035,success,True,5,True,False,0,34,1.7870813494598625,0.1493081098491157,1.637773239610747,6.9380000000000015,170.50178835502692,6.929999999999492,0.20493656840762867,0.00959039138814898,0.5738482404568078,6.967843325859374,0.32607330719706534,19.510840175531467,0.2360507452738971,1.1262683642000255,0.005165328347876221,0.02563815633885188,0.025311196222901344,0.037286993116140366,0.09464638548738816,0.03235362027771771,-0.03807988401283236,0.21892927709747767,0.012941448111087083,0.2977152069592301,0.06,0.21892927709747767,0.012941448111087083,0.2977152069592301,0.06,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333
