descriptor,variant,test_context,nearest_context,preference_name,transferred_beta,shadow_oracle_beta,shadow_score_excess,frozen_oracle_score,transferred_frozen_score,frozen_score_excess
v1,baseline,rough_seed_7,rough_seed_28,wm000_ws020_we080,lm000_ls080_le020,lm020_ls020_le060,0.42713498713112646,0.0,0.42713498713112646,0.42713498713112646
v1,baseline,rough_seed_7,rough_seed_28,wm000_ws000_we100,lm000_ls080_le020,lm020_ls020_le060,0.5319926571699986,0.0,0.5319926571699986,0.5319926571699986
v1,baseline,rough_seed_7,rough_seed_28,balanced,lm000_ls100_le000,lm000_ls060_le040,0.0060408283621881664,0.22386239429317928,0.22990322265536745,0.0060408283621881664
v1,baseline,rough_seed_7,rough_seed_28,motion,lm060_ls040_le000,lm000_ls100_le000,0.04877467692492014,0.11065640030868305,0.1594310772336032,0.04877467692492014
v1,baseline,rough_seed_7,rough_seed_28,stability,lm000_ls100_le000,lm020_ls020_le060,0.18249078514714503,0.1515,0.33399078514714503,0.18249078514714503
v1,baseline,rough_seed_7,rough_seed_28,energy,lm000_ls100_le000,lm020_ls020_le060,0.3278607844503265,0.1515,0.47936078445032654,0.3278607844503265
v1,baseline,rough_seed_15,rough_seed_28,wm100_ws000_we000,lm100_ls000_le000,lm040_ls060_le000,0.14916620621221902,0.0,0.14916620621221902,0.14916620621221902
v1,baseline,rough_seed_15,rough_seed_28,wm080_ws020_we000,lm060_ls040_le000,lm080_ls020_le000,0.0221311627686831,0.0962897550200626,0.1184209177887457,0.0221311627686831
v1,baseline,rough_seed_15,rough_seed_28,wm080_ws000_we020,lm040_ls060_le000,lm020_ls060_le020,0.04450610998950461,0.05259529022903838,0.097101400218543,0.04450610998950461
v1,baseline,rough_seed_15,rough_seed_28,wm060_ws040_we000,lm000_ls100_le000,lm060_ls040_le000,0.259451905567282,0.13357670966840973,0.3930286152356917,0.259451905567282
v1,baseline,rough_seed_15,rough_seed_28,wm060_ws020_we020,lm040_ls060_le000,lm060_ls040_le000,0.00880042985616794,0.0989941531530156,0.10779458300918354,0.00880042985616794
v1,baseline,rough_seed_15,rough_seed_28,wm060_ws000_we040,lm000_ls100_le000,lm000_ls080_le020,0.2382998414550778,0.10375638555318287,0.34205622700826066,0.2382998414550778
v1,baseline,rough_seed_15,rough_seed_28,wm040_ws060_we000,lm000_ls100_le000,lm060_ls040_le000,0.3896920069314136,0.19963632702685763,0.5893283339582712,0.3896920069314136
v1,baseline,rough_seed_15,rough_seed_28,wm040_ws040_we020,lm000_ls100_le000,lm060_ls040_le000,0.26038466038256025,0.13425019216796522,0.3946348525505255,0.26038466038256025
v1,baseline,rough_seed_15,rough_seed_28,wm040_ws020_we040,lm000_ls100_le000,lm000_ls080_le020,0.2250782862651057,0.11883651661357011,0.3439148028786758,0.2250782862651057
v1,baseline,rough_seed_15,rough_seed_28,wm040_ws000_we060,lm000_ls100_le000,lm000_ls080_le020,0.44369882791500276,0.06917092370212191,0.5128697516171247,0.44369882791500276
v1,baseline,rough_seed_15,rough_seed_28,wm020_ws080_we000,lm000_ls100_le000,lm000_ls060_le040,0.6165590774132326,0.16906897526761827,0.7856280526808509,0.6165590774132326
v1,baseline,rough_seed_15,rough_seed_28,wm020_ws060_we020,lm000_ls100_le000,lm020_ls040_le040,0.4542837418447013,0.13665082942840379,0.5909345712731051,0.4542837418447013
v1,baseline,rough_seed_15,rough_seed_28,wm020_ws040_we040,lm000_ls100_le000,lm060_ls040_le000,0.199710258510842,0.19653083135451732,0.39624108986535933,0.199710258510842
v1,baseline,rough_seed_15,rough_seed_28,wm020_ws020_we060,lm000_ls100_le000,lm000_ls080_le020,0.39623424118932676,0.11849408629821308,0.5147283274875398,0.39623424118932676
v1,baseline,rough_seed_15,rough_seed_28,wm020_ws000_we080,lm000_ls100_le000,lm000_ls080_le020,0.6490978143749279,0.034585461851060956,0.6836832762259888,0.6490978143749279
v1,baseline,rough_seed_15,rough_seed_28,wm000_ws100_we000,lm000_ls100_le000,lm000_ls040_le060,0.9819277714034305,0.0,0.9819277714034305,0.9819277714034305
v1,baseline,rough_seed_15,rough_seed_28,wm000_ws080_we020,lm000_ls100_le000,lm000_ls040_le060,0.7034622936599307,0.0837719963357539,0.7872342899956847,0.7034622936599307
v1,baseline,rough_seed_15,rough_seed_28,wm000_ws060_we040,lm000_ls100_le000,lm000_ls040_le060,0.4249968159164311,0.1675439926715078,0.5925408085879389,0.4249968159164311
v1,baseline,rough_seed_15,rough_seed_28,wm000_ws040_we060,lm000_ls100_le000,lm000_ls080_le020,0.2802835913922429,0.23630331196571208,0.516586903357955,0.2802835913922429
v1,baseline,rough_seed_15,rough_seed_28,wm000_ws020_we080,lm000_ls080_le020,lm000_ls080_le020,0.0,0.11815165598285604,0.11815165598285604,0.0
v1,baseline,rough_seed_15,rough_seed_28,wm000_ws000_we100,lm000_ls080_le020,lm000_ls080_le020,0.0,0.0,0.0,0.0
v1,baseline,rough_seed_15,rough_seed_28,balanced,lm000_ls100_le000,lm060_ls040_le000,0.16625383256553808,0.16401860528735004,0.3302724378528881,0.16625383256553808
v1,baseline,rough_seed_15,rough_seed_28,motion,lm060_ls040_le000,lm040_ls060_le000,0.023413981212355606,0.08084593725688764,0.10425991846924325,0.023413981212355606
v1,baseline,rough_seed_15,rough_seed_28,stability,lm000_ls100_le000,lm000_ls040_le060,0.5365608020259655,0.15212206927972094,0.6886828713056864,0.5365608020259655
v1,baseline,rough_seed_15,rough_seed_28,energy,lm000_ls100_le000,lm000_ls080_le020,0.5107998811007083,0.08887056472365981,0.5996704458243681,0.5107998811007083
v1,baseline,rough_seed_0,rough_seed_20,wm100_ws000_we000,lm100_ls000_le000,lm080_ls020_le000,0.10619701109911484,0.0,0.10619701109911484,0.10619701109911484
v1,baseline,rough_seed_0,rough_seed_20,wm080_ws020_we000,lm080_ls000_le020,lm100_ls000_le000,0.1105955889493414,0.1321155908798785,0.24271117982921991,0.1105955889493414
v1,baseline,rough_seed_0,rough_seed_20,wm080_ws000_we020,lm060_ls020_le020,lm060_ls040_le000,0.11111882998302339,0.07240453062202368,0.18352336060504706,0.11111882998302339
v1,baseline,rough_seed_0,rough_seed_20,wm060_ws040_we000,lm000_ls060_le040,lm100_ls000_le000,0.17551194617638405,0.26317972620432023,0.4386916723807043,0.17551194617638405
v1,baseline,rough_seed_0,rough_seed_20,wm060_ws020_we020,lm080_ls000_le020,lm100_ls000_le000,0.11194022269742901,0.13190529976879115,0.24384552246622015,0.11194022269742901
v1,baseline,rough_seed_0,rough_seed_20,wm060_ws000_we040,lm060_ls020_le020,lm060_ls040_le000,0.08390465650159526,0.0545652943321587,0.13846995083375396,0.08390465650159526
v1,baseline,rough_seed_0,rough_seed_20,wm040_ws060_we000,lm060_ls000_le040,lm060_ls000_le040,0.0,0.2718203446830262,0.2718203446830262,0.0
v1,baseline,rough_seed_0,rough_seed_20,wm040_ws040_we020,lm040_ls020_le040,lm100_ls000_le000,0.018297314571020407,0.26296943509323284,0.28126674966425325,0.018297314571020407
v1,baseline,rough_seed_0,rough_seed_20,wm040_ws020_we040,lm060_ls020_le020,lm100_ls000_le000,0.03301480440266974,0.13169500865770378,0.16470981306037352,0.03301480440266974
v1,baseline,rough_seed_0,rough_seed_20,wm040_ws000_we060,lm060_ls020_le020,lm100_ls000_le000,0.15899557420090568,0.04247880443964593,0.20147437864055162,0.15899557420090568
v1,baseline,rough_seed_0,rough_seed_20,wm020_ws080_we000,lm020_ls020_le060,lm060_ls000_le040,0.1445965525542353,0.1364945676812423,0.2810911202354776,0.1445965525542353
v1,baseline,rough_seed_0,rough_seed_20,wm020_ws060_we020,lm000_ls040_le060,lm000_ls060_le040,0.055089853247865944,0.14786028400704418,0.20295013725491012,0.055089853247865944
v1,baseline,rough_seed_0,rough_seed_20,wm020_ws040_we040,lm000_ls060_le040,lm000_ls040_le060,0.07821929788411167,0.2039002745098202,0.2821195723939319,0.07821929788411167
v1,baseline,rough_seed_0,rough_seed_20,wm020_ws020_we060,lm060_ls020_le020,lm100_ls000_le000,0.0711457533299848,0.13148471754661642,0.20263047087660122,0.0711457533299848
v1,baseline,rough_seed_0,rough_seed_20,wm020_ws000_we080,lm060_ls020_le020,lm100_ls000_le000,0.24663872385412594,0.021239402219822966,0.2678781260739489,0.24663872385412594
v1,baseline,rough_seed_0,rough_seed_20,wm000_ws100_we000,lm000_ls000_le100,lm000_ls040_le060,1.0077251938548986,0.0,1.0077251938548986,1.0077251938548986
v1,baseline,rough_seed_0,rough_seed_20,wm000_ws080_we020,lm000_ls040_le060,lm000_ls040_le060,0.0,0.09596386274592054,0.09596386274592054,0.0
v1,baseline,rough_seed_0,rough_seed_20,wm000_ws060_we040,lm000_ls040_le060,lm000_ls040_le060,0.0,0.1919277254918411,0.1919277254918411,0.0
v1,baseline,rough_seed_0,rough_seed_20,wm000_ws040_we060,lm080_ls000_le020,lm100_ls000_le000,0.22491456323175824,0.26254885287105817,0.4874634161028164,0.22491456323175824
v1,baseline,rough_seed_0,rough_seed_20,wm000_ws020_we080,lm060_ls020_le020,lm100_ls000_le000,0.13775979187446943,0.13127442643552908,0.2690342183099985,0.13775979187446943
v1,baseline,rough_seed_0,rough_seed_20,wm000_ws000_we100,lm060_ls020_le020,lm100_ls000_le000,0.33428187350734617,0.0,0.33428187350734617,0.33428187350734617
v1,baseline,rough_seed_0,rough_seed_20,balanced,lm000_ls060_le040,lm100_ls000_le000,0.026947920889475147,0.21914119591102738,0.24608911680050252,0.026947920889475147
v1,baseline,rough_seed_0,rough_seed_20,motion,lm080_ls000_le020,lm100_ls000_le000,0.08403279600086859,0.09919183871545255,0.18322463471632114,0.08403279600086859
v1,baseline,rough_seed_0,rough_seed_20,stability,lm000_ls040_le060,lm000_ls060_le040,0.04118813123168527,0.11102447170949731,0.15221260294118258,0.04118813123168527
v1,baseline,rough_seed_0,rough_seed_20,energy,lm060_ls020_le020,lm100_ls000_le000,0.1369297833743251,0.09861353815996232,0.23554332153428742,0.1369297833743251
v1,baseline,rough_seed_5,rough_seed_17,wm100_ws000_we000,lm060_ls040_le000,lm000_ls100_le000,0.02165912241770377,0.0,0.02165912241770377,0.02165912241770377
v1,baseline,rough_seed_5,rough_seed_17,wm080_ws020_we000,lm100_ls000_le000,lm020_ls060_le020,0.0009865280114244313,0.1417892183131797,0.14277574632460413,0.0009865280114244313
v1,baseline,rough_seed_5,rough_seed_17,wm080_ws000_we020,lm100_ls000_le000,lm060_ls040_le000,0.03905555896943394,0.02538358769848591,0.06443914666791985,0.03905555896943394
v1,baseline,rough_seed_5,rough_seed_17,wm060_ws040_we000,lm100_ls000_le000,lm060_ls020_le020,0.04083517356079286,0.24392489939300094,0.2847600729537938,0.04083517356079286
v1,baseline,rough_seed_5,rough_seed_17,wm060_ws020_we020,lm100_ls000_le000,lm020_ls060_le020,0.0016340994527608566,0.14147579821119285,0.1431098976639537,0.0016340994527608566
v1,baseline,rough_seed_5,rough_seed_17,wm060_ws000_we040,lm100_ls000_le000,lm080_ls020_le000,0.05320578630660029,0.04674099175401099,0.09994677806061128,0.05320578630660029
v1,baseline,rough_seed_5,rough_seed_17,wm040_ws060_we000,lm100_ls000_le000,lm060_ls020_le020,0.06223974931854798,0.3645046502644354,0.4267443995829834,0.06223974931854798
v1,baseline,rough_seed_5,rough_seed_17,wm040_ws040_we020,lm100_ls000_le000,lm060_ls020_le020,0.04149139300519561,0.2436028312879478,0.2850942242931434,0.04149139300519561
v1,baseline,rough_seed_5,rough_seed_17,wm040_ws020_we040,lm100_ls000_le000,lm060_ls020_le020,0.020743036691843145,0.12270101231146018,0.14344404900330332,0.020743036691843145
v1,baseline,rough_seed_5,rough_seed_17,wm040_ws000_we060,lm100_ls000_le000,lm000_ls080_le020,0.10099013041084962,0.04853432683236005,0.14952445724320967,0.10099013041084962
v1,baseline,rough_seed_5,rough_seed_17,wm020_ws080_we000,lm100_ls000_le000,lm020_ls040_le040,0.38308899382830297,0.18563973238387022,0.5687287262121732,0.38308899382830297
v1,baseline,rough_seed_5,rough_seed_17,wm020_ws060_we020,lm100_ls000_le000,lm020_ls040_le040,0.24020295170750589,0.1868755992148271,0.427078550922333,0.24020295170750589
v1,baseline,rough_seed_5,rough_seed_17,wm020_ws040_we040,lm100_ls000_le000,lm000_ls040_le060,0.08154381866604163,0.20388455696645139,0.285428375632493,0.08154381866604163
v1,baseline,rough_seed_5,rough_seed_17,wm020_ws020_we060,lm100_ls000_le000,lm060_ls020_le020,0.028394581677603656,0.12237894420640703,0.1507735258840107,0.028394581677603656
v1,baseline,rough_seed_5,rough_seed_17,wm020_ws000_we080,lm020_ls060_le020,lm020_ls060_le020,0.0,0.031655430300672395,0.031655430300672395,0.0
v1,baseline,rough_seed_5,rough_seed_17,wm000_ws100_we000,lm060_ls000_le040,lm000_ls040_le060,0.11919280869751918,0.0,0.11919280869751918,0.11919280869751918
v1,baseline,rough_seed_5,rough_seed_17,wm000_ws080_we020,lm100_ls000_le000,lm000_ls040_le060,0.4738927507457281,0.0951701268057946,0.5690628775515227,0.4738927507457281
v1,baseline,rough_seed_5,rough_seed_17,wm000_ws060_we040,lm100_ls000_le000,lm000_ls040_le060,0.2370724486500934,0.1903402536115892,0.4274127022616826,0.2370724486500934
v1,baseline,rough_seed_5,rough_seed_17,wm000_ws040_we060,lm100_ls000_le000,lm060_ls020_le020,0.04280383189400111,0.2429586950778415,0.2857625269718426,0.04280383189400111
v1,baseline,rough_seed_5,rough_seed_17,wm000_ws020_we080,lm020_ls060_le020,lm060_ls020_le020,0.018478661803878374,0.12205687610135389,0.14053553790523227,0.018478661803878374
v1,baseline,rough_seed_5,rough_seed_17,wm000_ws000_we100,lm020_ls060_le020,lm020_ls060_le020,0.0,0.0,0.0,0.0
v1,baseline,rough_seed_5,rough_seed_17,balanced,lm100_ls000_le000,lm060_ls020_le020,0.034794014048878996,0.2031948689274342,0.2379888829763132,0.034794014048878996
v1,baseline,rough_seed_5,rough_seed_17,motion,lm100_ls000_le000,lm100_ls000_le000,0.0,0.10753027817181889,0.10753027817181889,0.0
v1,baseline,rough_seed_5,rough_seed_17,stability,lm100_ls000_le000,lm020_ls040_le040,0.35742547126321467,0.14056170513887578,0.49798717640209045,0.35742547126321467
v1,baseline,rough_seed_5,rough_seed_17,energy,lm020_ls060_le020,lm060_ls020_le020,0.013563746069392507,0.09207297243602183,0.10563671850541434,0.013563746069392507
v1,baseline,rough_seed_11,rough_seed_4,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0.1055186360505593,0.0,0.1055186360505593,0.1055186360505593
v1,baseline,rough_seed_11,rough_seed_4,wm080_ws020_we000,lm020_ls080_le000,lm080_ls020_le000,0.5290203553440517,0.19936358426270173,0.7283839396067534,0.5290203553440517
v1,baseline,rough_seed_11,rough_seed_4,wm080_ws000_we020,lm020_ls080_le000,lm100_ls000_le000,0.5296810085160554,0.19931779513940673,0.7289988036554621,0.5296810085160554
v1,baseline,rough_seed_11,rough_seed_4,wm060_ws040_we000,lm020_ls080_le000,lm080_ls020_le000,0.14860552515045916,0.3976824295546058,0.546287954705065,0.14860552515045916
v1,baseline,rough_seed_11,rough_seed_4,wm060_ws020_we020,lm020_ls080_le000,lm100_ls000_le000,0.3429293752375418,0.20397344351623176,0.5469028187537736,0.3429293752375418
v1,baseline,rough_seed_11,rough_seed_4,wm060_ws000_we040,lm020_ls080_le000,lm100_ls000_le000,0.1488820925236688,0.39863559027881346,0.5475176828024823,0.1488820925236688
v1,baseline,rough_seed_11,rough_seed_4,wm040_ws060_we000,lm020_ls080_le000,lm020_ls080_le000,0.0,0.3641919698033767,0.3641919698033767,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm040_ws040_we020,lm020_ls080_le000,lm020_ls080_le000,0.0,0.36480683385208534,0.36480683385208534,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm040_ws020_we040,lm020_ls080_le000,lm020_ls080_le000,0.0,0.36542169790079404,0.36542169790079404,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm040_ws000_we060,lm060_ls040_le000,lm020_ls080_le000,0.2894939174773533,0.36603656194950274,0.655530479426856,0.2894939174773533
v1,baseline,rough_seed_11,rough_seed_4,wm020_ws080_we000,lm000_ls100_le000,lm020_ls080_le000,0.0200158507327248,0.18209598490168835,0.20211183563441315,0.0200158507327248
v1,baseline,rough_seed_11,rough_seed_4,wm020_ws060_we020,lm000_ls100_le000,lm020_ls080_le000,0.019373027775412832,0.18271084895039702,0.20208387672580985,0.019373027775412832
v1,baseline,rough_seed_11,rough_seed_4,wm020_ws040_we040,lm000_ls100_le000,lm020_ls080_le000,0.018730204818100893,0.1833257129991057,0.20205591781720658,0.018730204818100893
v1,baseline,rough_seed_11,rough_seed_4,wm020_ws020_we060,lm020_ls080_le000,lm020_ls080_le000,0.0,0.1881067373023103,0.1881067373023103,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm020_ws000_we080,lm060_ls040_le000,lm000_ls100_le000,0.6710664906016244,0.202,0.8730664906016244,0.6710664906016244
v1,baseline,rough_seed_11,rough_seed_4,wm000_ws100_we000,lm000_ls100_le000,lm020_ls080_le000,0.01411924884465801,0.0,0.01411924884465801,0.01411924884465801
v1,baseline,rough_seed_11,rough_seed_4,wm000_ws080_we020,lm000_ls100_le000,lm000_ls100_le000,0.0,0.011295399075726409,0.011295399075726409,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm000_ws060_we040,lm000_ls100_le000,lm000_ls100_le000,0.0,0.008471549306794807,0.008471549306794807,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm000_ws040_we060,lm000_ls100_le000,lm000_ls100_le000,0.0,0.0056476995378632044,0.0056476995378632044,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm000_ws020_we080,lm000_ls100_le000,lm000_ls100_le000,0.0,0.0028238497689316022,0.0028238497689316022,0.0
v1,baseline,rough_seed_11,rough_seed_4,wm000_ws000_we100,lm000_ls100_le000,lm000_ls100_le000,0.0,0.0,0.0,0.0
v1,baseline,rough_seed_11,rough_seed_4,balanced,lm020_ls080_le000,lm020_ls080_le000,0.0,0.30451808158399496,0.30451808158399496,0.0
v1,baseline,rough_seed_11,rough_seed_4,motion,lm020_ls080_le000,lm100_ls000_le000,0.48481701255526677,0.1529800826371738,0.6377970951924405,0.48481701255526677
v1,baseline,rough_seed_11,rough_seed_4,stability,lm000_ls100_le000,lm020_ls080_le000,0.014564719467313747,0.13703313671279774,0.15159785618011148,0.014564719467313747
v1,baseline,rough_seed_11,rough_seed_4,energy,lm020_ls080_le000,lm000_ls100_le000,0.06718566994475078,0.15152096918145247,0.21870663912620325,0.06718566994475078
v1,baseline,rough_seed_4,rough_seed_12,wm100_ws000_we000,lm100_ls000_le000,lm080_ls020_le000,4.754650046730866,0.0,4.754650046730866,4.754650046730866
v1,baseline,rough_seed_4,rough_seed_12,wm080_ws020_we000,lm100_ls000_le000,lm020_ls080_le000,3.702133962438223,0.10360034889211242,3.805734311330335,3.702133962438223
v1,baseline,rough_seed_4,rough_seed_12,wm080_ws000_we020,lm100_ls000_le000,lm020_ls080_le000,3.7566741279533673,0.048722039426145156,3.8053961673795125,3.7566741279533673
v1,baseline,rough_seed_4,rough_seed_12,wm060_ws040_we000,lm100_ls000_le000,lm020_ls080_le000,2.6502171040454043,0.20660147188439923,2.8568185759298035,2.6502171040454043
v1,baseline,rough_seed_4,rough_seed_12,wm060_ws020_we020,lm100_ls000_le000,lm020_ls080_le000,2.7526953415465973,0.10378509043238345,2.856480431978981,2.7526953415465973
v1,baseline,rough_seed_4,rough_seed_12,wm060_ws000_we040,lm100_ls000_le000,lm020_ls080_le000,2.7942562350005606,0.06188605302759792,2.8561422880281584,2.7942562350005606
