eta_name,eta_motion,eta_stability,eta_energy,contexts,beta_changed_fraction,mean_beta_motion,mean_beta_stability,mean_beta_energy,mean_J_motion,mean_J_stability,mean_J_energy
balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,18,0.0,0.4005555555555556,0.3944444444444445,0.20499999999999996,4.558288603395641,0.2891227240842308,127.4620268101601
