context_id,terrain,seed,context_friction_mu,context_height_std_m,context_height_relief_p95_p05_m,context_slope_rms,context_slope_q95,preference_name,preference_kind,w_motion,w_stability,w_energy,selected_beta_name,selected_beta_motion,selected_beta_stability,selected_beta_energy,selected_lambda_motion,selected_lambda_stability,selected_lambda_energy,selected_J_motion_s_per_m,selected_J_stability,selected_J_energy_j_per_m,regret_motion,regret_stability,regret_energy,tchebycheff_max_term,tchebycheff_aug_term,scalarization_score,pareto_count
flat,flat,27100,0.8,0.0,0.0,0.0,0.0,wm000_ws000_we100,grid,0.0,0.0,1.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,flat,27100,0.8,0.0,0.0,0.0,0.0,balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,flat,27100,0.8,0.0,0.0,0.0,0.0,motion,canonical,0.7,0.15,0.15,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,flat,27100,0.8,0.0,0.0,0.0,0.0,stability,canonical,0.15,0.7,0.15,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,flat,27100,0.8,0.0,0.0,0.0,0.0,energy,canonical,0.15,0.15,0.7,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
low_friction,low_friction,27200,0.152,0.0,0.0,0.0,0.0,wm100_ws000_we000,grid,1.0,0.0,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.539224297512309,0.25137314479378425,110.58335893441934,0.0,1.0,0.5941920981184179,0.0,0.0,0.0,6
low_friction,low_friction,27200,0.152,0.0,0.0,0.0,0.0,wm080_ws020_we000,grid,0.8,0.2,0.0,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.14474589624929216,0.0024078221338887096,0.14715371838318086,6
low_friction,low_friction,27200,0.152,0.0,0.0,0.0,0.0,wm080_ws000_we020,grid,0.8,0.0,0.2,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.09603631713957882,0.0014154985406224193,0.09745181568020124,6
low_friction,low_friction,27200,0.152,0.0,0.0,0.0,0.0,wm060_ws040_we000,grid,0.6,0.4,0.0,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.547219700831385,0.25017519271203076,110.62720484327328,0.289373254786527,0.2926366484276484,0.8196512287900357,0.17362395287191618,0.0029067861224297553,0.17653073899434593,6
low_friction,low_friction,27200,0.152,0.0,0.0,0.0,0.0,wm060_ws020_we020,grid,0.6,0.2,0.2,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.544679391626769,0.2505255781359973,110.59918496615518,0.19743323458139905,0.49953124096951407,0.6755708048303816,0.1351141609660763,0.0035348034990881857,0.1386489644651645,6
