beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,group,terrain,seed,episode_index,raw_path,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m,context_id,source_stage,source_role,context_friction_mu,context_height_std_m,context_height_relief_p95_p05_m,context_slope_rms,context_slope_q95,pareto_rank,regret_motion,regret_stability,regret_energy
lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,rough,rough_perlin,13,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls060_le000/rough/episode_0000.jsonl,37,5,7.4,1.664595049000547,245.66550850985845,0.008476202804207956,0.12580656815379537,0.01925680385702834,0.19158741781079214,0.11043256997457503,0.009923664122139488,0.0016539440203565084,4.445525657692599,0.480545692682495,0.11043256997457503,0.480545692682495,attitude,147.58274612036152,rough_seed_13,OS-T5.3b,frozen_existing_physical_row,0.8,0.057342560135515086,0.17930769038200378,0.1402044779409948,0.2214621045737986,3,0.21332168223148967,0.0,0.7685590117254372
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,rough,rough_perlin,13,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls020_le040/rough/episode_0000.jsonl,37,5,7.4,1.6539683078922724,242.93686027100443,0.0084133170934872,0.12808799945447294,0.01700013734460808,0.18896573923838678,0.10770623222138112,0.009956038272564693,0.0009050943884149435,4.47408814587878,0.48926011833435273,0.10770623222138112,0.48926011833435273,attitude,146.88120631560952,rough_seed_13,OS-T5.3b,frozen_existing_physical_row,0.8,0.057342560135515086,0.17930769038200378,0.1402044779409948,0.2214621045737986,4,0.5217214330224189,0.8765833144301184,0.5295157030376247
lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,rough,rough_perlin,13,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls000_le060/rough/episode_0000.jsonl,37,5,7.4,1.6489101721458395,239.63148780513575,0.0071948861456698114,0.1276931762930398,0.01599323149649116,0.1858371479076173,0.10194174757283528,0.01111394992335424,0.002043944813490368,4.487812692895135,0.48775200494741067,0.10194174757283528,0.48775200494741067,attitude,145.32719359313973,rough_seed_13,OS-T5.3b,frozen_existing_physical_row,0.8,0.057342560135515086,0.17930769038200378,0.1402044779409948,0.2214621045737986,5,0.6699104441468061,0.7248823206898959,0.0
lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,rough,rough_perlin,13,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls060_le020/rough/episode_0000.jsonl,37,5,7.4,1.6590080431414242,244.22738929481358,0.008322380675444848,0.1284092087278528,0.01717253455525927,0.191655205265423,0.10638024183176675,0.009776177000259241,0.0021867764342684234,4.46049675924879,0.4904870473813614,0.10638024183176675,0.4904870473813614,attitude,147.21290249585252,rough_seed_13,OS-T5.3b,frozen_existing_physical_row,0.8,0.057342560135515086,0.17930769038200378,0.1402044779409948,0.2214621045737986,6,0.37497020384834256,1.0,0.642538160020554
lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,rough,rough_perlin,13,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls000_le080/rough/episode_0000.jsonl,38,5,7.6,1.6820172929717865,244.45792091041602,0.007151021129294574,0.12621268774872202,0.016014625285764715,0.18619924279163613,0.09663654618475527,0.009036144578314857,0.0023845381526108023,4.518383985560771,0.48209695526695223,0.09663654618475527,0.48209695526695223,attitude,145.33615197172438,rough_seed_13,OS-T5.3b,frozen_existing_physical_row,0.8,0.057342560135515086,0.17930769038200378,0.1402044779409948,0.2214621045737986,7,1.0,0.15604136774580057,0.0030524860355003367
lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,rough,rough_perlin,13,0,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls040_le060/rough/episode_0000.jsonl,37,5,7.4,1.6477437217345947,242.1717326889929,0.008221323893520194,0.12763418973293514,0.016632150317960954,0.18886774739347922,0.10581319399087519,0.009013716525148843,0.0013063357282823776,4.490989649901353,0.4875266928846112,0.10581319399087519,0.4875266928846112,attitude,146.97172229796544,rough_seed_13,OS-T5.3b,frozen_existing_physical_row,0.8,0.057342560135515086,0.17930769038200378,0.1402044779409948,0.2214621045737986,8,0.7042132241638912,0.7022181999916215,0.5603582008758432
lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0001.jsonl,38,5,7.6,1.7051088503806648,226.32284245574934,0.006294509638746507,0.08473219957778991,0.019093808791521123,0.17816436179211825,0.08203643382798423,0.0061527325370989636,0.0009651345156236346,4.457193450320372,0.32365316164450253,0.08203643382798423,0.32365316164450253,attitude,132.73219619100732,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,0,0.0,0.5636546569277822,0.7717556440993897
lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0001.jsonl,38,5,7.6,1.7033308985658198,227.2954068921305,0.006161461696793784,0.08443989211864208,0.018862811752647517,0.17707712433607403,0.08528550512447082,0.005734504636409705,0.0007320644216694858,4.461845908155069,0.32253662939587835,0.08528550512447082,0.32253662939587835,attitude,133.44172120843342,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,1,0.04303433854531195,0.39435901174609406,1.0
lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls000_le040/rough/episode_0001.jsonl,38,5,7.6,1.689741405694846,222.20022595018267,0.005786875292661117,0.08548559756630603,0.018108202142770775,0.17272368566408347,0.08234430441700237,0.004649455524288494,0.0,4.497729637438085,0.3265309299802105,0.08234430441700237,0.3265309299802105,attitude,131.49954496073363,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,2,0.3749519204129598,1.0,0.37522884209241836
lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls040_le020/rough/episode_0001.jsonl,38,5,7.6,1.6937013126789688,223.21950333406144,0.006059053078393511,0.08505910038678476,0.02102328272899268,0.17478605390955848,0.08379888268158359,0.007286859363616497,0.0003643429681807689,4.4872138570754805,0.32490183075615703,0.08379888268158359,0.32490183075615703,attitude,131.7939011223825,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,3,0.27768297821694904,0.7529857247374933,0.4699191361212941
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls020_le040/rough/episode_0001.jsonl,38,5,7.6,1.686810396913212,221.1596559818523,0.006077053112473167,0.08519489100887694,0.01993331616370526,0.17023541817954466,0.08187706220214624,0.005865819381646642,0.0004888182818038664,4.505544911216852,0.3254205127257129,0.08187706220214624,0.3254205127257129,attitude,131.11115297046106,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,4,0.44724169703630584,0.8316315487056483,0.2502885264171492
lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls080_le000/rough/episode_0001.jsonl,38,5,7.6,1.7017833009007965,226.5664381297648,0.006252591144594172,0.08449450770257666,0.019016172867496642,0.17731414647817867,0.0844132251423235,0.006418796172945976,0.0009688748940297761,4.46590350015606,0.32274524555955125,0.0844132251423235,0.32274524555955125,attitude,133.13471698179052,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,5,0.0805662827463243,0.4259907071743742,0.901240998910694
lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls060_le020/rough/episode_0001.jsonl,38,5,7.6,1.692688489627511,223.73132304726775,0.006224002930959044,0.08504330736027887,0.02173623556101554,0.17462925773267046,0.08934583934586049,0.006373256373258055,0.00120250120250176,4.489898789157855,0.324841505838522,0.08934583934586049,0.324841505838522,attitude,132.17513111139635,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,6,0.302518082651937,0.7438388811383603,0.5925555353396316
lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls040_le040/rough/episode_0001.jsonl,38,5,7.6,1.6878622487227815,221.71547065469312,0.005577371748676958,0.08532484363100723,0.016285228309218528,0.1726033325251517,0.08105134474329524,0.004889975550123794,0.0,4.5027371195433625,0.3259168951780278,0.08105134474329524,0.3259168951780278,attitude,131.35874732814656,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,7,0.4212701650558283,0.9068961795526966,0.32993619676929165
lm020_ls020_le060,0.26,0.26,0.48,0.2,0.2,0.6,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls020_le060/rough/episode_0001.jsonl,39,5,7.800000000000001,1.7085390861129244,222.67919727121208,0.006539767717214067,0.08375898812615112,0.01857712255669413,0.16478352082089698,0.08220640569396734,0.004626334519573889,0.00011862396204039732,4.565303810371516,0.3199357677276557,0.08220640569396734,0.3199357677276557,attitude,130.33310099906856,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,8,1.0,0.0,0.0
lm000_ls100_le000,0.15,0.7,0.15,0.0,1.0,0.0,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls100_le000/rough/episode_0001.jsonl,38,5,7.6,1.6987601113743798,224.97816662214726,0.006137474581775928,0.08457160481971984,0.019589665923348556,0.1762587621932572,0.08106480366178742,0.006624909660324569,0.0010840761262351278,4.4738512219075055,0.32303973485454657,0.08106480366178742,0.32303973485454657,attitude,132.4366902164479,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,9,0.1540811775971606,0.47064302712014006,0.6766954712068608
lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls060_le040/rough/episode_0001.jsonl,39,5,7.800000000000001,1.7225005585327635,227.12394157003362,0.006838493594969372,0.08417020654744935,0.021595521577645643,0.17017560008652222,0.08335312277370507,0.005580622180006352,0.00047494656851114627,4.528300418459131,0.3215065063942171,0.08335312277370507,0.3215065063942171,attitude,131.85710764790647,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,10,0.6577257545448969,0.2381652803087465,0.4902517986104487
lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,rough,rough_perlin,7,1,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls040_le060/rough/episode_0001.jsonl,39,5,7.800000000000001,1.7123724213261389,224.96133271686372,0.006824926923965242,0.08457103567771296,0.022034938753680514,0.16832502801613036,0.09172470782672527,0.006492739936254706,0.0005902490851142451,4.555083872443663,0.32303756089221736,0.09172470782672527,0.32303756089221736,attitude,131.37406904897676,rough_seed_7,OS-T5.3b,frozen_existing_physical_row,0.8,0.05006112014961697,0.1443606530427933,0.1386379300857214,0.20846310682149058,11,0.9054675433231543,0.4703133972723879,0.3348649818244887
lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0002.jsonl,37,5,7.4,1.6594129577263643,252.98200875878695,0.010226397403981428,0.11544243974227052,0.026982626632792495,0.1964905919376774,0.10530381050465498,0.0122296601441835,0.0029608650875392185,4.459408350130682,0.44095763826169493,0.10530381050465498,0.44095763826169493,attitude,152.45271382321184,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,0,0.1182042353455897,0.3903664304130613,0.50252967373731
lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0002.jsonl,37,5,7.4,1.6596783106028496,252.51220833761198,0.010634500069016499,0.1161791567599138,0.030430532417579842,0.19579344431033419,0.11301068510373102,0.012570710245131348,0.0027655562539288603,4.458695370497478,0.4437716899821233,0.11301068510373102,0.4437716899821233,attitude,152.1452722039196,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,1,0.10399936977960171,0.9599121287284395,0.3876668825358836
lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm060_ls040_le000/rough/episode_0002.jsonl,37,5,7.4,1.6588986797177063,252.81461982109823,0.010240878607878166,0.1153623767636965,0.027144270934125858,0.19650447474206345,0.10673868312759288,0.012217078189302656,0.0029578189300417507,4.4607908189180385,0.4406518202105258,0.10673868312759288,0.4406518202105258,attitude,152.39907229543368,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,2,0.14574749515138913,0.3284708532116371,0.48248874492912863
lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls060_le000/rough/episode_0002.jsonl,37,5,7.4,1.661623650830135,253.22194745237255,0.010195039674124122,0.11562160569828053,0.028160114728361076,0.1964559590527932,0.10088111352319713,0.012131273145194434,0.0024262546290389495,4.453475368085315,0.44164200180248164,0.10088111352319713,0.44164200180248164,attitude,152.39428454563986,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,3,0.0,0.5288771435991076,0.4807000010818959
lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls040_le020/rough/episode_0002.jsonl,37,5,7.4,1.659978597719692,252.01543314899834,0.010490386212387761,0.11619484927935265,0.030524444605464544,0.1959191613147091,0.11113920849667151,0.011632317612848437,0.002655202933367539,4.457888800593791,0.4438316309910415,0.11113920849667151,0.4438316309910415,attitude,151.8184833799612,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,4,0.08792988263316408,0.972043797643484,0.2655758119134196
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm040_ls020_le040/rough/episode_0002.jsonl,38,5,7.6,1.693892619915711,258.46405623077214,0.010676994460676652,0.11525669898496758,0.030404689668358287,0.19932721063648806,0.10652793261490634,0.010776662950577746,0.0023535240926548747,4.486707073780261,0.4402481608298935,0.10652793261490634,0.4402481608298935,attitude,152.58585650112428,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,5,0.6620833049661045,0.24677282962705924,0.552272905145805
lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls060_le020/rough/episode_0002.jsonl,37,5,7.4,1.660729379944627,252.09787644084224,0.010468605112632952,0.11623101110110927,0.030161325257398033,0.195899159683117,0.11091571410629032,0.012435623665371143,0.0021354101243566386,4.455873479065406,0.44396975897545204,0.11091571410629032,0.44396975897545204,attitude,151.79949212992656,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,6,0.04777814470160618,1.0,0.25848052015557194
lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm020_ls040_le040/rough/episode_0002.jsonl,38,5,7.6,1.6938459243261126,258.43384651048945,0.010723204759126408,0.11522160551937215,0.03092668494661288,0.19936415281528852,0.10633036597430015,0.01063303659743003,0.002349159248269389,4.486830762380952,0.44011411366541975,0.10633036597430015,0.44011411366541975,attitude,152.57222796890807,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,7,0.6645475828543229,0.2196425585864936,0.5471811701558027
lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls080_le020/rough/episode_0002.jsonl,37,5,7.4,1.658423440084826,250.60045788491362,0.010609112466162121,0.11569408409780244,0.031540541607591066,0.19595243368699644,0.10061242344708969,0.0127484064491964,0.002249718785152282,4.462069108008689,0.44191884889571287,0.10061242344708969,0.44191884889571287,attitude,151.10764345690615,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,8,0.17121515767851958,0.5849091880339408,0.0
lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls060_le040/rough/episode_0002.jsonl,38,5,7.6,1.690655743144102,259.9962125268035,0.011114631450706482,0.11505994113795714,0.03204938914412213,0.19939862142502895,0.10197775030904023,0.01161928306551485,0.0024721878862797213,4.495297183249339,0.4394966012152416,0.10197775030904023,0.4394966012152416,attitude,153.784242345689,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,9,0.8332261322261827,0.09466206974117049,1.0
lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,rough,rough_perlin,15,2,results/icra27/os_t5p3_train_beta_response_atlas_v0/env_logs/lm000_ls040_le060/rough/episode_0002.jsonl,38,5,7.6,1.6875133768117663,256.86934320626307,0.010931913336580149,0.11493749414571415,0.031188521215141644,0.19952893435284302,0.107526881720448,0.011119257087000862,0.0024437927663737667,4.503668003129401,0.4390288881572686,0.107526881720448,0.4390288881572686,attitude,152.21766341880416,rough_seed_15,OS-T5.3b,frozen_existing_physical_row,0.8,0.040298195722818564,0.13083636277914049,0.14957532438805252,0.2616771163208163,10,1.0,0.0,0.4147128531472965
lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0000.jsonl,38,5,7.6,1.6860430369541295,218.69918028625852,0.009916359238680979,0.09553548817825532,0.02348011279229087,0.17015539056502127,0.07803777170686689,0.007720631904027865,0.002138021142653877,4.507595496334157,0.3649186844224,0.07803777170686689,0.3649186844224,attitude,129.7115052776725,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477,0,0.10514555554367805,0.6498733981956885,0.0
