manifest,true_csv,n_rows,t_ros_start,t_ros_end,base_x_start,base_x_end,base_y_start,base_y_end,base_dx,base_dy,base_vx_mean,base_vx_std,base_vy_mean,base_vy_abs_mean,joint_abs_power_mean,joint_abs_power_max,joint_abs_effort_mean,joint_sq_effort_mean,imu_ang_vel_norm_mean,imu_ang_vel_norm_max,imu_acc_norm_mean,imu_acc_norm_max,contact_count_mean,contact_force_z_sum_mean,contact_force_z_sum_max,contact_force_norm_sum_mean,contact_force_norm_sum_max
reports/phase_d4_context_meta_repeat_20260721_020213_manifest.tsv,datasets/phase_f/f3_clean_20260721_020209_true_metrics.csv,8396,0.0,50.472,0.5199253900524259,8.051742755624481,0.019918598494719324,-0.2558600548439049,7.5318173655720555,-0.2757786533386242,0.17524709153149653,0.028923384274023006,-0.006601550971374629,0.036286069845550835,155.06664449516705,944.677510554344,39.33784720671353,352.95624737199057,0.4369674781932821,3.370629153067266,10.500790757675299,35.84002486864326,2.1035016674606957,122.88384638146492,658.0986003142312,147.39242420687495,953.3619305348149
