manifest,true_csv,n_rows,t_ros_start,t_ros_end,base_x_start,base_x_end,base_y_start,base_y_end,base_dx,base_dy,base_vx_mean,base_vx_std,base_vy_mean,base_vy_abs_mean,joint_abs_power_mean,joint_abs_power_max,joint_abs_effort_mean,joint_sq_effort_mean,imu_ang_vel_norm_mean,imu_ang_vel_norm_max,imu_acc_norm_mean,imu_acc_norm_max,contact_count_mean,contact_force_z_sum_mean,contact_force_z_sum_max,contact_force_norm_sum_mean,contact_force_norm_sum_max
reports/phase_d4_context_meta_repeat_YYYYMMDD_HHMMSS_manifest.tsv,datasets/phase_f/f3_p060_r2_20260721_130338_true_metrics.csv,8391,0.0,57.79125,5.588385615469179,8.01729706554202,-0.049125086945855885,0.0624190548596613,2.4289114500728415,0.1115441418055172,0.056886178897218594,0.07911381152960816,-0.0010049616408695041,0.024020702895438638,155.603656550237,921.1737529621341,48.67258961464766,458.24766751966513,0.3107945327837787,3.9219908420062244,12.840333296720779,33.75228913040071,2.0302705279466093,76.63737510121105,599.7517686805162,89.81300210749146,794.3645809228012
