manifest,true_csv,n_rows,t_ros_start,t_ros_end,base_x_start,base_x_end,base_y_start,base_y_end,base_dx,base_dy,base_vx_mean,base_vx_std,base_vy_mean,base_vy_abs_mean,joint_abs_power_mean,joint_abs_power_max,joint_abs_effort_mean,joint_sq_effort_mean,imu_ang_vel_norm_mean,imu_ang_vel_norm_max,imu_acc_norm_mean,imu_acc_norm_max,contact_count_mean,contact_force_z_sum_mean,contact_force_z_sum_max,contact_force_norm_sum_mean,contact_force_norm_sum_max
reports/phase_d4_context_meta_repeat_20260721_115418_manifest.tsv,datasets/phase_f/f3_m060_20260721_115247_true_metrics.csv,8390,0.0,50.67625,0.6172693163497304,8.067483682935816,-0.6108344803786111,-0.8690640370769472,7.450214366586085,-0.25822955669833614,0.1732545665939449,0.03412988845243175,-0.0062084631770221305,0.03806464190824673,160.72398024007944,1150.873501838722,39.36757192996764,352.9050498337572,0.4599205770508802,4.529406276046094,10.506064696207485,39.85347329622105,2.0835518474374255,123.36906580333269,554.967267858639,146.65204609206577,804.8582492766702
