manifest,true_csv,n_rows,t_ros_start,t_ros_end,base_x_start,base_x_end,base_y_start,base_y_end,base_dx,base_dy,base_vx_mean,base_vx_std,base_vy_mean,base_vy_abs_mean,joint_abs_power_mean,joint_abs_power_max,joint_abs_effort_mean,joint_sq_effort_mean,imu_ang_vel_norm_mean,imu_ang_vel_norm_max,imu_acc_norm_mean,imu_acc_norm_max,contact_count_mean,contact_force_z_sum_mean,contact_force_z_sum_max,contact_force_norm_sum_mean,contact_force_norm_sum_max
reports/phase_d4_context_meta_repeat_20260721_020740_manifest.tsv,datasets/phase_f/f3_p030_20260721_020739_true_metrics.csv,8393,0.0,50.46025,0.5609929635996539,8.050881139382954,0.3153100208679089,0.1690271503858745,7.4898881757833,-0.1462828704820344,0.17425653925684514,0.031495111371315374,-0.003523544609009438,0.037330245986125006,163.99645437692655,914.8827618700993,39.967591700485265,360.6163088112151,0.47960739748013675,3.472612434110611,10.492141283877542,36.55794826660918,2.091743119266055,123.09504902663942,683.0127607951797,146.8832771119682,869.1863367932704
