t_wall,t_ros,base_x,base_y,base_z,base_qx,base_qy,base_qz,base_qw,base_vx,base_vy,base_vz,base_wx,base_wy,base_wz,imu_qx,imu_qy,imu_qz,imu_qw,imu_wx,imu_wy,imu_wz,imu_ax,imu_ay,imu_az,joint_abs_power_sum,joint_abs_effort_sum,joint_sq_effort_sum,joint_abs_velocity_sum,joint_count,contact_FL_fz,contact_FR_fz,contact_RL_fz,contact_RR_fz,contact_FL_norm,contact_FR_norm,contact_RL_norm,contact_RR_norm,contact_count_fz_gt_1,contact_force_z_sum,contact_force_norm_sum
1784649898.803717,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0
1784649898.823817,8.2555,0.581343751188234,0.16988148510495124,0.3372159055001146,0.0007779226520726405,-0.017652581605896615,0.005505419684889282,0.9998287211083146,0.16504407053733544,-0.021328057584121436,0.08069449237525511,0.6336574351415855,-0.039802792676863846,0.015306728327092189,0.000526546908413533,-0.02027130925834485,0.0055220835085187285,1.0011578481777907,0.6058783147204696,-0.02791086796622025,-0.020381111248084255,2.193527341189891,-0.02302775938473573,18.028350477367123,421.8440110470184,81.37804207205772,961.1220851898124,59.4603148391855,12,,,,,,,,,0,0.0,0.0
1784649898.843937,8.26075,0.5822481490268322,0.16976479593357624,0.33775794044796,0.0023234539548020222,-0.01786548543437409,0.005626988604221062,0.9998218656296541,0.17026620659268107,-0.023677478913883974,0.10700361536001662,0.541100123410962,-0.09114545009605267,0.04958021489116808,0.0014108372553280936,-0.0171939610650415,0.007851580814003337,0.9995916292112709,0.5705496288669712,-0.09121014951620134,0.02891100370714524,1.4930388880999248,-0.4476934509313838,13.7921333200803,134.7890464770959,39.14487648010254,293.7059479084756,53.88928711580025,12,0.0,101.81165375170914,95.59641026517136,0.0,0.0,120.96476080303114,120.60109505888327,0.0,2,197.4080640168805,241.56585586191443
1784649898.864065,8.26575,0.583118745018682,0.1696398490296296,0.338213435338674,0.0030428708402282134,-0.018145438074206138,0.005762120746835748,0.9998141237143251,0.17047655834185002,-0.026519572114326827,0.06743223238259245,0.060949608087485285,-0.1013888221102708,0.03552739474695008,0.0015120037911352773,-0.01777393978695898,0.003891703073290974,1.0004782157193535,0.13999543713921783,-0.10616420776410415,0.03641675042025506,-0.24788790280974532,-0.5616311759419991,1.2779420768902319,83.00414322808757,12.022587041807128,18.441803471173557,45.89188515907443,12,0.0,101.81165375170914,95.59641026517136,0.0,0.0,120.96476080303114,120.60109505888327,0.0,2,197.4080640168805,241.56585586191443
1784649898.884274,8.27075,0.5839252333487458,0.169513421332169,0.3384317648240646,0.0028157626139059706,-0.01839018436998267,0.005833986874943084,0.9998099005295373,0.16689681268697634,-0.026135332501877374,0.02425560230185347,-0.1473425849327156,-0.09261020007347501,0.013570430420808275,0.0025211604712416236,-0.019402415605539493,0.006783339899760989,1.0013498476472769,-0.14423363613366333,-0.09090597457670256,0.020009387089106965,-0.8284735205552062,0.30154146830309064,0.7710431325625707,81.7033810859854,11.956489032942045,18.329076715669416,47.690427157017034,12,0.0,27.41129429012488,18.90606836116148,0.0,0.0,29.467527951664387,20.395665499566817,0.0,2,46.31736265128636,49.863193451231204
1784649898.904435,8.27575,0.5847922008043049,0.16938301978600165,0.3384298148138832,0.0024847081151256343,-0.018616781281030927,0.005863938214212299,0.9998064092157725,0.16405111722276672,-0.024646881859783188,-0.026496891673740877,-0.11997226866156828,-0.09093746910600072,0.011361200089399559,0.002543620688944301,-0.018272723297332694,0.004399035868398958,1.0002735738605824,-0.11394815259257687,-0.08616083938769846,0.012456712068110526,-0.36795528211947565,0.1796812045666758,-0.20157359880985146,28.61451957050389,4.344218687670946,2.692988111289557,49.523464139398676,12,0.0,27.41129429012488,18.90606836116148,0.0,0.0,29.467527951664387,20.395665499566817,0.0,2,46.31736265128636,49.863193451231204
1784649898.924598,8.2805,0.5856163214069507,0.16925821520435053,0.3381654466314584,0.0022500028546999845,-0.018915356859639305,0.005948339591769819,0.9998008621811283,0.16477146076573926,-0.02475381618730925,-0.07458221173702541,-0.028065383327524163,-0.1439257336349789,0.048548910831346485,0.0017306584893238435,-0.016744673350713318,0.005306101111997408,1.0002206025812177,-0.05433477359470049,-0.13569108131031885,0.04626269384983858,0.1290278164081887,0.01673079153018858,0.5128698127040727,26.992734697542545,11.874983102083206,19.5274379749748,47.80614913201823,12,0.0,9.430802303498263,4.687574680370358,0.0,0.0,10.133856486289275,5.289072864810044,0.0,2,14.118376983868622,15.42292935109932
1784649898.944781,8.286,0.5864389651151339,0.16914060348152524,0.33774857756477555,0.0023587710839688635,-0.019322785975205897,0.006115632142495651,0.9997918109209675,0.1622813582391933,-0.022907587884302923,-0.08276428045124544,0.09612499198255897,-0.1701201463545306,0.07084025180899908,0.0027836066333318636,-0.01914202766788478,0.004841226188833625,0.9992232283971596,0.09264393389132987,-0.16685976115559167,0.0692186763233615,-0.1776686855696372,0.423549107476084,9.736299416917765,89.53826936985058,50.730340763926506,460.5331727196803,48.917650435607015,12,0.0,9.430802303498263,4.687574680370358,0.0,0.0,10.133856486289275,5.289072864810044,0.0,2,14.118376983868622,15.42292935109932
1784649898.965134,8.291,0.5872957797471408,0.16902294688419536,0.3374419348485526,0.0025423755370852677,-0.01981679127569771,0.006323941930156544,0.9997803953212064,0.15879642507950806,-0.022252571241492467,-0.03625632091926158,0.07537536785139336,-0.17919133660531592,0.066612170454865,0.005427810255154321,-0.01889952890897423,0.006679099592238812,0.9983816997682743,0.08077983305212673,-0.18073806442793472,0.06464707804596831,0.10866749809167978,0.24411394501716469,20.24897718658314,188.1367230391585,67.53446841239929,858.8636876557765,56.76443487231152,12,0.0,69.07981552096662,52.32804555756816,0.0,0.0,81.62742214722358,68.09515109061228,0.0,2,121.40786107853478,149.72257323783586
1784649898.985325,8.296,0.5881040189802708,0.16891550826637836,0.3374656497763746,0.0025572394701078205,-0.020292627422403554,0.006525331126743107,0.9997695183652452,0.15576952241905923,-0.021977767720429118,0.03483897187189427,-0.003123765605993839,-0.17161918003782167,0.05461848772092061,0.0028230277174533763,-0.020405072365268933,0.007539196500205082,1.000515611974673,0.02067579350546484,-0.17161692531087122,0.057088900609527635,0.3911780922412527,0.1969125349116781,24.644634050439137,291.7443465308615,82.92432102188468,1377.4839516949303,63.48521551626329,12,0.0,69.07981552096662,52.32804555756816,0.0,0.0,81.62742214722358,68.09515109061228,0.0,2,121.40786107853478,149.72257323783586
1784649899.005463,8.30125,0.5888820817603484,0.16880959840004153,0.33782472353480253,0.002303801436542652,-0.02077188019216943,0.006713747630887056,0.9997590445127127,0.16390061486991195,-0.02421961592559785,0.08737226598475345,-0.052500235968071275,-0.22596980386412957,0.04340557028397556,0.0026027013553487936,-0.020322450250557993,0.007234987386461028,0.9999966752498705,-0.1364633339352539,-0.17349731637927682,0.06480561148588505,2.516496548269895,-0.39213408774809405,20.230595976634095,247.5270753350384,68.44766116142273,842.4347352861191,55.058328528887515,12,332.06289072603136,144.0720985080831,115.39793490479126,304.9400053559399,389.70265283528926,165.9786730826984,144.0970542417232,380.1215118197983,4,896.4729294948455,1079.8998919795092
1784649899.025672,8.30625,0.5898731886587172,0.1686805832502078,0.3384955043526589,0.002018841333308322,-0.02147397325856097,0.0068166758983217324,0.9997441301062282,0.1807303390816931,-0.019400969505821524,0.12573877018835022,-0.061240731566387804,-0.2250294581139126,0.01858914014713073,0.002291470303344633,-0.020702226660549796,0.0057577066615952886,1.0006163863396957,-0.06850982174419594,-0.23040638723652507,0.021029136304390985,2.7338010885751145,0.4724463433361014,15.011373144975629,125.62416982714862,61.5109046632424,856.8656139932058,15.282881135474979,12,332.06289072603136,144.0720985080831,115.39793490479126,304.9400053559399,389.70265283528926,165.9786730826984,144.0970542417232,380.1215118197983,4,896.4729294948455,1079.8998919795092
1784649899.045831,8.31125,0.5908509881298655,0.16863786174604556,0.339196963018197,0.0018081945053267335,-0.02195677086487105,0.006879064855132964,0.9997336190768706,0.19974482759215742,-0.0007715422087331913,0.13934560144573077,-0.038564940875016294,-0.15593194662556797,0.0117849906978491,0.0008409131620564616,-0.022782448502794896,0.005923938772151832,0.9994661199891212,-0.04466726099428394,-0.1733083884930643,0.015569320283548778,4.468126506858377,3.862057770548229,12.751181778223813,118.19805394434002,45.58804984105518,491.4005497457348,13.992553773373876,12,44.05333444989243,74.00723331678762,64.6663325444733,65.38226524992783,46.1640916379659,83.36942815338814,80.87680170821704,96.51530586263965,4,248.1091655610812,306.9256273622108
1784649899.066013,8.31625,0.5918860208108473,0.16865679941941275,0.33983790612994536,0.0012597091108151194,-0.022232265208617034,0.00689418971386899,0.999728267913256,0.20695827355898588,0.004774696037477049,0.10321640648649662,-0.2857215369190496,-0.09480659667393594,-0.01372860894056655,0.0009520219518079917,-0.023421910500797043,0.007781949546680766,0.9995664194128115,-0.28192143500704797,-0.10169912684251667,0.004946844609076831,1.3404842357946394,0.8266577996398803,1.8397097139607215,4.226117738426325,9.869254052639008,13.809615868809901,5.4761314046238985,12,44.05333444989243,74.00723331678762,64.6663325444733,65.38226524992783,46.1640916379659,83.36942815338814,80.87680170821704,96.51530586263965,4,248.1091655610812,306.9256273622108
1784649899.086277,8.3215,0.5929848895158316,0.16868826049028324,0.34021165194383224,0.0005082882918087243,-0.022422101321104226,0.006816622562064971,0.9997252245853383,0.21086785418952303,0.006418882229464203,0.038605631266694855,-0.24583781456803647,-0.07564161038364886,-0.05331650139251844,0.002048678896173423,-0.020957474030197706,0.00742832793810164,1.0005125659554825,-0.274946616715658,-0.07122188557617831,-0.024271884478054388,0.6874707429054719,0.2705208516127739,-2.7421045166705635,34.75118950924627,14.466694824397564,35.56963901003493,14.143498762923608,12,2.874075367001397,6.332102193425049,9.81336288629496,35.65437688698783,3.268865272776588,6.8753200787381825,11.703611797443877,47.721120393224574,4,54.67391733370924,69.56891754218321
1784649899.106415,8.3265,0.5940528592044899,0.1687252314567861,0.34023745097235203,4.514146617098558e-05,-0.022632641411747482,0.006648533714596343,0.9997217405380464,0.21533063326066065,0.008116830172072133,-0.025257316124241553,-0.11954713177518117,-0.09647969810814976,-0.0836591799114399,0.0004158514668711729,-0.02481276392741406,0.005692931010086471,0.9984927694329748,-0.1583999728463159,-0.08922085297187693,-0.07020633732112157,0.7888907376878116,0.34091239949740154,-3.054290297346614,66.2424496272092,14.29319216310978,31.042349187910023,25.94918759788761,12,2.874075367001397,6.332102193425049,9.81336288629496,35.65437688698783,3.268865272776588,6.8753200787381825,11.703611797443877,47.721120393224574,4,54.67391733370924,69.56891754218321
1784649899.126581,8.3315,0.5947021887513548,0.16875158823840064,0.34010353445988767,-8.037323585249499e-05,-0.022782222528490912,0.006514734699309073,0.9997192216360565,0.21686257952338323,0.009373892914890781,-0.061343884135253234,-0.04187852717096713,-0.10462308820806017,-0.09516709939399917,0.0014227374327645246,-0.02224615528588461,0.006772568653970917,0.9981257403885313,-0.019746058191578562,-0.10220525453733063,-0.09613572725212376,0.2862572760571599,0.4662471181370033,-1.8690334660692374,70.42427992720305,14.869428008794785,23.716789326603152,34.59386793112731,12,6.3052317310247386,0.0,0.0,8.725037466801574,6.873461498637966,0.0,0.0,10.317621512896217,2,15.030269197826312,17.191083011534182
1784649899.146768,8.336500000000001,0.5962371859786315,0.1688400197496453,0.3394012896784256,0.00037011157208338436,-0.0231190195315612,0.006104913606148071,0.9997140110967663,0.21867355555342707,0.016925006508923614,-0.12332128689450379,0.2558975339901487,-0.06079382470608605,-0.11376700551609098,-0.0004750538159778454,-0.02122532446422044,0.005813982090525515,0.9987283752935683,0.24886060138746746,-0.10474474686369843,-0.1487453592150878,1.642825532814031,1.5785554270278004,-2.9501026239255514,156.55605487511522,45.159801721572876,259.518904824236,48.162604117816116,12,6.3052317310247386,0.0,0.0,8.725037466801574,6.873461498637966,0.0,0.0,10.317621512896217,2,15.030269197826312,17.191083011534182
1784649899.166912,8.3415,0.5973110109127845,0.1689404924900755,0.3388712525668915,0.0008609948509412744,-0.02311697668961,0.005881074567049964,0.9997150979346744,0.209864879328923,0.02275151379444139,-0.09443226046968108,0.13854812452042906,0.046486808224746504,-0.06095706815599209,0.0012507538300992821,-0.02439742181480147,0.004572683202332865,0.9989066973088246,0.166755828875476,0.02305452207764683,-0.07293411147767037,-0.9791521496089709,1.2145957512810046,16.228157196713497,133.42291396683132,58.14239031076431,561.6995727583012,43.59211862152562,12,30.562183212779683,0.0,0.0,39.8391140367511,36.86674128410633,0.0,0.0,54.31884663277424,2,70.40129724953078,91.18558791688056
1784649899.187037,8.3465,0.5983556818255052,0.16906767761353542,0.33854559917945665,0.0009419243076026865,-0.022911108546380583,0.005719375808629332,0.999720702308467,0.20114468224309404,0.027156427814533618,-0.03671053781974292,-0.11180836794859883,0.11709981860731658,-0.04287688489684946,0.002106327667071146,-0.02284741122402134,0.004641858724120383,0.999760293595654,-0.011030216783609324,0.10333173296903224,-0.04685443692370557,-0.7717134986791271,1.0030344093908654,20.913937398792296,327.5167746618944,95.5174230337143,1618.549544365596,51.98919950901065,12,30.562183212779683,0.0,0.0,39.8391140367511,36.86674128410633,0.0,0.0,54.31884663277424,2,70.40129724953078,91.18558791688056
1784649899.207167,8.3515,0.5993604167317126,0.16920832656833842,0.33862977116930865,0.00027597078445718595,-0.022590191331131552,0.005586544141844023,0.9997291621335753,0.19192311521341615,0.029099476197511943,0.05204430768587622,-0.4449039183049463,0.1507238189359106,-0.032997229960164076,-0.0006342658321066002,-0.021948193113352107,0.006172898476426781,1.0005667099895574,-0.34552878678406956,0.1524230118173045,-0.01921835780447153,-0.6682500237365105,0.3397106015766494,28.044167105295283,414.38431832968473,96.58391863107681,1644.0920348058658,57.68169594626677,12,113.3386066846166,0.0,0.0,115.93091474156122,133.94200491046786,0.0,0.0,149.8369848058299,2,229.26952142617782,283.77898971629776
1784649899.22746,8.35625,0.600285539009638,0.16935294221027064,0.33911057648183324,-0.0009301487735745009,-0.022282483434459148,0.0054812634458667,0.9997362559726886,0.18756750354405066,0.03263154133651903,0.12435194524077492,-0.5390286996079794,0.1293195616496292,-0.025095562553409518,5.452543007549121e-05,-0.02388342711872715,0.005004695962462354,0.9996490947692153,-0.5626776820002389,0.14542385705978905,-0.0015395328051428508,0.11113532137692045,0.6522325850516838,25.662810413236535,319.18786028554257,73.71014070510864,905.4628817902502,58.987098320566595,12,113.3386066846166,0.0,0.0,115.93091474156122,133.94200491046786,0.0,0.0,149.8369848058299,2,229.26952142617782,283.77898971629776
1784649899.247653,8.36125,0.6013024664699778,0.16954316785984533,0.33991141896769733,-0.0019165168491640022,-0.022033961211194292,0.005403938749900522,0.9997407808839739,0.19174482956429528,0.0401167048178895,0.14470416349413442,-0.21582384078212188,0.0810480402949237,-0.011002944216340207,-0.002192497160383382,-0.023068264429211085,0.004111371009902123,0.9992525055041354,-0.3502695566394946,0.10667422409111584,0.007142189521059341,1.1806366827943735,1.422344111979666,15.996176682621249,205.25548241075876,31.267875462770462,112.0086850242221,50.69864563697918,12,137.71768433975944,0.0,0.0,127.3068837901036,159.51763119216517,0.0,0.0,159.19623665646574,2,265.02456812986304,318.7138678486309
1784649899.26794,8.3665,0.6022503337826177,0.1697483866692392,0.34048150438439373,-0.0018595713377006647,-0.02196342677439787,0.00531265158459124,0.9997429297634,0.1982380225636562,0.04518824315512467,0.09470586858361398,0.1585345204666035,0.02048448124344843,-0.012665710254179778,-0.0028593855038013052,-0.02136595113054583,0.004219279635840112,0.9983067313084858,0.13254597048699213,0.007854736725120772,-0.04540734134317569,1.9656975024701209,1.3150699371375394,-3.8266399650967644,419.80416770761855,39.926289272258146,302.8556262342219,51.905269166029875,12,137.71768433975944,0.0,0.0,127.3068837901036,159.51763119216517,0.0,0.0,159.19623665646574,2,265.02456812986304,318.7138678486309
1784649899.288683,8.37175,0.6033217928259996,0.16998867851945101,0.3409451231465506,-0.0015513354137918556,-0.021820975942081055,0.005463345886722951,0.9997457627912664,0.19230636370308296,0.04206636918558502,0.059625907217377164,-0.01621553692388607,0.05957136414659359,0.08240672992957186,-0.002759612526290129,-0.022997892344062267,0.004249679294974642,1.000916893734161,0.07459326406698158,0.06343712084170655,0.08065878341976947,-0.8231297577179099,-0.6119883476409174,2.640166072748373,39.54724983203141,7.7024753409205005,11.360802708040252,32.47124446001742,12,29.62443578985459,0.0,0.0,29.192317662243813,32.21350169299463,0.0,0.0,34.38339490713943,2,58.8167534520984,66.59689660013407
1784649899.308814,8.37675,0.6042840757139469,0.17019407782263646,0.34110477903919517,-0.0018482422912604723,-0.021700222356474466,0.005651105829776086,0.9997468426321802,0.19194682677014588,0.04109406128324569,0.0061644802252785735,-0.15673797782231313,0.04013718638462965,0.06524235406836275,-0.0013642861281340656,-0.020029698527482837,0.0043474425920722,0.9990684427187346,-0.1421121672022907,0.048296696536776,0.07853523311998395,-0.08834422968572345,-0.2162445403271511,-1.0469010507592087,23.367268964485685,4.955750790424645,4.492500557301717,33.26745213322531,12,29.62443578985459,0.0,0.0,29.192317662243813,32.21350169299463,0.0,0.0,34.38339490713943,2,58.8167534520984,66.59689660013407
1784649899.328943,8.3815,0.6051940311056384,0.17039322107722682,0.34101969214487976,-0.0021364864997194047,-0.021608589087109508,0.005795845293294793,0.9997474243429874,0.1909995308366515,0.04274293974955532,-0.0398535081041321,-0.08779595592668632,0.03846468154374663,0.053867080515446045,-0.0012000070887100097,-0.020244661926223248,0.005797960587631485,0.9987754099075729,-0.10904073980270136,0.038934926038551816,0.06118059239052658,-0.19995118280376212,0.33671076189786425,0.09863311774627155,14.05083035841759,4.007581478348584,2.94378558157064,32.53715636236411,12,5.038463073990843,0.0,0.0,3.2007149410824827,5.797452272667709,0.0,0.0,3.653432300120061,2,8.239178015073325,9.45088457278777
1784649899.349088,8.3865,0.6061439252873271,0.1706101134803836,0.34070699690661027,-0.0021839340405017463,-0.021497111277799887,0.005915392929143713,0.9997490248884021,0.18761639374095535,0.04315664984983188,-0.08071642281263042,0.042310060878481784,0.07140839308219339,0.04427973869335634,-0.0021591816574922595,-0.02073524927469423,0.008515818774359274,0.9999867875112335,0.0070408336212019725,0.04809321639992745,0.04682964223157717,-0.7032205283098355,0.030297857717723208,1.6973118974006056,20.183348501429037,7.441275233402848,7.619760113840742,30.916408203707338,12,5.038463073990843,0.0,0.0,3.2007149410824827,5.797452272667709,0.0,0.0,3.653432300120061,2,8.239178015073325,9.45088457278777
1784649899.369284,8.39175,0.6071141564988981,0.17083282837600025,0.34020640010592057,-0.0019584872155997577,-0.021233260397031637,0.00600881362273012,0.9997545734526978,0.18070381477590824,0.04166443998676885,-0.10420417245157494,0.09877320644339543,0.13109206363474704,0.03503473352095417,-0.0019757086925277557,-0.021217633646998885,0.006768095653214075,0.9994429599740583,0.0951816922006235,0.11040304994656913,0.034355917862371445,-1.0834260602577512,-0.26497703807904494,4.630605141278283,14.789213912183525,19.203886307543144,54.91424865824354,26.905033936572753,12,13.56380844548095,0.0,0.0,8.274104357641301,15.087585066200498,0.0,0.0,9.363384186123303,2,21.83791280312225,24.4509692523238
1784649899.389478,8.39675,0.6079976937646567,0.17103697153375258,0.3397949374698934,-0.0017960327924520234,-0.020874215751713127,0.006066398603912886,0.999762091795312,0.17070454398031723,0.040609102325465996,-0.060384494135196254,-0.00013283522882431148,0.16055290228337715,0.02428623058338905,-0.000639494154951418,-0.021395033315653737,0.006816600109624695,0.9997626287583173,0.035729895512132286,0.15600299612887994,0.030835684368422538,-1.3061457284535913,-0.26731553242949635,18.86646458120083,148.3850128207422,62.85219047218561,768.635245504194,33.51401459654205,12,13.56380844548095,0.0,0.0,8.274104357641301,15.087585066200498,0.0,0.0,9.363384186123303,2,21.83791280312225,24.4509692523238
1784649899.409801,8.4015,0.608896103271314,0.17125096521315325,0.3397421007446305,-0.0019381391210794568,-0.020501264728337326,0.0060669287439619355,0.9997695405126633,0.1640566001953442,0.04129927459674948,0.03721311627537567,-0.18387183764330822,0.15388490489153653,0.020581645527560366,-0.001301572693626075,-0.021768707727608,0.0063410305194865025,0.999320302723678,-0.09481695399475187,0.15589092573231889,0.01748932726448226,-0.14867042113013662,0.04859646334504207,26.509632703297545,344.6815892552005,95.35082352161407,1434.9636156488898,35.18512442002605,12,91.22823655366871,0.0,0.0,74.6319391066681,109.2474505264741,0.0,0.0,95.99788373958059,2,165.8601756603368,205.24533426605467
1784649899.429965,8.407,0.6097422276560274,0.1714649800352211,0.34020483931380474,-0.002426390220504182,-0.02020673928932377,0.006079743970754272,0.9997743930662765,0.16447935277781872,0.04498965375459452,0.1231361600468348,-0.23778564676326958,0.1121611666679192,0.024266237898046886,-0.005735743717900314,-0.020573974972147083,0.006109135634282828,1.0004700048818027,-0.2299133181757472,0.13053990337598798,0.03612581325891223,1.1108252321150445,0.5504304229226294,27.67560167611733,261.5988336063273,70.65825804322958,1086.47864844496,28.45924621784556,12,91.22823655366871,0.0,0.0,74.6319391066681,109.2474505264741,0.0,0.0,95.99788373958059,2,165.8601756603368,205.24533426605467
