manifest,true_csv,n_rows,t_ros_start,t_ros_end,base_x_start,base_x_end,base_y_start,base_y_end,base_dx,base_dy,base_vx_mean,base_vx_std,base_vy_mean,base_vy_abs_mean,joint_abs_power_mean,joint_abs_power_max,joint_abs_effort_mean,joint_sq_effort_mean,imu_ang_vel_norm_mean,imu_ang_vel_norm_max,imu_acc_norm_mean,imu_acc_norm_max,contact_count_mean,contact_force_z_sum_mean,contact_force_z_sum_max,contact_force_norm_sum_mean,contact_force_norm_sum_max
reports/phase_d4_context_meta_repeat_20260721_122019_manifest.tsv,datasets/phase_f/f3_m060_r1_20260721_122018_true_metrics.csv,8396,0.0,50.20075,0.5395820525441354,8.009129286985896,-0.5318152077690401,-1.1783260703744984,7.469547234441761,-0.6465108626054583,0.17352674686232772,0.03249291557045016,-0.014877354944381128,0.039744494217657036,163.44548724273824,995.8477147553048,39.311168659790056,350.3217709040571,0.458859578185369,4.098629094182917,10.516275561365036,39.82106107210492,2.069676036207718,124.94746754467705,640.852720575782,148.10318993973183,808.474362283621
