update,checkpoint,beta_name,terrain_label,terrain,seed,success,status,policy_steps,decision_time_s,energy_abs_j,mean_applied_vx_mps,aggregation_rule,reward_steps,mean_cost_motion,mean_cost_posture,mean_cost_traction,mean_cost_stability,mean_cost_energy,mean_objective_cost,median_cost_posture,median_cost_traction,traction_dominant_steps,traction_dominant_fraction,posture_dominant_fraction,tie_fraction,mean_established_contact_dt_s
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,flat,flat,27100,True,success,39,7.800000000000001,170.65240727908557,0.20409540969114273,last_policy_steps,39,0.23391311648845148,0.012164779180851223,4.430558806466717e-06,0.012164779180851223,0.5007198918504324,0.24893259583991167,0.011125128150974143,4.120837205333135e-06,0,0.0,1.0,0.0,0.4538974358973331
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,flat,flat,27101,True,success,39,7.800000000000001,170.65240727908557,0.20409540969114273,last_policy_steps,39,0.23391311648845148,0.012164779180851223,4.430558806466717e-06,0.012164779180851223,0.5007198918504324,0.24893259583991167,0.011125128150974143,4.120837205333135e-06,0,0.0,1.0,0.0,0.4538974358973331
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,flat,flat,27102,True,success,39,7.800000000000001,170.65240727908557,0.20409540969114273,last_policy_steps,39,0.23391311648845148,0.012164779180851223,4.430558806466717e-06,0.012164779180851223,0.5007198918504324,0.24893259583991167,0.011125128150974143,4.120837205333135e-06,0,0.0,1.0,0.0,0.4538974358973331
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,low_friction,low_friction,27200,True,success,40,8.0,193.31670613561573,0.2020209768089262,last_policy_steps,40,0.23834571058658055,0.011486727054701646,0.8811968998153272,0.8860529503311992,0.5530398526991431,0.5591461712056409,0.011862193033331692,0.009136430479594946,20,0.5,0.5,0.0,0.44989999999991515
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,low_friction,low_friction,27201,True,success,40,8.0,193.31670613561573,0.2020209768089262,last_policy_steps,40,0.23834571058658055,0.011486727054701646,0.8811968998153272,0.8860529503311992,0.5530398526991431,0.5591461712056409,0.011862193033331692,0.009136430479594946,20,0.5,0.5,0.0,0.44989999999991515
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,low_friction,low_friction,27202,True,success,40,8.0,193.31670613561573,0.2020209768089262,last_policy_steps,40,0.23834571058658055,0.011486727054701646,0.8811968998153272,0.8860529503311992,0.5530398526991431,0.5591461712056409,0.011862193033331692,0.009136430479594946,20,0.5,0.5,0.0,0.44989999999991515
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,rough,rough_perlin,13,True,success,41,8.200000000000001,260.72589340453936,0.2017796047486893,last_policy_steps,41,0.24815304316524425,0.21626230848595998,0.02250401068011705,0.22248148146654972,0.7276915642133007,0.39944202961503156,0.20558818624126665,5.208442146527899e-05,2,0.04878048780487805,0.9512195121951219,0.0,0.4344390243901884
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,rough,rough_perlin,7,False,time_limit,50,10.0,275.4574244606058,0.20145238909561886,last_policy_steps,50,0.3120995909549762,0.0799359765794281,0.016565509100618717,0.08786376407020664,0.6304222185193237,0.3434618578481688,0.04161422993605819,0.000264239413719964,9,0.18,0.82,0.0,0.44196000000004426
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,balanced,rough,rough_perlin,15,True,success,39,7.800000000000001,259.2362244685271,0.2019707290485549,last_policy_steps,39,0.22910676417620834,0.18470008170528518,0.024044792219398956,0.19297284832582837,0.7606381670743863,0.39423925985880764,0.11448131181686282,0.0009091103363229612,6,0.15384615384615385,0.8461538461538461,0.0,0.4372307692306784
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,motion,flat,flat,27100,True,success,39,7.800000000000001,170.88372044475057,0.20452821506426117,last_policy_steps,39,0.23348559113350612,0.01212470313317533,4.436803044676959e-06,0.01212470313317533,0.5013985995530782,0.24046840919639229,0.011073605973239163,4.123688373292733e-06,0,0.0,1.0,0.0,0.45384615384605115
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,motion,flat,flat,27101,True,success,39,7.800000000000001,170.88372044475057,0.20452821506426117,last_policy_steps,39,0.23348559113350612,0.01212470313317533,4.436803044676959e-06,0.01212470313317533,0.5013985995530782,0.24046840919639229,0.011073605973239163,4.123688373292733e-06,0,0.0,1.0,0.0,0.45384615384605115
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,motion,flat,flat,27102,True,success,39,7.800000000000001,170.88372044475057,0.20452821506426117,last_policy_steps,39,0.23348559113350612,0.01212470313317533,4.436803044676959e-06,0.01212470313317533,0.5013985995530782,0.24046840919639229,0.011073605973239163,4.123688373292733e-06,0,0.0,1.0,0.0,0.45384615384605115
10,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0010.pt,motion,low_friction,low_friction,27200,True,success,40,8.0,193.41499087901227,0.2023111758078448,last_policy_steps,40,0.23814965171381433,0.011452761272842825,0.8780593991552046,0.8829139951429668,0.5533210253980637,0.3821400092808246,0.011831238908083515,0.009167552939473952,20,0.5,0.5,0.0,0.4498499999999151
