policy,checkpoint,trained_reward_mode,eval_reward_mode,group,terrain,seed,status,settled,settling_steps,success,m4_terminal,m4_interventions,policy_steps,initial_goal_distance_m,final_goal_distance_m,progress_m,decision_time_s,energy_abs_j,energy_bracket_time_s,mean_cost_motion,mean_cost_stability,mean_cost_energy,sum_cost_motion,sum_cost_stability,sum_cost_energy,mean_progress_rate_mps,mean_energy_power_ratio,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,mean_action_vx_norm,mean_abs_action_yaw_norm,mean_action_height_norm,mean_requested_vx_mps,mean_abs_requested_yaw_rps,mean_requested_height_m,mean_requested_clearance_m,mean_applied_vx_mps,mean_abs_applied_yaw_rps,mean_applied_height_m,mean_applied_clearance_m,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,30,success,True,5,True,False,0,39,1.8091958132882031,0.11191735657712594,1.6972784567110772,7.800000000000001,217.43892362590537,7.800000000000001,0.2280002473219428,0.04397609985929741,0.6379985847136721,8.892009645555769,1.715067894512599,24.881944803833214,0.21759980214244573,1.2759971694273446,0.009228850228224275,0.0459954098954233,0.020959671586751938,0.1001853421330452,0.06554935442713591,0.018155293637671724,-0.03240187580768879,0.21310987088542718,0.00726211745506869,0.29805588745153866,0.060000000000000005,0.21310987088542718,0.00726211745506869,0.29805588745153866,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,31,success,True,5,True,False,0,37,1.8024137735751302,0.14802017462418393,1.6543935989509464,7.4,212.00979993736388,7.4,0.22054162179882666,0.11202820947410315,0.6556940533431594,8.160040006556587,4.1450437505418165,24.2606799736969,0.22356670256093866,1.3113881066863189,0.005888032226537638,0.0811648193472008,0.017632851377129555,0.12757612764835358,0.06453323918017181,0.018023267658930774,-0.03310594342749666,0.21290664783603439,0.0072093070635723105,0.29801364339435016,0.060000000000000005,0.21290664783603439,0.0072093070635723105,0.29801364339435016,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,32,success,True,5,True,False,0,39,1.802586193737586,0.14049882326108581,1.6620873704765002,7.800000000000001,198.13010400923184,7.800000000000001,0.23363984447491992,0.02657628309029348,0.581343596809466,9.111953934521877,1.0364750405214458,22.672400275569174,0.2130881244200641,1.162687193618932,0.008727380240461772,0.041014367792644106,0.03337972238659859,0.07102099061012268,0.064954562829091,0.016926657639814015,-0.03452247237929931,0.21299091256581823,0.006770663055925605,0.2979286516572421,0.060000000000000005,0.21299091256581823,0.006770663055925605,0.2979286516572421,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,33,success,True,5,True,False,0,38,1.8144236733210037,0.11949610203402046,1.6949275712869833,7.6,211.9454065584714,7.6,0.2212290178804304,0.10491559017636135,0.6382450346919523,8.406702679456355,3.986792426701731,24.253311318294184,0.22301678569565567,1.2764900693839045,0.007058577289016526,0.08150740053620782,0.015302678570151329,0.1744924932718277,0.06573571205923431,0.018160108847568107,-0.03248262052473269,0.21314714241184687,0.007264043539027242,0.2980510427685161,0.060000000000000005,0.21314714241184687,0.007264043539027242,0.2980510427685161,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,34,m4,True,5,False,True,1,9,1.8006155508699786,1.3870483514573402,0.4135671994126384,1.701999999999924,108.38571881113509,1.701999999999924,0.19859014460703975,1.0525200172535383,1.3780868403111084,1.7873113014633577,9.472680155281845,12.402781562799975,0.24112788431436818,3.6089440994984656,0.019195273977127947,0.16089981030463094,0.029008103534579277,0.2629223167896271,0.06456796411010954,0.03426454195545779,-0.017503790971305635,0.21291359282202194,0.013705816782183118,0.2989497725417216,0.060000000000000005,0.21291359282202194,0.013705816782183118,0.2989497725417216,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,35,success,True,5,True,False,0,39,1.8310988114736846,0.12656634790532975,1.7045324635683547,7.800000000000001,233.9821593671396,7.800000000000001,0.22683774622302005,0.16922256592827353,0.6865389325662525,8.846672102697783,6.599680071202668,26.77501837008385,0.21852980302158392,1.3730778651325048,0.011579967456817447,0.08770401676775443,0.032513123005628586,0.15592452883720398,0.06533155924616715,0.018569830373729557,-0.032140685531955496,0.21306631184923341,0.007427932149491821,0.2980715588680826,0.060000000000000005,0.21306631184923341,0.007427932149491821,0.2980715588680826,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,36,success,True,5,True,False,0,40,1.8339173015102326,0.11098234917110443,1.7229349523391282,8.0,217.236170212013,8.0,0.23079141369701128,0.059055761381772195,0.6214685837379038,9.231656547880451,2.362230455270888,24.858743349516153,0.21536686904239102,1.2429371674758076,0.011664086734735282,0.06287773743295738,0.03535688295960426,0.17759232223033905,0.0663452560082078,0.017881884952657856,-0.03292044438421726,0.21326905120164158,0.007152753981063143,0.29802477333694694,0.06,0.21326905120164158,0.007152753981063143,0.29802477333694694,0.06,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,37,success,True,5,True,False,0,39,1.830505723311209,0.13399880879212417,1.6965069145190848,7.800000000000001,232.69681282644882,7.800000000000001,0.22812389190399282,0.13750767461918895,0.6827675320269535,8.89683178425572,5.362799310148369,26.627933749051188,0.2175008864768057,1.365535064053907,0.008513471755993396,0.08607064982921202,0.02373325079679489,0.14485254883766174,0.06760612989847477,0.018616960419771764,-0.032600779802753374,0.21352122597969497,0.007446784167908702,0.29804395321183474,0.060000000000000005,0.21352122597969497,0.007446784167908702,0.29804395321183474,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,38,success,True,5,True,False,0,37,1.7964071418518759,0.13368707823812093,1.662720063613755,7.4,243.31517413038478,7.4,0.21913512438956845,0.2624292627115258,0.752513859324348,8.107999602414033,9.709882720326455,27.843012795000877,0.22469190048834525,1.505027718648696,0.009277700775473973,0.1253943660358081,0.02030375599861145,0.24069847166538239,0.06379047136854481,0.01834784885176231,-0.032716431327768275,0.21275809427370904,0.007339139540704924,0.2980370141203339,0.060000000000000005,0.21275809427370904,0.007339139540704924,0.2980370141203339,0.060000000000000005,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,rough,rough_perlin,39,success,True,5,True,False,0,41,1.8828988144571281,0.1292539880477159,1.7536448264094122,8.200000000000001,220.27114817728298,8.200000000000001,0.2326760935351506,0.16644559834020212,0.6147815020408559,9.539719834941174,6.8242695319482864,25.20604158367509,0.21385912517187955,1.2295630040817118,0.01257800706323407,0.0870658736085654,0.03450758755207062,0.15851497650146484,0.06922592513444947,0.017007905932387518,-0.035207298288984994,0.21384518502688993,0.006803162372955008,0.2978875621026609,0.06,0.21384518502688993,0.006803162372955008,0.2978875621026609,0.06,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2
