t_wall,context,x,y,action_id,hold_override,emp_age_s,proj_age_s,theta_age_s,emp_seq,emp_vx,emp_yaw_rate,emp_body_h,emp_clearance,emp_enable,proj_seq,proj_vx,proj_yaw_rate,proj_body_h,proj_clearance,proj_enable,out_seq,out_vx,out_yaw_rate,out_body_h,out_clearance,out_enable,delta_vx,delta_yaw_rate,delta_body_h,delta_clearance,j7_accept,j7_reason,j7_source
1785195278.949688,flat,0.000000,0.000000,1,0,0.003524,0.003462,0.003413,5100203,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100203,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100203,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195278.999563,flat,0.000000,0.000000,1,0,0.003389,0.003330,0.003278,5100205,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100205,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100205,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.049524,flat,0.000000,0.000000,1,0,0.003379,0.003319,0.003267,5100207,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100207,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100207,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.099545,flat,0.000000,0.000000,1,0,0.003302,0.003243,0.003192,5100209,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100209,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100209,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.149645,flat,0.000000,0.000000,1,0,0.003214,0.003154,0.003103,5100211,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100211,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100211,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.199514,flat,0.000000,0.000000,1,0,0.003372,0.003300,0.003230,5100213,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100213,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100213,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.249583,flat,0.000000,0.000000,1,0,0.003380,0.003319,0.003264,5100215,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100215,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100215,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.299572,flat,0.000000,0.000000,1,0,0.003208,0.003080,0.002999,5100217,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100217,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100217,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.349544,flat,0.000000,0.000000,1,0,0.002658,0.002521,0.002423,5100219,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100219,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100219,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
1785195279.399542,flat,0.000000,0.000000,1,0,0.003273,0.003211,0.003159,5100221,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5100221,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,5100221,0.00000000,0.00000000,0.32000000,0.05000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000,1,accepted_guarded,projected
