schema_version,row_granularity,source_phase,source_row_index,source_rollout_id,manifest,d5_log_dir,j7_csv,run_dir,world_name,context_label,next_context,segment_id,segment_progress,x_start,y_start,abs_y_start,beta_motion,beta_stability,beta_energy,ram_rho_summary,sigma_uncertainty,baseline_vx,baseline_yaw,baseline_body_h,baseline_clearance,baseline_enable,candidate_mode,candidate_action_id,candidate_mode_family,candidate_theta_desc,candidate_vx,candidate_yaw,candidate_body_h,candidate_clearance,candidate_enable,candidate_vx_scale,candidate_vx_delta,candidate_yaw_gain,candidate_body_h_delta,candidate_clearance_delta,active_used,j7_accepted,j7_projected,j7_failsafe,flat_rows,flat_accepted,flat_accept_rate,status,goal_reached,final_x,final_y,max_abs_y,mean_abs_y,risk_score_lower_better,delta_progress,time_to_goal,termination_reason,decision_raw,decision_label,supervision_role,decision_reason
phase_l1_v0,rollout_candidate_outcome,K4C,37,K4C:flat_noop:4,reports/phase_d4_context_meta_repeat_20260723_180107_manifest.tsv,,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_noop/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_noop,,,,,,,,,,,,,,,,,,,flat_noop,flat_noop,flat_micro_action,flat theta no-op,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,nonzero_exit,0,,,,,6.5,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,38,K4C:flat_slow03:4,reports/phase_d4_context_meta_repeat_20260723_180212_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_180212_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_slow03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_slow03,,,,,,,,,,,,,,,,,,,flat_slow03,flat_slow03,flat_micro_action,flat vx_scale 0.97,,,,,,,,,,,1,447.0,447.0,6.0,448.0,447.0,0.9977678571428571,ok,1,8.203701,0.062147,0.273044,0.12243,0.33425900000000003,,,,shadow_only,shadow_only,near_miss,improves_max_abs_y_only_but_worsens_mean_abs_y
phase_l1_v0,rollout_candidate_outcome,K4C,39,K4C:flat_clear03:4,reports/phase_d4_context_meta_repeat_20260723_180707_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_180707_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_clear03,,,,,,,,,,,,,,,,,,,flat_clear03,flat_clear03,flat_micro_action,flat clearance +0.003,,,,,,,,,,,1,446.0,446.0,7.0,447.0,446.0,0.9977628635346756,ok,1,8.012594,-0.499449,0.550439,0.31674,0.708809,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,40,K4C:flat_slow03_clear03:4,reports/phase_d4_context_meta_repeat_20260723_181152_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_181152_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_slow03_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/4_flat_slow03_clear03,,,,,,,,,,,,,,,,,,,flat_slow03_clear03,flat_slow03_clear03,flat_micro_action,flat vx_scale 0.97 + clearance +0.003,,,,,,,,,,,1,446.0,446.0,7.0,447.0,446.0,0.9977628635346756,ok,1,7.992806,-0.565839,0.769346,0.380733,0.9597125,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,41,K4C:baseline:5,reports/phase_d4_context_meta_repeat_20260723_181645_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_181645_trial_1,NA,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_baseline,,,,,,,,,,,,,,,,,,,baseline,baseline,empirical_baseline,empirical_D7_D6_gated,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,ok,1,8.185383,-0.124848,0.250232,0.117853,0.3091585,,,,reference,empirical,reference_anchor,baseline_reference
phase_l1_v0,rollout_candidate_outcome,K4C,42,K4C:flat_noop:5,reports/phase_d4_context_meta_repeat_20260723_182130_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_182130_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_noop/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_noop,,,,,,,,,,,,,,,,,,,flat_noop,flat_noop,flat_micro_action,flat theta no-op,,,,,,,,,,,1,452.0,452.0,7.0,453.0,452.0,0.9977924944812362,ok,1,8.128056,-0.423753,0.454667,0.189945,0.5496395,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,43,K4C:flat_slow03:5,reports/phase_d4_context_meta_repeat_20260723_182626_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_182626_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_slow03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_slow03,,,,,,,,,,,,,,,,,,,flat_slow03,flat_slow03,flat_micro_action,flat vx_scale 0.97,,,,,,,,,,,1,462.0,462.0,7.0,463.0,462.0,0.9978401727861771,ok,1,8.191953,-0.370798,0.462906,0.261107,0.5934595,,,,shadow_only,shadow_only,near_miss,improves_max_abs_y_only_but_worsens_mean_abs_y
phase_l1_v0,rollout_candidate_outcome,K4C,44,K4C:flat_clear03:5,reports/phase_d4_context_meta_repeat_20260723_183122_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_183122_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_clear03,,,,,,,,,,,,,,,,,,,flat_clear03,flat_clear03,flat_micro_action,flat clearance +0.003,,,,,,,,,,,1,444.0,444.0,7.0,444.0,444.0,1.0,ok,1,8.123902,0.186756,0.200198,0.110357,0.2553765,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,45,K4C:flat_slow03_clear03:5,reports/phase_d4_context_meta_repeat_20260723_183607_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_183607_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_slow03_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/5_flat_slow03_clear03,,,,,,,,,,,,,,,,,,,flat_slow03_clear03,flat_slow03_clear03,flat_micro_action,flat vx_scale 0.97 + clearance +0.003,,,,,,,,,,,1,470.0,470.0,6.0,471.0,470.0,0.9978768577494692,ok,1,8.026923,-0.558737,0.565538,0.205208,0.668142,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,46,K4C:baseline:6,reports/phase_d4_context_meta_repeat_20260723_184100_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_184100_trial_1,NA,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_baseline,,,,,,,,,,,,,,,,,,,baseline,baseline,empirical_baseline,empirical_D7_D6_gated,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,ok,1,8.11259,-0.140302,0.199063,0.069632,0.233879,,,,reference,empirical,reference_anchor,baseline_reference
phase_l1_v0,rollout_candidate_outcome,K4C,47,K4C:flat_noop:6,reports/phase_d4_context_meta_repeat_20260723_184545_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_184545_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_noop/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_noop,,,,,,,,,,,,,,,,,,,flat_noop,flat_noop,flat_micro_action,flat theta no-op,,,,,,,,,,,1,454.0,454.0,6.0,455.0,454.0,0.9978021978021978,ok,1,8.12866,-0.396173,0.401141,0.129324,0.465803,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,48,K4C:flat_slow03:6,reports/phase_d4_context_meta_repeat_20260723_185041_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_185041_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_slow03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_slow03,,,,,,,,,,,,,,,,,,,flat_slow03,flat_slow03,flat_micro_action,flat vx_scale 0.97,,,,,,,,,,,1,458.0,458.0,7.0,458.0,458.0,1.0,ok,1,8.079815,-0.138621,0.317054,0.132806,0.383457,,,,shadow_only,shadow_only,near_miss,improves_max_abs_y_only_but_worsens_mean_abs_y
phase_l1_v0,rollout_candidate_outcome,K4C,49,K4C:flat_clear03:6,reports/phase_d4_context_meta_repeat_20260723_185526_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_185526_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_clear03,,,,,,,,,,,,,,,,,,,flat_clear03,flat_clear03,flat_micro_action,flat clearance +0.003,,,,,,,,,,,1,438.0,438.0,7.0,439.0,438.0,0.9977220956719818,ok,1,8.117581,-0.5607,0.563978,0.314734,0.721345,,,,reject,reject,negative,does_not_improve_lateral_metrics
phase_l1_v0,rollout_candidate_outcome,K4C,50,K4C:flat_slow03_clear03:6,reports/phase_d4_context_meta_repeat_20260723_190012_manifest.tsv,/home/kraken/Tracer/TRACER/logs/phase_d5_shadow_20260723_190012_trial_1,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_slow03_clear03/active_nodes/j7/guarded_meta_action_ref_gate_j7_v0.csv,logs/phase_k/k4c_flat_micro_candidates_fixed_20260723_164401/6_flat_slow03_clear03,,,,,,,,,,,,,,,,,,,flat_slow03_clear03,flat_slow03_clear03,flat_micro_action,flat vx_scale 0.97 + clearance +0.003,,,,,,,,,,,1,451.0,451.0,7.0,451.0,451.0,1.0,ok,1,8.185134,0.000666,0.19293,0.070614,0.228237,,,,reject,reject,negative,does_not_improve_lateral_metrics
