policy,checkpoint,trained_reward_mode,eval_reward_mode,group,terrain,seed,status,settled,settling_steps,success,m4_terminal,m4_interventions,policy_steps,initial_goal_distance_m,final_goal_distance_m,progress_m,decision_time_s,energy_abs_j,energy_bracket_time_s,mean_cost_motion,mean_cost_stability,mean_cost_energy,sum_cost_motion,sum_cost_stability,sum_cost_energy,mean_progress_rate_mps,mean_energy_power_ratio,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,mean_action_vx_norm,mean_abs_action_yaw_norm,mean_action_height_norm,mean_requested_vx_mps,mean_abs_requested_yaw_rps,mean_requested_height_m,mean_requested_clearance_m,mean_applied_vx_mps,mean_abs_applied_yaw_rps,mean_applied_height_m,mean_applied_clearance_m,beta_name,beta_motion,beta_stability,beta_energy,beta_index,lambda_motion,lambda_stability,lambda_energy,context_id,split_group,raw_log_relpath
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,1,success,True,5,True,False,0,39,1.8088555838009333,0.13245474246278652,1.6764008413381468,7.800000000000001,214.02078544117234,7.800000000000001,0.2313460190163227,0.11993196462200063,0.6279692519343795,9.022494741636585,4.6773466202580245,24.4908008254408,0.2149231847869419,1.255938503868759,0.010945576187646622,0.09064708519024055,0.02697122097015381,0.16202634572982788,0.05007322466908357,0.02256145464698187,-0.01960968799315966,0.21001464493381675,0.009024581858792747,0.2988234187204104,0.060000000000000005,0.21001464493381675,0.009024581858792747,0.2988234187204104,0.060000000000000005,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_1,val,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0000.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,21,success,True,5,True,False,0,41,1.800255618426876,0.13525912748997165,1.6649964909369044,8.200000000000001,212.21239478613418,8.200000000000001,0.24618955930839878,0.07285298144681068,0.5922893483685111,10.09377193164435,2.986972239319238,24.283863283108953,0.20304835255328102,1.184578696737022,0.009661684305055903,0.06635017313512999,0.023829856887459755,0.1232120543718338,0.05222363697319496,0.020782057594837304,-0.022434836690791132,0.21044472739463901,0.008312823037934921,0.2986539097985525,0.06,0.21044472739463901,0.008312823037934921,0.2986539097985525,0.06,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_21,val,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0001.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,16,success,True,5,True,False,0,38,1.809161203944109,0.14504320163358667,1.6641180023105222,7.6,211.06654484625187,7.6,0.22629638119892723,0.06208316637735771,0.635598461061916,8.599262485559235,2.359160322339593,24.152741520352805,0.21896289504085828,1.271196922123832,0.006427263946126487,0.06027845514743271,0.01600685715675354,0.1295037865638733,0.05410196553719671,0.022148165373915906,-0.021179630463991902,0.21082039310743933,0.008859266149566362,0.2987292221721605,0.060000000000000005,0.21082039310743933,0.008859266149566362,0.2987292221721605,0.060000000000000005,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_16,val,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0002.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,14,success,True,5,True,False,0,39,1.8080373010952755,0.11858806854938125,1.6894492325458943,7.800000000000001,216.2594137535772,7.800000000000001,0.2292549306817478,0.07046720540665799,0.6345377249161144,8.940942296588164,2.7482210108596616,24.74697127172846,0.21659605545460187,1.2690754498322285,0.008505623939429482,0.06840171838471638,0.022047149017453194,0.1425672322511673,0.05445375197973007,0.022664853394813597,-0.0206477659730575,0.21089075039594604,0.009065941357925439,0.2987611340416165,0.060000000000000005,0.21089075039594604,0.009065941357925439,0.2987611340416165,0.060000000000000005,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_14,val,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0003.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,27,success,True,5,True,False,0,38,1.803073794056723,0.1231807080388605,1.6798930860178625,7.6,226.1785324006746,7.6,0.2237017950628516,0.173918334644686,0.6811061754188961,8.50066821238836,6.6088967164980685,25.88203466591805,0.22103856394971877,1.362212350837792,0.01050183985475954,0.10636426810009975,0.02454509772360325,0.21661072969436646,0.05111244781629035,0.02385925792010599,-0.018357574406668152,0.21022248956325806,0.009543703168042398,0.29889854553559986,0.060000000000000005,0.21022248956325806,0.009543703168042398,0.29889854553559986,0.060000000000000005,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_27,test,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0004.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,2,success,True,5,True,False,0,42,1.8266702729970166,0.13128625819441192,1.6953840148026047,8.4,226.38236259919103,8.4,0.2477107120829458,0.133301151731851,0.6167942699696175,10.403849907483723,5.598648372737742,25.905359338723933,0.2018314303336434,1.233588539939235,0.011425243439911132,0.09287547389784233,0.03361573442816734,0.18788011372089386,0.05504762283748105,0.023455701491218946,-0.019845416880257073,0.21100952456749622,0.00938228059648758,0.29880927498718457,0.06,0.21100952456749622,0.00938228059648758,0.29880927498718457,0.06,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_2,test,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0005.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,3,success,True,5,True,False,0,38,1.8074238039438935,0.1156707526794801,1.6917530512644134,7.6,211.6991524095336,7.6,0.22175114288414258,0.09232425043980577,0.637503473502286,8.426543429597418,3.5083215167126194,24.225131993086865,0.22259908569268597,1.2750069470045722,0.00632636893235692,0.07950610118035727,0.014722802676260471,0.11252333968877792,0.05225748029586516,0.02344750304320386,-0.0192853909377989,0.21045149605917304,0.009379001217281547,0.2988428765437321,0.060000000000000005,0.21045149605917304,0.009379001217281547,0.2988428765437321,0.060000000000000005,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_3,test,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0006.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,19,success,True,5,True,False,0,38,1.7965344035659587,0.12630596395930896,1.6702284396066498,7.6,228.5461213762414,7.6,0.22529137506469576,0.1483639267947582,0.6882358506139564,8.56107225245844,5.637829218200812,26.152962323330343,0.21976689994824336,1.3764717012279124,0.00811822617093273,0.09515514083960436,0.01601186953485012,0.16159729659557343,0.05059686881539069,0.022852674544801152,-0.01946499442534619,0.21011937376307818,0.00914106981792046,0.2988321003344792,0.060000000000000005,0.21011937376307818,0.00914106981792046,0.2988321003344792,0.060000000000000005,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_19,test,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0007.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,26,success,True,5,True,False,0,38,1.8005473980706206,0.148400397605565,1.6521470004650556,7.6,198.5287971589803,7.6,0.22826529597614212,0.06572360753664273,0.5978427232162177,8.674081247093401,2.497497086392424,22.71802348221627,0.21738776321908626,1.1956854464324356,0.005353879349182446,0.06184406683970154,0.016880454495549202,0.13843217492103577,0.05224420091039256,0.02273436497872401,-0.019780292206345813,0.2104488401820785,0.009093745991489604,0.29881318246761923,0.060000000000000005,0.2104488401820785,0.009093745991489604,0.29881318246761923,0.060000000000000005,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_26,test,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0008.jsonl
beta_conditioned,/mnt/share/nas/Yoo/Tracer/TRACER-ICRA27/results/icra27/phase1a_beta_conditioned_v4_seed27027/checkpoint_update_0030.pt,tracer_cost_v4,tracer_cost_v4,heldout,rough_perlin,9,m4,True,5,False,True,1,7,1.8015570656417474,1.5173093964461757,0.28424766919557176,1.3619999999999615,55.56868367806211,1.3619999999999615,0.24297066094813963,0.43879899563061653,0.9084041341965939,1.7007946266369773,3.071592969414316,6.358828939376157,0.20562347124148833,1.9020300563850732,0.008001269188747606,0.1734209016449257,0.014176279306411743,0.2618737816810608,0.052312602422067096,0.03675211699945586,-0.006919285482061761,0.21046252048441344,0.014700846799782346,0.2995848428710763,0.06,0.21046252048441344,0.014700846799782346,0.2995848428710763,0.06,lm000_ls020_le080,0.15,0.26,0.59,19,0.0,0.2,0.8,rough_seed_9,hard,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/19_lm000_ls020_le080/attempt_001/env_logs/episode_0009.jsonl
