beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,group,terrain,seed,episode_index,raw_path,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m,context_id,source_stage,source_role,context_friction_mu,context_height_std_m,context_height_relief_p95_p05_m,context_slope_rms,context_slope_q95
lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls000_le060/rough/episode_0000.jsonl,39,5,7.800000000000001,1.703068369434342,227.21730785916264,0.012236952793047625,0.09513930006828818,0.032948080687877086,0.17603638394501875,0.09420955882354237,0.007582720588236205,0.0028722426470591585,4.5799688021865474,0.36340535731610785,0.09420955882354237,0.36340535731610785,attitude,133.4164335015104,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls080_le000/rough/episode_0000.jsonl,38,5,7.6,1.6869124675215152,223.3580868457342,0.011141143045968298,0.09607036305894498,0.027016573916954365,0.17268658380876123,0.08663694421016029,0.007832268948067279,0.0027714182431622654,4.505272292620048,0.3669617559711387,0.08663694421016029,0.3669617559711387,attitude,132.40644736825115,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls060_le020/rough/episode_0000.jsonl,38,5,7.6,1.6758939939660773,218.8602931153672,0.01067841759497157,0.09569655803108781,0.02532864000343176,0.1705188508669475,0.09077895741382964,0.007038053202911815,0.002027913634737304,4.5348930346210405,0.365533925940673,0.09077895741382964,0.365533925940673,attitude,130.5931603689471,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls040_le040/rough/episode_0000.jsonl,39,5,7.800000000000001,1.712025704122612,229.94367005985242,0.012836612143712222,0.09482638519159152,0.03617714513367245,0.1759158317517877,0.09041444778885178,0.009377170641353252,0.003241491085899884,4.556006362064164,0.36221011053066954,0.09041444778885178,0.36221011053066954,attitude,134.31087483449625,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm020_ls020_le060,0.26,0.26,0.48,0.2,0.2,0.6,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls020_le060/rough/episode_0000.jsonl,39,5,7.800000000000001,1.70273625050944,227.2150148785899,0.012306184547664993,0.09518679434148854,0.03292982019839328,0.17623983303593893,0.09598342732191435,0.007365634710554459,0.002877201058810324,4.5808621256911195,0.36358677207646933,0.09598342732191435,0.36358677207646933,attitude,133.44110974944573,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls000_le080/rough/episode_0000.jsonl,39,5,7.800000000000001,1.7004761328033535,228.09500441640705,0.012514692621544542,0.09528262925172326,0.03383545016064821,0.17861046725167506,0.09837962962964235,0.008217592592593548,0.0028935185185188484,4.5869505896217175,0.3639528344689003,0.09837962962964235,0.3639528344689003,attitude,134.1359634612316,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm000_ls100_le000,0.15,0.7,0.15,0.0,1.0,0.0,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls100_le000/rough/episode_0000.jsonl,38,5,7.6,1.685561974549306,224.0507294897268,0.01176865249804885,0.09633094816399224,0.027949987889281182,0.17369984829387722,0.08659992763238697,0.007357375467375437,0.0024122542515985046,4.508881972157758,0.36795711775268414,0.08659992763238697,0.36795711775268414,attitude,132.92345987434524,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls080_le020/rough/episode_0000.jsonl,38,5,7.6,1.6751901424685018,219.12920710753838,0.010725358669906794,0.09567060515948958,0.02532799568720435,0.1703231515772421,0.09077878643097619,0.006808408982323151,0.002150023889154677,4.536798425043801,0.3654347932734181,0.09077878643097619,0.3654347932734181,attitude,130.80855811665486,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls060_le040/rough/episode_0000.jsonl,39,5,7.800000000000001,1.7120001569511285,227.5325042547355,0.012191138211372441,0.09485064200652982,0.03206389434396812,0.17266318808877767,0.08855790324444045,0.00935226879113374,0.003232883038910423,4.556074348667634,0.3623027647386958,0.08855790324444045,0.3623027647386958,attitude,132.90448796450124,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls040_le060/rough/episode_0000.jsonl,39,5,7.800000000000001,1.7038961876238432,224.7379800768664,0.011774683858856468,0.09479144656637145,0.030674158139488216,0.17291961579091986,0.10250805338243404,0.008168430740912147,0.0026461113667743544,4.5777436774933085,0.3620766548128629,0.10250805338243404,0.3620766548128629,attitude,131.8965214601913,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm000_ls020_le080,0.15,0.26,0.59,0.0,0.2,0.8,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls020_le080/rough/episode_0000.jsonl,39,5,7.800000000000001,1.6995646771470332,229.94393934518195,0.012571870200019264,0.09597821810795981,0.03500227683300265,0.18167250677905544,0.10042908500523118,0.008581700104373015,0.0024353473269166682,4.589410514869865,0.3666097881848127,0.10042908500523118,0.3666097881848127,attitude,135.29578628992004,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm000_ls000_le100,0.15,0.15,0.7,0.0,0.0,1.0,rough,rough_perlin,0,0,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls000_le100/rough/episode_0000.jsonl,39,5,7.800000000000001,1.6875454217632104,225.1649208382438,0.011944737173554647,0.09593377031964265,0.03197229764435406,0.1785096934693411,0.08357822969320416,0.008698718702246165,0.0024685553073941838,4.622097811062336,0.3664400101395284,0.08357822969320416,0.3664400101395284,attitude,133.4274727864706,rough_seed_0,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03384702754803588,0.10045801520347597,0.1200794462979478,0.22203379632234477
lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0001.jsonl,38,5,7.6,1.663750076232156,217.46291918738768,0.007351862330114333,0.07974215582076101,0.017031698937773537,0.1720451779466885,0.07544006705785149,0.0046700993892954835,0.0008382229673094338,4.5679937801785035,0.3045925985202785,0.07544006705785149,0.3045925985202785,attitude,130.70648187729572,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0001.jsonl,38,5,7.6,1.6641239092780615,217.04612490744523,0.0073059165926575445,0.07983725514502281,0.017167596821169317,0.17238469031840165,0.07546041616839494,0.004424778761062698,0.0008371203061469844,4.566967614387002,0.3049558511812616,0.07546041616839494,0.3049558511812616,attitude,130.4266609579603,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0001.jsonl,38,5,7.6,1.6524974996577326,215.58777233399252,0.0071623806329209885,0.07953462245219317,0.01690579227620871,0.16936049365436912,0.07681314755271225,0.005835417410981392,0.0010718113612005933,4.599099243160199,0.3037998794451405,0.07681314755271225,0.3037998794451405,attitude,130.46178428629716,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm060_ls040_le000/rough/episode_0001.jsonl,38,5,7.6,1.666278167195682,217.3631202972972,0.0072428476487605906,0.08007918027592359,0.01706064445598601,0.17279528813503853,0.07407407407408804,0.004301075268818031,0.000836320191159028,4.56106318238009,0.30587993711184597,0.07407407407408804,0.30587993711184597,attitude,130.44827963095483,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm060_ls020_le020,0.48,0.26,0.26,0.6,0.2,0.2,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm060_ls020_le020/rough/episode_0001.jsonl,38,5,7.6,1.6551585238727464,215.879822341225,0.007225739707839116,0.0794578901023373,0.016378792951080738,0.16927269698532266,0.07687709230034985,0.005738880918222119,0.0010760401721665951,4.591705199461795,0.3035067834585496,0.07687709230034985,0.3035067834585496,attitude,130.4284871977752,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm060_ls000_le040/rough/episode_0001.jsonl,39,5,7.800000000000001,1.668681487294568,220.24648328965253,0.006712731386529006,0.0781414829357649,0.016308946330098384,0.1665091120137301,0.08821133480741662,0.0029093448155478856,0.0008146165483534043,4.674349214867922,0.29847847847419134,0.08821133480741662,0.29847847847419134,attitude,131.98833028748822,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls060_le000/rough/episode_0001.jsonl,38,5,7.6,1.6670823430048345,217.99385102942182,0.0072425959298968905,0.08034770395571189,0.017316679790098616,0.17316610992696302,0.07576661496242935,0.004534065147357982,0.0009545400310226967,4.558862993114888,0.30690562201525873,0.07576661496242935,0.30690562201525873,attitude,130.7636973927146,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls040_le020/rough/episode_0001.jsonl,38,5,7.6,1.65691156585546,215.83169116415814,0.007272136258728522,0.079517384091945,0.016583267033622277,0.1693074497972622,0.07805402820943441,0.0049007889074836036,0.0010757829309109971,4.586847093481501,0.30373403375927743,0.07805402820943441,0.30373403375927743,attitude,130.2614428023047,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls020_le040/rough/episode_0001.jsonl,39,5,7.800000000000001,1.66898912791402,220.432631790061,0.0067751607361912,0.07817155556908044,0.016346543598446953,0.16665210965698196,0.08753346525435084,0.003259224770108641,0.000814806192527157,4.673487603690266,0.29859334747204636,0.08753346525435084,0.29859334747204636,attitude,132.07553488713728,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls000_le060/rough/episode_0001.jsonl,39,5,7.800000000000001,1.6644412250494338,220.48728515434,0.0066847828513133655,0.07800492303749482,0.015920782636509992,0.166454476103864,0.08920679227728759,0.00314026517794871,0.0008141428239126252,4.686257395341996,0.29795685808608396,0.08920679227728759,0.29795685808608396,attitude,132.46925264530836,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls080_le000/rough/episode_0001.jsonl,38,5,7.6,1.6670317919661382,218.33907133451083,0.007346319254788995,0.08042573707963807,0.017592308652585573,0.17384893151363046,0.07646356033454249,0.005854241338113371,0.00071684587813631,4.559001235985052,0.30720368659280484,0.07646356033454249,0.30720368659280484,attitude,130.9747494839294,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls060_le020/rough/episode_0001.jsonl,38,5,7.6,1.6603633823380337,216.15080841381018,0.007295675852123703,0.07972041186811175,0.016541183242352618,0.16923292099897647,0.07871198568874528,0.005247465712582984,0.0009540846750150566,4.57731125658655,0.30450954273916286,0.07871198568874528,0.30450954273916286,attitude,130.1828326937916,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls040_le040/rough/episode_0001.jsonl,39,5,7.800000000000001,1.6709125487559249,220.29574945284855,0.006746754875007051,0.07826171061208993,0.016309676456004386,0.16681587792726837,0.08684057971015942,0.0033623188405800895,0.0008115942028986392,4.668107858671286,0.2989377143697973,0.08684057971015942,0.2989377143697973,attitude,131.84157939137472,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm020_ls020_le060,0.26,0.26,0.48,0.2,0.2,0.6,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls020_le060/rough/episode_0001.jsonl,39,5,7.800000000000001,1.667113745664546,219.33436202372275,0.006559899724758839,0.07806283377087973,0.015896075066525146,0.1640630087839552,0.08246578547199811,0.0033922096151601105,0.0005848637267517321,4.678744938840847,0.29817806079351483,0.08246578547199811,0.29817806079351483,attitude,131.56532515799728,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm020_ls000_le080,0.26,0.15,0.59,0.2,0.0,0.8,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm020_ls000_le080/rough/episode_0001.jsonl,39,5,7.800000000000001,1.6642002701117655,220.22139105686563,0.006601941359050795,0.0782473673193108,0.015728427920987907,0.16594608814906997,0.08024618298024597,0.003787430465144514,0.0008285004142502906,4.686935905542284,0.298882927027093,0.08024618298024597,0.298882927027093,attitude,132.32865960421688,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm000_ls100_le000,0.15,0.7,0.15,0.0,1.0,0.0,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls100_le000/rough/episode_0001.jsonl,38,5,7.6,1.667219756450354,218.24333705415825,0.007351246319631595,0.08055203596584967,0.017639235964874052,0.17400035049149887,0.0763349659539028,0.005614621908972479,0.0009556803249314564,4.558487248364316,0.3076861128019467,0.0763349659539028,0.3076861128019467,attitude,130.90256171077053,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls080_le020/rough/episode_0001.jsonl,38,5,7.6,1.6619985483553674,216.5815390796497,0.007329394509520384,0.07981139983586566,0.016403148801836576,0.16944484154669226,0.07924573338108831,0.004773839360306396,0.0008354218880535984,4.572807844820676,0.3048570911750809,0.07924573338108831,0.3048570911750809,attitude,130.3139159140471,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls060_le040/rough/episode_0001.jsonl,39,5,7.800000000000001,1.670572502738885,221.03279018072686,0.006861543581621455,0.0781065865066006,0.016495375614317444,0.1671676437551941,0.087890166627567,0.0035203003989677925,0.0009387467730580745,4.669058054775825,0.2983451839334453,0.087890166627567,0.2983451839334453,attitude,132.30960632857662,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls040_le060/rough/episode_0001.jsonl,39,5,7.800000000000001,1.6671628155450116,218.70648589610784,0.00653440379004027,0.07781894334585653,0.01603844060938545,0.16344981004921078,0.08557714820886411,0.0038632638726301713,0.00046827440880361143,4.6786072285628,0.2972464679923494,0.08557714820886411,0.2972464679923494,attitude,131.1848392111664,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm000_ls020_le080,0.15,0.26,0.59,0.0,0.2,0.8,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls020_le080/rough/episode_0001.jsonl,39,5,7.800000000000001,1.6648599800608705,218.87563977182526,0.0064208453306553535,0.07785341688183114,0.016184387366357883,0.16247596785023632,0.08103631846682892,0.0036673370401048774,0.0004732047793683222,4.685078681340408,0.2973781472000986,0.08103631846682892,0.2973781472000986,attitude,131.46789663586168,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm000_ls000_le100,0.15,0.15,0.7,0.0,0.0,1.0,rough,rough_perlin,5,1,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm000_ls000_le100/rough/episode_0001.jsonl,39,5,7.800000000000001,1.6597065496539485,219.23772070310838,0.006410955151223762,0.07830790357603931,0.01565014634310216,0.16336841449257733,0.07907413934908987,0.002349900129244834,0.0005874750323111889,4.69962596799194,0.299114158494964,0.07907413934908987,0.299114158494964,attitude,132.0942673563708,rough_seed_5,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.03688246351025861,0.12396946787834169,0.10815084037346305,0.17043191519638226
lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm100_ls000_le000/rough/episode_0002.jsonl,37,5,7.4,1.6539623429270782,207.7063873385219,0.00653952022947546,0.08463166200445399,0.014903851113846376,0.13819163969033177,0.06628487876204674,0.0034117217009878307,0.00036554161082010927,4.474104281542436,0.3232691364021935,0.06628487876204674,0.3232691364021935,attitude,125.58108606689088,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm080_ls020_le000/rough/episode_0002.jsonl,37,5,7.4,1.6533402082601134,207.6348729491599,0.006556156669634639,0.08461353305636318,0.014910341549004447,0.13819916647168687,0.06570941834997775,0.003407155025554532,0.00048673643222206444,4.475787840294142,0.32319988892135254,0.06570941834997775,0.32319988892135254,attitude,125.58508642795526,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm080_ls000_le020/rough/episode_0002.jsonl,38,5,7.6,1.68117092240493,211.86196200976843,0.0067593355239543495,0.08386843894301854,0.014875868474858866,0.13816277069031568,0.0637794343864747,0.003549875754349367,0.00011832919181164995,4.520658725840994,0.3203538390523732,0.0637794343864747,0.3203538390523732,attitude,126.02047726753328,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm060_ls040_le000/rough/episode_0002.jsonl,37,5,7.4,1.65222322279666,207.53432037156722,0.006502377130000784,0.08463439326556524,0.014922726004850655,0.13819936028009527,0.06543420092436343,0.0034054974458777804,0.00048649963512538565,4.478813696538099,0.32327956905115507,0.06543420092436343,0.32327956905115507,attitude,125.60912926782447,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm060_ls020_le020,0.48,0.26,0.26,0.6,0.2,0.2,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm060_ls020_le020/rough/episode_0002.jsonl,38,5,7.6,1.6813401417496072,211.99085807874854,0.006783278291002232,0.08387181951551063,0.014882395874553402,0.13816773409363137,0.06428317745946466,0.003551556765716409,0.0001183852255238847,4.520203741814799,0.32036675188811553,0.06428317745946466,0.32036675188811553,attitude,126.08445656816964,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm060_ls000_le040/rough/episode_0002.jsonl,38,5,7.6,1.6744445277088778,211.6323750334289,0.0069677672041107055,0.08393819002691152,0.014847253595227752,0.13813632989220115,0.0626469205453805,0.003996238834039375,0.00011753643629528112,4.538818619688159,0.32062026856727527,0.0626469205453805,0.32062026856727527,attitude,126.38960056980982,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls060_le000/rough/episode_0002.jsonl,37,5,7.4,1.6511096115975192,207.53228022519147,0.006516893962443096,0.0846483788924323,0.014927729747208693,0.13821010321386185,0.06618810074219685,0.0032850711765429973,0.00048667721133969024,4.481834487560268,0.3233329902107102,0.06618810074219685,0.3233329902107102,attitude,125.69261226963309,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls040_le020/rough/episode_0002.jsonl,38,5,7.6,1.681819519629926,211.97056930176387,0.006762312258805441,0.08390107973703996,0.014889039803660282,0.13817257508284708,0.06359414076457036,0.003572704537335542,0.00011909015124452247,4.5189153243222755,0.3204785177015321,0.06359414076457036,0.3204785177015321,attitude,126.03645446356022,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls020_le040/rough/episode_0002.jsonl,38,5,7.6,1.6759684914035913,211.6706780499087,0.007027516015082421,0.08382246620295454,0.01485776477312706,0.13813526627366124,0.062251345658798994,0.0038614556517677203,0.0003510414228879639,4.534691456899137,0.32017823612048524,0.062251345658798994,0.32017823612048524,attitude,126.29752834591693,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
lm040_ls000_le060,0.37,0.15,0.48,0.4,0.0,0.6,rough,rough_perlin,11,2,results/icra27/os_t5p5b_remaining_rough_train_atlas_v0/env_logs/lm040_ls000_le060/rough/episode_0002.jsonl,38,5,7.6,1.6702948576587162,211.62191505227554,0.0070357359051509165,0.0841610149008902,0.01617416291394652,0.13897979326053234,0.06331187829140997,0.003744880046811822,0.00023405500292574701,4.550094832150212,0.3214713968905761,0.06331187829140997,0.3214713968905761,attitude,126.69733974330136,rough_seed_11,OS-T5.5b,new_physical_metric_reconstruction,0.8,0.02186876050049635,0.06406399381160738,0.11090602708266509,0.18823607756293656
