representation,held_context,context_dim,model_input_dim,shared_param_count,factorized_param_count,factorized_over_shared,rho_regret_motion,rho_regret_stability,rho_regret_energy,final_mse_motion,final_mse_stability,final_mse_energy,balanced_oracle_beta,balanced_selected_beta,balanced_baseline_beta,balanced_Q_excess,balanced_baseline_Q_excess,balanced_rank,balanced_beats_baseline,balanced_ties_baseline,balanced_worse_baseline,motion_biased_oracle_beta,motion_biased_selected_beta,motion_biased_baseline_beta,motion_biased_Q_excess,motion_biased_baseline_Q_excess,motion_biased_rank,motion_biased_beats_baseline,motion_biased_ties_baseline,motion_biased_worse_baseline,stability_biased_oracle_beta,stability_biased_selected_beta,stability_biased_baseline_beta,stability_biased_Q_excess,stability_biased_baseline_Q_excess,stability_biased_rank,stability_biased_beats_baseline,stability_biased_ties_baseline,stability_biased_worse_baseline,energy_biased_oracle_beta,energy_biased_selected_beta,energy_biased_baseline_beta,energy_biased_Q_excess,energy_biased_baseline_Q_excess,energy_biased_rank,energy_biased_beats_baseline,energy_biased_ties_baseline,energy_biased_worse_baseline
semantic_plus_probe,rough_seed_10,81,84,9795,9663,0.9865237366003062,0.9896103896103896,-0.9285714285714285,0.4324675324675325,0.012814037501811981,0.02918418124318123,0.05328059817353884,lm060_ls020_le020,lm060_ls040_le000,lm080_ls020_le000,0.2369520879113589,0.04660870274838702,15,0,0,1,lm080_ls020_le000,lm100_ls000_le000,lm080_ls020_le000,0.07178136053531575,0.0,3,0,0,1,lm040_ls000_le060,lm060_ls040_le000,lm080_ls020_le000,0.5727431148603752,0.17602207741313627,19,0,0,1,lm080_ls020_le000,lm020_ls080_le000,lm100_ls000_le000,0.2126340195251636,0.07278475262244571,7,0,0,1
semantic_plus_probe,rough_seed_8,81,84,9795,9663,0.9865237366003062,0.9649350649350649,-0.17922077922077922,-0.41558441558441556,0.013966026405493418,0.02465812675654888,0.05553696180383364,lm080_ls020_le000,lm000_ls100_le000,lm080_ls020_le000,0.5694263023258392,0.0,6,0,0,1,lm080_ls020_le000,lm000_ls100_le000,lm080_ls020_le000,0.7975095308517567,0.0,6,0,0,1,lm080_ls020_le000,lm000_ls100_le000,lm080_ls020_le000,0.8862108009752141,0.0,21,0,0,1,lm040_ls060_le000,lm000_ls100_le000,lm080_ls020_le000,1.7348939282183722,0.554459329261933,15,0,0,1
semantic_plus_probe,rough_seed_22,81,84,9795,9663,0.9865237366003062,0.9896103896103896,-0.6506493506493506,0.4207792207792207,0.014449832340081533,0.029805907979607582,0.055564420918623604,lm040_ls040_le020,lm040_ls060_le000,lm080_ls020_le000,0.2555140485713817,0.14102356059836776,11,0,0,1,lm080_ls020_le000,lm040_ls060_le000,lm080_ls020_le000,0.051958392068405274,0.0,4,0,0,1,lm040_ls020_le040,lm000_ls080_le020,lm080_ls020_le000,0.2566362668319645,0.5499283318018938,12,1,0,0,lm040_ls020_le040,lm020_ls060_le020,lm100_ls000_le000,0.29082978379638136,0.5569999999999999,4,1,0,0
semantic_plus_probe,rough_seed_20,81,84,9795,9663,0.9865237366003062,0.9350649350649349,-0.7168831168831169,0.24545454545454545,0.012614820462961992,0.028887131561835606,0.05341965580979983,lm000_ls060_le040,lm100_ls000_le000,lm080_ls020_le000,0.14668871104683318,0.14667944598463062,13,0,0,1,lm080_ls000_le020,lm100_ls000_le000,lm080_ls020_le000,0.046017547975247694,0.04602913148335923,6,1,0,0,lm000_ls040_le060,lm100_ls000_le000,lm080_ls020_le000,0.5891900006321392,0.6086434426243702,16,1,0,0,lm060_ls020_le020,lm100_ls000_le000,lm100_ls000_le000,0.5981245821404113,0.5981245821404113,13,0,1,0
semantic_plus_probe,rough_seed_28,81,84,9795,9663,0.9865237366003062,0.9506493506493506,-0.3896103896103896,-0.8987012987012987,0.012692686480780443,0.026095936074852943,0.05488217125336329,lm000_ls100_le000,lm000_ls020_le080,lm080_ls020_le000,3.2240571876694344,0.2066409730589126,20,0,0,1,lm060_ls040_le000,lm060_ls000_le040,lm080_ls020_le000,1.020496218812344,0.017943524956309964,12,0,0,1,lm000_ls100_le000,lm060_ls000_le040,lm080_ls020_le000,2.659023460032451,0.38428357903425,14,0,0,1,lm000_ls100_le000,lm000_ls000_le100,lm100_ls000_le000,3.8584998563316035,0.6351132921090953,20,0,0,1
semantic_plus_probe,rough_seed_17,81,84,9795,9663,0.9865237366003062,0.877922077922078,0.6675324675324676,0.6662337662337662,0.013350113605459532,0.029132538785537083,0.053586931278308235,lm100_ls000_le000,lm080_ls000_le020,lm080_ls020_le000,0.13735028559898954,0.19233300719603325,2,1,0,0,lm100_ls000_le000,lm080_ls000_le020,lm080_ls020_le000,0.30850751475087873,0.08680197374791396,7,0,0,1,lm100_ls000_le000,lm080_ls000_le020,lm020_ls080_le000,0.4075558831949171,0.4407909749710096,8,1,0,0,lm020_ls060_le020,lm080_ls000_le020,lm080_ls020_le000,0.0895080004139367,0.44073567876514763,4,1,0,0
semantic_plus_prop_probe,rough_seed_13,87,90,10179,10167,0.9988211022693781,0.8896103896103895,-0.06753246753246753,0.24805194805194808,0.013460604473948479,0.0312147568911314,0.06336976091066997,lm080_ls020_le000,lm000_ls100_le000,lm080_ls020_le000,0.03270896035207965,0.0,8,0,0,1,lm080_ls020_le000,lm040_ls060_le000,lm080_ls020_le000,0.043192379619175325,0.0,4,0,0,1,lm040_ls060_le000,lm000_ls100_le000,lm080_ls020_le000,0.00651366772889686,0.2576064893087705,2,1,0,0,lm040_ls000_le060,lm000_ls100_le000,lm100_ls000_le000,0.4618641580046294,0.5973903235713229,15,1,0,0
semantic_plus_prop_probe,rough_seed_7,87,90,10179,10167,0.9988211022693781,0.7363636363636364,-0.08441558441558442,-0.7714285714285715,0.013888373970985413,0.02856003741423289,0.05975822856028875,lm000_ls060_le040,lm100_ls000_le000,lm080_ls020_le000,0.03784085474337451,0.11426225020779207,6,1,0,0,lm000_ls100_le000,lm100_ls000_le000,lm080_ls020_le000,0.007110061757766156,0.04173637857875327,2,1,0,0,lm020_ls020_le060,lm100_ls000_le000,lm080_ls020_le000,0.24816147591409102,0.12887637281230643,9,0,0,1,lm020_ls020_le060,lm100_ls000_le000,lm100_ls000_le000,0.3949767223636602,0.3949767223636602,15,0,1,0
semantic_plus_prop_probe,rough_seed_15,87,90,10179,10167,0.9988211022693781,0.7103896103896103,0.49610389610389616,-0.35454545454545455,0.01395729836076498,0.03365493814150492,0.057039799789587654,lm060_ls040_le000,lm080_ls000_le020,lm080_ls020_le000,0.16079069889227618,0.0068616204234064615,11,0,0,1,lm040_ls060_le000,lm080_ls020_le000,lm080_ls020_le000,0.00406380128866983,0.00406380128866983,2,0,1,0,lm000_ls040_le060,lm040_ls000_le060,lm020_ls080_le000,0.20222630050777018,0.46798225740402966,11,1,0,0,lm000_ls080_le020,lm040_ls000_le060,lm100_ls000_le000,0.33853467571894735,0.27508491358795106,13,0,0,1
semantic_plus_prop_probe,rough_seed_0,87,90,10179,10167,0.9988211022693781,0.5376623376623377,0.5194805194805194,-0.2025974025974026,0.013186064548790455,0.03351106122136116,0.054678150763114296,lm100_ls000_le000,lm000_ls040_le060,lm080_ls020_le000,0.11910903284715613,0.1191408580715218,9,1,0,0,lm100_ls000_le000,lm000_ls060_le040,lm080_ls020_le000,0.41349271742757165,0.05303508557669458,15,0,0,1,lm000_ls060_le040,lm000_ls020_le080,lm080_ls020_le000,0.6253750123400235,0.5967024525826499,16,0,0,1,lm100_ls000_le000,lm000_ls040_le060,lm080_ls020_le000,0.23875998145075955,0.24551011153872238,6,1,0,0
semantic_plus_prop_probe,rough_seed_5,87,90,10179,10167,0.9988211022693781,0.9870129870129869,0.612987012987013,-0.35844155844155845,0.011909812067945799,0.03023971493045489,0.0596573439737161,lm060_ls020_le020,lm000_ls040_le060,lm080_ls020_le000,0.13504226187794194,0.04604145419202896,15,0,0,1,lm100_ls000_le000,lm000_ls100_le000,lm080_ls020_le000,0.044477342154016844,0.0050143624435080025,8,0,0,1,lm020_ls040_le040,lm060_ls000_le040,lm080_ls020_le000,0.007667416870314608,0.38181571957820637,3,1,0,0,lm060_ls020_le020,lm000_ls040_le060,lm100_ls000_le000,0.24252247138425928,0.0831771258790878,12,0,0,1
semantic_plus_prop_probe,rough_seed_11,87,90,10179,10167,0.9988211022693781,0.9376623376623376,0.6441558441558441,0.7571428571428571,0.012278015725314617,0.031110600878794987,0.06087961420416832,lm020_ls080_le000,lm000_ls100_le000,lm080_ls020_le000,0.03219518326367715,0.03577286759580989,2,1,0,0,lm100_ls000_le000,lm000_ls100_le000,lm080_ls020_le000,0.5540408865442786,0.0007254509276770627,6,0,0,1,lm020_ls080_le000,lm040_ls040_le020,lm080_ls020_le000,0.29015138275996444,0.5594708499340446,3,1,0,0,lm000_ls100_le000,lm020_ls080_le000,lm100_ls000_le000,0.06718566994475078,0.547591313806471,2,1,0,0
semantic_plus_prop_probe,rough_seed_4,87,90,10179,10167,0.9988211022693781,0.9519480519480519,0.8805194805194804,0.7376623376623377,0.014769194958110651,0.030247703815499943,0.051622308790683746,lm020_ls080_le000,lm000_ls100_le000,lm080_ls020_le000,0.1640909998792447,0.167424333212578,3,1,0,0,lm020_ls080_le000,lm000_ls100_le000,lm080_ls020_le000,0.6290113757007559,0.07501137570075601,4,0,0,1,lm000_ls100_le000,lm000_ls100_le000,lm080_ls020_le000,0.0,0.5569999999999999,1,1,0,0,lm020_ls080_le000,lm000_ls100_le000,lm100_ls000_le000,0.042972960747891364,0.612047628198621,3,1,0,0
semantic_plus_prop_probe,rough_seed_25,87,90,10179,10167,0.9988211022693781,0.9246753246753248,0.6038961038961038,-0.24285714285714283,0.012479700148105621,0.030722463503479958,0.05236835777759552,lm040_ls040_le020,lm060_ls020_le020,lm080_ls020_le000,0.04243296253805419,0.2333729512036904,2,1,0,0,lm080_ls000_le020,lm100_ls000_le000,lm080_ls020_le000,0.007966230981075031,0.033524854073517504,2,1,0,0,lm060_ls000_le040,lm080_ls000_le020,lm080_ls020_le000,0.14819292598880335,0.5483958397848061,6,1,0,0,lm040_ls040_le020,lm060_ls020_le020,lm100_ls000_le000,0.12298050130616693,0.060503759923311584,7,0,0,1
semantic_plus_prop_probe,rough_seed_12,87,90,10179,10167,0.9988211022693781,0.9636363636363635,-0.0935064935064935,0.4168831168831169,0.011785001183549563,0.03250313736498356,0.059707481414079666,lm100_ls000_le000,lm080_ls000_le020,lm080_ls020_le000,0.006007828421616956,0.27336439191352324,3,1,0,0,lm100_ls000_le000,lm100_ls000_le000,lm080_ls020_le000,0.0,0.12323315961884831,1,1,0,0,lm040_ls040_le020,lm080_ls000_le020,lm080_ls020_le000,0.4875138042114002,1.1194319712830678,5,1,0,0,lm100_ls000_le000,lm100_ls000_le000,lm080_ls020_le000,0.0,0.9895874923976087,1,1,0,0
semantic_plus_prop_probe,rough_seed_6,87,90,10179,10167,0.9988211022693781,0.9545454545454546,0.38831168831168833,0.10389610389610389,0.012938419356942177,0.03429280097285906,0.05285869290431341,lm000_ls080_le020,lm000_ls100_le000,lm080_ls020_le000,0.07496055129465143,0.19646303752110775,4,1,0,0,lm020_ls080_le000,lm060_ls040_le000,lm080_ls020_le000,0.03484608108908177,0.06378750170648817,4,1,0,0,lm000_ls060_le040,lm000_ls100_le000,lm080_ls020_le000,0.3611037085623153,0.6144933657514767,14,1,0,0,lm040_ls060_le000,lm040_ls040_le020,lm080_ls020_le000,0.40551976309472126,0.2931492573234983,11,0,0,1
semantic_plus_prop_probe,rough_seed_29,87,90,10179,10167,0.9988211022693781,0.9662337662337662,-0.6896103896103896,0.37142857142857144,0.01225490557650725,0.028999013205369312,0.05424412960807482,lm060_ls040_le000,lm040_ls060_le000,lm080_ls020_le000,0.003682905690670757,0.01807345113361848,2,1,0,0,lm060_ls040_le000,lm100_ls000_le000,lm080_ls020_le000,0.021308297543392918,0.15487168492320835,2,1,0,0,lm080_ls020_le000,lm080_ls000_le020,lm080_ls020_le000,0.6460604433556687,0.0,9,0,0,1,lm080_ls000_le020,lm100_ls000_le000,lm100_ls000_le000,0.5558651539577645,0.5558651539577645,11,0,1,0
semantic_plus_prop_probe,rough_seed_18,87,90,10179,10167,0.9988211022693781,0.9909090909090909,0.6025974025974027,0.031168831168831172,0.013028962537646294,0.0417832595606645,0.06154024104277293,lm000_ls100_le000,lm000_ls080_le020,lm080_ls020_le000,0.11112329085320133,1.6530904404215563,4,1,0,0,lm000_ls100_le000,lm000_ls100_le000,lm080_ls020_le000,0.0,0.7482497464283054,1,1,0,0,lm040_ls040_le020,lm000_ls100_le000,lm080_ls020_le000,0.5539999999999999,4.008310195358528,3,1,0,0,lm000_ls100_le000,lm000_ls080_le020,lm100_ls000_le000,0.7792729411448888,2.622873817942152,5,1,0,0
semantic_plus_prop_probe,rough_seed_10,87,90,10179,10167,0.9988211022693781,0.9519480519480519,-0.877922077922078,-0.34285714285714286,0.01332522432009379,0.03313262201845646,0.05657963206370672,lm060_ls020_le020,lm100_ls000_le000,lm080_ls020_le000,0.20670168857455573,0.04660870274838702,13,0,0,1,lm080_ls020_le000,lm100_ls000_le000,lm080_ls020_le000,0.07178136053531575,0.0,3,0,0,1,lm040_ls000_le060,lm100_ls000_le000,lm080_ls020_le000,0.5117349217338809,0.17602207741313627,18,0,0,1,lm080_ls020_le000,lm020_ls080_le000,lm100_ls000_le000,0.2126340195251636,0.07278475262244571,7,0,0,1
semantic_plus_prop_probe,rough_seed_8,87,90,10179,10167,0.9988211022693781,0.9805194805194805,0.13116883116883118,-0.5649350649350648,0.013873377504448095,0.028832953423261642,0.05288328727086385,lm080_ls020_le000,lm060_ls020_le020,lm080_ls020_le000,0.6113380791912533,0.0,8,0,0,1,lm080_ls020_le000,lm060_ls040_le000,lm080_ls020_le000,0.3056820713983207,0.0,3,0,0,1,lm080_ls020_le000,lm060_ls020_le020,lm080_ls020_le000,0.3760700649866795,0.0,10,0,0,1,lm040_ls060_le000,lm060_ls000_le040,lm080_ls020_le000,1.5392141600959455,0.554459329261933,14,0,0,1
semantic_plus_prop_probe,rough_seed_22,87,90,10179,10167,0.9988211022693781,0.9519480519480519,-0.6012987012987013,0.22337662337662337,0.013299666345119476,0.029180072868863743,0.05110957349340121,lm040_ls040_le020,lm000_ls100_le000,lm080_ls020_le000,0.3563928110448611,0.14102356059836776,15,0,0,1,lm080_ls020_le000,lm000_ls100_le000,lm080_ls020_le000,0.09793446483293872,0.0,8,0,0,1,lm040_ls020_le040,lm000_ls100_le000,lm080_ls020_le000,0.6492349967727827,0.5499283318018938,21,0,0,1,lm040_ls020_le040,lm100_ls000_le000,lm100_ls000_le000,0.5569999999999999,0.5569999999999999,9,0,1,0
semantic_plus_prop_probe,rough_seed_20,87,90,10179,10167,0.9988211022693781,0.9688311688311689,-0.17922077922077922,0.5363636363636364,0.013843534203867117,0.029120448976755142,0.056931816041469574,lm000_ls060_le040,lm060_ls020_le020,lm080_ls020_le000,0.05196741740147459,0.14667944598463062,5,1,0,0,lm080_ls000_le020,lm100_ls000_le000,lm080_ls020_le000,0.046017547975247694,0.04602913148335923,6,1,0,0,lm000_ls040_le060,lm020_ls040_le040,lm080_ls020_le000,0.320463628928293,0.6086434426243702,10,1,0,0,lm060_ls020_le020,lm020_ls060_le020,lm100_ls000_le000,0.048170878796939015,0.5981245821404113,3,1,0,0
semantic_plus_prop_probe,rough_seed_28,87,90,10179,10167,0.9988211022693781,0.9376623376623376,-0.24155844155844156,-0.4701298701298702,0.014033970423042774,0.030318396165966988,0.05683536579211553,lm000_ls100_le000,lm040_ls040_le020,lm080_ls020_le000,0.6179655636381415,0.2066409730589126,9,0,0,1,lm060_ls040_le000,lm060_ls040_le000,lm080_ls020_le000,0.0,0.017943524956309964,1,1,0,0,lm000_ls100_le000,lm020_ls040_le040,lm080_ls020_le000,2.24120539716592,0.38428357903425,12,0,0,1,lm000_ls100_le000,lm080_ls000_le020,lm100_ls000_le000,2.365491451615491,0.6351132921090953,14,0,0,1
semantic_plus_prop_probe,rough_seed_17,87,90,10179,10167,0.9988211022693781,0.9688311688311689,-0.05454545454545454,0.27792207792207796,0.013606100343167782,0.026884308084845543,0.05515275150537491,lm100_ls000_le000,lm040_ls040_le020,lm080_ls020_le000,0.19183746396762474,0.19233300719603325,5,1,0,0,lm100_ls000_le000,lm060_ls020_le020,lm080_ls020_le000,0.3545806049682532,0.08680197374791396,9,0,0,1,lm100_ls000_le000,lm080_ls000_le020,lm020_ls080_le000,0.4075558831949171,0.4407909749710096,8,1,0,0,lm020_ls060_le020,lm060_ls000_le040,lm080_ls020_le000,0.5561222600259639,0.44073567876514763,13,0,0,1
