representation,context_dim,held_mae_regret_motion_mean,held_mae_regret_stability_mean,held_mae_regret_energy_mean,rho_J_motion_mean,rho_J_stability_mean,rho_J_energy_mean,rho_Q_mean,Q_excess_mean,Q_excess_median,Q_excess_p95,Q_excess_max,baseline_Q_excess_mean,true_rank_mean,true_rank_median,exact_fraction,top3_fraction,top5_fraction,beats_baseline_fraction
semantic_only,74,3.842407336938646,2.877359713810876,1.225841096357458,0.7094516594516594,-0.014790764790764806,0.040764790764790795,0.2142135642135642,0.9605589075834686,0.17655438186289862,4.335675656971183,10.634846983014494,0.1998418525268314,10.833333333333334,10.5,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333
semantic_plus_probe,81,3.765548781650372,2.3759033558069316,1.1274391715300793,0.8004329004329005,-0.0012265512265512454,0.243001443001443,0.3219336219336219,0.2704263260869022,0.14956663087859332,0.9105987130788006,1.1933267808274428,0.1998418525268314,8.88888888888889,7.0,0.1111111111111111,0.3333333333333333,0.5,0.5
semantic_plus_prop_probe,87,3.6009692114526723,2.325740629876411,1.1784352808721463,0.868037518037518,0.09567099567099567,0.2810966810966811,0.3411255411255411,0.281895886846194,0.10500140658629668,1.0217265202178538,1.0631067557243135,0.1998418525268314,7.888888888888889,6.0,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.5
