context_id,seed,split_group,terrain,beta_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,status,success,m4_interventions,feasible,infeasible_reason,raw_log_relpath,source_stage,policy_steps,settling_steps,decision_time_s,progress_m,energy_abs_j,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,established_slip_fraction_ge_0p002,established_slip_fraction_ge_0p05,established_slip_fraction_ge_0p10,J_motion_s_per_m,J_stability_attitude,J_stability_slip,J_stability,J_stability_dominant,J_energy_j_per_m
rough_seed_1,1,val,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0000.jsonl,T6.12e_heldout,38,5,7.6,1.660933970464057,210.5623719249379,0.010597409586575367,0.09119051894307806,0.027079614089680133,0.16195231686438394,0.06822023665782471,0.006640907993239994,0.000603718908476407,4.575738792239041,0.34832212446974387,0.06822023665782471,0.34832212446974387,attitude,126.77347544773725
rough_seed_21,21,val,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0001.jsonl,T6.12e_heldout,40,5,8.0,1.6515173864939026,208.36689810002235,0.009598567955636971,0.06705195081832484,0.022419427618383683,0.12273854969246067,0.07375964718854638,0.01102535832414716,0.0014332965821393343,4.844030141870708,0.2561195860005853,0.07375964718854638,0.2561195860005853,attitude,126.16694187057634
rough_seed_16,16,val,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0002.jsonl,T6.12e_heldout,38,5,7.6,1.6764384792753813,213.62270602240517,0.006472225836011685,0.06047960660039781,0.0157842842612856,0.12956452563721932,0.071612507664024,0.0023298589822199874,0.0003678724708768573,4.533420160628263,0.23101508032095677,0.071612507664024,0.23101508032095677,attitude,127.42651082236003
rough_seed_14,14,val,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0003.jsonl,T6.12e_heldout,38,5,7.6,1.6714760890588132,217.41048084320664,0.008637205467653617,0.06920757599817627,0.02104219537718141,0.14822039953531307,0.070585371790205,0.005111354508945888,0.000851892418157657,4.546879282179539,0.26435346766842643,0.070585371790205,0.26435346766842643,attitude,130.07094882561418
rough_seed_27,27,test,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0004.jsonl,T6.12e_heldout,38,5,7.6,1.677622337125436,221.5251238120263,0.010405924155722574,0.10336383618448718,0.024533706162245043,0.21125611828846758,0.08458308338334009,0.010197960407920783,0.0025194961007804382,4.530221034742784,0.3948207711768492,0.08458308338334009,0.3948207711768492,attitude,132.04707573911068
rough_seed_2,2,test,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0005.jsonl,T6.12e_heldout,42,5,8.4,1.7185151924944635,242.16927148685818,0.012299639978140391,0.09760678116954025,0.033880054679026765,0.2043554479252283,0.08065745074563413,0.010014150429958825,0.0018504408403185013,4.887940494612219,0.37283044085811023,0.08065745074563413,0.37283044085811023,attitude,140.91773674420884
rough_seed_3,3,test,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0006.jsonl,T6.12e_heldout,37,5,7.4,1.6577841725753577,208.299895841465,0.006212086911656406,0.08043139464657688,0.014696242829256235,0.1109869281069491,0.06597265771981735,0.005016932145993534,0.001003386429198707,4.4637897516563605,0.3072252969066653,0.06597265771981735,0.3072252969066653,attitude,125.64958653084037
rough_seed_19,19,test,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0007.jsonl,T6.12e_heldout,38,5,7.6,1.6806435759962601,228.68410458413553,0.007872700953742057,0.09510554756553083,0.0158028775034172,0.16312845008434107,0.08440937350551511,0.005978000956481294,0.0,4.52207720217824,0.36327643225237455,0.08440937350551511,0.36327643225237455,attitude,136.06936524216627
rough_seed_26,26,test,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,success,1,0,1,,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0008.jsonl,T6.12e_heldout,38,5,7.6,1.6635047769671791,200.7589684012335,0.005826074665841695,0.06214307309257321,0.019132218397938296,0.13825319863616525,0.06531717076616547,0.0021183947275514817,0.00011768859597508013,4.568667373384974,0.23736905427849558,0.06531717076616547,0.23736905427849558,attitude,120.6843353748869
rough_seed_9,9,hard,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,m4,0,1,0,status_not_success+m4_intervention,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0009.jsonl,T6.12e_heldout,7,,1.3539999999999623,0.28526849730426895,55.45924015455238,,,,,,,,,,,,,
rough_seed_23,23,hard,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,m4,0,1,0,status_not_success+m4_intervention,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0010.jsonl,T6.12e_heldout,2,,0.22000000000000086,0.02920385254144775,9.243727691583345,,,,,,,,,,,,,
rough_seed_24,24,hard,rough_perlin,8,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,settling_fail,0,0,0,status_not_success+nonpositive_progress,results/icra27/os_t6p12e_heldout_physical_atlas_v0/blocks/08_lm040_ls020_le040/attempt_001/env_logs/episode_0011.jsonl,T6.12e_heldout,0,,,,,,,,,,,,,,,,,
