d7_group,t_h2,t_d7,dt_abs,h2_context,d7_context,known_context,h2_beta_motion,h2_beta_stability,h2_beta_energy,d7_beta_motion,d7_beta_stability,d7_beta_energy,l1
pred_beta,1784662447.321878,1784662447.582437,0.260559,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52663098,0.19493390,0.27843512,0.94673803
prior_beta,1784662447.321878,1784662447.582437,0.260559,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662447.321878,1784662447.582437,0.260559,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54578873,0.18116737,0.27304390,0.90842254
pred_beta,1784662447.422175,1784662447.582437,0.160262,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52663098,0.19493390,0.27843512,0.94673803
prior_beta,1784662447.422175,1784662447.582437,0.160262,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662447.422175,1784662447.582437,0.160262,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54578873,0.18116737,0.27304390,0.90842254
pred_beta,1784662447.521707,1784662447.582437,0.060730,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52663098,0.19493390,0.27843512,0.94673803
prior_beta,1784662447.521707,1784662447.582437,0.060730,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662447.521707,1784662447.582437,0.060730,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54578873,0.18116737,0.27304390,0.90842254
pred_beta,1784662447.621670,1784662447.582437,0.039233,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52663098,0.19493390,0.27843512,0.94673803
prior_beta,1784662447.621670,1784662447.582437,0.039233,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662447.621670,1784662447.582437,0.039233,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54578873,0.18116737,0.27304390,0.90842254
actual_beta,1784662447.721793,1784662447.682563,0.039230,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662447.721793,1784662447.682563,0.039230,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52630705,0.19665152,0.27704143,0.94738589
prior_beta,1784662447.721793,1784662447.682563,0.039230,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662447.721793,1784662447.682563,0.039230,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54538382,0.18331439,0.27130179,0.90923236
actual_beta,1784662447.821752,1784662447.782578,0.039174,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662447.821752,1784662447.782578,0.039174,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52629777,0.19665793,0.27704430,0.94740446
prior_beta,1784662447.821752,1784662447.782578,0.039174,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662447.821752,1784662447.782578,0.039174,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54537221,0.18332242,0.27130538,0.90925558
actual_beta,1784662447.921697,1784662447.882657,0.039040,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662447.921697,1784662447.882657,0.039040,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52619834,0.19680924,0.27699243,0.94760333
prior_beta,1784662447.921697,1784662447.882657,0.039040,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662447.921697,1784662447.882657,0.039040,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54524792,0.18351155,0.27124053,0.90950416
actual_beta,1784662448.021762,1784662447.982711,0.039051,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.021762,1784662447.982711,0.039051,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52578322,0.19749678,0.27672000,0.94843356
prior_beta,1784662448.021762,1784662447.982711,0.039051,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.021762,1784662447.982711,0.039051,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54472902,0.18437098,0.27090000,0.91054195
actual_beta,1784662448.121625,1784662448.082593,0.039032,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.121625,1784662448.082593,0.039032,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52521963,0.19844286,0.27633752,0.94956075
prior_beta,1784662448.121625,1784662448.082593,0.039032,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.121625,1784662448.082593,0.039032,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54402453,0.18555357,0.27042190,0.91195094
actual_beta,1784662448.221798,1784662448.182912,0.038886,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.221798,1784662448.182912,0.038886,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52462345,0.19945275,0.27592381,0.95075311
prior_beta,1784662448.221798,1784662448.182912,0.038886,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.221798,1784662448.182912,0.038886,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54327931,0.18681594,0.26990476,0.91344139
actual_beta,1784662448.322048,1784662448.282474,0.039574,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.322048,1784662448.282474,0.039574,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52389990,0.20067545,0.27542465,0.95220020
prior_beta,1784662448.322048,1784662448.282474,0.039574,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.322048,1784662448.282474,0.039574,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54237488,0.18834432,0.26928081,0.91525025
actual_beta,1784662448.421833,1784662448.383015,0.038818,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.421833,1784662448.383015,0.038818,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52310547,0.20200894,0.27488559,0.95378906
prior_beta,1784662448.421833,1784662448.383015,0.038818,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.421833,1784662448.383015,0.038818,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54138184,0.19001118,0.26860698,0.91723632
actual_beta,1784662448.522288,1784662448.482587,0.039701,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.522288,1784662448.482587,0.039701,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52260030,0.20286502,0.27453467,0.95479939
prior_beta,1784662448.522288,1784662448.482587,0.039701,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.522288,1784662448.482587,0.039701,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54075038,0.19108128,0.26816834,0.91849924
actual_beta,1784662448.621629,1784662448.582974,0.038655,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.621629,1784662448.582974,0.038655,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52245345,0.20307425,0.27447230,0.95509310
prior_beta,1784662448.621629,1784662448.582974,0.038655,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.621629,1784662448.582974,0.038655,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54056681,0.19134281,0.26809038,0.91886638
actual_beta,1784662448.721853,1784662448.682427,0.039426,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.721853,1784662448.682427,0.039426,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52239413,0.20312422,0.27448165,0.95521174
prior_beta,1784662448.721853,1784662448.682427,0.039426,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.721853,1784662448.682427,0.039426,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54049266,0.19140527,0.26810207,0.91901468
actual_beta,1784662448.821894,1784662448.782652,0.039242,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.821894,1784662448.782652,0.039242,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52233848,0.20316163,0.27449989,0.95532303
prior_beta,1784662448.821894,1784662448.782652,0.039242,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.821894,1784662448.782652,0.039242,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54042310,0.19145203,0.26812486,0.91915379
actual_beta,1784662448.921832,1784662448.882981,0.038851,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662448.921832,1784662448.882981,0.038851,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52228472,0.20319513,0.27452015,0.95543056
prior_beta,1784662448.921832,1784662448.882981,0.038851,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662448.921832,1784662448.882981,0.038851,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54035590,0.19149391,0.26815019,0.91928820
actual_beta,1784662449.021740,1784662448.982438,0.039302,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662449.021740,1784662448.982438,0.039302,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52226956,0.20316657,0.27456387,0.95546089
prior_beta,1784662449.021740,1784662448.982438,0.039302,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662449.021740,1784662448.982438,0.039302,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54033695,0.19145822,0.26820483,0.91932611
actual_beta,1784662449.121645,1784662449.082470,0.039175,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662449.121645,1784662449.082470,0.039175,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52226291,0.20312151,0.27461558,0.95547418
prior_beta,1784662449.121645,1784662449.082470,0.039175,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662449.121645,1784662449.082470,0.039175,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54032863,0.19140189,0.26826948,0.91934273
actual_beta,1784662449.221831,1784662449.182547,0.039284,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662449.221831,1784662449.182547,0.039284,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52222856,0.20312146,0.27464998,0.95554287
prior_beta,1784662449.221831,1784662449.182547,0.039284,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662449.221831,1784662449.182547,0.039284,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54028570,0.19140182,0.26831247,0.91942859
actual_beta,1784662449.321662,1784662449.282926,0.038736,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
pred_beta,1784662449.321662,1784662449.282926,0.038736,flat,flat,1,1.00000000,0.00000000,0.00000000,0.52217706,0.20315502,0.27466792,0.95564589
prior_beta,1784662449.321662,1784662449.282926,0.038736,flat,flat,1,1.00000000,0.00000000,0.00000000,0.45000000,0.25000000,0.30000000,1.10000000
raw_beta,1784662449.321662,1784662449.282926,0.038736,flat,flat,1,1.00000000,0.00000000,0.00000000,0.54022132,0.19144378,0.26833491,0.91955736
actual_beta,1784662449.421609,1784662449.382591,0.039018,flat,flat,1,0.99502585,0.00000000,0.00497415,0.45000000,0.25000000,0.30000000,1.09005170
pred_beta,1784662449.421609,1784662449.382591,0.039018,flat,flat,1,0.99502585,0.00000000,0.00497415,0.52209648,0.20324106,0.27466247,0.94585875
prior_beta,1784662449.421609,1784662449.382591,0.039018,flat,flat,1,0.99502585,0.00000000,0.00497415,0.45000000,0.25000000,0.30000000,1.09005170
raw_beta,1784662449.421609,1784662449.382591,0.039018,flat,flat,1,0.99502585,0.00000000,0.00497415,0.54012059,0.19155132,0.26832809,0.90981051
actual_beta,1784662449.521711,1784662449.482807,0.038904,flat,flat,1,0.97719281,0.00000000,0.02280719,0.45000000,0.25000000,0.30000000,1.05438562
pred_beta,1784662449.521711,1784662449.482807,0.038904,flat,flat,1,0.97719281,0.00000000,0.02280719,0.52196370,0.20341054,0.27462576,0.91045821
prior_beta,1784662449.521711,1784662449.482807,0.038904,flat,flat,1,0.97719281,0.00000000,0.02280719,0.45000000,0.25000000,0.30000000,1.05438562
raw_beta,1784662449.521711,1784662449.482807,0.038904,flat,flat,1,0.97719281,0.00000000,0.02280719,0.53995463,0.19176317,0.26828220,0.87447636
actual_beta,1784662449.621614,1784662449.582513,0.039101,flat,flat,1,0.95950561,0.00000000,0.04049439,0.45000000,0.25000000,0.30000000,1.01901122
pred_beta,1784662449.621614,1784662449.582513,0.039101,flat,flat,1,0.95950561,0.00000000,0.04049439,0.52183526,0.20357903,0.27458570,0.87534069
prior_beta,1784662449.621614,1784662449.582513,0.039101,flat,flat,1,0.95950561,0.00000000,0.04049439,0.45000000,0.25000000,0.30000000,1.01901122
raw_beta,1784662449.621614,1784662449.582513,0.039101,flat,flat,1,0.95950561,0.00000000,0.04049439,0.53979408,0.19197379,0.26823213,0.83942306
actual_beta,1784662449.721616,1784662449.682782,0.038834,flat,flat,1,0.94189808,0.00000000,0.05810192,0.45000000,0.25000000,0.30000000,0.98379616
pred_beta,1784662449.721616,1784662449.682782,0.038834,flat,flat,1,0.94189808,0.00000000,0.05810192,0.52173059,0.20371037,0.27455904,0.84033498
prior_beta,1784662449.721616,1784662449.682782,0.038834,flat,flat,1,0.94189808,0.00000000,0.05810192,0.45000000,0.25000000,0.30000000,0.98379616
raw_beta,1784662449.721616,1784662449.682782,0.038834,flat,flat,1,0.94189808,0.00000000,0.05810192,0.53966324,0.19213796,0.26819880,0.80446968
actual_beta,1784662449.821622,1784662449.782415,0.039207,flat,flat,1,0.92423491,0.00000000,0.07576509,0.45000000,0.25000000,0.30000000,0.94846982
pred_beta,1784662449.821622,1784662449.782415,0.039207,flat,flat,1,0.92423491,0.00000000,0.07576509,0.52163635,0.20382485,0.27453880,0.80519713
prior_beta,1784662449.821622,1784662449.782415,0.039207,flat,flat,1,0.92423491,0.00000000,0.07576509,0.45000000,0.25000000,0.30000000,0.94846982
raw_beta,1784662449.821622,1784662449.782415,0.039207,flat,flat,1,0.92423491,0.00000000,0.07576509,0.53954543,0.19228107,0.26817350,0.76937896
actual_beta,1784662449.921817,1784662449.882807,0.039010,flat,flat,1,0.89322488,0.00000000,0.10677512,0.45000000,0.25000000,0.30000000,0.88644976
pred_beta,1784662449.921817,1784662449.882807,0.039010,flat,flat,1,0.89322488,0.00000000,0.10677512,0.52153662,0.20394657,0.27451681,0.74337653
prior_beta,1784662449.921817,1784662449.882807,0.039010,flat,flat,1,0.89322488,0.00000000,0.10677512,0.45000000,0.25000000,0.30000000,0.88644976
raw_beta,1784662449.921817,1784662449.882807,0.039010,flat,flat,1,0.89322488,0.00000000,0.10677512,0.53942077,0.19243321,0.26814601,0.70760822
actual_beta,1784662450.021812,1784662449.982795,0.039017,flat,flat,1,0.87532260,0.00000000,0.12467740,0.45000000,0.25000000,0.30000000,0.85064520
pred_beta,1784662450.021812,1784662449.982795,0.039017,flat,flat,1,0.87532260,0.00000000,0.12467740,0.52141529,0.20409794,0.27448677,0.70781462
prior_beta,1784662450.021812,1784662449.982795,0.039017,flat,flat,1,0.87532260,0.00000000,0.12467740,0.45000000,0.25000000,0.30000000,0.85064520
raw_beta,1784662450.021812,1784662449.982795,0.039017,flat,flat,1,0.87532260,0.00000000,0.12467740,0.53926911,0.19262243,0.26810846,0.67210697
actual_beta,1784662450.121755,1784662450.082576,0.039179,flat,flat,1,0.87125691,0.00000000,0.12874309,0.45000000,0.25000000,0.30000000,0.84251382
pred_beta,1784662450.121755,1784662450.082576,0.039179,flat,flat,1,0.87125691,0.00000000,0.12874309,0.52135096,0.20416444,0.27448460,0.69981191
prior_beta,1784662450.121755,1784662450.082576,0.039179,flat,flat,1,0.87125691,0.00000000,0.12874309,0.45000000,0.25000000,0.30000000,0.84251382
raw_beta,1784662450.121755,1784662450.082576,0.039179,flat,flat,1,0.87125691,0.00000000,0.12874309,0.53918870,0.19270555,0.26810575,0.66413643
actual_beta,1784662450.221692,1784662450.182560,0.039132,flat,flat,1,0.85359673,0.00000000,0.14640327,0.45000000,0.25000000,0.30000000,0.80719346
pred_beta,1784662450.221692,1784662450.182560,0.039132,flat,flat,1,0.85359673,0.00000000,0.14640327,0.52129576,0.20420305,0.27450119,0.66460194
prior_beta,1784662450.221692,1784662450.182560,0.039132,flat,flat,1,0.85359673,0.00000000,0.14640327,0.45000000,0.25000000,0.30000000,0.80719346
raw_beta,1784662450.221692,1784662450.182560,0.039132,flat,flat,1,0.85359673,0.00000000,0.14640327,0.53911970,0.19275381,0.26812648,0.62895406
actual_beta,1784662450.321707,1784662450.282653,0.039054,flat,flat,1,0.83598686,0.00000000,0.16401314,0.45000000,0.25000000,0.30000000,0.77197372
pred_beta,1784662450.321707,1784662450.282653,0.039054,flat,flat,1,0.83598686,0.00000000,0.16401314,0.52124147,0.20424045,0.27451807,0.62949077
prior_beta,1784662450.321707,1784662450.282653,0.039054,flat,flat,1,0.83598686,0.00000000,0.16401314,0.45000000,0.25000000,0.30000000,0.77197372
raw_beta,1784662450.321707,1784662450.282653,0.039054,flat,flat,1,0.83598686,0.00000000,0.16401314,0.53905184,0.19280057,0.26814759,0.59387004
actual_beta,1784662450.422355,1784662450.382623,0.039732,flat,flat,1,0.80384356,0.00000000,0.19615644,0.45000000,0.25000000,0.30000000,0.70768712
pred_beta,1784662450.422355,1784662450.382623,0.039732,flat,flat,1,0.80384356,0.00000000,0.19615644,0.52119068,0.20427454,0.27453479,0.56530577
prior_beta,1784662450.422355,1784662450.382623,0.039732,flat,flat,1,0.80384356,0.00000000,0.19615644,0.45000000,0.25000000,0.30000000,0.70768712
raw_beta,1784662450.422355,1784662450.382623,0.039732,flat,flat,1,0.80384356,0.00000000,0.19615644,0.53898834,0.19284318,0.26816848,0.52971043
actual_beta,1784662450.522040,1784662450.482567,0.039473,flat,flat,1,0.78591448,0.00000000,0.21408552,0.45000000,0.25000000,0.30000000,0.67182896
pred_beta,1784662450.522040,1784662450.482567,0.039473,flat,flat,1,0.78591448,0.00000000,0.21408552,0.52114097,0.20430648,0.27455255,0.52954702
prior_beta,1784662450.522040,1784662450.482567,0.039473,flat,flat,1,0.78591448,0.00000000,0.21408552,0.45000000,0.25000000,0.30000000,0.67182896
raw_beta,1784662450.522040,1784662450.482567,0.039473,flat,flat,1,0.78591448,0.00000000,0.21408552,0.53892621,0.19288310,0.26819069,0.49397653
actual_beta,1784662450.621688,1784662450.582601,0.039087,flat,flat,1,0.78294053,0.00000000,0.21705947,0.45000000,0.25000000,0.30000000,0.66588106
pred_beta,1784662450.621688,1784662450.582601,0.039087,flat,flat,1,0.78294053,0.00000000,0.21705947,0.52110366,0.20432058,0.27457575,0.52367374
prior_beta,1784662450.621688,1784662450.582601,0.039087,flat,flat,1,0.78294053,0.00000000,0.21705947,0.45000000,0.25000000,0.30000000,0.66588106
raw_beta,1784662450.621688,1784662450.582601,0.039087,flat,flat,1,0.78294053,0.00000000,0.21705947,0.53887958,0.19290073,0.26821969,0.48812191
actual_beta,1784662450.722266,1784662450.682817,0.039449,flat,flat,1,0.75009689,0.00000000,0.24990311,0.45000000,0.25000000,0.30000000,0.60019378
pred_beta,1784662450.722266,1784662450.682817,0.039449,flat,flat,1,0.75009689,0.00000000,0.24990311,0.52111173,0.20425927,0.27462900,0.45797032
prior_beta,1784662450.722266,1784662450.682817,0.039449,flat,flat,1,0.75009689,0.00000000,0.24990311,0.45000000,0.25000000,0.30000000,0.60019378
raw_beta,1784662450.722266,1784662450.682817,0.039449,flat,flat,1,0.75009689,0.00000000,0.24990311,0.53888966,0.19282408,0.26828625,0.42241445
actual_beta,1784662450.821830,1784662450.782610,0.039220,flat,flat,1,0.73214919,0.00000000,0.26785081,0.45000000,0.25000000,0.30000000,0.56429838
pred_beta,1784662450.821830,1784662450.782610,0.039220,flat,flat,1,0.73214919,0.00000000,0.26785081,0.52116837,0.20411338,0.27471825,0.42196163
prior_beta,1784662450.821830,1784662450.782610,0.039220,flat,flat,1,0.73214919,0.00000000,0.26785081,0.45000000,0.25000000,0.30000000,0.56429838
raw_beta,1784662450.821830,1784662450.782610,0.039220,flat,flat,1,0.73214919,0.00000000,0.26785081,0.53896047,0.19264172,0.26839781,0.38637745
actual_beta,1784662450.921772,1784662450.882406,0.039366,flat,flat,1,0.71424076,0.00000000,0.28575924,0.45000000,0.25000000,0.30000000,0.52848152
pred_beta,1784662450.921772,1784662450.882406,0.039366,flat,flat,1,0.71424076,0.00000000,0.28575924,0.52122722,0.20396488,0.27480789,0.40792977
prior_beta,1784662450.921772,1784662450.882406,0.039366,flat,flat,1,0.71424076,0.00000000,0.28575924,0.45000000,0.25000000,0.30000000,0.52848152
raw_beta,1784662450.921772,1784662450.882406,0.039366,flat,flat,1,0.71424076,0.00000000,0.28575924,0.53903403,0.19245611,0.26850987,0.38491221
actual_beta,1784662451.022131,1784662450.982772,0.039359,flat,flat,1,0.69627035,0.00000000,0.30372965,0.45000000,0.25000000,0.30000000,0.50000000
pred_beta,1784662451.022131,1784662450.982772,0.039359,flat,flat,1,0.69627035,0.00000000,0.30372965,0.52128259,0.20381708,0.27490033,0.40763416
prior_beta,1784662451.022131,1784662450.982772,0.039359,flat,flat,1,0.69627035,0.00000000,0.30372965,0.45000000,0.25000000,0.30000000,0.50000000
raw_beta,1784662451.022131,1784662450.982772,0.039359,flat,flat,1,0.69627035,0.00000000,0.30372965,0.53910324,0.19227135,0.26862541,0.38454270
actual_beta,1784662451.122143,1784662451.082819,0.039324,flat,flat,1,0.67827258,0.00000000,0.32172742,0.45000000,0.25000000,0.30000000,0.50000000
pred_beta,1784662451.122143,1784662451.082819,0.039324,flat,flat,1,0.67827258,0.00000000,0.32172742,0.52137029,0.20361378,0.27501593,0.40722757
prior_beta,1784662451.122143,1784662451.082819,0.039324,flat,flat,1,0.67827258,0.00000000,0.32172742,0.45000000,0.25000000,0.30000000,0.50000000
raw_beta,1784662451.122143,1784662451.082819,0.039324,flat,flat,1,0.67827258,0.00000000,0.32172742,0.53921286,0.19201723,0.26876991,0.38403446
actual_beta,1784662451.221881,1784662451.182394,0.039487,flat,flat,1,0.64747961,0.02565075,0.32686963,0.45000000,0.25000000,0.30000000,0.44869849
pred_beta,1784662451.221881,1784662451.182394,0.039487,flat,flat,1,0.64747961,0.02565075,0.32686963,0.52147796,0.20337825,0.27514379,0.35545499
prior_beta,1784662451.221881,1784662451.182394,0.039487,flat,flat,1,0.64747961,0.02565075,0.32686963,0.45000000,0.25000000,0.30000000,0.44869849
raw_beta,1784662451.221881,1784662451.182394,0.039487,flat,flat,1,0.64747961,0.02565075,0.32686963,0.53934745,0.19172281,0.26892974,0.33214412
actual_beta,1784662451.321676,1784662451.283117,0.038559,flat,flat,1,0.64386702,0.02978501,0.32634797,0.45000000,0.25000000,0.30000000,0.44042998
pred_beta,1784662451.321676,1784662451.283117,0.038559,flat,flat,1,0.64386702,0.02978501,0.32634797,0.52157844,0.20316351,0.27525805,0.34675701
prior_beta,1784662451.321676,1784662451.283117,0.038559,flat,flat,1,0.64386702,0.02978501,0.32634797,0.45000000,0.25000000,0.30000000,0.44042998
raw_beta,1784662451.321676,1784662451.283117,0.038559,flat,flat,1,0.64386702,0.02978501,0.32634797,0.53947305,0.19145439,0.26907256,0.32333876
actual_beta,1784662451.421714,1784662451.382539,0.039175,flat,flat,1,0.60174515,0.07842509,0.31982976,0.45000000,0.25000000,0.30000000,0.34314982
pred_beta,1784662451.421714,1784662451.382539,0.039175,flat,flat,1,0.60174515,0.07842509,0.31982976,0.52153744,0.20318515,0.27527741,0.24952012
prior_beta,1784662451.421714,1784662451.382539,0.039175,flat,flat,1,0.60174515,0.07842509,0.31982976,0.45000000,0.25000000,0.30000000,0.34314982
raw_beta,1784662451.421714,1784662451.382539,0.039175,flat,flat,1,0.60174515,0.07842509,0.31982976,0.53942181,0.19148144,0.26909676,0.22611269
actual_beta,1784662451.522009,1784662451.482577,0.039432,flat,flat,1,0.51960214,0.17336100,0.30703687,0.45000000,0.25000000,0.30000000,0.15327801
pred_beta,1784662451.522009,1784662451.482577,0.039432,flat,flat,1,0.51960214,0.17336100,0.30703687,0.52144174,0.20329833,0.27525994,0.06355385
prior_beta,1784662451.522009,1784662451.482577,0.039432,flat,flat,1,0.51960214,0.17336100,0.30703687,0.45000000,0.25000000,0.30000000,0.15327801
raw_beta,1784662451.522009,1784662451.482577,0.039432,flat,flat,1,0.51960214,0.17336100,0.30703687,0.53930217,0.19162291,0.26907492,0.07592388
actual_beta,1784662451.621713,1784662451.582857,0.038856,flat,flat,1,0.51753927,0.17571028,0.30675045,0.45000000,0.25000000,0.30000000,0.14857944
pred_beta,1784662451.621713,1784662451.582857,0.038856,flat,flat,1,0.51753927,0.17571028,0.30675045,0.52134015,0.20341998,0.27523987,0.06302116
prior_beta,1784662451.621713,1784662451.582857,0.038856,flat,flat,1,0.51753927,0.17571028,0.30675045,0.45000000,0.25000000,0.30000000,0.14857944
raw_beta,1784662451.621713,1784662451.582857,0.038856,flat,flat,1,0.51753927,0.17571028,0.30675045,0.53917519,0.19177497,0.26904984,0.07540122
actual_beta,1784662451.721864,1784662451.683087,0.038777,flat,flat,1,0.43430494,0.27187496,0.29382009,0.45000000,0.25000000,0.30000000,0.04374993
pred_beta,1784662451.721864,1784662451.683087,0.038777,flat,flat,1,0.43430494,0.27187496,0.29382009,0.52122707,0.20355692,0.27521602,0.17384425
prior_beta,1784662451.721864,1784662451.683087,0.038777,flat,flat,1,0.43430494,0.27187496,0.29382009,0.45000000,0.25000000,0.30000000,0.04374993
raw_beta,1784662451.721864,1784662451.683087,0.038777,flat,flat,1,0.43430494,0.27187496,0.29382009,0.53903384,0.19194614,0.26902002,0.20945778
actual_beta,1784662451.822518,1784662451.782751,0.039767,flat,flat,1,0.39182798,0.32093023,0.28724179,0.45000000,0.25000000,0.30000000,0.14186046
pred_beta,1784662451.822518,1784662451.782751,0.039767,flat,flat,1,0.39182798,0.32093023,0.28724179,0.52116347,0.20361154,0.27522500,0.25867097
prior_beta,1784662451.822518,1784662451.782751,0.039767,flat,flat,1,0.39182798,0.32093023,0.28724179,0.45000000,0.25000000,0.30000000,0.14186046
raw_beta,1784662451.822518,1784662451.782751,0.039767,flat,flat,1,0.39182798,0.32093023,0.28724179,0.53895433,0.19201442,0.26903124,0.29425270
