d7_group,t_h2,t_d7,dt_abs,h2_context,d7_context,known_context,h2_beta_motion,h2_beta_stability,h2_beta_energy,d7_beta_motion,d7_beta_stability,d7_beta_energy,l1
pred_beta,1784662473.721813,1784662473.682707,0.039106,flat,flat,1,0.35406405,0.36627735,0.27965861,0.51126128,0.20900861,0.27973011,0.31453747
prior_beta,1784662473.721813,1784662473.682707,0.039106,flat,flat,1,0.35406405,0.36627735,0.27965861,0.45000000,0.25000000,0.30000000,0.23255469
raw_beta,1784662473.721813,1784662473.682707,0.039106,flat,flat,1,0.35406405,0.36627735,0.27965861,0.52657660,0.19876076,0.27466263,0.34502512
actual_beta,1784662473.822280,1784662473.783025,0.039255,flat,flat,1,0.35396111,0.36634283,0.27969607,0.45000000,0.25000000,0.30000000,0.23268565
pred_beta,1784662473.822280,1784662473.783025,0.039255,flat,flat,1,0.35396111,0.36634283,0.27969607,0.51138476,0.20874025,0.27987498,0.31520514
prior_beta,1784662473.822280,1784662473.783025,0.039255,flat,flat,1,0.35396111,0.36634283,0.27969607,0.45000000,0.25000000,0.30000000,0.23268565
raw_beta,1784662473.822280,1784662473.783025,0.039255,flat,flat,1,0.35396111,0.36634283,0.27969607,0.52673095,0.19842532,0.27484373,0.34553970
actual_beta,1784662473.921830,1784662473.882512,0.039318,flat,flat,1,0.35389591,0.36636852,0.27973557,0.45000000,0.25000000,0.30000000,0.23273704
pred_beta,1784662473.921830,1784662473.882512,0.039318,flat,flat,1,0.35389591,0.36636852,0.27973557,0.51148192,0.20851432,0.28000377,0.31570840
prior_beta,1784662473.921830,1784662473.882512,0.039318,flat,flat,1,0.35389591,0.36636852,0.27973557,0.45000000,0.25000000,0.30000000,0.23273704
raw_beta,1784662473.921830,1784662473.882512,0.039318,flat,flat,1,0.35389591,0.36636852,0.27973557,0.52685240,0.19814290,0.27500471,0.34591297
actual_beta,1784662474.022199,1784662473.982597,0.039602,flat,flat,1,0.35383285,0.36639415,0.27977300,0.45000000,0.25000000,0.30000000,0.23278830
pred_beta,1784662474.022199,1784662473.982597,0.039602,flat,flat,1,0.35383285,0.36639415,0.27977300,0.51160758,0.20824223,0.28015019,0.31630383
prior_beta,1784662474.022199,1784662473.982597,0.039602,flat,flat,1,0.35383285,0.36639415,0.27977300,0.45000000,0.25000000,0.30000000,0.23278830
raw_beta,1784662474.022199,1784662473.982597,0.039602,flat,flat,1,0.35383285,0.36639415,0.27977300,0.52700947,0.19780279,0.27518774,0.34635324
actual_beta,1784662474.121766,1784662474.082841,0.038925,flat,flat,1,0.35380498,0.36638073,0.27981429,0.45000000,0.25000000,0.30000000,0.23276146
pred_beta,1784662474.121766,1784662474.082841,0.038925,flat,flat,1,0.35380498,0.36638073,0.27981429,0.51174021,0.20795435,0.28030544,0.31685277
prior_beta,1784662474.121766,1784662474.082841,0.038925,flat,flat,1,0.35380498,0.36638073,0.27981429,0.45000000,0.25000000,0.30000000,0.23276146
raw_beta,1784662474.121766,1784662474.082841,0.038925,flat,flat,1,0.35380498,0.36638073,0.27981429,0.52717527,0.19744293,0.27538180,0.34674057
actual_beta,1784662474.221763,1784662474.182660,0.039103,flat,flat,1,0.35380826,0.36635120,0.27984054,0.45000000,0.25000000,0.30000000,0.23270240
pred_beta,1784662474.221763,1784662474.182660,0.039103,flat,flat,1,0.35380826,0.36635120,0.27984054,0.51187009,0.20766377,0.28046614,0.31737486
prior_beta,1784662474.221763,1784662474.182660,0.039103,flat,flat,1,0.35380826,0.36635120,0.27984054,0.45000000,0.25000000,0.30000000,0.23270240
raw_beta,1784662474.221763,1784662474.182660,0.039103,flat,flat,1,0.35380826,0.36635120,0.27984054,0.52733761,0.19707971,0.27558267,0.34705871
actual_beta,1784662474.321911,1784662474.282786,0.039125,flat,flat,1,0.35383627,0.36631521,0.27984852,0.45000000,0.25000000,0.30000000,0.23263042
pred_beta,1784662474.321911,1784662474.282786,0.039125,flat,flat,1,0.35383627,0.36631521,0.27984852,0.51197950,0.20741355,0.28060695,0.31780332
prior_beta,1784662474.321911,1784662474.282786,0.039125,flat,flat,1,0.35383627,0.36631521,0.27984852,0.45000000,0.25000000,0.30000000,0.23263042
raw_beta,1784662474.321911,1784662474.282786,0.039125,flat,flat,1,0.35383627,0.36631521,0.27984852,0.52747438,0.19676694,0.27575869,0.34727621
actual_beta,1784662474.421939,1784662474.382845,0.039094,flat,flat,1,0.35384476,0.36627609,0.27987915,0.45000000,0.25000000,0.30000000,0.23255218
pred_beta,1784662474.421939,1784662474.382845,0.039094,flat,flat,1,0.35384476,0.36627609,0.27987915,0.51212272,0.20711633,0.28076095,0.31831951
prior_beta,1784662474.421939,1784662474.382845,0.039094,flat,flat,1,0.35384476,0.36627609,0.27987915,0.45000000,0.25000000,0.30000000,0.23255218
raw_beta,1784662474.421939,1784662474.382845,0.039094,flat,flat,1,0.35384476,0.36627609,0.27987915,0.52765340,0.19639542,0.27595118,0.34761728
actual_beta,1784662474.521924,1784662474.483171,0.038753,flat,flat,1,0.35385363,0.36626358,0.27988278,0.45000000,0.25000000,0.30000000,0.23252717
pred_beta,1784662474.521924,1784662474.483171,0.038753,flat,flat,1,0.35385363,0.36626358,0.27988278,0.51214602,0.20702683,0.28082715,0.31847350
prior_beta,1784662474.521924,1784662474.483171,0.038753,flat,flat,1,0.35385363,0.36626358,0.27988278,0.45000000,0.25000000,0.30000000,0.23252717
raw_beta,1784662474.521924,1784662474.483171,0.038753,flat,flat,1,0.35385363,0.36626358,0.27988278,0.52768252,0.19628354,0.27603394,0.34765777
actual_beta,1784662474.621904,1784662474.582544,0.039360,flat,flat,1,0.35389838,0.36621953,0.27988209,0.45000000,0.25000000,0.30000000,0.23243906
pred_beta,1784662474.621904,1784662474.582544,0.039360,flat,flat,1,0.35389838,0.36621953,0.27988209,0.51209308,0.20704353,0.28086339,0.31835200
prior_beta,1784662474.621904,1784662474.582544,0.039360,flat,flat,1,0.35389838,0.36621953,0.27988209,0.45000000,0.25000000,0.30000000,0.23243906
raw_beta,1784662474.621904,1784662474.582544,0.039360,flat,flat,1,0.35389838,0.36621953,0.27988209,0.52761635,0.19630441,0.27607924,0.34743594
actual_beta,1784662474.722002,1784662474.682499,0.039503,flat,flat,1,0.35402464,0.36613825,0.27983711,0.45000000,0.25000000,0.30000000,0.23227650
pred_beta,1784662474.722002,1784662474.682499,0.039503,flat,flat,1,0.35402464,0.36613825,0.27983711,0.51208748,0.20699131,0.28092121,0.31829388
prior_beta,1784662474.722002,1784662474.682499,0.039503,flat,flat,1,0.35402464,0.36613825,0.27983711,0.45000000,0.25000000,0.30000000,0.23227650
raw_beta,1784662474.722002,1784662474.682499,0.039503,flat,flat,1,0.35402464,0.36613825,0.27983711,0.52760935,0.19623914,0.27615151,0.34716942
actual_beta,1784662474.821920,1784662474.783084,0.038836,flat,flat,1,0.35405428,0.36608294,0.27986278,0.45000000,0.25000000,0.30000000,0.23216588
pred_beta,1784662474.821920,1784662474.783084,0.038836,flat,flat,1,0.35405428,0.36608294,0.27986278,0.51207910,0.20694767,0.28097323,0.31827054
prior_beta,1784662474.821920,1784662474.783084,0.038836,flat,flat,1,0.35405428,0.36608294,0.27986278,0.45000000,0.25000000,0.30000000,0.23216588
raw_beta,1784662474.821920,1784662474.783084,0.038836,flat,flat,1,0.35405428,0.36608294,0.27986278,0.52759887,0.19618458,0.27621654,0.34708918
actual_beta,1784662474.921745,1784662474.882796,0.038949,flat,flat,1,0.35415328,0.36599085,0.27985587,0.45000000,0.25000000,0.30000000,0.23198170
pred_beta,1784662474.921745,1784662474.882796,0.038949,flat,flat,1,0.35415328,0.36599085,0.27985587,0.51203693,0.20695631,0.28100676,0.31806909
prior_beta,1784662474.921745,1784662474.882796,0.038949,flat,flat,1,0.35415328,0.36599085,0.27985587,0.45000000,0.25000000,0.30000000,0.23198170
raw_beta,1784662474.921745,1784662474.882796,0.038949,flat,flat,1,0.35415328,0.36599085,0.27985587,0.52754617,0.19619538,0.27625845,0.34678578
actual_beta,1784662475.021687,1784662474.982564,0.039123,flat,flat,1,0.35424905,0.36589072,0.27986023,0.45000000,0.25000000,0.30000000,0.23178144
pred_beta,1784662475.021687,1784662474.982564,0.039123,flat,flat,1,0.35424905,0.36589072,0.27986023,0.51198153,0.20697950,0.28103898,0.31782245
prior_beta,1784662475.021687,1784662474.982564,0.039123,flat,flat,1,0.35424905,0.36589072,0.27986023,0.45000000,0.25000000,0.30000000,0.23178144
raw_beta,1784662475.021687,1784662474.982564,0.039123,flat,flat,1,0.35424905,0.36589072,0.27986023,0.52747691,0.19622437,0.27629872,0.34645572
actual_beta,1784662475.121723,1784662475.082690,0.039033,flat,flat,1,0.35443053,0.36572615,0.27984333,0.45000000,0.25000000,0.30000000,0.23145229
pred_beta,1784662475.121723,1784662475.082690,0.039033,flat,flat,1,0.35443053,0.36572615,0.27984333,0.51191778,0.20702004,0.28106218,0.31741221
prior_beta,1784662475.121723,1784662475.082690,0.039033,flat,flat,1,0.35443053,0.36572615,0.27984333,0.45000000,0.25000000,0.30000000,0.23145229
raw_beta,1784662475.121723,1784662475.082690,0.039033,flat,flat,1,0.35443053,0.36572615,0.27984333,0.52739722,0.19627505,0.27632773,0.34593340
actual_beta,1784662475.222247,1784662475.182767,0.039480,flat,flat,1,0.35450102,0.36564446,0.27985453,0.45000000,0.25000000,0.30000000,0.23128891
pred_beta,1784662475.222247,1784662475.182767,0.039480,flat,flat,1,0.35450102,0.36564446,0.27985453,0.51187784,0.20702598,0.28109617,0.31723694
prior_beta,1784662475.222247,1784662475.182767,0.039480,flat,flat,1,0.35450102,0.36564446,0.27985453,0.45000000,0.25000000,0.30000000,0.23128891
raw_beta,1784662475.222247,1784662475.182767,0.039480,flat,flat,1,0.35450102,0.36564446,0.27985453,0.52734730,0.19628248,0.27637022,0.34569257
actual_beta,1784662475.321783,1784662475.282858,0.038925,flat,flat,1,0.35446847,0.36563610,0.27989542,0.45000000,0.25000000,0.30000000,0.23127221
pred_beta,1784662475.321783,1784662475.282858,0.038925,flat,flat,1,0.35446847,0.36563610,0.27989542,0.51190354,0.20692796,0.28116850,0.31741629
prior_beta,1784662475.321783,1784662475.282858,0.038925,flat,flat,1,0.35446847,0.36563610,0.27989542,0.45000000,0.25000000,0.30000000,0.23127221
raw_beta,1784662475.321783,1784662475.282858,0.038925,flat,flat,1,0.35446847,0.36563610,0.27989542,0.52737942,0.19615995,0.27646063,0.34582190
actual_beta,1784662475.421770,1784662475.383001,0.038769,flat,flat,1,0.35451814,0.36557158,0.27991029,0.45000000,0.25000000,0.30000000,0.23114315
pred_beta,1784662475.421770,1784662475.383001,0.038769,flat,flat,1,0.35451814,0.36557158,0.27991029,0.51198058,0.20674416,0.28127525,0.31765482
prior_beta,1784662475.421770,1784662475.383001,0.038769,flat,flat,1,0.35451814,0.36557158,0.27991029,0.45000000,0.25000000,0.30000000,0.23114315
raw_beta,1784662475.421770,1784662475.383001,0.038769,flat,flat,1,0.35451814,0.36557158,0.27991029,0.52747573,0.19593020,0.27659406,0.34591519
actual_beta,1784662475.521857,1784662475.482931,0.038926,flat,flat,1,0.35448881,0.36558343,0.27992776,0.45000000,0.25000000,0.30000000,0.23116686
pred_beta,1784662475.521857,1784662475.482931,0.038926,flat,flat,1,0.35448881,0.36558343,0.27992776,0.51201703,0.20662977,0.28135320,0.31790732
prior_beta,1784662475.521857,1784662475.482931,0.038926,flat,flat,1,0.35448881,0.36558343,0.27992776,0.45000000,0.25000000,0.30000000,0.23116686
raw_beta,1784662475.521857,1784662475.482931,0.038926,flat,flat,1,0.35448881,0.36558343,0.27992776,0.52752129,0.19578721,0.27669150,0.34606495
actual_beta,1784662475.621643,1784662475.582853,0.038790,flat,flat,1,0.35447584,0.36557463,0.27994953,0.45000000,0.25000000,0.30000000,0.23114926
pred_beta,1784662475.621643,1784662475.582853,0.038790,flat,flat,1,0.35447584,0.36557463,0.27994953,0.51193717,0.20671208,0.28135075,0.31772510
prior_beta,1784662475.621643,1784662475.582853,0.038790,flat,flat,1,0.35447584,0.36557463,0.27994953,0.45000000,0.25000000,0.30000000,0.23114926
raw_beta,1784662475.621643,1784662475.582853,0.038790,flat,flat,1,0.35447584,0.36557463,0.27994953,0.52742146,0.19589010,0.27668844,0.34589125
actual_beta,1784662475.721787,1784662475.682777,0.039010,flat,flat,1,0.35453185,0.36551773,0.27995042,0.45000000,0.25000000,0.30000000,0.23103546
pred_beta,1784662475.721787,1784662475.682777,0.039010,flat,flat,1,0.35453185,0.36551773,0.27995042,0.51171247,0.20703518,0.28125235,0.31696510
prior_beta,1784662475.721787,1784662475.682777,0.039010,flat,flat,1,0.35453185,0.36551773,0.27995042,0.45000000,0.25000000,0.30000000,0.23103546
raw_beta,1784662475.721787,1784662475.682777,0.039010,flat,flat,1,0.35453185,0.36551773,0.27995042,0.52714059,0.19629398,0.27656543,0.34521748
actual_beta,1784662475.821658,1784662475.782418,0.039240,flat,flat,1,0.35455788,0.36542586,0.28001626,0.45000000,0.25000000,0.30000000,0.23085172
pred_beta,1784662475.821658,1784662475.782418,0.039240,flat,flat,1,0.35455788,0.36542586,0.28001626,0.51151424,0.20730350,0.28118226,0.31624471
prior_beta,1784662475.821658,1784662475.782418,0.039240,flat,flat,1,0.35455788,0.36542586,0.28001626,0.45000000,0.25000000,0.30000000,0.23085172
raw_beta,1784662475.821658,1784662475.782418,0.039240,flat,flat,1,0.35455788,0.36542586,0.28001626,0.52689279,0.19662938,0.27647783,0.34466983
actual_beta,1784662475.921627,1784662475.882473,0.039154,flat,flat,1,0.35467329,0.36529578,0.28003093,0.45000000,0.25000000,0.30000000,0.23059156
pred_beta,1784662475.921627,1784662475.882473,0.039154,flat,flat,1,0.35467329,0.36529578,0.28003093,0.51143047,0.20737483,0.28119470,0.31584190
prior_beta,1784662475.921627,1784662475.882473,0.039154,flat,flat,1,0.35467329,0.36529578,0.28003093,0.45000000,0.25000000,0.30000000,0.23059156
raw_beta,1784662475.921627,1784662475.882473,0.039154,flat,flat,1,0.35467329,0.36529578,0.28003093,0.52678808,0.19671854,0.27649338,0.34422959
actual_beta,1784662476.021809,1784662475.982561,0.039248,flat,flat,1,0.35475019,0.36521514,0.28003468,0.45000000,0.25000000,0.30000000,0.23043027
pred_beta,1784662476.021809,1784662475.982561,0.039248,flat,flat,1,0.35475019,0.36521514,0.28003468,0.51136501,0.20742259,0.28121240,0.31558508
prior_beta,1784662476.021809,1784662475.982561,0.039248,flat,flat,1,0.35475019,0.36521514,0.28003468,0.45000000,0.25000000,0.30000000,0.23043027
raw_beta,1784662476.021809,1784662475.982561,0.039248,flat,flat,1,0.35475019,0.36521514,0.28003468,0.52670626,0.19677824,0.27651549,0.34391216
actual_beta,1784662476.121920,1784662476.082669,0.039251,flat,flat,1,0.35483554,0.36512842,0.28003604,0.45000000,0.25000000,0.30000000,0.23025684
pred_beta,1784662476.121920,1784662476.082669,0.039251,flat,flat,1,0.35483554,0.36512842,0.28003604,0.51130536,0.20746469,0.28122994,0.31532746
prior_beta,1784662476.121920,1784662476.082669,0.039251,flat,flat,1,0.35483554,0.36512842,0.28003604,0.45000000,0.25000000,0.30000000,0.23025684
raw_beta,1784662476.121920,1784662476.082669,0.039251,flat,flat,1,0.35483554,0.36512842,0.28003604,0.52663171,0.19683086,0.27653743,0.34359233
actual_beta,1784662476.221982,1784662476.182469,0.039513,flat,flat,1,0.35498903,0.36501834,0.27999263,0.45000000,0.25000000,0.30000000,0.23003668
pred_beta,1784662476.221982,1784662476.182469,0.039513,flat,flat,1,0.35498903,0.36501834,0.27999263,0.51127103,0.20746192,0.28126704,0.31511283
prior_beta,1784662476.221982,1784662476.182469,0.039513,flat,flat,1,0.35498903,0.36501834,0.27999263,0.45000000,0.25000000,0.30000000,0.23003668
raw_beta,1784662476.221982,1784662476.182469,0.039513,flat,flat,1,0.35498903,0.36501834,0.27999263,0.52658879,0.19682740,0.27658380,0.34319953
actual_beta,1784662476.321667,1784662476.282398,0.039269,flat,flat,1,0.35501291,0.36496043,0.28002667,0.45000000,0.25000000,0.30000000,0.22992085
pred_beta,1784662476.321667,1784662476.282398,0.039269,flat,flat,1,0.35501291,0.36496043,0.28002667,0.51120934,0.20750502,0.28128564,0.31491081
prior_beta,1784662476.321667,1784662476.282398,0.039269,flat,flat,1,0.35501291,0.36496043,0.28002667,0.45000000,0.25000000,0.30000000,0.22992085
raw_beta,1784662476.321667,1784662476.282398,0.039269,flat,flat,1,0.35501291,0.36496043,0.28002667,0.52651168,0.19688127,0.27660705,0.34299755
actual_beta,1784662476.421726,1784662476.382576,0.039150,flat,flat,1,0.35523808,0.36478771,0.27997421,0.45000000,0.25000000,0.30000000,0.22957542
pred_beta,1784662476.421726,1784662476.382576,0.039150,flat,flat,1,0.35523808,0.36478771,0.27997421,0.51114930,0.20754672,0.28130398,0.31448198
prior_beta,1784662476.421726,1784662476.382576,0.039150,flat,flat,1,0.35523808,0.36478771,0.27997421,0.45000000,0.25000000,0.30000000,0.22957542
raw_beta,1784662476.421726,1784662476.382576,0.039150,flat,flat,1,0.35523808,0.36478771,0.27997421,0.52643662,0.19693340,0.27662998,0.34239709
actual_beta,1784662476.521781,1784662476.482576,0.039205,flat,flat,1,0.35526534,0.36472692,0.28000774,0.45000000,0.25000000,0.30000000,0.22945384
pred_beta,1784662476.521781,1784662476.482576,0.039205,flat,flat,1,0.35526534,0.36472692,0.28000774,0.51110424,0.20756351,0.28133225,0.31432683
prior_beta,1784662476.521781,1784662476.482576,0.039205,flat,flat,1,0.35526534,0.36472692,0.28000774,0.45000000,0.25000000,0.30000000,0.22945384
raw_beta,1784662476.521781,1784662476.482576,0.039205,flat,flat,1,0.35526534,0.36472692,0.28000774,0.52638030,0.19695438,0.27666532,0.34222992
actual_beta,1784662476.621888,1784662476.582653,0.039235,flat,flat,1,0.35553672,0.36449181,0.27997148,0.45000000,0.25000000,0.30000000,0.22898361
pred_beta,1784662476.621888,1784662476.582653,0.039235,flat,flat,1,0.35553672,0.36449181,0.27997148,0.51105334,0.20758220,0.28136446,0.31381922
prior_beta,1784662476.621888,1784662476.582653,0.039235,flat,flat,1,0.35553672,0.36449181,0.27997148,0.45000000,0.25000000,0.30000000,0.22898361
raw_beta,1784662476.621888,1784662476.582653,0.039235,flat,flat,1,0.35553672,0.36449181,0.27997148,0.52631668,0.19697775,0.27670558,0.34155992
actual_beta,1784662476.722270,1784662476.682532,0.039738,flat,flat,1,0.35566205,0.36436162,0.27997633,0.45000000,0.25000000,0.30000000,0.22872324
pred_beta,1784662476.722270,1784662476.682532,0.039738,flat,flat,1,0.35566205,0.36436162,0.27997633,0.51096764,0.20765032,0.28138204,0.31342260
prior_beta,1784662476.722270,1784662476.682532,0.039738,flat,flat,1,0.35566205,0.36436162,0.27997633,0.45000000,0.25000000,0.30000000,0.22872324
raw_beta,1784662476.722270,1784662476.682532,0.039738,flat,flat,1,0.35566205,0.36436162,0.27997633,0.52620955,0.19706290,0.27672755,0.34109500
actual_beta,1784662476.821873,1784662476.782531,0.039342,flat,flat,1,0.35577568,0.36423935,0.27998497,0.45000000,0.25000000,0.30000000,0.22847870
pred_beta,1784662476.821873,1784662476.782531,0.039342,flat,flat,1,0.35577568,0.36423935,0.27998497,0.51083491,0.20780769,0.28135739,0.31286332
prior_beta,1784662476.821873,1784662476.782531,0.039342,flat,flat,1,0.35577568,0.36423935,0.27998497,0.45000000,0.25000000,0.30000000,0.22847870
raw_beta,1784662476.821873,1784662476.782531,0.039342,flat,flat,1,0.35577568,0.36423935,0.27998497,0.52604364,0.19725961,0.27669674,0.34053592
actual_beta,1784662476.922045,1784662476.882637,0.039408,flat,flat,1,0.35576015,0.36420977,0.28003008,0.45000000,0.25000000,0.30000000,0.22841954
pred_beta,1784662476.922045,1784662476.882637,0.039408,flat,flat,1,0.35576015,0.36420977,0.28003008,0.51071679,0.20794942,0.28133378,0.31252069
prior_beta,1784662476.922045,1784662476.882637,0.039408,flat,flat,1,0.35576015,0.36420977,0.28003008,0.45000000,0.25000000,0.30000000,0.22841954
raw_beta,1784662476.922045,1784662476.882637,0.039408,flat,flat,1,0.35576015,0.36420977,0.28003008,0.52589599,0.19743678,0.27666723,0.34027169
actual_beta,1784662477.021929,1784662476.982733,0.039196,flat,flat,1,0.35593132,0.36404055,0.28002813,0.45000000,0.25000000,0.30000000,0.22808110
pred_beta,1784662477.021929,1784662476.982733,0.039196,flat,flat,1,0.35593132,0.36404055,0.28002813,0.51058336,0.20811707,0.28129957,0.31184696
prior_beta,1784662477.021929,1784662476.982733,0.039196,flat,flat,1,0.35593132,0.36404055,0.28002813,0.45000000,0.25000000,0.30000000,0.22808110
raw_beta,1784662477.021929,1784662476.982733,0.039196,flat,flat,1,0.35593132,0.36404055,0.28002813,0.52572920,0.19764634,0.27662447,0.33959576
actual_beta,1784662477.121588,1784662477.082839,0.038749,flat,flat,1,0.35591116,0.36401119,0.28007765,0.45000000,0.25000000,0.30000000,0.22802238
pred_beta,1784662477.121588,1784662477.082839,0.038749,flat,flat,1,0.35591116,0.36401119,0.28007765,0.51044801,0.20828540,0.28126659,0.31145159
prior_beta,1784662477.121588,1784662477.082839,0.038749,flat,flat,1,0.35591116,0.36401119,0.28007765,0.45000000,0.25000000,0.30000000,0.22802238
raw_beta,1784662477.121588,1784662477.082839,0.038749,flat,flat,1,0.35591116,0.36401119,0.28007765,0.52556002,0.19785675,0.27658324,0.33929771
actual_beta,1784662477.221705,1784662477.182466,0.039239,flat,flat,1,0.35591069,0.36398430,0.28010501,0.45000000,0.25000000,0.30000000,0.22796860
pred_beta,1784662477.221705,1784662477.182466,0.039239,flat,flat,1,0.35591069,0.36398430,0.28010501,0.51031397,0.20845500,0.28123103,0.31105860
prior_beta,1784662477.221705,1784662477.182466,0.039239,flat,flat,1,0.35591069,0.36398430,0.28010501,0.45000000,0.25000000,0.30000000,0.22796860
raw_beta,1784662477.221705,1784662477.182466,0.039239,flat,flat,1,0.35591069,0.36398430,0.28010501,0.52539247,0.19806875,0.27653878,0.33896355
actual_beta,1784662477.321917,1784662477.282894,0.039023,flat,flat,1,0.35593692,0.36394996,0.28011312,0.45000000,0.25000000,0.30000000,0.22789992
pred_beta,1784662477.321917,1784662477.282894,0.039023,flat,flat,1,0.35593692,0.36394996,0.28011312,0.51016101,0.20865226,0.28118673,0.31059540
prior_beta,1784662477.321917,1784662477.282894,0.039023,flat,flat,1,0.35593692,0.36394996,0.28011312,0.45000000,0.25000000,0.30000000,0.22789992
raw_beta,1784662477.321917,1784662477.282894,0.039023,flat,flat,1,0.35593692,0.36394996,0.28011312,0.52520126,0.19831532,0.27648341,0.33852868
actual_beta,1784662477.422135,1784662477.382952,0.039183,flat,flat,1,0.35595857,0.36389848,0.28014295,0.45000000,0.25000000,0.30000000,0.22779696
pred_beta,1784662477.422135,1784662477.382952,0.039183,flat,flat,1,0.35595857,0.36389848,0.28014295,0.51002623,0.20882116,0.28115261,0.31015463
prior_beta,1784662477.422135,1784662477.382952,0.039183,flat,flat,1,0.35595857,0.36389848,0.28014295,0.45000000,0.25000000,0.30000000,0.22779696
raw_beta,1784662477.422135,1784662477.382952,0.039183,flat,flat,1,0.35595857,0.36389848,0.28014295,0.52503278,0.19852645,0.27644076,0.33814843
actual_beta,1784662477.522274,1784662477.483036,0.039238,flat,flat,1,0.35601444,0.36382660,0.28015897,0.45000000,0.25000000,0.30000000,0.22765319
pred_beta,1784662477.522274,1784662477.483036,0.039238,flat,flat,1,0.35601444,0.36382660,0.28015897,0.50995981,0.20887285,0.28116734,0.30990748
prior_beta,1784662477.522274,1784662477.483036,0.039238,flat,flat,1,0.35601444,0.36382660,0.28015897,0.45000000,0.25000000,0.30000000,0.22765319
raw_beta,1784662477.522274,1784662477.483036,0.039238,flat,flat,1,0.35601444,0.36382660,0.28015897,0.52494976,0.19859107,0.27645917,0.33787065
actual_beta,1784662477.621835,1784662477.583185,0.038650,flat,flat,1,0.35604705,0.36375901,0.28019395,0.45000000,0.25000000,0.30000000,0.22751801
pred_beta,1784662477.621835,1784662477.583185,0.038650,flat,flat,1,0.35604705,0.36375901,0.28019395,0.50989967,0.20891570,0.28118463,0.30968661
prior_beta,1784662477.621835,1784662477.583185,0.038650,flat,flat,1,0.35604705,0.36375901,0.28019395,0.45000000,0.25000000,0.30000000,0.22751801
raw_beta,1784662477.621835,1784662477.583185,0.038650,flat,flat,1,0.35604705,0.36375901,0.28019395,0.52487459,0.19864462,0.27648079,0.33765508
actual_beta,1784662477.722235,1784662477.682480,0.039755,flat,flat,1,0.35616582,0.36365815,0.28017602,0.45000000,0.25000000,0.30000000,0.22731631
pred_beta,1784662477.722235,1784662477.682480,0.039755,flat,flat,1,0.35616582,0.36365815,0.28017602,0.50983002,0.20896404,0.28120594,0.30938822
prior_beta,1784662477.722235,1784662477.682480,0.039755,flat,flat,1,0.35616582,0.36365815,0.28017602,0.45000000,0.25000000,0.30000000,0.22731631
raw_beta,1784662477.722235,1784662477.682480,0.039755,flat,flat,1,0.35616582,0.36365815,0.28017602,0.52478752,0.19870506,0.27650742,0.33724339
actual_beta,1784662477.821626,1784662477.782533,0.039093,flat,flat,1,0.35620665,0.36359078,0.28020257,0.45000000,0.25000000,0.30000000,0.22718156
pred_beta,1784662477.821626,1784662477.782533,0.039093,flat,flat,1,0.35620665,0.36359078,0.28020257,0.50977586,0.20899612,0.28122802,0.30918932
prior_beta,1784662477.821626,1784662477.782533,0.039093,flat,flat,1,0.35620665,0.36359078,0.28020257,0.45000000,0.25000000,0.30000000,0.22718156
raw_beta,1784662477.821626,1784662477.782533,0.039093,flat,flat,1,0.35620665,0.36359078,0.28020257,0.52471983,0.19874515,0.27653502,0.33702636
actual_beta,1784662477.921887,1784662477.882643,0.039244,flat,flat,1,0.35631020,0.36352956,0.28016025,0.45000000,0.25000000,0.30000000,0.22705911
pred_beta,1784662477.921887,1784662477.882643,0.039244,flat,flat,1,0.35631020,0.36352956,0.28016025,0.50977551,0.20894249,0.28128200,0.30917412
prior_beta,1784662477.921887,1784662477.882643,0.039244,flat,flat,1,0.35631020,0.36352956,0.28016025,0.45000000,0.25000000,0.30000000,0.22705911
raw_beta,1784662477.921887,1784662477.882643,0.039244,flat,flat,1,0.35631020,0.36352956,0.28016025,0.52471939,0.19867812,0.27660250,0.33681838
actual_beta,1784662478.021903,1784662477.982374,0.039529,flat,flat,1,0.35641200,0.36343838,0.28014962,0.45000000,0.25000000,0.30000000,0.22687676
pred_beta,1784662478.021903,1784662477.982374,0.039529,flat,flat,1,0.35641200,0.36343838,0.28014962,0.50982186,0.20880909,0.28136905,0.30925859
prior_beta,1784662478.021903,1784662477.982374,0.039529,flat,flat,1,0.35641200,0.36343838,0.28014962,0.45000000,0.25000000,0.30000000,0.22687676
raw_beta,1784662478.021903,1784662477.982374,0.039529,flat,flat,1,0.35641200,0.36343838,0.28014962,0.52477732,0.19851136,0.27671132,0.33673065
actual_beta,1784662478.121637,1784662478.082402,0.039235,flat,flat,1,0.35646472,0.36336726,0.28016802,0.45000000,0.25000000,0.30000000,0.22673452
pred_beta,1784662478.121637,1784662478.082402,0.039235,flat,flat,1,0.35646472,0.36336726,0.28016802,0.50986945,0.20867431,0.28145624,0.30938590
prior_beta,1784662478.121637,1784662478.082402,0.039235,flat,flat,1,0.35646472,0.36336726,0.28016802,0.45000000,0.25000000,0.30000000,0.22673452
raw_beta,1784662478.121637,1784662478.082402,0.039235,flat,flat,1,0.35646472,0.36336726,0.28016802,0.52483681,0.19834288,0.27682030,0.33674418
actual_beta,1784662478.221985,1784662478.182625,0.039360,flat,flat,1,0.35665992,0.36321893,0.28012114,0.45000000,0.25000000,0.30000000,0.22643787
