d7_group,t_h2,t_d7,dt_abs,h2_context,d7_context,known_context,h2_beta_motion,h2_beta_stability,h2_beta_energy,d7_beta_motion,d7_beta_stability,d7_beta_energy,l1
actual_beta,1784666684.085629,1784666684.097116,0.011487,upslope,upslope,1,0.64658881,0.08093460,0.27247659,0.35000000,0.40000000,0.25000000,0.63813080
pred_beta,1784666684.085629,1784666684.097116,0.011487,upslope,upslope,1,0.64658881,0.08093460,0.27247659,0.41518383,0.33968579,0.24513039,0.51750237
prior_beta,1784666684.085629,1784666684.097116,0.011487,upslope,upslope,1,0.64658881,0.08093460,0.27247659,0.35000000,0.40000000,0.25000000,0.63813080
raw_beta,1784666684.085629,1784666684.097116,0.011487,upslope,upslope,1,0.64658881,0.08093460,0.27247659,0.43147979,0.32460723,0.24391298,0.48734527
actual_beta,1784666684.185810,1784666684.197260,0.011450,upslope,upslope,1,0.64654744,0.08094034,0.27251222,0.35000000,0.40000000,0.25000000,0.63811932
pred_beta,1784666684.185810,1784666684.197260,0.011450,upslope,upslope,1,0.64654744,0.08094034,0.27251222,0.41503061,0.33989368,0.24507571,0.51790667
prior_beta,1784666684.185810,1784666684.197260,0.011450,upslope,upslope,1,0.64654744,0.08094034,0.27251222,0.35000000,0.40000000,0.25000000,0.63811932
raw_beta,1784666684.185810,1784666684.197260,0.011450,upslope,upslope,1,0.64654744,0.08094034,0.27251222,0.43128826,0.32486709,0.24384464,0.48785351
actual_beta,1784666684.285579,1784666684.297339,0.011760,upslope,upslope,1,0.64647793,0.08092992,0.27259216,0.35000000,0.40000000,0.25000000,0.63814017
pred_beta,1784666684.285579,1784666684.297339,0.011760,upslope,upslope,1,0.64647793,0.08092992,0.27259216,0.41488678,0.34008685,0.24502637,0.51831388
prior_beta,1784666684.285579,1784666684.297339,0.011760,upslope,upslope,1,0.64647793,0.08092992,0.27259216,0.35000000,0.40000000,0.25000000,0.63814017
raw_beta,1784666684.285579,1784666684.297339,0.011760,upslope,upslope,1,0.64647793,0.08092992,0.27259216,0.43110847,0.32510857,0.24378296,0.48835730
actual_beta,1784666684.385786,1784666684.397467,0.011681,upslope,upslope,1,0.64644050,0.08092858,0.27263092,0.35000000,0.40000000,0.25000000,0.63814284
pred_beta,1784666684.385786,1784666684.397467,0.011681,upslope,upslope,1,0.64644050,0.08092858,0.27263092,0.41476078,0.34024070,0.24499852,0.51862424
prior_beta,1784666684.385786,1784666684.397467,0.011681,upslope,upslope,1,0.64644050,0.08092858,0.27263092,0.35000000,0.40000000,0.25000000,0.63814284
raw_beta,1784666684.385786,1784666684.397467,0.011681,upslope,upslope,1,0.64644050,0.08092858,0.27263092,0.43095098,0.32530087,0.24374815,0.48874459
actual_beta,1784666684.486098,1784666684.497127,0.011029,upslope,upslope,1,0.64701481,0.08050663,0.27247856,0.35000000,0.40000000,0.25000000,0.63898674
pred_beta,1784666684.486098,1784666684.497127,0.011029,upslope,upslope,1,0.64701481,0.08050663,0.27247856,0.41470574,0.34028225,0.24501201,0.51955124
prior_beta,1784666684.486098,1784666684.497127,0.011029,upslope,upslope,1,0.64701481,0.08050663,0.27247856,0.35000000,0.40000000,0.25000000,0.63898674
raw_beta,1784666684.486098,1784666684.497127,0.011029,upslope,upslope,1,0.64701481,0.08050663,0.27247856,0.43088217,0.32535282,0.24376502,0.48969237
actual_beta,1784666684.585759,1784666684.597113,0.011354,upslope,upslope,1,0.64698106,0.08050414,0.27251481,0.35000000,0.40000000,0.25000000,0.63899173
pred_beta,1784666684.585759,1784666684.597113,0.011354,upslope,upslope,1,0.64698106,0.08050414,0.27251481,0.41465430,0.34031936,0.24502633,0.51963045
prior_beta,1784666684.585759,1784666684.597113,0.011354,upslope,upslope,1,0.64698106,0.08050414,0.27251481,0.35000000,0.40000000,0.25000000,0.63899173
raw_beta,1784666684.585759,1784666684.597113,0.011354,upslope,upslope,1,0.64698106,0.08050414,0.27251481,0.43081788,0.32539920,0.24378292,0.48979014
actual_beta,1784666684.685709,1784666684.697168,0.011459,upslope,upslope,1,0.64694965,0.08048222,0.27256812,0.35000000,0.40000000,0.25000000,0.63903555
pred_beta,1784666684.685709,1784666684.697168,0.011459,upslope,upslope,1,0.64694965,0.08048222,0.27256812,0.41460783,0.34035116,0.24504101,0.51973786
prior_beta,1784666684.685709,1784666684.697168,0.011459,upslope,upslope,1,0.64694965,0.08048222,0.27256812,0.35000000,0.40000000,0.25000000,0.63903555
raw_beta,1784666684.685709,1784666684.697168,0.011459,upslope,upslope,1,0.64694965,0.08048222,0.27256812,0.43075979,0.32543894,0.24380126,0.48991344
actual_beta,1784666684.785643,1784666684.797211,0.011568,upslope,upslope,1,0.64691730,0.08048834,0.27259436,0.35000000,0.40000000,0.25000000,0.63902332
pred_beta,1784666684.785643,1784666684.797211,0.011568,upslope,upslope,1,0.64691730,0.08048834,0.27259436,0.41457627,0.34035836,0.24506537,0.51974004
prior_beta,1784666684.785643,1784666684.797211,0.011568,upslope,upslope,1,0.64691730,0.08048834,0.27259436,0.35000000,0.40000000,0.25000000,0.63902332
raw_beta,1784666684.785643,1784666684.797211,0.011568,upslope,upslope,1,0.64691730,0.08048834,0.27259436,0.43072034,0.32544795,0.24383171,0.48991922
actual_beta,1784666684.885652,1784666684.897551,0.011899,upslope,upslope,1,0.64686981,0.08051332,0.27261687,0.35000000,0.40000000,0.25000000,0.63897336
pred_beta,1784666684.885652,1784666684.897551,0.011899,upslope,upslope,1,0.64686981,0.08051332,0.27261687,0.41457462,0.34032099,0.24510439,0.51961535
prior_beta,1784666684.885652,1784666684.897551,0.011899,upslope,upslope,1,0.64686981,0.08051332,0.27261687,0.35000000,0.40000000,0.25000000,0.63897336
raw_beta,1784666684.885652,1784666684.897551,0.011899,upslope,upslope,1,0.64686981,0.08051332,0.27261687,0.43071827,0.32540124,0.24388049,0.48977584
actual_beta,1784666684.985741,1784666684.996998,0.011257,upslope,upslope,1,0.64682539,0.08056195,0.27261267,0.35000000,0.40000000,0.25000000,0.63887611
pred_beta,1784666684.985741,1784666684.996998,0.011257,upslope,upslope,1,0.64682539,0.08056195,0.27261267,0.41461347,0.34021524,0.24517129,0.51930658
prior_beta,1784666684.985741,1784666684.996998,0.011257,upslope,upslope,1,0.64682539,0.08056195,0.27261267,0.35000000,0.40000000,0.25000000,0.63887611
raw_beta,1784666684.985741,1784666684.996998,0.011257,upslope,upslope,1,0.64682539,0.08056195,0.27261267,0.43076684,0.32526904,0.24396412,0.48941420
actual_beta,1784666685.085649,1784666685.097202,0.011553,upslope,upslope,1,0.64679211,0.08054986,0.27265804,0.35000000,0.40000000,0.25000000,0.63890029
pred_beta,1784666685.085649,1784666685.097202,0.011553,upslope,upslope,1,0.64679211,0.08054986,0.27265804,0.41464778,0.34011751,0.24523471,0.51913532
prior_beta,1784666685.085649,1784666685.097202,0.011553,upslope,upslope,1,0.64679211,0.08054986,0.27265804,0.35000000,0.40000000,0.25000000,0.63890029
raw_beta,1784666685.085649,1784666685.097202,0.011553,upslope,upslope,1,0.64679211,0.08054986,0.27265804,0.43080972,0.32514689,0.24404339,0.48919407
actual_beta,1784666685.185671,1784666685.197182,0.011511,upslope,upslope,1,0.64684591,0.08051249,0.27264160,0.35000000,0.40000000,0.25000000,0.63897502
pred_beta,1784666685.185671,1784666685.197182,0.011511,upslope,upslope,1,0.64684591,0.08051249,0.27264160,0.41464910,0.34006804,0.24528285,0.51911110
prior_beta,1784666685.185671,1784666685.197182,0.011511,upslope,upslope,1,0.64684591,0.08051249,0.27264160,0.35000000,0.40000000,0.25000000,0.63897502
raw_beta,1784666685.185671,1784666685.197182,0.011511,upslope,upslope,1,0.64684591,0.08051249,0.27264160,0.43081138,0.32508505,0.24410357,0.48914512
actual_beta,1784666685.285655,1784666685.297049,0.011394,upslope,upslope,1,0.64680907,0.08049916,0.27269177,0.35000000,0.40000000,0.25000000,0.63900168
pred_beta,1784666685.285655,1784666685.297049,0.011394,upslope,upslope,1,0.64680907,0.08049916,0.27269177,0.41464869,0.34000310,0.24534821,0.51900788
prior_beta,1784666685.285655,1784666685.297049,0.011394,upslope,upslope,1,0.64680907,0.08049916,0.27269177,0.35000000,0.40000000,0.25000000,0.63900168
raw_beta,1784666685.285655,1784666685.297049,0.011394,upslope,upslope,1,0.64680907,0.08049916,0.27269177,0.43081086,0.32500388,0.24418526,0.48900943
actual_beta,1784666685.385717,1784666685.397354,0.011637,upslope,upslope,1,0.64679386,0.08050931,0.27269682,0.35000000,0.40000000,0.25000000,0.63898137
pred_beta,1784666685.385717,1784666685.397354,0.011637,upslope,upslope,1,0.64679386,0.08050931,0.27269682,0.41451131,0.34017115,0.24531754,0.51932367
prior_beta,1784666685.385717,1784666685.397354,0.011637,upslope,upslope,1,0.64679386,0.08050931,0.27269682,0.35000000,0.40000000,0.25000000,0.63898137
raw_beta,1784666685.385717,1784666685.397354,0.011637,upslope,upslope,1,0.64679386,0.08050931,0.27269682,0.43063913,0.32521394,0.24414693,0.48940925
actual_beta,1784666685.485667,1784666685.497039,0.011372,upslope,upslope,1,0.64671035,0.08053626,0.27275338,0.35000000,0.40000000,0.25000000,0.63892747
pred_beta,1784666685.485667,1784666685.497039,0.011372,upslope,upslope,1,0.64671035,0.08053626,0.27275338,0.41428759,0.34048811,0.24522430,0.51990369
prior_beta,1784666685.485667,1784666685.497039,0.011372,upslope,upslope,1,0.64671035,0.08053626,0.27275338,0.35000000,0.40000000,0.25000000,0.63892747
raw_beta,1784666685.485667,1784666685.497039,0.011372,upslope,upslope,1,0.64671035,0.08053626,0.27275338,0.43035949,0.32561014,0.24403038,0.49014774
actual_beta,1784666685.585664,1784666685.597042,0.011378,upslope,upslope,1,0.64664264,0.08056553,0.27279184,0.35000000,0.40000000,0.25000000,0.63886895
pred_beta,1784666685.585664,1784666685.597042,0.011378,upslope,upslope,1,0.64664264,0.08056553,0.27279184,0.41406494,0.34081050,0.24512456,0.52048995
prior_beta,1784666685.585664,1784666685.597042,0.011378,upslope,upslope,1,0.64664264,0.08056553,0.27279184,0.35000000,0.40000000,0.25000000,0.63886895
raw_beta,1784666685.585664,1784666685.597042,0.011378,upslope,upslope,1,0.64664264,0.08056553,0.27279184,0.43008117,0.32601313,0.24390570,0.49089520
actual_beta,1784666685.685608,1784666685.697455,0.011847,upslope,upslope,1,0.64656365,0.08057897,0.27285738,0.35000000,0.40000000,0.25000000,0.63884206
pred_beta,1784666685.685608,1784666685.697455,0.011847,upslope,upslope,1,0.64656365,0.08057897,0.27285738,0.41385439,0.34111381,0.24503180,0.52106968
prior_beta,1784666685.685608,1784666685.697455,0.011847,upslope,upslope,1,0.64656365,0.08057897,0.27285738,0.35000000,0.40000000,0.25000000,0.63884206
raw_beta,1784666685.685608,1784666685.697455,0.011847,upslope,upslope,1,0.64656365,0.08057897,0.27285738,0.42981799,0.32639226,0.24378975,0.49162658
actual_beta,1784666685.785667,1784666685.797580,0.011913,upslope,upslope,1,0.64650832,0.08059213,0.27289955,0.35000000,0.40000000,0.25000000,0.63881574
pred_beta,1784666685.785667,1784666685.797580,0.011913,upslope,upslope,1,0.64650832,0.08059213,0.27289955,0.41364970,0.34141077,0.24493953,0.52163728
prior_beta,1784666685.785667,1784666685.797580,0.011913,upslope,upslope,1,0.64650832,0.08059213,0.27289955,0.35000000,0.40000000,0.25000000,0.63881574
raw_beta,1784666685.785667,1784666685.797580,0.011913,upslope,upslope,1,0.64650832,0.08059213,0.27289955,0.42956213,0.32676346,0.24367441,0.49234266
actual_beta,1784666685.885776,1784666685.897605,0.011829,upslope,upslope,1,0.64640985,0.08059689,0.27299326,0.35000000,0.40000000,0.25000000,0.63880622
pred_beta,1784666685.885776,1784666685.897605,0.011829,upslope,upslope,1,0.64640985,0.08059689,0.27299326,0.41343476,0.34172298,0.24484226,0.52225218
prior_beta,1784666685.885776,1784666685.897605,0.011829,upslope,upslope,1,0.64640985,0.08059689,0.27299326,0.35000000,0.40000000,0.25000000,0.63880622
raw_beta,1784666685.885776,1784666685.897605,0.011829,upslope,upslope,1,0.64640985,0.08059689,0.27299326,0.42929345,0.32715372,0.24355283,0.49311366
actual_beta,1784666685.986039,1784666685.997136,0.011097,upslope,upslope,1,0.64633248,0.08062504,0.27304248,0.35000000,0.40000000,0.25000000,0.63874992
pred_beta,1784666685.986039,1784666685.997136,0.011097,upslope,upslope,1,0.64633248,0.08062504,0.27304248,0.41321033,0.34204883,0.24474084,0.52284759
prior_beta,1784666685.986039,1784666685.997136,0.011097,upslope,upslope,1,0.64633248,0.08062504,0.27304248,0.35000000,0.40000000,0.25000000,0.63874992
raw_beta,1784666685.986039,1784666685.997136,0.011097,upslope,upslope,1,0.64633248,0.08062504,0.27304248,0.42901291,0.32756104,0.24342605,0.49387200
actual_beta,1784666686.085773,1784666686.097657,0.011884,upslope,upslope,1,0.64628212,0.08059932,0.27311856,0.35000000,0.40000000,0.25000000,0.63880136
pred_beta,1784666686.085773,1784666686.097657,0.011884,upslope,upslope,1,0.64628212,0.08059932,0.27311856,0.41302831,0.34229733,0.24467436,0.52339602
prior_beta,1784666686.085773,1784666686.097657,0.011884,upslope,upslope,1,0.64628212,0.08059932,0.27311856,0.35000000,0.40000000,0.25000000,0.63880136
raw_beta,1784666686.085773,1784666686.097657,0.011884,upslope,upslope,1,0.64628212,0.08059932,0.27311856,0.42878539,0.32787166,0.24334295,0.49454469
actual_beta,1784666686.185773,1784666686.197105,0.011332,upslope,upslope,1,0.64622386,0.08059577,0.27318037,0.35000000,0.40000000,0.25000000,0.63880846
pred_beta,1784666686.185773,1784666686.197105,0.011332,upslope,upslope,1,0.64622386,0.08059577,0.27318037,0.41289649,0.34246921,0.24463431,0.52374687
prior_beta,1784666686.185773,1784666686.197105,0.011332,upslope,upslope,1,0.64622386,0.08059577,0.27318037,0.35000000,0.40000000,0.25000000,0.63880846
raw_beta,1784666686.185773,1784666686.197105,0.011332,upslope,upslope,1,0.64622386,0.08059577,0.27318037,0.42862061,0.32808651,0.24329288,0.49498148
actual_beta,1784666686.285640,1784666686.297529,0.011889,upslope,upslope,1,0.64615716,0.08057804,0.27326480,0.35000000,0.40000000,0.25000000,0.63884392
pred_beta,1784666686.285640,1784666686.297529,0.011889,upslope,upslope,1,0.64615716,0.08057804,0.27326480,0.41278297,0.34261142,0.24460561,0.52406675
prior_beta,1784666686.285640,1784666686.297529,0.011889,upslope,upslope,1,0.64615716,0.08057804,0.27326480,0.35000000,0.40000000,0.25000000,0.63884392
raw_beta,1784666686.285640,1784666686.297529,0.011889,upslope,upslope,1,0.64615716,0.08057804,0.27326480,0.42847871,0.32826427,0.24325702,0.49537246
actual_beta,1784666686.385635,1784666686.397632,0.011997,upslope,upslope,1,0.64610806,0.08057352,0.27331842,0.35000000,0.40000000,0.25000000,0.63885296
pred_beta,1784666686.385635,1784666686.397632,0.011997,upslope,upslope,1,0.64610806,0.08057352,0.27331842,0.41269810,0.34270693,0.24459496,0.52426683
prior_beta,1784666686.385635,1784666686.397632,0.011997,upslope,upslope,1,0.64610806,0.08057352,0.27331842,0.35000000,0.40000000,0.25000000,0.63885296
raw_beta,1784666686.385635,1784666686.397632,0.011997,upslope,upslope,1,0.64610806,0.08057352,0.27331842,0.42837263,0.32838367,0.24324370,0.49562029
actual_beta,1784666686.485690,1784666686.497086,0.011396,upslope,upslope,1,0.64605552,0.08057944,0.27336505,0.35000000,0.40000000,0.25000000,0.63884113
pred_beta,1784666686.485690,1784666686.497086,0.011396,upslope,upslope,1,0.64605552,0.08057944,0.27336505,0.41261510,0.34279906,0.24458584,0.52443925
prior_beta,1784666686.485690,1784666686.497086,0.011396,upslope,upslope,1,0.64605552,0.08057944,0.27336505,0.35000000,0.40000000,0.25000000,0.63884113
raw_beta,1784666686.485690,1784666686.497086,0.011396,upslope,upslope,1,0.64605552,0.08057944,0.27336505,0.42826887,0.32849883,0.24323230,0.49583878
actual_beta,1784666686.585956,1784666686.596996,0.011040,upslope,upslope,1,0.64602892,0.08059382,0.27337726,0.35000000,0.40000000,0.25000000,0.63881236
pred_beta,1784666686.585956,1784666686.596996,0.011040,upslope,upslope,1,0.64602892,0.08059382,0.27337726,0.41253195,0.34289017,0.24457788,0.52459270
prior_beta,1784666686.585956,1784666686.596996,0.011040,upslope,upslope,1,0.64602892,0.08059382,0.27337726,0.35000000,0.40000000,0.25000000,0.63881236
raw_beta,1784666686.585956,1784666686.596996,0.011040,upslope,upslope,1,0.64602892,0.08059382,0.27337726,0.42816494,0.32861271,0.24322235,0.49603778
actual_beta,1784666686.685640,1784666686.697128,0.011488,upslope,upslope,1,0.64597269,0.08057753,0.27344978,0.35000000,0.40000000,0.25000000,0.63884494
pred_beta,1784666686.685640,1784666686.697128,0.011488,upslope,upslope,1,0.64597269,0.08057753,0.27344978,0.41245389,0.34297292,0.24457319,0.52479077
prior_beta,1784666686.685640,1784666686.697128,0.011488,upslope,upslope,1,0.64597269,0.08057753,0.27344978,0.35000000,0.40000000,0.25000000,0.63884494
raw_beta,1784666686.685640,1784666686.697128,0.011488,upslope,upslope,1,0.64597269,0.08057753,0.27344978,0.42806736,0.32871615,0.24321649,0.49627723
actual_beta,1784666686.785650,1784666686.797324,0.011674,upslope,upslope,1,0.64597310,0.08053362,0.27349327,0.35000000,0.40000000,0.25000000,0.63893275
pred_beta,1784666686.785650,1784666686.797324,0.011674,upslope,upslope,1,0.64597310,0.08053362,0.27349327,0.41237443,0.34305564,0.24456993,0.52504402
prior_beta,1784666686.785650,1784666686.797324,0.011674,upslope,upslope,1,0.64597310,0.08053362,0.27349327,0.35000000,0.40000000,0.25000000,0.63893275
raw_beta,1784666686.785650,1784666686.797324,0.011674,upslope,upslope,1,0.64597310,0.08053362,0.27349327,0.42796804,0.32881954,0.24321242,0.49657184
actual_beta,1784666686.885627,1784666686.897434,0.011807,upslope,upslope,1,0.64600120,0.08045921,0.27353959,0.35000000,0.40000000,0.25000000,0.63908158
pred_beta,1784666686.885627,1784666686.897434,0.011807,upslope,upslope,1,0.64600120,0.08045921,0.27353959,0.41229555,0.34313212,0.24457234,0.52534581
prior_beta,1784666686.885627,1784666686.897434,0.011807,upslope,upslope,1,0.64600120,0.08045921,0.27353959,0.35000000,0.40000000,0.25000000,0.63908158
raw_beta,1784666686.885627,1784666686.897434,0.011807,upslope,upslope,1,0.64600120,0.08045921,0.27353959,0.42786943,0.32891515,0.24321542,0.49691187
actual_beta,1784666686.985710,1784666686.997178,0.011468,upslope,upslope,1,0.64606359,0.08037485,0.27356156,0.35000000,0.40000000,0.25000000,0.63925030
pred_beta,1784666686.985710,1784666686.997178,0.011468,upslope,upslope,1,0.64606359,0.08037485,0.27356156,0.41216828,0.34329073,0.24454099,0.52583176
prior_beta,1784666686.985710,1784666686.997178,0.011468,upslope,upslope,1,0.64606359,0.08037485,0.27356156,0.35000000,0.40000000,0.25000000,0.63925030
raw_beta,1784666686.985710,1784666686.997178,0.011468,upslope,upslope,1,0.64606359,0.08037485,0.27356156,0.42771035,0.32911341,0.24317623,0.49747713
actual_beta,1784666687.085701,1784666687.097001,0.011300,upslope,upslope,1,0.64601445,0.08034048,0.27364506,0.35000000,0.40000000,0.25000000,0.63931903
pred_beta,1784666687.085701,1784666687.097001,0.011300,upslope,upslope,1,0.64601445,0.08034048,0.27364506,0.41204090,0.34345490,0.24450419,0.52622884
prior_beta,1784666687.085701,1784666687.097001,0.011300,upslope,upslope,1,0.64601445,0.08034048,0.27364506,0.35000000,0.40000000,0.25000000,0.63931903
raw_beta,1784666687.085701,1784666687.097001,0.011300,upslope,upslope,1,0.64601445,0.08034048,0.27364506,0.42755113,0.32931863,0.24313024,0.49795629
actual_beta,1784666687.185676,1784666687.197219,0.011543,upslope,upslope,1,0.64600228,0.08029273,0.27370499,0.35000000,0.40000000,0.25000000,0.63941454
pred_beta,1784666687.185676,1784666687.197219,0.011543,upslope,upslope,1,0.64600228,0.08029273,0.27370499,0.41188003,0.34367812,0.24444184,0.52677079
prior_beta,1784666687.185676,1784666687.197219,0.011543,upslope,upslope,1,0.64600228,0.08029273,0.27370499,0.35000000,0.40000000,0.25000000,0.63941454
raw_beta,1784666687.185676,1784666687.197219,0.011543,upslope,upslope,1,0.64600228,0.08029273,0.27370499,0.42735004,0.32959765,0.24305230,0.49860985
actual_beta,1784666687.285754,1784666687.297104,0.011350,upslope,upslope,1,0.64598290,0.08024539,0.27377172,0.35000000,0.40000000,0.25000000,0.63950923
pred_beta,1784666687.285754,1784666687.297104,0.011350,upslope,upslope,1,0.64598290,0.08024539,0.27377172,0.41170508,0.34392660,0.24436832,0.52736243
prior_beta,1784666687.285754,1784666687.297104,0.011350,upslope,upslope,1,0.64598290,0.08024539,0.27377172,0.35000000,0.40000000,0.25000000,0.63950923
raw_beta,1784666687.285754,1784666687.297104,0.011350,upslope,upslope,1,0.64598290,0.08024539,0.27377172,0.42713135,0.32990825,0.24296040,0.49932574
actual_beta,1784666687.385704,1784666687.397474,0.011770,upslope,upslope,1,0.64595010,0.08023433,0.27381557,0.35000000,0.40000000,0.25000000,0.63953134
pred_beta,1784666687.385704,1784666687.397474,0.011770,upslope,upslope,1,0.64595010,0.08023433,0.27381557,0.41150682,0.34421361,0.24427957,0.52795856
prior_beta,1784666687.385704,1784666687.397474,0.011770,upslope,upslope,1,0.64595010,0.08023433,0.27381557,0.35000000,0.40000000,0.25000000,0.63953134
raw_beta,1784666687.385704,1784666687.397474,0.011770,upslope,upslope,1,0.64595010,0.08023433,0.27381557,0.42688352,0.33026701,0.24284946,0.50006537
actual_beta,1784666687.485673,1784666687.497048,0.011375,upslope,upslope,1,0.64587020,0.08024736,0.27388244,0.35000000,0.40000000,0.25000000,0.63950528
pred_beta,1784666687.485673,1784666687.497048,0.011375,upslope,upslope,1,0.64587020,0.08024736,0.27388244,0.41131221,0.34449781,0.24418998,0.52850090
prior_beta,1784666687.485673,1784666687.497048,0.011375,upslope,upslope,1,0.64587020,0.08024736,0.27388244,0.35000000,0.40000000,0.25000000,0.63950528
raw_beta,1784666687.485673,1784666687.497048,0.011375,upslope,upslope,1,0.64587020,0.08024736,0.27388244,0.42664027,0.33062226,0.24273747,0.50074980
actual_beta,1784666687.585709,1784666687.597585,0.011876,upslope,upslope,1,0.64578208,0.08023910,0.27397882,0.35000000,0.40000000,0.25000000,0.63952180
pred_beta,1784666687.585709,1784666687.597585,0.011876,upslope,upslope,1,0.64578208,0.08023910,0.27397882,0.41110914,0.34479568,0.24409518,0.52911315
prior_beta,1784666687.585709,1784666687.597585,0.011876,upslope,upslope,1,0.64578208,0.08023910,0.27397882,0.35000000,0.40000000,0.25000000,0.63952180
raw_beta,1784666687.585709,1784666687.597585,0.011876,upslope,upslope,1,0.64578208,0.08023910,0.27397882,0.42638643,0.33099460,0.24261898,0.50151099
actual_beta,1784666687.685634,1784666687.697197,0.011563,upslope,upslope,1,0.64570214,0.08025413,0.27404373,0.35000000,0.40000000,0.25000000,0.63949174
pred_beta,1784666687.685634,1784666687.697197,0.011563,upslope,upslope,1,0.64570214,0.08025413,0.27404373,0.41089630,0.34510786,0.24399585,0.52970745
prior_beta,1784666687.685634,1784666687.697197,0.011563,upslope,upslope,1,0.64570214,0.08025413,0.27404373,0.35000000,0.40000000,0.25000000,0.63949174
raw_beta,1784666687.685634,1784666687.697197,0.011563,upslope,upslope,1,0.64570214,0.08025413,0.27404373,0.42612037,0.33138482,0.24249481,0.50226138
actual_beta,1784666687.785758,1784666687.797482,0.011724,upslope,upslope,1,0.64568279,0.08023391,0.27408329,0.35000000,0.40000000,0.25000000,0.63953217
pred_beta,1784666687.785758,1784666687.797482,0.011724,upslope,upslope,1,0.64568279,0.08023391,0.27408329,0.41079553,0.34522272,0.24398175,0.52997762
prior_beta,1784666687.785758,1784666687.797482,0.011724,upslope,upslope,1,0.64568279,0.08023391,0.27408329,0.35000000,0.40000000,0.25000000,0.63953217
raw_beta,1784666687.785758,1784666687.797482,0.011724,upslope,upslope,1,0.64568279,0.08023391,0.27408329,0.42599441,0.33152841,0.24247718,0.50258898
actual_beta,1784666687.885646,1784666687.897248,0.011602,upslope,upslope,1,0.64565612,0.08018704,0.27415683,0.35000000,0.40000000,0.25000000,0.63962591
pred_beta,1784666687.885646,1784666687.897248,0.011602,upslope,upslope,1,0.64565612,0.08018704,0.27415683,0.41071544,0.34530856,0.24397601,0.53024302
prior_beta,1784666687.885646,1784666687.897248,0.011602,upslope,upslope,1,0.64565612,0.08018704,0.27415683,0.35000000,0.40000000,0.25000000,0.63962591
raw_beta,1784666687.885646,1784666687.897248,0.011602,upslope,upslope,1,0.64565612,0.08018704,0.27415683,0.42589429,0.33163570,0.24247001,0.50289730
actual_beta,1784666687.985660,1784666687.997454,0.011794,upslope,upslope,1,0.64564084,0.08015933,0.27419984,0.35000000,0.40000000,0.25000000,0.63968135
pred_beta,1784666687.985660,1784666687.997454,0.011794,upslope,upslope,1,0.64564084,0.08015933,0.27419984,0.41065839,0.34535807,0.24398354,0.53039748
prior_beta,1784666687.985660,1784666687.997454,0.011794,upslope,upslope,1,0.64564084,0.08015933,0.27419984,0.35000000,0.40000000,0.25000000,0.63968135
raw_beta,1784666687.985660,1784666687.997454,0.011794,upslope,upslope,1,0.64564084,0.08015933,0.27419984,0.42582299,0.33169758,0.24247943,0.50307652
actual_beta,1784666688.085720,1784666688.097153,0.011433,upslope,upslope,1,0.64563822,0.08016560,0.27419618,0.35000000,0.40000000,0.25000000,0.63966880
pred_beta,1784666688.085720,1784666688.097153,0.011433,upslope,upslope,1,0.64563822,0.08016560,0.27419618,0.41061112,0.34539124,0.24399765,0.53045127
prior_beta,1784666688.085720,1784666688.097153,0.011433,upslope,upslope,1,0.64563822,0.08016560,0.27419618,0.35000000,0.40000000,0.25000000,0.63966880
raw_beta,1784666688.085720,1784666688.097153,0.011433,upslope,upslope,1,0.64563822,0.08016560,0.27419618,0.42576390,0.33173905,0.24249706,0.50314689
actual_beta,1784666688.185755,1784666688.197495,0.011740,upslope,upslope,1,0.64563143,0.08015267,0.27421591,0.35000000,0.40000000,0.25000000,0.63969467
pred_beta,1784666688.185755,1784666688.197495,0.011740,upslope,upslope,1,0.64563143,0.08015267,0.27421591,0.41056213,0.34542512,0.24401275,0.53054491
prior_beta,1784666688.185755,1784666688.197495,0.011740,upslope,upslope,1,0.64563143,0.08015267,0.27421591,0.35000000,0.40000000,0.25000000,0.63969467
raw_beta,1784666688.185755,1784666688.197495,0.011740,upslope,upslope,1,0.64563143,0.08015267,0.27421591,0.42570267,0.33178140,0.24251593,0.50325747
actual_beta,1784666688.285705,1784666688.297480,0.011775,upslope,upslope,1,0.64559859,0.08012921,0.27427220,0.35000000,0.40000000,0.25000000,0.63974158
pred_beta,1784666688.285705,1784666688.297480,0.011775,upslope,upslope,1,0.64559859,0.08012921,0.27427220,0.41052185,0.34544970,0.24402845,0.53064098
prior_beta,1784666688.285705,1784666688.297480,0.011775,upslope,upslope,1,0.64559859,0.08012921,0.27427220,0.35000000,0.40000000,0.25000000,0.63974158
raw_beta,1784666688.285705,1784666688.297480,0.011775,upslope,upslope,1,0.64559859,0.08012921,0.27427220,0.42565232,0.33181213,0.24253556,0.50336583
actual_beta,1784666688.385751,1784666688.397896,0.012145,upslope,upslope,1,0.64568472,0.08006250,0.27425278,0.35000000,0.40000000,0.25000000,0.63987500
pred_beta,1784666688.385751,1784666688.397896,0.012145,upslope,upslope,1,0.64568472,0.08006250,0.27425278,0.41048415,0.34546906,0.24404680,0.53081312
prior_beta,1784666688.385751,1784666688.397896,0.012145,upslope,upslope,1,0.64568472,0.08006250,0.27425278,0.35000000,0.40000000,0.25000000,0.63987500
raw_beta,1784666688.385751,1784666688.397896,0.012145,upslope,upslope,1,0.64568472,0.08006250,0.27425278,0.42560518,0.33183632,0.24255850,0.50354764
