d7_group,t_h2,t_d7,dt_abs,h2_context,d7_context,known_context,h2_beta_motion,h2_beta_stability,h2_beta_energy,d7_beta_motion,d7_beta_stability,d7_beta_energy,l1
actual_beta,1784666721.785748,1784666721.797205,0.011457,rough,rough,1,0.98051911,0.00000000,0.01948089,0.25000000,0.55000000,0.20000000,1.46103822
pred_beta,1784666721.785748,1784666721.797205,0.011457,rough,rough,1,0.98051911,0.00000000,0.01948089,0.29320458,0.50929926,0.19749616,1.37462905
prior_beta,1784666721.785748,1784666721.797205,0.011457,rough,rough,1,0.98051911,0.00000000,0.01948089,0.25000000,0.55000000,0.20000000,1.46103822
raw_beta,1784666721.785748,1784666721.797205,0.011457,rough,rough,1,0.98051911,0.00000000,0.01948089,0.30400573,0.49912407,0.19687020,1.35302676
actual_beta,1784666721.885641,1784666721.897355,0.011714,rough,rough,1,0.98071223,0.00000000,0.01928777,0.25000000,0.55000000,0.20000000,1.46142446
pred_beta,1784666721.885641,1784666721.897355,0.011714,rough,rough,1,0.98071223,0.00000000,0.01928777,0.29299206,0.50956959,0.19743834,1.37544034
prior_beta,1784666721.885641,1784666721.897355,0.011714,rough,rough,1,0.98071223,0.00000000,0.01928777,0.25000000,0.55000000,0.20000000,1.46142446
raw_beta,1784666721.885641,1784666721.897355,0.011714,rough,rough,1,0.98071223,0.00000000,0.01928777,0.30374008,0.49946199,0.19679793,1.35394430
actual_beta,1784666721.985720,1784666721.997671,0.011951,rough,rough,1,0.98126377,0.00000000,0.01873623,0.25000000,0.55000000,0.20000000,1.46252754
pred_beta,1784666721.985720,1784666721.997671,0.011951,rough,rough,1,0.98126377,0.00000000,0.01873623,0.29277823,0.50985034,0.19737143,1.37697107
prior_beta,1784666721.985720,1784666721.997671,0.011951,rough,rough,1,0.98126377,0.00000000,0.01873623,0.25000000,0.55000000,0.20000000,1.46252754
raw_beta,1784666721.985720,1784666721.997671,0.011951,rough,rough,1,0.98126377,0.00000000,0.01873623,0.30347279,0.49981293,0.19671428,1.35558196
actual_beta,1784666722.085882,1784666722.097147,0.011265,rough,rough,1,0.98136626,0.00000000,0.01863374,0.25000000,0.55000000,0.20000000,1.46273252
pred_beta,1784666722.085882,1784666722.097147,0.011265,rough,rough,1,0.98136626,0.00000000,0.01863374,0.29252174,0.51019836,0.19727990,1.37768904
prior_beta,1784666722.085882,1784666722.097147,0.011265,rough,rough,1,0.98136626,0.00000000,0.01863374,0.25000000,0.55000000,0.20000000,1.46273252
raw_beta,1784666722.085882,1784666722.097147,0.011265,rough,rough,1,0.98136626,0.00000000,0.01863374,0.30315218,0.50024795,0.19659987,1.35642817
actual_beta,1784666722.185664,1784666722.197141,0.011477,rough,rough,1,0.98122868,0.00000000,0.01877132,0.25000000,0.55000000,0.20000000,1.46245736
pred_beta,1784666722.185664,1784666722.197141,0.011477,rough,rough,1,0.98122868,0.00000000,0.01877132,0.29225389,0.51056769,0.19717841,1.37794957
prior_beta,1784666722.185664,1784666722.197141,0.011477,rough,rough,1,0.98122868,0.00000000,0.01877132,0.25000000,0.55000000,0.20000000,1.46245736
raw_beta,1784666722.185664,1784666722.197141,0.011477,rough,rough,1,0.98122868,0.00000000,0.01877132,0.30281737,0.50070962,0.19647301,1.35682263
actual_beta,1784666722.285738,1784666722.297099,0.011361,rough,rough,1,0.98193571,0.00000000,0.01806429,0.25000000,0.55000000,0.20000000,1.46387142
pred_beta,1784666722.285738,1784666722.297099,0.011361,rough,rough,1,0.98193571,0.00000000,0.01806429,0.29198366,0.51094359,0.19707275,1.37990410
prior_beta,1784666722.285738,1784666722.297099,0.011361,rough,rough,1,0.98193571,0.00000000,0.01806429,0.25000000,0.55000000,0.20000000,1.46387142
raw_beta,1784666722.285738,1784666722.297099,0.011361,rough,rough,1,0.98193571,0.00000000,0.01806429,0.30247958,0.50117948,0.19634094,1.35891227
actual_beta,1784666722.385632,1784666722.396917,0.011285,rough,rough,1,0.98212662,0.00000000,0.01787338,0.25000000,0.55000000,0.20000000,1.46425324
pred_beta,1784666722.385632,1784666722.396917,0.011285,rough,rough,1,0.98212662,0.00000000,0.01787338,0.29168460,0.51136575,0.19694965,1.38088403
prior_beta,1784666722.385632,1784666722.396917,0.011285,rough,rough,1,0.98212662,0.00000000,0.01787338,0.25000000,0.55000000,0.20000000,1.46425324
raw_beta,1784666722.385632,1784666722.396917,0.011285,rough,rough,1,0.98212662,0.00000000,0.01787338,0.30210575,0.50170719,0.19618706,1.36004173
actual_beta,1784666722.485681,1784666722.497645,0.011964,rough,rough,1,0.98198654,0.00000000,0.01801346,0.25000000,0.55000000,0.20000000,1.46397308
pred_beta,1784666722.485681,1784666722.497645,0.011964,rough,rough,1,0.98198654,0.00000000,0.01801346,0.29138929,0.51178031,0.19683039,1.38119450
prior_beta,1784666722.485681,1784666722.497645,0.011964,rough,rough,1,0.98198654,0.00000000,0.01801346,0.25000000,0.55000000,0.20000000,1.46397308
raw_beta,1784666722.485681,1784666722.497645,0.011964,rough,rough,1,0.98198654,0.00000000,0.01801346,0.30173661,0.50222539,0.19603799,1.36049985
actual_beta,1784666722.585637,1784666722.597238,0.011601,rough,rough,1,0.98208639,0.00000000,0.01791361,0.25000000,0.55000000,0.20000000,1.46417278
pred_beta,1784666722.585637,1784666722.597238,0.011601,rough,rough,1,0.98208639,0.00000000,0.01791361,0.29117427,0.51205650,0.19676923,1.38182425
prior_beta,1784666722.585637,1784666722.597238,0.011601,rough,rough,1,0.98208639,0.00000000,0.01791361,0.25000000,0.55000000,0.20000000,1.46417278
raw_beta,1784666722.585637,1784666722.597238,0.011601,rough,rough,1,0.98208639,0.00000000,0.01791361,0.30146783,0.50257063,0.19596154,1.36123711
actual_beta,1784666722.685681,1784666722.697090,0.011409,rough,rough,1,0.98242184,0.00000000,0.01757816,0.25000000,0.55000000,0.20000000,1.46484368
pred_beta,1784666722.685681,1784666722.697090,0.011409,rough,rough,1,0.98242184,0.00000000,0.01757816,0.29087686,0.51246859,0.19665455,1.38308996
prior_beta,1784666722.685681,1784666722.697090,0.011409,rough,rough,1,0.98242184,0.00000000,0.01757816,0.25000000,0.55000000,0.20000000,1.46484368
raw_beta,1784666722.685681,1784666722.697090,0.011409,rough,rough,1,0.98242184,0.00000000,0.01757816,0.30109608,0.50308573,0.19581819,1.36265152
actual_beta,1784666722.785797,1784666722.797117,0.011320,rough,rough,1,0.98284945,0.00000000,0.01715055,0.25000000,0.55000000,0.20000000,1.46569890
pred_beta,1784666722.785797,1784666722.797117,0.011320,rough,rough,1,0.98284945,0.00000000,0.01715055,0.29066909,0.51273740,0.19659351,1.38436072
prior_beta,1784666722.785797,1784666722.797117,0.011320,rough,rough,1,0.98284945,0.00000000,0.01715055,0.25000000,0.55000000,0.20000000,1.46569890
raw_beta,1784666722.785797,1784666722.797117,0.011320,rough,rough,1,0.98284945,0.00000000,0.01715055,0.30083636,0.50342175,0.19574189,1.36402618
actual_beta,1784666722.885726,1784666722.897618,0.011892,rough,rough,1,0.98274006,0.00000000,0.01725994,0.25000000,0.55000000,0.20000000,1.46548012
pred_beta,1784666722.885726,1784666722.897618,0.011892,rough,rough,1,0.98274006,0.00000000,0.01725994,0.29048115,0.51297450,0.19654435,1.38451781
prior_beta,1784666722.885726,1784666722.897618,0.011892,rough,rough,1,0.98274006,0.00000000,0.01725994,0.25000000,0.55000000,0.20000000,1.46548012
raw_beta,1784666722.885726,1784666722.897618,0.011892,rough,rough,1,0.98274006,0.00000000,0.01725994,0.30060144,0.50371812,0.19568044,1.36427724
actual_beta,1784666722.985638,1784666722.997966,0.012328,rough,rough,1,0.98302668,0.00000000,0.01697332,0.25000000,0.55000000,0.20000000,1.46605336
pred_beta,1784666722.985638,1784666722.997966,0.012328,rough,rough,1,0.98302668,0.00000000,0.01697332,0.29029892,0.51320226,0.19649882,1.38545551
prior_beta,1784666722.985638,1784666722.997966,0.012328,rough,rough,1,0.98302668,0.00000000,0.01697332,0.25000000,0.55000000,0.20000000,1.46605336
raw_beta,1784666722.985638,1784666722.997966,0.012328,rough,rough,1,0.98302668,0.00000000,0.01697332,0.30037366,0.50400282,0.19562352,1.36530605
actual_beta,1784666723.085755,1784666723.097178,0.011423,rough,rough,1,0.98898749,0.00000000,0.01101251,0.25000000,0.55000000,0.20000000,1.47797498
pred_beta,1784666723.085755,1784666723.097178,0.011423,rough,rough,1,0.98898749,0.00000000,0.01101251,0.29011310,0.51343330,0.19645360,1.39774878
prior_beta,1784666723.085755,1784666723.097178,0.011423,rough,rough,1,0.98898749,0.00000000,0.01101251,0.25000000,0.55000000,0.20000000,1.47797498
raw_beta,1784666723.085755,1784666723.097178,0.011423,rough,rough,1,0.98898749,0.00000000,0.01101251,0.30014138,0.50429163,0.19556700,1.37769222
actual_beta,1784666723.185736,1784666723.197505,0.011769,rough,rough,1,0.98888091,0.00000000,0.01111909,0.25000000,0.55000000,0.20000000,1.47776182
pred_beta,1784666723.185736,1784666723.197505,0.011769,rough,rough,1,0.98888091,0.00000000,0.01111909,0.28994783,0.51363358,0.19641859,1.39786615
prior_beta,1784666723.185736,1784666723.197505,0.011769,rough,rough,1,0.98888091,0.00000000,0.01111909,0.25000000,0.55000000,0.20000000,1.47776182
raw_beta,1784666723.185736,1784666723.197505,0.011769,rough,rough,1,0.98888091,0.00000000,0.01111909,0.29993479,0.50454197,0.19552324,1.37789224
actual_beta,1784666723.285626,1784666723.298781,0.013155,rough,rough,1,0.99032705,0.00000000,0.00967295,0.25000000,0.55000000,0.20000000,1.48065410
pred_beta,1784666723.285626,1784666723.298781,0.013155,rough,rough,1,0.99032705,0.00000000,0.00967295,0.28975557,0.51387112,0.19637331,1.40114297
prior_beta,1784666723.285626,1784666723.298781,0.013155,rough,rough,1,0.99032705,0.00000000,0.00967295,0.25000000,0.55000000,0.20000000,1.48065410
raw_beta,1784666723.285626,1784666723.298781,0.013155,rough,rough,1,0.99032705,0.00000000,0.00967295,0.29969446,0.50483890,0.19546664,1.38126518
actual_beta,1784666723.386024,1784666723.397035,0.011011,rough,rough,1,0.99831050,0.00000000,0.00168950,0.25000000,0.55000000,0.20000000,1.49662100
pred_beta,1784666723.386024,1784666723.397035,0.011011,rough,rough,1,0.99831050,0.00000000,0.00168950,0.28953562,0.51414974,0.19631464,1.41754977
prior_beta,1784666723.386024,1784666723.397035,0.011011,rough,rough,1,0.99831050,0.00000000,0.00168950,0.25000000,0.55000000,0.20000000,1.49662100
raw_beta,1784666723.386024,1784666723.397035,0.011011,rough,rough,1,0.99831050,0.00000000,0.00168950,0.29941952,0.50518718,0.19539330,1.39778196
actual_beta,1784666723.485680,1784666723.497553,0.011873,rough,rough,1,0.99819398,0.00000000,0.00180602,0.25000000,0.55000000,0.20000000,1.49638796
pred_beta,1784666723.485680,1784666723.497553,0.011873,rough,rough,1,0.99819398,0.00000000,0.00180602,0.28930754,0.51445096,0.19624151,1.41777288
prior_beta,1784666723.485680,1784666723.497553,0.011873,rough,rough,1,0.99819398,0.00000000,0.00180602,0.25000000,0.55000000,0.20000000,1.49638796
raw_beta,1784666723.485680,1784666723.497553,0.011873,rough,rough,1,0.99819398,0.00000000,0.00180602,0.29913442,0.50556370,0.19530188,1.39811911
actual_beta,1784666723.585643,1784666723.597194,0.011551,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666723.585643,1784666723.597194,0.011551,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28901159,0.51485722,0.19613119,1.42197682
prior_beta,1784666723.585643,1784666723.597194,0.011551,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666723.585643,1784666723.597194,0.011551,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29876449,0.50607152,0.19516399,1.40247102
actual_beta,1784666723.686226,1784666723.697532,0.011306,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666723.686226,1784666723.697532,0.011306,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28872790,0.51525292,0.19601917,1.42254420
prior_beta,1784666723.686226,1784666723.697532,0.011306,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666723.686226,1784666723.697532,0.011306,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29840988,0.50656616,0.19502397,1.40318025
actual_beta,1784666723.785669,1784666723.797106,0.011437,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666723.785669,1784666723.797106,0.011437,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28843543,0.51566549,0.19589907,1.42312913
prior_beta,1784666723.785669,1784666723.797106,0.011437,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666723.785669,1784666723.797106,0.011437,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29804429,0.50708187,0.19487384,1.40391141
actual_beta,1784666723.885832,1784666723.897310,0.011478,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666723.885832,1784666723.897310,0.011478,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28817835,0.51602598,0.19579567,1.42364331
prior_beta,1784666723.885832,1784666723.897310,0.011478,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666723.885832,1784666723.897310,0.011478,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29772293,0.50753247,0.19474459,1.40455413
actual_beta,1784666723.985717,1784666723.996942,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666723.985717,1784666723.996942,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28785252,0.51649325,0.19565424,1.42429497
prior_beta,1784666723.985717,1784666723.996942,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666723.985717,1784666723.996942,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29731565,0.50811656,0.19456780,1.40536871
actual_beta,1784666724.085603,1784666724.097396,0.011793,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.085603,1784666724.097396,0.011793,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28754583,0.51693292,0.19552125,1.42490833
prior_beta,1784666724.085603,1784666724.097396,0.011793,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.085603,1784666724.097396,0.011793,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29693229,0.50866615,0.19440156,1.40613542
actual_beta,1784666724.185751,1784666724.197185,0.011434,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.185751,1784666724.197185,0.011434,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28726213,0.51733473,0.19540314,1.42547575
prior_beta,1784666724.185751,1784666724.197185,0.011434,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.185751,1784666724.197185,0.011434,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29657766,0.50916841,0.19425393,1.40684468
actual_beta,1784666724.285723,1784666724.297001,0.011278,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.285723,1784666724.297001,0.011278,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28715998,0.51742184,0.19541818,1.42568005
prior_beta,1784666724.285723,1784666724.297001,0.011278,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.285723,1784666724.297001,0.011278,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29644997,0.50927730,0.19427273,1.40710006
actual_beta,1784666724.386227,1784666724.397954,0.011727,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.386227,1784666724.397954,0.011727,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28700904,0.51759897,0.19539200,1.42598193
prior_beta,1784666724.386227,1784666724.397954,0.011727,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.386227,1784666724.397954,0.011727,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29626129,0.50949871,0.19424000,1.40747741
actual_beta,1784666724.486125,1784666724.497087,0.010962,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.486125,1784666724.497087,0.010962,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28683831,0.51780689,0.19535480,1.42632339
prior_beta,1784666724.486125,1784666724.497087,0.010962,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.486125,1784666724.497087,0.010962,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29604788,0.50975862,0.19419350,1.40790424
actual_beta,1784666724.585644,1784666724.597235,0.011591,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.585644,1784666724.597235,0.011591,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28671495,0.51793751,0.19534754,1.42657010
prior_beta,1784666724.585644,1784666724.597235,0.011591,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.585644,1784666724.597235,0.011591,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29589369,0.50992189,0.19418442,1.40821263
actual_beta,1784666724.685898,1784666724.697004,0.011106,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.685898,1784666724.697004,0.011106,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28660200,0.51805726,0.19534073,1.42679599
prior_beta,1784666724.685898,1784666724.697004,0.011106,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.685898,1784666724.697004,0.011106,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29575251,0.51007158,0.19417592,1.40849499
actual_beta,1784666724.785727,1784666724.796952,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.785727,1784666724.796952,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28647676,0.51819261,0.19533063,1.42704648
prior_beta,1784666724.785727,1784666724.796952,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.785727,1784666724.796952,0.011225,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29559595,0.51024077,0.19416328,1.40880810
actual_beta,1784666724.885865,1784666724.897083,0.011218,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.885865,1784666724.897083,0.011218,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28636019,0.51831397,0.19532584,1.42727961
prior_beta,1784666724.885865,1784666724.897083,0.011218,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.885865,1784666724.897083,0.011218,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29545024,0.51039246,0.19415730,1.40909951
actual_beta,1784666724.985931,1784666724.997583,0.011652,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666724.985931,1784666724.997583,0.011652,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28626380,0.51840454,0.19533166,1.42747240
prior_beta,1784666724.985931,1784666724.997583,0.011652,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666724.985931,1784666724.997583,0.011652,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29532975,0.51050567,0.19416458,1.40934050
actual_beta,1784666725.085994,1784666725.096969,0.010975,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.085994,1784666725.096969,0.010975,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28597236,0.51879737,0.19523027,1.42805529
prior_beta,1784666725.085994,1784666725.096969,0.010975,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.085994,1784666725.096969,0.010975,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29496545,0.51099671,0.19403784,1.41006911
actual_beta,1784666725.185780,1784666725.197237,0.011457,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.185780,1784666725.197237,0.011457,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28570285,0.51916802,0.19512913,1.42859430
prior_beta,1784666725.185780,1784666725.197237,0.011457,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.185780,1784666725.197237,0.011457,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29462857,0.51146002,0.19391141,1.41074287
actual_beta,1784666725.286012,1784666725.296909,0.010897,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.286012,1784666725.296909,0.010897,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28538032,0.51962489,0.19499479,1.42923935
prior_beta,1784666725.286012,1784666725.296909,0.010897,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.286012,1784666725.296909,0.010897,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29422540,0.51203111,0.19374348,1.41154919
actual_beta,1784666725.385882,1784666725.396978,0.011096,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.385882,1784666725.396978,0.011096,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28503177,0.52013237,0.19483586,1.42993646
prior_beta,1784666725.385882,1784666725.396978,0.011096,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.385882,1784666725.396978,0.011096,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29378971,0.51266546,0.19354482,1.41242058
actual_beta,1784666725.485700,1784666725.497195,0.011495,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.485700,1784666725.497195,0.011495,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28467670,0.52065468,0.19466861,1.43064660
prior_beta,1784666725.485700,1784666725.497195,0.011495,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.485700,1784666725.497195,0.011495,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29334588,0.51331836,0.19333577,1.41330825
actual_beta,1784666725.585736,1784666725.596969,0.011233,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.585736,1784666725.596969,0.011233,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28430238,0.52121426,0.19448336,1.43139524
prior_beta,1784666725.585736,1784666725.596969,0.011233,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.585736,1784666725.596969,0.011233,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29287798,0.51401782,0.19310420,1.41424405
actual_beta,1784666725.685890,1784666725.697515,0.011625,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.685890,1784666725.697515,0.011625,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28392520,0.52178051,0.19429429,1.43214961
prior_beta,1784666725.685890,1784666725.697515,0.011625,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.685890,1784666725.697515,0.011625,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29240649,0.51472564,0.19286787,1.41518701
actual_beta,1784666725.785733,1784666725.797026,0.011293,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.785733,1784666725.797026,0.011293,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28354383,0.52235482,0.19410135,1.43291235
prior_beta,1784666725.785733,1784666725.797026,0.011293,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.785733,1784666725.797026,0.011293,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29192978,0.51544353,0.19262669,1.41614044
actual_beta,1784666725.885677,1784666725.897275,0.011598,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.885677,1784666725.897275,0.011598,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28322654,0.52281914,0.19395432,1.43354693
prior_beta,1784666725.885677,1784666725.897275,0.011598,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.885677,1784666725.897275,0.011598,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29153317,0.51602393,0.19244290,1.41693366
actual_beta,1784666725.985701,1784666725.997119,0.011418,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666725.985701,1784666725.997119,0.011418,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28306168,0.52300677,0.19393154,1.43387663
prior_beta,1784666725.985701,1784666725.997119,0.011418,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666725.985701,1784666725.997119,0.011418,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29132710,0.51625847,0.19241443,1.41734579
actual_beta,1784666726.085893,1784666726.097194,0.011301,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666726.085893,1784666726.097194,0.011301,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28290765,0.52319211,0.19390025,1.43418470
prior_beta,1784666726.085893,1784666726.097194,0.011301,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666726.085893,1784666726.097194,0.011301,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29113456,0.51649013,0.19237531,1.41773088
actual_beta,1784666726.185706,1784666726.197462,0.011756,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
pred_beta,1784666726.185706,1784666726.197462,0.011756,rough,rough,1,1.00000000,0.00000000,0.00000000,0.28278624,0.52332092,0.19389284,1.43442751
prior_beta,1784666726.185706,1784666726.197462,0.011756,rough,rough,1,1.00000000,0.00000000,0.00000000,0.25000000,0.55000000,0.20000000,1.50000000
raw_beta,1784666726.185706,1784666726.197462,0.011756,rough,rough,1,1.00000000,0.00000000,0.00000000,0.29098280,0.51665115,0.19236605,1.41803439
