representation,context_id,eta_name,selected_beta,oracle_beta,true_rank,exact,top3,top5,Q_excess_eta,beta_changed_vs_learned_balanced,target_improved,target_tied,target_worsened,delta_target_regret,delta_other_regret_mean
semantic_plus_prop_probe,rough_seed_15,energy_biased,lm040_ls020_le040,lm000_ls080_le020,12,0,0,0,0.302949663416314,1,0,0,1,0.09064395916535001,-0.11668595302508045
semantic_plus_prop_probe,rough_seed_17,balanced,lm100_ls000_le000,lm100_ls000_le000,1,1,1,1,0.0,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_17,motion_biased,lm100_ls000_le000,lm100_ls000_le000,1,1,1,1,0.0,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_17,stability_biased,lm100_ls000_le000,lm100_ls000_le000,1,1,1,1,0.0,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_17,energy_biased,lm100_ls000_le000,lm020_ls060_le020,3,0,1,1,0.038109966463823725,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_18,balanced,lm020_ls080_le000,lm000_ls100_le000,6,0,0,0,0.8790905326088567,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_18,motion_biased,lm060_ls040_le000,lm000_ls100_le000,10,0,0,0,1.8293446024535902,1,0,0,1,0.35833025451655975,5.574399213915739
semantic_plus_prop_probe,rough_seed_18,stability_biased,lm000_ls100_le000,lm040_ls040_le020,3,0,1,1,0.5539999999999999,1,1,0,0,-2.6072507820556465,-0.19741539751836457
semantic_plus_prop_probe,rough_seed_18,energy_biased,lm100_ls000_le000,lm000_ls100_le000,11,0,0,0,2.622873817942152,1,0,0,1,1.9745578260427,7.559214518156735
semantic_plus_prop_probe,rough_seed_20,balanced,lm060_ls020_le020,lm000_ls060_le040,5,0,0,1,0.05196741740147459,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_20,motion_biased,lm080_ls000_le020,lm080_ls000_le020,1,1,1,1,0.0,1,0,0,1,0.004099513834811691,0.17922132715746836
semantic_plus_prop_probe,rough_seed_20,stability_biased,lm000_ls060_le040,lm000_ls040_le060,9,0,0,0,0.28171297281234325,1,1,0,0,-0.1892512639121503,0.40971034100028225
semantic_plus_prop_probe,rough_seed_20,energy_biased,lm100_ls000_le000,lm060_ls020_le020,13,0,0,0,0.5981245821404113,1,0,0,1,1.0,0.05035926852141037
semantic_plus_prop_probe,rough_seed_22,balanced,lm000_ls100_le000,lm040_ls040_le020,15,0,0,0,0.3563928110448611,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_22,motion_biased,lm100_ls000_le000,lm080_ls020_le000,2,0,1,1,0.000743379983356468,1,1,0,0,-0.19613499241416255,-0.3799465346692117
semantic_plus_prop_probe,rough_seed_22,stability_biased,lm020_ls060_le020,lm040_ls020_le040,9,0,0,0,0.18643816821627854,1,1,0,0,-0.6532535975006892,-0.3155117078389945
semantic_plus_prop_probe,rough_seed_22,energy_biased,lm000_ls100_le000,lm040_ls020_le040,16,0,0,0,1.0037376478307327,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_25,balanced,lm000_ls100_le000,lm040_ls040_le020,13,0,0,0,0.2816669674948088,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_25,motion_biased,lm100_ls000_le000,lm080_ls000_le020,2,0,1,1,0.007966230981075031,1,1,0,0,-0.17824928241465826,-0.5877092610168231
semantic_plus_prop_probe,rough_seed_25,stability_biased,lm040_ls040_le020,lm060_ls000_le040,3,0,1,1,0.05763094158373107,1,1,0,0,-0.7038795222355381,-0.4699512368554965
semantic_plus_prop_probe,rough_seed_25,energy_biased,lm100_ls000_le000,lm040_ls040_le020,2,0,1,1,0.060503759923311584,1,1,0,0,-0.9995738766695913,-0.17704696388935662
semantic_plus_prop_probe,rough_seed_28,balanced,lm020_ls040_le040,lm000_ls100_le000,11,0,0,0,1.014424125716714,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_28,motion_biased,lm040_ls020_le040,lm060_ls040_le000,13,0,0,0,1.0603254090222614,1,1,0,0,-0.0767075872616696,0.881024188310539
semantic_plus_prop_probe,rough_seed_28,stability_biased,lm020_ls040_le040,lm000_ls100_le000,12,0,0,0,2.24120539716592,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_28,energy_biased,lm020_ls040_le040,lm000_ls100_le000,10,0,0,0,1.3780980728772108,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_29,balanced,lm000_ls020_le080,lm060_ls040_le000,20,0,0,0,1.0631067557243135,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_29,motion_biased,lm080_ls020_le000,lm060_ls040_le000,4,0,0,1,0.15487168492320835,1,1,0,0,-3.0692792112563723,-1.7563955201574895
semantic_plus_prop_probe,rough_seed_29,stability_biased,lm000_ls020_le080,lm080_ls020_le000,14,0,0,0,0.9411594326149977,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_29,energy_biased,lm000_ls000_le100,lm080_ls000_le020,21,0,0,0,2.3440401475809276,1,0,0,1,1.14603077296717,0.19329807983125424
semantic_plus_prop_probe,rough_seed_4,balanced,lm000_ls100_le000,lm020_ls080_le000,3,0,1,1,0.1640909998792447,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_4,motion_biased,lm000_ls100_le000,lm020_ls080_le000,4,0,0,1,0.6290113757007559,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_4,stability_biased,lm000_ls100_le000,lm000_ls100_le000,1,1,1,1,0.0,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_4,energy_biased,lm000_ls080_le020,lm020_ls080_le000,11,0,0,0,4.767862468057862,1,0,0,1,2.372602708928795,15.712365102366002
semantic_plus_prop_probe,rough_seed_5,balanced,lm000_ls040_le060,lm060_ls020_le020,15,0,0,0,0.13504226187794194,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_5,motion_biased,lm020_ls060_le020,lm100_ls000_le000,3,0,1,1,0.004307308607553531,1,1,0,0,-0.8432899490065723,0.11229062153326153
semantic_plus_prop_probe,rough_seed_5,stability_biased,lm000_ls040_le060,lm020_ls040_le040,4,0,0,1,0.01164500372354349,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_5,energy_biased,lm000_ls060_le040,lm060_ls020_le020,19,0,0,0,0.6164656489741572,1,0,0,1,0.5288607583871554,0.012873803393048514
semantic_plus_prop_probe,rough_seed_6,balanced,lm000_ls100_le000,lm000_ls080_le020,4,0,0,1,0.07496055129465143,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_6,motion_biased,lm060_ls040_le000,lm020_ls080_le000,4,0,0,1,0.03484608108908177,1,1,0,0,-0.008276429246473337,0.18929393472940131
semantic_plus_prop_probe,rough_seed_6,stability_biased,lm000_ls100_le000,lm000_ls060_le040,14,0,0,0,0.3611037085623153,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_6,energy_biased,lm100_ls000_le000,lm040_ls060_le000,2,0,1,1,0.004972483206469827,1,1,0,0,-0.20610689731115106,0.08034061732246381
semantic_plus_prop_probe,rough_seed_7,balanced,lm100_ls000_le000,lm000_ls060_le040,6,0,0,0,0.03784085474337451,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_7,motion_biased,lm100_ls000_le000,lm000_ls100_le000,2,0,1,1,0.007110061757766156,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_7,stability_biased,lm000_ls000_le100,lm020_ls020_le060,16,0,0,0,0.42708119865929484,1,0,0,1,0.2521246552009737,0.22253050603846108
semantic_plus_prop_probe,rough_seed_7,energy_biased,lm000_ls000_le100,lm020_ls020_le060,4,0,0,1,0.013235890103068887,1,1,0,0,-0.627565316930978,0.6623754921044369
semantic_plus_prop_probe,rough_seed_8,balanced,lm080_ls020_le000,lm080_ls020_le000,1,1,1,1,0.0,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_8,motion_biased,lm080_ls020_le000,lm080_ls020_le000,1,1,1,1,0.0,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_8,stability_biased,lm080_ls020_le000,lm080_ls020_le000,1,1,1,1,0.0,0,0,1,0,0.0,0.0
semantic_plus_prop_probe,rough_seed_8,energy_biased,lm080_ls020_le000,lm040_ls060_le000,4,0,0,1,0.554459329261933,0,0,1,0,0.0,0.0
