signature_id,context_id,terrain,mission,selected_beta_name,alternative_beta_names,choice_size,raw_decision_multiplicity,calibration_weight,exact_support_class,posterior_mean_motion,posterior_mean_stability,posterior_mean_energy,posterior_std_motion,posterior_std_stability,posterior_std_energy,posterior_map_motion,posterior_map_stability,posterior_map_energy,motion_q05,motion_q95,stability_q05,stability_q95,energy_q05,energy_q95,posterior_entropy_nats,posterior_entropy_normalized,posterior_information_gain_nats,posterior_effective_fraction,log_marginal_evidence,map_selected_choice_probability,posterior_expected_choice_probability
395,low_friction_train:low_friction:27210,low_friction,fast,stability,energy,2,1,0.16666666666666666,strict,0.28332931188296484,0.31825719497201954,0.3984134931450161,0.21508944865265803,0.23279106304226535,0.24106157537255862,0.0,0.0,1.0,0.02,0.7,0.02,0.76,0.04,0.82,8.501981358063787,0.9947390809869461,0.04496479150179766,0.9560311416612728,-0.39948864413806007,0.9805198671986468,0.7278533362438968
396,low_friction_train:low_friction:27210,low_friction,fast,motion,energy|stability,3,1,0.16666666666666666,strict,0.5308318984502841,0.3358137384243877,0.13335436312532803,0.2281274141765562,0.24248840791016038,0.1046016397155679,1.0,0.0,0.0,0.12,0.88,0.02,0.79,0.01,0.33,7.926887472200815,0.9274526051160056,0.6200586773647698,0.5379128733587459,-1.0692405976862789,0.9962304393582438,0.7252193575858427
397,low_friction_train:low_friction:27210,low_friction,fast,balanced,stability,2,1,0.16666666666666666,strict,0.4461008563018062,0.3308722310201811,0.22302691267801306,0.2404062537081529,0.23826356731615758,0.17789648880120804,1.0,0.0,0.0,0.06,0.85,0.02,0.78,0.01,0.57,8.380362928027278,0.9805096207904885,0.16658322153830696,0.8465523626139474,-0.6884006942027252,0.9734980272188948,0.6515380494401298
398,low_friction_train:low_friction:27210,low_friction,fast,balanced,energy|stability,3,1,0.16666666666666666,strict,0.4542250337317942,0.31618464472423913,0.22959032154396655,0.24157719332485916,0.2328485050868111,0.18173124993075587,1.0,0.0,0.0,0.06,0.85,0.02,0.76,0.01,0.59,8.383436721924214,0.9808692573019567,0.16350942764137066,0.8491584934021041,-0.8685127231229686,0.8943996754603944,0.5466190489727359
399,low_friction_train:low_friction:27210,low_friction,fast,balanced,energy|motion|stability,4,1,0.16666666666666666,strict,0.3544841458999022,0.335474900416492,0.31004095368360535,0.20499803679487472,0.23806975562664845,0.18414105232295808,0.61,0.0,0.39,0.04,0.7,0.02,0.78,0.04,0.65,8.425084326852993,0.9857420626525433,0.12186182271259227,0.8852706843535816,-1.3912820341495467,0.5232778126417472,0.30534211047476195
400,low_friction_train:low_friction:27210,low_friction,stable,motion,balanced,2,1,0.2,strict,0.49201255267641625,0.3702762254999998,0.13771122182358303,0.24808718709893485,0.2544979077547192,0.11371596813769093,1.0,0.0,0.0,0.07,0.87,0.02,0.83,0.01,0.36,8.046270274896212,0.9414204950039587,0.5006758746693727,0.6061208595059252,-1.0929268546665405,0.9689474318866647,0.6353463401687444
401,low_friction_train:low_friction:27210,low_friction,stable,stability,balanced,2,3,0.2,strict,0.2194876370681727,0.335817966311383,0.4446943966204433,0.1756270479092093,0.24013945286737437,0.24157127489448005,0.0,0.0,1.0,0.01,0.56,0.02,0.79,0.06,0.85,8.375996009968087,0.9799986876474954,0.1709501395974975,0.8428635979421806,-0.6979163035370135,0.9701691136970442,0.6482063954309285
402,low_friction_train:low_friction:27210,low_friction,stable,motion,balanced|stability,3,1,0.2,strict,0.5309482286189451,0.3471274072358014,0.12192436414525365,0.23731652115741195,0.24755127351112405,0.10014873053247485,1.0,0.0,0.0,0.11,0.89,0.02,0.81,0.0,0.32,7.895583172562638,0.9237899753193071,0.6513629770029468,0.5213347250564428,-1.2623333730303852,0.9681290163078998,0.6300447664776976
403,low_friction_train:low_friction:27210,low_friction,stable,stability,balanced|energy,3,1,0.2,strict,0.2177455632700145,0.31912247520328413,0.4631319615267003,0.17578420332597883,0.23359497670944235,0.24067859111152065,0.0,0.0,1.0,0.01,0.56,0.02,0.76,0.07,0.85,8.35230661066396,0.9772270076942609,0.19463953890162422,0.8231313114034263,-0.842410214130866,0.951823204149363,0.5863406948279
404,low_friction_train:low_friction:27210,low_friction,stable,motion,balanced|energy|stability,4,1,0.2,strict,0.5451808400939293,0.33512073576818774,0.1196984241378819,0.23372951735861613,0.24270132434953692,0.09922106936782661,1.0,0.0,0.0,0.12,0.89,0.02,0.8,0.0,0.31,7.862730539265817,0.919946189162015,0.6842156102997681,0.5044857878745383,-1.3434896589704186,0.9654079311634232,0.60925524195659
405,low_friction_train:low_friction:27210,low_friction,efficient,balanced,motion,2,1,0.2,strict,0.2533132364579722,0.31470345966574825,0.43198330387627937,0.18957957977421824,0.22886909459557483,0.22478362823447096,0.0,0.0,1.0,0.01,0.61,0.02,0.75,0.08,0.82,8.408564586322619,0.9838092388999082,0.1383815632429659,0.8707663759078185,-0.4083199927934178,0.9998172479379661,0.816109372692575
406,low_friction_train:low_friction:27210,low_friction,efficient,stability,motion,2,3,0.2,strict,0.21886103767957096,0.3222474535917133,0.4588915087287145,0.16187157258642326,0.23252362535345553,0.21582684845843664,0.0,0.0,1.0,0.01,0.52,0.02,0.76,0.11,0.83,8.276288214874398,0.9683327904546417,0.2706579346911866,0.7628774056738749,-0.49750585646362566,0.9999943797202516,0.855596442346847
407,low_friction_train:low_friction:27210,low_friction,efficient,stability,balanced|motion,3,1,0.2,strict,0.19546855307845099,0.31666194776785367,0.4878694991536943,0.15364268337141174,0.2311753812013676,0.22454358712065298,0.0,0.0,1.0,0.01,0.49,0.02,0.76,0.11,0.86,8.23044880735871,0.9629695406208963,0.3164973422068744,0.7286969482829503,-0.8352358472160333,0.9701638237308767,0.6635541435496871
408,low_friction_train:low_friction:27210,low_friction,efficient,stability,energy|motion,3,1,0.2,strict,0.21552498530774264,0.3081428746065462,0.4763321400857093,0.1618559978350579,0.22744869476118582,0.21845392810840666,0.0,0.0,1.0,0.01,0.52,0.02,0.74,0.12,0.85,8.264512931742834,0.9669550722702159,0.2824332178227511,0.7539469904996652,-0.6778102052127872,0.9805144637531398,0.734276746768276
409,low_friction_train:low_friction:27210,low_friction,efficient,stability,balanced|energy|motion,4,1,0.2,strict,0.1952525639351305,0.3055804023684377,0.4991670336964325,0.1543667354281401,0.22707375359989612,0.22507545667793957,0.0,0.0,1.0,0.01,0.5,0.02,0.74,0.12,0.86,8.218328393602741,0.9615514418586167,0.3286177559628438,0.7199181485795091,-0.9530168191966215,0.9518181123576861,0.6057986176719392
410,low_friction_train:low_friction:27211,low_friction,fast,balanced,energy,2,2,0.25,strict,0.4168379235561091,0.329862987453128,0.2532990889907627,0.2439621350474634,0.23772410673906877,0.19915833871942845,1.0,0.0,0.0,0.04,0.83,0.02,0.78,0.01,0.65,8.461389903985722,0.9899898461880199,0.08555624557986263,0.9180015080749162,-0.5871344488167143,0.9517831622903526,0.6438308771244041
411,low_friction_train:low_friction:27211,low_friction,fast,stability,energy,2,2,0.25,strict,0.29814884424363136,0.31500665611236334,0.38684449964400447,0.21994453001139902,0.22965906152696425,0.23433525375869707,0.0,0.0,1.0,0.02,0.72,0.02,0.75,0.05,0.81,8.510925172989644,0.9957855149727635,0.03602097657594072,0.9646200588449786,-0.23417133632044695,0.9994965458703953,0.8431424121191884
412,low_friction_train:low_friction:27211,low_friction,fast,balanced,energy|stability,3,3,0.25,strict,0.5267688483341798,0.34111148455989826,0.13211966710592052,0.2409961041354885,0.24575226084070642,0.10845924340313547,1.0,0.0,0.0,0.09,0.89,0.02,0.8,0.0,0.34,7.970219289242169,0.9325224647223582,0.5767268603234159,0.5617339946185433,-1.3124133931031228,0.93459654322305,0.5628001605532251
413,low_friction_train:low_friction:27211,low_friction,fast,balanced,energy|motion|stability,4,1,0.25,strict,0.40496079858587275,0.42603376610801913,0.169005435306109,0.2255409668865138,0.25597071146701655,0.12463345320437136,0.16,0.84,0.0,0.05,0.78,0.04,0.86,0.01,0.4,8.158044276302903,0.9544981486419627,0.38890187326268233,0.6778007771296656,-2.1410644392976934,0.3037805492281344,0.19255987151856918
414,low_friction_train:low_friction:27211,low_friction,stable,balanced,motion,2,1,0.16666666666666666,strict,0.24074094731995527,0.34324654973805124,0.41601250294199305,0.19352855435289235,0.24233317503872545,0.24770893322372672,0.0,0.0,1.0,0.01,0.63,0.02,0.79,0.04,0.84,8.447676637974395,0.988385382351305,0.09926951159119035,0.9054986327571338,-0.717146355566392,0.8941060154712938,0.5770435545967368
415,low_friction_train:low_friction:27211,low_friction,stable,balanced,stability,2,1,0.16666666666666666,strict,0.5130332761466679,0.35770721085901575,0.12925951299431646,0.24297675174233221,0.2514957603112637,0.10609945126704697,1.0,0.0,0.0,0.08,0.88,0.02,0.82,0.0,0.33,7.969170290138353,0.9323997309311937,0.5777758594272315,0.5611450451193608,-1.1538889833704324,0.9810452824630174,0.6500177957081372
416,low_friction_train:low_friction:27211,low_friction,stable,balanced,motion|stability,3,1,0.16666666666666666,strict,0.3920114605164228,0.4415928410856256,0.16639569839795215,0.22581360319948013,0.25924412382408124,0.1231385528170984,0.05,0.95,0.0,0.04,0.77,0.04,0.87,0.01,0.4,8.140329011649905,0.9524254475458059,0.40661713791567955,0.6658990890160487,-2.0393841380219877,0.38131820656961635,0.21936386558628215
417,low_friction_train:low_friction:27211,low_friction,stable,energy,stability,2,1,0.16666666666666666,strict,0.4666781116910264,0.40278912977343345,0.13053275853554103,0.26129929493185167,0.2609594409176817,0.11829485471089693,1.0,0.0,0.0,0.05,0.88,0.03,0.85,0.0,0.37,8.052955221534061,0.9422026394706334,0.4939909280315238,0.6101863186566179,-1.5665040941309778,0.7239093298831043,0.4055295151120749
418,low_friction_train:low_friction:27211,low_friction,stable,balanced,energy|stability,3,1,0.16666666666666666,strict,0.5267688483341798,0.34111148455989826,0.13211966710592052,0.2409961041354885,0.24575226084070642,0.10845924340313547,1.0,0.0,0.0,0.09,0.89,0.02,0.8,0.0,0.34,7.970219289242169,0.9325224647223582,0.5767268603234159,0.5617339946185433,-1.3124133931031228,0.93459654322305,0.5628001605532251
419,low_friction_train:low_friction:27211,low_friction,stable,balanced,energy|motion|stability,4,1,0.16666666666666666,strict,0.40496079858587275,0.42603376610801913,0.169005435306109,0.2255409668865138,0.25597071146701655,0.12463345320437136,0.16,0.84,0.0,0.05,0.78,0.04,0.86,0.01,0.4,8.158044276302903,0.9544981486419627,0.38890187326268233,0.6778007771296656,-2.1410644392976934,0.3037805492281344,0.19255987151856918
420,low_friction_train:low_friction:27211,low_friction,efficient,balanced,motion,2,1,0.16666666666666666,strict,0.24074094731995527,0.34324654973805124,0.41601250294199305,0.19352855435289235,0.24233317503872545,0.24770893322372672,0.0,0.0,1.0,0.01,0.63,0.02,0.79,0.04,0.84,8.447676637974395,0.988385382351305,0.09926951159119035,0.9054986327571338,-0.717146355566392,0.8941060154712938,0.5770435545967368
421,low_friction_train:low_friction:27211,low_friction,efficient,stability,balanced,2,1,0.16666666666666666,strict,0.2505413374717877,0.32210371391529924,0.4273549486129132,0.18615465742970233,0.23247626804030588,0.22443712968618368,0.0,0.0,1.0,0.01,0.6,0.02,0.76,0.08,0.82,8.404908789486266,0.9833815075474017,0.14203736007931944,0.867588842692447,-0.37893189619476786,0.9999444818614525,0.838754955868598
422,low_friction_train:low_friction:27211,low_friction,efficient,stability,balanced|motion,3,1,0.16666666666666666,strict,0.21989593394776846,0.31458665281336007,0.4655174132388723,0.16348395499464136,0.2283969068559951,0.21540610517896636,0.0,0.0,1.0,0.01,0.53,0.02,0.75,0.12,0.84,8.277661413039462,0.9684934558128918,0.2692847365261226,0.7639257071256005,-0.5345763417916825,0.9999379069455528,0.8306034274678518
423,low_friction_train:low_friction:27211,low_friction,efficient,energy,balanced,2,1,0.16666666666666666,strict,0.22879924323589668,0.33767763881334173,0.4335231179507616,0.18625903538912497,0.24099048741059176,0.24727632981434056,0.0,0.0,1.0,0.01,0.6,0.02,0.79,0.05,0.85,8.41293980674089,0.9843211434260054,0.13400634282469426,0.8745845172494677,-0.8117460849774565,0.9007182629828459,0.5541345082794296
424,low_friction_train:low_friction:27211,low_friction,efficient,stability,balanced|energy,3,1,0.16666666666666666,strict,0.24810645245859597,0.3084576443923172,0.4434359031490889,0.18516969500821306,0.22540012382413846,0.22229718800108655,0.0,0.0,1.0,0.01,0.6,0.02,0.74,0.09,0.83,8.381423722477043,0.9806337346472044,0.1655224270885416,0.8474508571363902,-0.45878124861866176,0.9994410836178977,0.8035104113321421
425,low_friction_train:low_friction:27211,low_friction,efficient,stability,balanced|energy|motion,4,1,0.16666666666666666,strict,0.2198608219168756,0.30419208892033456,0.47594708916279055,0.16353859861677322,0.2228476920386556,0.21361386509266572,0.0,0.0,1.0,0.01,0.53,0.02,0.73,0.13,0.84,8.262988419638399,0.9667767030518124,0.28395772992718626,0.7527984648795952,-0.5890038856637361,0.9994345153202797,0.8052924490660454
426,low_friction_train:low_friction:27212,low_friction,fast,balanced,energy,2,1,0.3333333333333333,strict,0.45590903832340174,0.35852434861545807,0.18556661306114042,0.24827070419917202,0.24831278378180474,0.1542991154735453,1.0,0.0,0.0,0.05,0.86,0.02,0.81,0.01,0.49,8.28556962928621,0.9694187238686814,0.2613765202793754,0.7699909478215841,-0.9248926259256764,0.9282412139602617,0.5797291660858235
427,low_friction_train:low_friction:27212,low_friction,fast,motion,energy,2,1,0.3333333333333333,strict,0.4554088854565072,0.3304390450441485,0.2141520694993443,0.23344349553143304,0.2377029821962759,0.167149619076562,1.0,0.0,0.0,0.07,0.84,0.02,0.78,0.01,0.54,8.336415071279152,0.9753676840122442,0.21053107828643292,0.8101538765678652,-0.6286792434523871,0.9943309233546944,0.7234703237373761
428,low_friction_train:low_friction:27212,low_friction,fast,motion,balanced|energy,3,1,0.3333333333333333,strict,0.46773053512822826,0.31074181548472657,0.2215276493870451,0.2344358859609913,0.23010681673564942,0.17118531657241315,1.0,0.0,0.0,0.08,0.85,0.02,0.75,0.01,0.55,8.337452388545747,0.9754890510184757,0.20949376101983752,0.8109946991971482,-0.8255172109471474,0.9263957559974907,0.6008383273074385
429,low_friction_train:low_friction:27212,low_friction,stable,balanced,motion,2,1,0.3333333333333333,strict,0.24433035847040532,0.4018006549257501,0.35386898660384447,0.2009880808729092,0.2519095692746518,0.24532809367291394,0.0,1.0,0.0,0.01,0.65,0.03,0.84,0.02,0.8,8.465287662550866,0.9904458872694699,0.08165848701471923,0.9215866387638244,-1.2067468939599664,0.5707501954819654,0.3455007665825652
430,low_friction_train:low_friction:27212,low_friction,stable,energy,motion,2,1,0.3333333333333333,strict,0.19383951601388352,0.33664059113278066,0.4695198928533335,0.15443534989601954,0.24088148540352375,0.23644458311918512,0.0,0.0,1.0,0.01,0.49,0.02,0.79,0.07,0.85,8.276010827915202,0.9683003359434816,0.2709353216503825,0.7626658227766007,-0.7620593906840893,0.9879640998235943,0.6840138793305338
431,low_friction_train:low_friction:27212,low_friction,stable,balanced,energy|motion,3,1,0.3333333333333333,strict,0.32453862474952955,0.442971857156696,0.2324895180937729,0.21801023559228044,0.25332324005797824,0.17944364200313712,0.0,1.0,0.0,0.03,0.73,0.05,0.86,0.01,0.58,8.388998031994497,0.9815199353304553,0.15794811757108818,0.8538940829183064,-1.8542838946102824,0.39819704744489187,0.20374862349296502
432,low_friction_train:low_friction:27212,low_friction,efficient,motion,balanced,2,1,0.3333333333333333,strict,0.37132668927390255,0.3041061830772396,0.3245671276488576,0.24408983973830609,0.22738688345092398,0.2360089837563703,1.0,0.0,0.0,0.03,0.81,0.02,0.74,0.02,0.77,8.532649677951927,0.9983273006096587,0.014296471613658213,0.9858052376651351,-0.3554884001305023,0.9313147286804758,0.7206090877708871
433,low_friction_train:low_friction:27212,low_friction,efficient,energy,balanced,2,1,0.3333333333333333,strict,0.2527760863184542,0.31677769662863475,0.4304462170529097,0.19482325003876508,0.23154924916929945,0.2353743327207714,0.0,0.0,1.0,0.01,0.63,0.02,0.76,0.06,0.83,8.435580383473948,0.9869701102425574,0.1113657660916374,0.8946114705378979,-0.5051318616293781,0.9924083468157613,0.7237963152362308
434,low_friction_train:low_friction:27212,low_friction,efficient,energy,balanced|motion,3,1,0.3333333333333333,strict,0.1915316855604267,0.3154009050293339,0.4930674094102371,0.1541354851183102,0.23160228527271895,0.23259250910695137,0.0,0.0,1.0,0.01,0.49,0.02,0.76,0.09,0.86,8.238484505974222,0.9639097242227224,0.30846164359136274,0.7345761273609337,-0.9028154593743043,0.980553414518358,0.6328536434796159
435,low_friction_train:low_friction:27213,low_friction,fast,balanced,motion,2,1,0.16666666666666666,strict,0.26693617826313487,0.3196202848736112,0.413443536863254,0.19846686247533435,0.23139189880215932,0.22813165238543734,0.0,0.0,1.0,0.02,0.64,0.02,0.76,0.07,0.82,8.451265262260522,0.9888052544580586,0.09568088730506297,0.9087539647298157,-0.32939273700828586,0.9998603771807036,0.8335988443622487
436,low_friction_train:low_friction:27213,low_friction,fast,balanced,stability,2,1,0.16666666666666666,strict,0.42993387421843154,0.3326929968029823,0.23737312897858595,0.24013673702507154,0.23853449344739305,0.1861977783190822,1.0,0.0,0.0,0.05,0.84,0.02,0.78,0.01,0.6,8.420985332796558,0.985262476846724,0.1259608167690267,0.8816493919783787,-0.5706149258281057,0.9812137499907401,0.6907531006566654
437,low_friction_train:low_friction:27213,low_friction,fast,balanced,motion|stability,3,1,0.16666666666666666,strict,0.35085279303907646,0.3412055124096447,0.30794169455127973,0.2081557113547475,0.239910732852418,0.1874517900263104,0.61,0.0,0.39,0.04,0.71,0.02,0.79,0.04,0.65,8.444151569074137,0.9879729462789849,0.10279458049144807,0.9023123069959682,-1.0107607204372577,0.6848569578170857,0.4324025881724796
438,low_friction_train:low_friction:27213,low_friction,fast,energy,stability,2,1,0.16666666666666666,strict,0.3854441416895123,0.33664721999347597,0.27790863831700996,0.24813182351057184,0.24022008947156887,0.21677678269977252,1.0,0.0,0.0,0.03,0.82,0.02,0.79,0.01,0.71,8.512057357589162,0.9959179815379794,0.034888791976422695,0.9657128052986147,-0.7364561907182754,0.7562212103807169,0.5111886510918877
439,low_friction_train:low_friction:27213,low_friction,fast,balanced,energy|stability,3,1,0.16666666666666666,strict,0.4498045030271469,0.32107377634405454,0.22912172062879876,0.2426050862212485,0.23497443360088272,0.184323219181341,1.0,0.0,0.0,0.06,0.85,0.02,0.77,0.01,0.59,8.391251384477556,0.9817835794957077,0.15569476508802893,0.8558203767647523,-0.8152687619541368,0.9271809426988161,0.5708940217781764
440,low_friction_train:low_friction:27213,low_friction,fast,balanced,energy|motion|stability,4,1,0.16666666666666666,strict,0.3670857703980008,0.33663531585770423,0.29627891374429477,0.2123920922517039,0.23907789720376435,0.1871320916762767,0.64,0.0,0.36,0.04,0.73,0.02,0.78,0.03,0.65,8.445033427316261,0.9880761244465658,0.1019127222493239,0.9031083694964115,-1.2428701366296595,0.5651928140830174,0.34322534401069704
441,low_friction_train:low_friction:27213,low_friction,stable,motion,balanced,2,1,0.16666666666666666,strict,0.503528465874574,0.3684838469009596,0.12798768722446605,0.25033344467033863,0.25482852587186056,0.1089874253854627,1.0,0.0,0.0,0.07,0.88,0.02,0.83,0.0,0.34,7.99131452960182,0.9349906258632499,0.5556316199637648,0.5737097801827937,-1.270684144037359,0.942322327695098,0.5734656596530274
442,low_friction_train:low_friction:27213,low_friction,stable,balanced,energy,2,1,0.16666666666666666,strict,0.4016226559853955,0.32823856494952547,0.2701387790650794,0.24454201361473063,0.23712733383006107,0.20940400996345906,1.0,0.0,0.0,0.04,0.83,0.02,0.78,0.01,0.68,8.492559727392347,0.993636742150762,0.05438642217323775,0.9470660684553719,-0.5161556444455027,0.9439374769230002,0.6580690427016311
443,low_friction_train:low_friction:27213,low_friction,stable,motion,balanced|energy,3,1,0.16666666666666666,strict,0.5347084881758671,0.34781935621190074,0.1174721556122326,0.2424403469467874,0.24848122698404962,0.10038908621112333,1.0,0.0,0.0,0.1,0.89,0.02,0.81,0.0,0.31,7.884202438876239,0.9224584197569758,0.6627437106893463,0.5154351875975268,-1.4236523821626514,0.9391053248989494,0.557108737757695
444,low_friction_train:low_friction:27213,low_friction,stable,stability,energy,2,1,0.16666666666666666,strict,0.2854602970927404,0.3302889396426058,0.38425076326465346,0.22009551368754046,0.23824087136086192,0.24739780088167726,0.0,0.0,1.0,0.02,0.72,0.02,0.78,0.03,0.82,8.517866019492807,0.9965975999422606,0.029080130072777877,0.9713386279131752,-0.6516362376075087,0.8025148986718993,0.5509399266819001
445,low_friction_train:low_friction:27213,low_friction,stable,balanced,energy|stability,3,1,0.16666666666666666,strict,0.4498045030271469,0.32107377634405454,0.22912172062879876,0.2426050862212485,0.23497443360088272,0.184323219181341,1.0,0.0,0.0,0.06,0.85,0.02,0.77,0.01,0.59,8.391251384477556,0.9817835794957077,0.15569476508802893,0.8558203767647523,-0.8152687619541368,0.9271809426988161,0.5708940217781764
446,low_friction_train:low_friction:27213,low_friction,stable,motion,balanced|energy|stability,4,1,0.16666666666666666,strict,0.5548281050544557,0.33384206909957703,0.11132982584596808,0.23586429873380468,0.24297163366685892,0.09497308613917417,1.0,0.0,0.0,0.12,0.9,0.02,0.8,0.0,0.3,7.807329850903557,0.9134642613023108,0.7396162986620283,0.4772970198952348,-1.5141137387054515,0.9380729542851615,0.5540317753211037
447,low_friction_train:low_friction:27213,low_friction,efficient,balanced,motion,2,6,0.25,strict,0.26693617826313487,0.3196202848736112,0.413443536863254,0.19846686247533435,0.23139189880215932,0.22813165238543734,0.0,0.0,1.0,0.02,0.64,0.02,0.76,0.07,0.82,8.451265262260522,0.9888052544580586,0.09568088730506297,0.9087539647298157,-0.32939273700828586,0.9998603771807036,0.8335988443622487
448,low_friction_train:low_friction:27213,low_friction,efficient,energy,balanced|motion,3,1,0.25,strict,0.20465810557641276,0.324593248906786,0.47074864551680246,0.16555709508354072,0.23504987164291533,0.23496749860327446,0.0,0.0,1.0,0.01,0.53,0.02,0.77,0.09,0.86,8.302978802302045,0.9714556119818375,0.2439673472635402,0.7835132176957857,-1.0494858031551724,0.8307111243779509,0.49896148447581296
449,low_friction_train:low_friction:27213,low_friction,efficient,stability,balanced|motion,3,1,0.25,strict,0.1902377452270564,0.3176677464191517,0.49209450835379226,0.15258777088886233,0.23216385726493208,0.22850528422181196,0.0,0.0,1.0,0.01,0.49,0.02,0.76,0.11,0.86,8.224672501868902,0.9622937079446717,0.322273647696683,0.7244999054706635,-0.9366719430380854,0.9522461016186657,0.6111100631840747
450,low_friction_train:low_friction:27213,low_friction,efficient,stability,balanced|energy|motion,4,1,0.25,strict,0.19441947245697233,0.31570043308240897,0.48988009446062064,0.15696712278831818,0.23288658319404967,0.23301739330262955,0.0,0.0,1.0,0.01,0.5,0.02,0.76,0.1,0.87,8.247838356633782,0.9650041327396212,0.2991077929318031,0.7414794788802129,-1.231782732277586,0.7714671462073872,0.446048402339882
451,low_friction_train:low_friction:27214,low_friction,fast,balanced,motion,2,1,0.16666666666666666,strict,0.24898140823193066,0.31929486403527896,0.4317237277327912,0.18751137828730163,0.2315485354647263,0.2274854091862728,0.0,0.0,1.0,0.01,0.61,0.02,0.76,0.07,0.83,8.410309912323417,0.9840134435327976,0.13663623724216833,0.8722874741243181,-0.4261585812945867,0.9995149835109151,0.8010491790260637
452,low_friction_train:low_friction:27214,low_friction,fast,balanced,energy,2,1,0.16666666666666666,strict,0.42116166497015417,0.3354086530885013,0.2434296819413449,0.24524236437188,0.23979368403034976,0.19369719239921987,1.0,0.0,0.0,0.05,0.84,0.02,0.79,0.01,0.63,8.44544815326596,0.988124647736925,0.1014979962996243,0.9034829896496126,-0.6511066733037518,0.9375328204056351,0.6184631242313687
453,low_friction_train:low_friction:27214,low_friction,fast,balanced,energy|motion,3,1,0.16666666666666666,strict,0.3202523810157227,0.35105352533542605,0.32869409364885077,0.20270157070847633,0.24204695068470838,0.19713630662413914,0.58,0.0,0.42,0.03,0.68,0.02,0.79,0.04,0.69,8.459262588380032,0.9897409484450759,0.08768356118555332,0.9160507048634905,-1.1781919030952324,0.5279287829615213,0.3558814061577895
454,low_friction_train:low_friction:27214,low_friction,fast,stability,energy,2,1,0.16666666666666666,strict,0.3012907332559364,0.3163668165592063,0.3823424501848568,0.22091202231358908,0.22989641045515444,0.23297004479722275,0.0,0.0,1.0,0.02,0.72,0.02,0.75,0.05,0.8,8.513315568803845,0.9960651933248171,0.03363058076173964,0.96692864070888,-0.1995282488724648,0.9999056506252921,0.8684720691688819
455,low_friction_train:low_friction:27214,low_friction,fast,balanced,energy|stability,3,1,0.16666666666666666,strict,0.5363704788723843,0.34963763163783673,0.11399188948978006,0.24493743905118384,0.25015712693967385,0.09455133293653507,1.0,0.0,0.0,0.09,0.89,0.02,0.82,0.0,0.3,7.85551401258811,0.91910184937662,0.6914321369774745,0.5008582575554201,-1.4738556348922591,0.9161841784122656,0.5410266674238259
456,low_friction_train:low_friction:27214,low_friction,fast,balanced,energy|motion|stability,4,1,0.16666666666666666,unsupported,0.412156026902553,0.42774103105692207,0.16010294204052478,0.22616505895044087,0.2604704280733985,0.10714224699989755,0.11,0.86,0.03,0.05,0.77,0.04,0.86,0.01,0.35,8.044755222547312,0.9412432325850331,0.5021909270182725,0.6052032499627825,-2.318064650963593,0.2544811337156299,0.18266172964363545
457,low_friction_train:low_friction:27214,low_friction,stable,motion,balanced,2,1,0.16666666666666666,strict,0.49207948166392895,0.3597530377662135,0.14816748056985832,0.24525573751068266,0.25088336298891717,0.12254170980927111,1.0,0.0,0.0,0.07,0.87,0.02,0.82,0.01,0.39,8.097306484725761,0.9473917751473516,0.44963966483982354,0.6378579528641681,-1.058467324778137,0.9683641268404423,0.6255844013179864
458,low_friction_train:low_friction:27214,low_friction,stable,balanced,stability,2,1,0.16666666666666666,strict,0.5236241846503134,0.3654696144453993,0.1109062009042874,0.24702557047321425,0.2552960353006868,0.09219159748822175,1.0,0.0,0.0,0.09,0.89,0.02,0.83,0.0,0.29,7.848166963144415,0.9182422383161164,0.6987791864211701,0.49719191207580055,-1.3081312079599803,0.9757484851123558,0.6344125004985921
459,low_friction_train:low_friction:27214,low_friction,stable,motion,balanced|stability,3,1,0.16666666666666666,strict,0.560228069067672,0.3415034131230487,0.09826851780927966,0.23478705834583918,0.24777139638987136,0.07815580707136303,1.0,0.0,0.0,0.12,0.9,0.02,0.81,0.0,0.25,7.666379493899463,0.8969729491379937,0.8805666556661222,0.41454793917500476,-1.4448135441796701,0.9676033134299608,0.6524538589365514
460,low_friction_train:low_friction:27214,low_friction,stable,energy,stability,2,1,0.16666666666666666,strict,0.4784362609647988,0.41016515252677055,0.11139858650843106,0.2639086794659842,0.2642048024402252,0.10215913251885476,1.0,0.0,0.0,0.05,0.89,0.03,0.86,0.0,0.31,7.925511395792558,0.9272916030008435,0.6214347537730269,0.5371731732027099,-1.7099053153184558,0.7283199379128663,0.404383920692906
461,low_friction_train:low_friction:27214,low_friction,stable,balanced,energy|stability,3,1,0.16666666666666666,strict,0.5363704788723843,0.34963763163783673,0.11399188948978006,0.24493743905118384,0.25015712693967385,0.09455133293653507,1.0,0.0,0.0,0.09,0.89,0.02,0.82,0.0,0.3,7.85551401258811,0.91910184937662,0.6914321369774745,0.5008582575554201,-1.4738556348922591,0.9161841784122656,0.5410266674238259
462,low_friction_train:low_friction:27214,low_friction,stable,motion,balanced|energy|stability,4,1,0.16666666666666666,strict,0.5723427058680355,0.33005447853037917,0.09760281560158596,0.23059681940517937,0.24246452641205196,0.0781498031434337,1.0,0.0,0.0,0.14,0.9,0.02,0.8,0.0,0.25,7.643901274548395,0.8943429782738144,0.9030448750171898,0.4053335887367619,-1.5104065618595497,0.9655696106303887,0.6331130975536671
