packet_index,sim_time,schedule_offset,window,condition,command,expected_delta,leg,leg_index,phase,swing,shape,bump,target_z,actual_z,tracking_error,native_target_z,realized_relative_z,base_z,roll_deg,pitch_deg,yaw_deg,base_vz
69,55.8695,6.541021108627319,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.37111609622354674,-0.37111609622354674,0.0,-0.37111609622354674,0.0,0.370638492834907,-0.6633793185003429,-1.5139485024197703,-3.3325388517783736,-0.07971153768373816
69,55.8695,6.541021108627319,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3719696402429745,-0.3719696402429745,0.0,-0.3719696402429745,0.0,0.370638492834907,-0.6633793185003429,-1.5139485024197703,-3.3325388517783736,-0.07971153768373816
69,55.8695,6.541021108627319,B1,B,0.05,0.005,RR,3,0.10000000149011612,1,0.12960000343322756,0.0006480000171661383,-0.35010967291678374,-0.36097557715220335,-0.01086590423541961,-0.3507576729339499,-0.01021790421825347,0.370638492834907,-0.6633793185003429,-1.5139485024197703,-3.3325388517783736,-0.07971153768373816
70,55.8895,6.621706008911133,B1,B,0.05,0.005,FL,0,0.20000000298023224,1,0.40960000915527345,0.002048000045776369,-0.3046142926160435,-0.3228415994826944,-0.018227306866650916,-0.3066622926618199,-0.01617930682087454,0.37145019384600875,-0.04762563356996516,-1.4312614708765505,-3.4742948174600157,0.08048399785410912
70,55.8895,6.621706008911133,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.37179248757223704,-0.37179248757223704,0.0,-0.37179248757223704,0.0,0.37145019384600875,-0.04762563356996516,-1.4312614708765505,-3.4742948174600157,0.08048399785410912
70,55.8895,6.621706008911133,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3711262772451041,-0.3711262772451041,0.0,-0.3711262772451041,0.0,0.37145019384600875,-0.04762563356996516,-1.4312614708765505,-3.4742948174600157,0.08048399785410912
70,55.8895,6.621706008911133,B1,B,0.05,0.005,RR,3,0.20000000298023224,1,0.40960000915527345,0.002048000045776369,-0.30397103983012125,-0.32311543242922774,-0.019144392599106497,-0.3060190398758976,-0.01709639255333012,0.37145019384600875,-0.04762563356996516,-1.4312614708765505,-3.4742948174600157,0.08048399785410912
71,55.9095,6.702672958374023,B1,B,0.05,0.005,FL,0,0.30000001192092896,1,0.7056000320434566,0.003528000160217286,-0.2550329520798911,-0.27240971438386513,-0.017376762303974058,-0.25856095224010833,-0.013848762143756799,0.3718088829129555,-0.37268519258945176,-1.254632230043802,-3.6685603905371553,-0.03555012167966841
71,55.9095,6.702672958374023,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.3707974770195166,-0.3707974770195166,0.0,-0.3707974770195166,0.0,0.3718088829129555,-0.37268519258945176,-1.254632230043802,-3.6685603905371553,-0.03555012167966841
71,55.9095,6.702672958374023,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3697581367695888,-0.3697581367695888,0.0,-0.3697581367695888,0.0,0.3718088829129555,-0.37268519258945176,-1.254632230043802,-3.6685603905371553,-0.03555012167966841
71,55.9095,6.702672958374023,B1,B,0.05,0.005,RR,3,0.30000001192092896,1,0.7056000320434566,0.003528000160217286,-0.2545212237725163,-0.2755409926951618,-0.02101976892264551,-0.25804922393273355,-0.01749176876242825,0.3718088829129555,-0.37268519258945176,-1.254632230043802,-3.6685603905371553,-0.03555012167966841
72,55.92975,6.783401012420654,B1,B,0.05,0.005,FL,0,0.4000000059604645,1,0.9216000091552732,0.00460800004577637,-0.2176527416652393,-0.23037944958354417,-0.01272670791830488,-0.22226074171101567,-0.008118707872528497,0.37274777577071677,-0.43839715614861935,-1.3082580180956749,-3.796200895798931,0.09575879726403214
72,55.92975,6.783401012420654,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.37260025828559346,-0.37260025828559346,0.0,-0.37260025828559346,0.0,0.37274777577071677,-0.43839715614861935,-1.3082580180956749,-3.796200895798931,0.09575879726403214
72,55.92975,6.783401012420654,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3723167581629557,-0.3723167581629557,0.0,-0.3723167581629557,0.0,0.37274777577071677,-0.43839715614861935,-1.3082580180956749,-3.796200895798931,0.09575879726403214
72,55.92975,6.783401012420654,B1,B,0.05,0.005,RR,3,0.4000000059604645,1,0.9216000091552732,0.00460800004577637,-0.21727960480128294,-0.23047521828306008,-0.013195613481777141,-0.22188760484705933,-0.008587613436000757,0.37274777577071677,-0.43839715614861935,-1.3082580180956749,-3.796200895798931,0.09575879726403214
73,55.95,6.864421129226685,B1,B,0.05,0.005,FL,0,0.5,1,1.0,0.0050000000000000044,-0.2019054753083869,-0.20274530629140847,-0.0008398309830215667,-0.2069054753083869,0.004160169016978438,0.37341799053265773,-0.27424632648045205,-1.261670449853846,-3.900527591773816,-0.04576179252039556
73,55.95,6.864421129226685,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.37141409766096495,-0.37141409766096495,0.0,-0.37141409766096495,0.0,0.37341799053265773,-0.27424632648045205,-1.261670449853846,-3.900527591773816,-0.04576179252039556
73,55.95,6.864421129226685,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.371349596216279,-0.371349596216279,0.0,-0.371349596216279,0.0,0.37341799053265773,-0.27424632648045205,-1.261670449853846,-3.900527591773816,-0.04576179252039556
73,55.95,6.864421129226685,B1,B,0.05,0.005,RR,3,0.5,1,1.0,0.0050000000000000044,-0.2016600938426594,-0.20336968459596685,-0.001709590753307455,-0.2066600938426594,0.0032904092466925494,0.37341799053265773,-0.27424632648045205,-1.261670449853846,-3.900527591773816,-0.04576179252039556
74,55.97,6.945042133331299,B1,B,0.05,0.005,FL,0,0.6000000238418579,1,0.9215999633789023,0.004607999816894515,-0.21111188005198664,-0.19818448125528115,0.012927398796705486,-0.21571987986888116,0.01753539861360001,0.3737351169709058,-0.35971560267377334,-1.1163339630844598,-3.9551110499288615,0.11883140999423837
74,55.97,6.945042133331299,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.3739219613864223,-0.3739219613864223,0.0,-0.3739219613864223,0.0,0.3737351169709058,-0.35971560267377334,-1.1163339630844598,-3.9551110499288615,0.11883140999423837
74,55.97,6.945042133331299,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3737644274786409,-0.3737644274786409,0.0,-0.3737644274786409,0.0,0.3737351169709058,-0.35971560267377334,-1.1163339630844598,-3.9551110499288615,0.11883140999423837
74,55.97,6.945042133331299,B1,B,0.05,0.005,RR,3,0.6000000238418579,1,0.9215999633789023,0.004607999816894515,-0.21097116852584658,-0.19823256367466682,0.012738604851179752,-0.2155791683427411,0.017346604668074278,0.3737351169709058,-0.35971560267377334,-1.1163339630844598,-3.9551110499288615,0.11883140999423837
75,55.99025,7.0258469581604,B1,B,0.05,0.005,FL,0,0.699999988079071,1,0.7056000320434564,0.0035280001602172855,-0.24248155676054048,-0.2205790737331511,0.02190248302738937,-0.24600955692075777,0.025430483187606656,0.3753625256027786,-0.16617307764921257,-1.0402142028575165,-4.052836040926739,0.009539857073598421
75,55.99025,7.0258469581604,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.3733998051838866,-0.3733998051838866,0.0,-0.3733998051838866,0.0,0.3753625256027786,-0.16617307764921257,-1.0402142028575165,-4.052836040926739,0.009539857073598421
75,55.99025,7.0258469581604,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3733672358319882,-0.3733672358319882,0.0,-0.3733672358319882,0.0,0.3753625256027786,-0.16617307764921257,-1.0402142028575165,-4.052836040926739,0.009539857073598421
75,55.99025,7.0258469581604,B1,B,0.05,0.005,RR,3,0.699999988079071,1,0.7056000320434564,0.0035280001602172855,-0.24241583378168344,-0.22024241041814493,0.022173423363538503,-0.24594383394190072,0.02570142352375579,0.3753625256027786,-0.16617307764921257,-1.0402142028575165,-4.052836040926739,0.009539857073598421
76,56.013,7.116745948791504,B1,B,0.05,0.005,FL,0,0.800000011920929,1,0.4095999633789063,0.0020479998168945334,-0.2871130574249794,-0.2608730526047476,0.02624000482023181,-0.2891610572418739,0.02828800463712633,0.3744810078583705,-0.5242547334153684,-1.0683075773428863,-4.129370683933382,-0.02133576322505905
76,56.013,7.116745948791504,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.3741905618676821,-0.3741905618676821,0.0,-0.3741905618676821,0.0,0.3744810078583705,-0.5242547334153684,-1.0683075773428863,-4.129370683933382,-0.02133576322505905
76,56.013,7.116745948791504,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.37317576554923376,-0.37317576554923376,0.0,-0.37317576554923376,0.0,0.3744810078583705,-0.5242547334153684,-1.0683075773428863,-4.129370683933382,-0.02133576322505905
76,56.013,7.116745948791504,B1,B,0.05,0.005,RR,3,0.800000011920929,1,0.4095999633789063,0.0020479998168945334,-0.28709169942579693,-0.2593742491885906,0.027717450237206342,-0.28913969924269145,0.02976545005410086,0.3744810078583705,-0.5242547334153684,-1.0683075773428863,-4.129370683933382,-0.02133576322505905
77,56.03325,7.1975579261779785,B1,B,0.05,0.005,FL,0,0.8999999761581421,1,0.1296000549316448,0.0006480002746582246,-0.32999375210693155,-0.30920677331195345,0.020786978794978095,-0.33064175238158977,0.021434979069636317,0.37453098884901603,-0.44795264719011735,-1.3892330358524625,-4.316022354754236,0.0023486280343528168
77,56.03325,7.1975579261779785,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.3739401931690798,-0.3739401931690798,0.0,-0.3739401931690798,0.0,0.37453098884901603,-0.44795264719011735,-1.3892330358524625,-4.316022354754236,0.0023486280343528168
77,56.03325,7.1975579261779785,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3740031632572767,-0.3740031632572767,0.0,-0.3740031632572767,0.0,0.37453098884901603,-0.44795264719011735,-1.3892330358524625,-4.316022354754236,0.0023486280343528168
77,56.03325,7.1975579261779785,B1,B,0.05,0.005,RR,3,0.8999999761581421,1,0.1296000549316448,0.0006480002746582246,-0.32999084678835544,-0.30586967030025425,0.024121176488101193,-0.33063884706301366,0.024769176762759415,0.37453098884901603,-0.44795264719011735,-1.3892330358524625,-4.316022354754236,0.0023486280343528168
78,56.0535,7.278424024581909,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.34326520475753525,-0.34326520475753525,0.0,-0.34326520475753525,0.0,0.3742981669704375,-0.2314001359851249,-1.5483050551273447,-4.431042733939146,-0.03855683933936267
78,56.0535,7.278424024581909,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.37356002233209845,-0.37356002233209845,0.0,-0.37356002233209845,0.0,0.3742981669704375,-0.2314001359851249,-1.5483050551273447,-4.431042733939146,-0.03855683933936267
78,56.0535,7.278424024581909,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.37354970749361743,-0.37354970749361743,0.0,-0.37354970749361743,0.0,0.3742981669704375,-0.2314001359851249,-1.5483050551273447,-4.431042733939146,-0.03855683933936267
78,56.0535,7.278424024581909,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.34489641321122644,-0.34489641321122644,0.0,-0.34489641321122644,0.0,0.3742981669704375,-0.2314001359851249,-1.5483050551273447,-4.431042733939146,-0.03855683933936267
79,56.0735,7.359421014785767,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.3712612611759973,-0.3712612611759973,0.0,-0.3712612611759973,0.0,0.3728616455524445,0.1174434274988746,-2.0387012648662988,-4.300350210429156,-0.1027661345394903
79,56.0735,7.359421014785767,B1,B,0.05,0.005,FR,1,0.10000000149011612,1,0.12960000343322756,0.0006480000171661383,-0.3522398323081766,-0.36303664006966674,-0.010796807761490113,-0.35288783232534277,-0.010148807744323973,0.3728616455524445,0.1174434274988746,-2.0387012648662988,-4.300350210429156,-0.1027661345394903
79,56.0735,7.359421014785767,B1,B,0.05,0.005,RL,2,0.10000000149011612,1,0.12960000343322756,0.0006480000171661383,-0.3522300569357631,-0.36229695828236125,-0.010066901346598156,-0.35287805695292923,-0.009418901329432017,0.3728616455524445,0.1174434274988746,-2.0387012648662988,-4.300350210429156,-0.1027661345394903
79,56.0735,7.359421014785767,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.37408846922911,-0.37408846922911,0.0,-0.37408846922911,0.0,0.3728616455524445,0.1174434274988746,-2.0387012648662988,-4.300350210429156,-0.1027661345394903
80,56.09375,7.440191030502319,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.37363097791430355,-0.37363097791430355,0.0,-0.37363097791430355,0.0,0.37306967031215443,-0.9849833669492303,-1.5625245791571747,-4.112536002761076,0.05702167711592515
80,56.09375,7.440191030502319,B1,B,0.05,0.005,FR,1,0.20000000298023224,1,0.40960000915527345,0.002048000045776369,-0.305812367852011,-0.32356812177994726,-0.01775575392793627,-0.30786036789778737,-0.01570775388215989,0.37306967031215443,-0.9849833669492303,-1.5625245791571747,-4.112536002761076,0.05702167711592515
80,56.09375,7.440191030502319,B1,B,0.05,0.005,RL,2,0.20000000298023224,1,0.40960000915527345,0.002048000045776369,-0.30580391793637457,-0.3244714723966515,-0.018667554460276903,-0.30785191798215095,-0.016619554414500526,0.37306967031215443,-0.9849833669492303,-1.5625245791571747,-4.112536002761076,0.05702167711592515
80,56.09375,7.440191030502319,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.37253655312873785,-0.37253655312873785,0.0,-0.37253655312873785,0.0,0.37306967031215443,-0.9849833669492303,-1.5625245791571747,-4.112536002761076,0.05702167711592515
81,56.114,7.5211169719696045,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.3736145728425592,-0.3736145728425592,0.0,-0.3736145728425592,0.0,0.37402378456048646,-0.2563885793613039,-1.402069262372768,-3.963054207329965,0.017302848682441148
81,56.114,7.5211169719696045,B1,B,0.05,0.005,FR,1,0.30000001192092896,1,0.7056000320434566,0.003528000160217286,-0.25598605951452147,-0.2731387666465068,-0.017152707131985356,-0.25951405967473873,-0.013624706971768097,0.37402378456048646,-0.2563885793613039,-1.402069262372768,-3.963054207329965,0.017302848682441148
81,56.114,7.5211169719696045,B1,B,0.05,0.005,RL,2,0.30000001192092896,1,0.7056000320434566,0.003528000160217286,-0.2559793373345003,-0.2802770263212017,-0.024297688986701427,-0.25950733749471755,-0.020769688826484167,0.37402378456048646,-0.2563885793613039,-1.402069262372768,-3.963054207329965,0.017302848682441148
81,56.114,7.5211169719696045,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.372048070117501,-0.372048070117501,0.0,-0.372048070117501,0.0,0.37402378456048646,-0.2563885793613039,-1.402069262372768,-3.963054207329965,0.017302848682441148
82,56.13425,7.6020190715789795,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.3719378757965527,-0.3719378757965527,0.0,-0.3719378757965527,0.0,0.3733995573344039,-0.1163145423284067,-1.4031508959835919,-3.845875826601592,-0.07011098183768143
82,56.13425,7.6020190715789795,B1,B,0.05,0.005,FR,1,0.4000000059604645,1,0.9216000091552732,0.00460800004577637,-0.2183477188905485,-0.22984957046728136,-0.011501851576732863,-0.22295571893632488,-0.00689385153095648,0.3733995573344039,-0.1163145423284067,-1.4031508959835919,-3.845875826601592,-0.07011098183768143
82,56.13425,7.6020190715789795,B1,B,0.05,0.005,RL,2,0.4000000059604645,1,0.9216000091552732,0.00460800004577637,-0.21834281727940857,-0.2318144026593491,-0.013471585379940532,-0.22295081732518496,-0.008863585334164148,0.3733995573344039,-0.1163145423284067,-1.4031508959835919,-3.845875826601592,-0.07011098183768143
82,56.13425,7.6020190715789795,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.37180696933738205,-0.37180696933738205,0.0,-0.37180696933738205,0.0,0.3733995573344039,-0.1163145423284067,-1.4031508959835919,-3.845875826601592,-0.07011098183768143
83,56.15425,7.682767152786255,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.37251427499997636,-0.37251427499997636,0.0,-0.37251427499997636,0.0,0.3732759160005419,-0.6884413260237678,-1.387804913791772,-3.785220162275195,0.03684333615428213
83,56.15425,7.682767152786255,B1,B,0.05,0.005,FR,1,0.5,1,1.0,0.0050000000000000044,-0.2023625047436066,-0.20410436203678398,-0.0017418572931773846,-0.2073625047436066,0.00325814270682262,0.3732759160005419,-0.6884413260237678,-1.387804913791772,-3.785220162275195,0.03684333615428213
83,56.15425,7.682767152786255,B1,B,0.05,0.005,RL,2,0.5,1,1.0,0.0050000000000000044,-0.20235928135658124,-0.20484952638545986,-0.0024902450288786238,-0.20735928135658124,0.0025097549711213807,0.3732759160005419,-0.6884413260237678,-1.387804913791772,-3.785220162275195,0.03684333615428213
83,56.15425,7.682767152786255,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.37271635414415716,-0.37271635414415716,0.0,-0.37271635414415716,0.0,0.3732759160005419,-0.6884413260237678,-1.387804913791772,-3.785220162275195,0.03684333615428213
84,56.177,7.773632049560547,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.3710590285133666,-0.3710590285133666,0.0,-0.3710590285133666,0.0,0.37299917545182065,-0.37853356086893836,-1.256615756134568,-3.730373295903219,-0.07773419997688519
84,56.177,7.773632049560547,B1,B,0.05,0.005,FR,1,0.6000000238418579,1,0.9215999633789023,0.004607999816894515,-0.21137395897115038,-0.1994216130532564,0.011952345917893986,-0.2159819587880449,0.016560345734788512,0.37299917545182065,-0.37853356086893836,-1.256615756134568,-3.730373295903219,-0.07773419997688519
84,56.177,7.773632049560547,B1,B,0.05,0.005,RL,2,0.6000000238418579,1,0.9215999633789023,0.004607999816894515,-0.2113721105523779,-0.20057477937256482,0.010797331179813074,-0.21598011036927242,0.0154053309967076,0.37299917545182065,-0.37853356086893836,-1.256615756134568,-3.730373295903219,-0.07773419997688519
84,56.177,7.773632049560547,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.37100289689860194,-0.37100289689860194,0.0,-0.37100289689860194,0.0,0.37299917545182065,-0.37853356086893836,-1.256615756134568,-3.730373295903219,-0.07773419997688519
85,56.19475,7.8448591232299805,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.372046343768545,-0.372046343768545,0.0,-0.372046343768545,0.0,0.3723549224236511,-0.4781562014348161,-1.2058348659122844,-3.7392282094659492,0.027947281163435596
85,56.19475,7.8448591232299805,B1,B,0.05,0.005,FR,1,0.699999988079071,1,0.7056000320434564,0.0035280001602172855,-0.24260396753765004,-0.22049182178825552,0.02211214574939452,-0.24613196769786733,0.025640145909611806,0.3723549224236511,-0.4781562014348161,-1.2058348659122844,-3.7392282094659492,0.027947281163435596
85,56.19475,7.8448591232299805,B1,B,0.05,0.005,RL,2,0.699999988079071,1,0.7056000320434564,0.0035280001602172855,-0.24260310418557626,-0.21784568975867152,0.02475741442690474,-0.24613110434579355,0.028285414587122026,0.3723549224236511,-0.4781562014348161,-1.2058348659122844,-3.7392282094659492,0.027947281163435596
85,56.19475,7.8448591232299805,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.3717214892469833,-0.3717214892469833,0.0,-0.3717214892469833,0.0,0.3723549224236511,-0.4781562014348161,-1.2058348659122844,-3.7392282094659492,0.027947281163435596
86,56.21475,7.925673961639404,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.37114195351746293,-0.37114195351746293,0.0,-0.37114195351746293,0.0,0.3733149822213378,-0.4922261905439274,-1.1978211706388953,-3.7700581761215415,-0.022706091783877575
86,56.21475,7.925673961639404,B1,B,0.05,0.005,FR,1,0.800000011920929,1,0.4095999633789063,0.0020479998168945334,-0.28715283726032614,-0.26138968913015054,0.025763148130175606,-0.28920083707722066,0.027811147947070125,0.3733149822213378,-0.4922261905439274,-1.1978211706388953,-3.7700581761215415,-0.022706091783877575
86,56.21475,7.925673961639404,B1,B,0.05,0.005,RL,2,0.800000011920929,1,0.4095999633789063,0.0020479998168945334,-0.28715255669676665,-0.2588451403122468,0.028307416384519835,-0.28920055651366117,0.030355416201414354,0.3733149822213378,-0.4922261905439274,-1.1978211706388953,-3.7700581761215415,-0.022706091783877575
86,56.21475,7.925673961639404,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.37127447088137855,-0.37127447088137855,0.0,-0.37127447088137855,0.0,0.3733149822213378,-0.4922261905439274,-1.1978211706388953,-3.7700581761215415,-0.022706091783877575
87,56.23775,8.017431020736694,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.3703894357865803,-0.3703894357865803,0.0,-0.3703894357865803,0.0,0.37128847846610114,-0.5917992006418576,-1.1774780043081485,-3.861094943114948,-0.06569822719414405
87,56.23775,8.017431020736694,B1,B,0.05,0.005,FR,1,0.8999999761581421,1,0.1296000549316448,0.0006480002746582246,-0.3299991633392103,-0.3089697207870569,0.021029442552153388,-0.33064716361386853,0.02167744282681161,0.37128847846610114,-0.5917992006418576,-1.1774780043081485,-3.861094943114948,-0.06569822719414405
87,56.23775,8.017431020736694,B1,B,0.05,0.005,RL,2,0.8999999761581421,1,0.1296000549316448,0.0006480002746582246,-0.32999912517428137,-0.30752690657191883,0.022472218602362537,-0.3306471254489396,0.02312021887702076,0.37128847846610114,-0.5917992006418576,-1.1774780043081485,-3.861094943114948,-0.06569822719414405
87,56.23775,8.017431020736694,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.3704449539905102,-0.3704449539905102,0.0,-0.3704449539905102,0.0,0.37128847846610114,-0.5917992006418576,-1.1774780043081485,-3.861094943114948,-0.06569822719414405
88,56.258,8.098251104354858,B1,B,0.05,0.005,FL,0,0.0,0,0.0,0.0,-0.3709049784736406,-0.3709049784736406,0.0,-0.3709049784736406,0.0,0.37188551771602346,-0.7866244913427002,-1.4415308870484398,-3.991861413706312,-0.013498484532753135
88,56.258,8.098251104354858,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.34451673324189397,-0.34451673324189397,0.0,-0.34451673324189397,0.0,0.37188551771602346,-0.7866244913427002,-1.4415308870484398,-3.991861413706312,-0.013498484532753135
88,56.258,8.098251104354858,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3457809341537064,-0.3457809341537064,0.0,-0.3457809341537064,0.0,0.37188551771602346,-0.7866244913427002,-1.4415308870484398,-3.991861413706312,-0.013498484532753135
88,56.258,8.098251104354858,B1,B,0.05,0.005,RR,3,0.0,0,0.0,0.0,-0.3710420959514171,-0.3710420959514171,0.0,-0.3710420959514171,0.0,0.37188551771602346,-0.7866244913427002,-1.4415308870484398,-3.991861413706312,-0.013498484532753135
89,56.278,8.179039001464844,B1,B,0.05,0.005,FL,0,0.10000000149011612,1,0.12960000343322756,0.0006480000171661383,-0.3497236472473617,-0.3595687825113804,-0.0098451352640187,-0.35037164726452785,-0.009197135246852561,0.37013436554688045,-0.8801162376132646,-1.9323459004687165,-4.1193196020855,-0.11925639015757607
89,56.278,8.179039001464844,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.36294696231949475,-0.36294696231949475,0.0,-0.36294696231949475,0.0,0.37013436554688045,-0.8801162376132646,-1.9323459004687165,-4.1193196020855,-0.11925639015757607
89,56.278,8.179039001464844,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3707271355207378,-0.3707271355207378,0.0,-0.3707271355207378,0.0,0.37013436554688045,-0.8801162376132646,-1.9323459004687165,-4.1193196020855,-0.11925639015757607
89,56.278,8.179039001464844,B1,B,0.05,0.005,RR,3,0.10000000149011612,1,0.12960000343322756,0.0006480000171661383,-0.3498535934808518,-0.35945849496151544,-0.009604901480663619,-0.35050159349801796,-0.00895690146349748,0.37013436554688045,-0.8801162376132646,-1.9323459004687165,-4.1193196020855,-0.11925639015757607
90,56.29825,8.259886026382446,B1,B,0.05,0.005,FL,0,0.20000000298023224,1,0.40960000915527345,0.002048000045776369,-0.3036373559353162,-0.32122496626322583,-0.01758761032790962,-0.3056853559810926,-0.015539610282133243,0.3702260531270523,-0.5604233334061186,-1.9190199066729665,-4.132330621798428,0.06506411069606119
90,56.29825,8.259886026382446,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.37110031852861564,-0.37110031852861564,0.0,-0.37110031852861564,0.0,0.3702260531270523,-0.5604233334061186,-1.9190199066729665,-4.132330621798428,0.06506411069606119
90,56.29825,8.259886026382446,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3697076138418476,-0.3697076138418476,0.0,-0.3697076138418476,0.0,0.3702260531270523,-0.5604233334061186,-1.9190199066729665,-4.132330621798428,0.06506411069606119
90,56.29825,8.259886026382446,B1,B,0.05,0.005,RR,3,0.20000000298023224,1,0.40960000915527345,0.002048000045776369,-0.30374968257248297,-0.32290192608753887,-0.0191522435150559,-0.30579768261825935,-0.017104243469279523,0.3702260531270523,-0.5604233334061186,-1.9190199066729665,-4.132330621798428,0.06506411069606119
91,56.31825,8.340847969055176,B1,B,0.05,0.005,FL,0,0.30000001192092896,1,0.7056000320434566,0.003528000160217286,-0.25425576748779616,-0.27137738093313635,-0.01712161344534019,-0.2577837676480134,-0.01359361328512293,0.3697637508499585,-0.5936463551624751,-1.8942001445590557,-4.18539266025217,-0.12500661137262867
91,56.31825,8.340847969055176,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.3678093812467689,-0.3678093812467689,0.0,-0.3678093812467689,0.0,0.3697637508499585,-0.5936463551624751,-1.8942001445590557,-4.18539266025217,-0.12500661137262867
91,56.31825,8.340847969055176,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.3675188839479982,-0.3675188839479982,0.0,-0.3675188839479982,0.0,0.3697637508499585,-0.5936463551624751,-1.8942001445590557,-4.18539266025217,-0.12500661137262867
91,56.31825,8.340847969055176,B1,B,0.05,0.005,RR,3,0.30000001192092896,1,0.7056000320434566,0.003528000160217286,-0.2543451269451797,-0.27461511425756224,-0.020269987312382554,-0.25787312710539695,-0.016741987152165294,0.3697637508499585,-0.5936463551624751,-1.8942001445590557,-4.18539266025217,-0.12500661137262867
92,56.3385,8.421550035476685,B1,B,0.05,0.005,FL,0,0.4000000059604645,1,0.9216000091552732,0.00460800004577637,-0.21708604207635546,-0.23293165638992908,-0.01584561431357362,-0.22169404212213184,-0.011237614267797236,0.36843992689683625,-0.713191776628653,-1.762825299058378,-4.25828149206452,0.051495727207192234
92,56.3385,8.421550035476685,B1,B,0.05,0.005,FR,1,0.0,0,0.0,0.0,-0.36903995776082626,-0.36903995776082626,0.0,-0.36903995776082626,0.0,0.36843992689683625,-0.713191776628653,-1.762825299058378,-4.25828149206452,0.051495727207192234
92,56.3385,8.421550035476685,B1,B,0.05,0.005,RL,2,0.0,0,0.0,0.0,-0.36771794724060997,-0.36771794724060997,0.0,-0.36771794724060997,0.0,0.36843992689683625,-0.713191776628653,-1.762825299058378,-4.25828149206452,0.051495727207192234
92,56.3385,8.421550035476685,B1,B,0.05,0.005,RR,3,0.4000000059604645,1,0.9216000091552732,0.00460800004577637,-0.21715120030038254,-0.23458077218698603,-0.01742957188660349,-0.22175920034615892,-0.012821571840827106,0.36843992689683625,-0.713191776628653,-1.762825299058378,-4.25828149206452,0.051495727207192234
93,56.361,8.512763023376465,B1,B,0.05,0.005,FL,0,0.5,1,1.0,0.0050000000000000044,-0.2015328035378385,-0.20242073889158066,-0.000887935353742153,-0.2065328035378385,0.004112064646257851,0.36990921961736645,-0.6635003121716957,-1.6804168755803508,-4.295940273839814,0.024568306499745996
