context_id,seed,split_group,context_sha256,probe_safety_state_diagnostic,beta_index,beta_name,beta_motion,beta_stability,beta_energy,pred_regret_motion,pred_regret_stability,pred_regret_energy,pred_Q_balanced,pred_Q_motion_biased,pred_Q_stability_biased,pred_Q_energy_biased
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,7,lm020_ls020_le060,0.26,0.26,0.48,1.6699538947623203,1.9223972056428322,1.1480895822124517,0.6566005374896694,1.1852631337787431,1.3633618896049444,0.817087861274811
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,8,lm020_ls040_le040,0.26,0.37,0.37,1.1498720486543532,2.9803626150374987,1.2191351341869432,1.0112854376720954,0.8192587850224643,2.1106698796057732,0.8681238918657065
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,9,lm020_ls060_le020,0.26,0.48,0.26,0.4585341989062869,3.3265448129541224,1.2138458078768435,1.1255113537171648,0.5090020472667088,2.354375752768739,0.8638666046867189
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,10,lm020_ls080_le000,0.26,0.5900000000000001,0.15,0.0,2.859688613791074,2.7639058469698803,0.9719748527995612,0.43738868375980255,2.025945708720744,1.958370966728392
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,11,lm040_ls000_le060,0.37,0.15,0.48,1.677907077896501,2.4099176454249696,1.5148527439498036,0.8219814733658941,1.1921674596568883,1.7086009150482229,1.0771326270574932
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,12,lm040_ls020_le040,0.37,0.26,0.37,1.133690698995358,3.0446210371998537,1.5483371357785765,1.0339625086398636,0.8084087614491856,2.1565701150524577,1.1009418225997463
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,13,lm040_ls040_le020,0.37,0.37,0.26,0.43250950998695176,3.1271930159701986,1.3068645781428803,1.0586195623370662,0.47875760535660805,2.213534523423125,0.929292810535952
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,14,lm040_ls060_le000,0.37,0.48,0.15,0.0,2.4678509670218394,2.508545589148864,0.8527698515701904,0.38374643320658564,1.7485334520681635,1.7772435079787796
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,15,lm060_ls000_le040,0.48,0.15,0.37,1.146621363880842,3.0635342448077547,2.049626825731295,1.0420440230506511,0.8183310458695638,2.1707130833635007,1.4554013992050583
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,16,lm060_ls020_le020,0.48,0.26,0.26,0.44617662156665006,2.896663929289943,1.4728483187166748,0.9816069393285585,0.4441770941164679,2.0508199354184145,1.0463180221589738
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,17,lm060_ls040_le000,0.48,0.37,0.15,0.0,2.065512235767934,2.1402334746670384,0.7274303105904627,0.3273436397657082,1.4635275008999298,1.516243334943248
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,18,lm080_ls000_le020,0.5900000000000001,0.15,0.26,0.48816391096965994,2.716794430255469,1.7315896758461367,0.9220533034753938,0.4176088880742604,1.9241032925708401,1.2290413383350562
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,19,lm080_ls020_le000,0.5900000000000001,0.26,0.15,0.0,1.749563318393665,1.7848529549726022,0.606732372568755,0.2730295676559397,1.2396185455367799,1.2645153841432202
rough_seed_14,14,val,854a99b34e4cf8fcbab0c6b7b9a9471a9a19f43fb8799c14e74aad07182bc92b,normal,20,lm100_ls000_le000,0.7000000000000001,0.15,0.15,0.0,1.5402959798747737,1.4895262867946555,0.5235314008471559,0.23558913038122017,1.091223547201657,1.0554055287336335
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,0,lm000_ls000_le100,0.15,0.15,0.7000000000000001,2.3153377222939135,1.2995084879553187,1.739190977809846,0.7896260313915013,1.6415018188604444,0.9248342940345659,1.2350302906269348
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,1,lm000_ls020_le080,0.15,0.26,0.5900000000000001,2.109874489612733,1.9092813099409383,1.9306519049791042,0.7231241888860201,1.4974411639785823,1.355922675720131,1.370999630519557
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,2,lm000_ls040_le060,0.15,0.37,0.48,2.027339627604452,2.335924110121463,1.88593158123412,0.7994720211036878,1.4396619002533808,1.657368252669132,1.3398985235391117
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,3,lm000_ls060_le040,0.15,0.48,0.37,1.690681952044973,2.6959135942052037,1.5803740609357688,0.9185277634256878,1.2017265715785073,1.9109174951225498,1.1239043544009637
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,4,lm000_ls080_le020,0.15,0.5900000000000001,0.26,0.8431273600954929,2.9167009372157215,1.7067192960455628,0.9904554710497631,0.6030261739374053,2.0659323325957266,1.2122902847501797
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,5,lm000_ls100_le000,0.15,0.7000000000000001,0.15,0.11725432789884313,3.0178909602836472,2.550201084714637,1.024914808004206,0.4618565624053364,2.1376500920394585,1.8076948848255219
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,6,lm020_ls000_le080,0.26,0.15,0.5900000000000001,2.078195859806058,1.836074187398618,1.8339128937868887,0.7118925630719912,1.4747894535046613,1.3039726136212122,1.3024478209781374
rough_seed_27,27,test,58a0e6ae6195b0a7e2cb7a2f2ff1b9d1c3ab719e764d8beab40620212df3124c,normal,7,lm020_ls020_le060,0.26,0.26,0.48,1.9795514142540176,2.4736094531328585,1.7306385606886914,0.8451491491378714,1.4058492218983227,1.754407168327345,1.230241203707985
