packet_index,sim_time,wall_elapsed,command,expected_delta,leg,leg_index,phase,swing,shape,bump,target_z,actual_z,tracking_error,base_z,roll_deg,pitch_deg,yaw_deg,base_vz
1,25.07675,0.024712800979614258,0.045,0.0,FL,0,0.699999988079071,1,0.7056000320434564,0.0,-0.24306339320389397,-0.21812209966378954,0.024941293540104437,0.34872724379096876,-0.7056741895820996,6.143554414065783,-3.309113922936061,0.02952348145941582
1,25.07675,0.024712800979614258,0.045,0.0,FR,1,0.0,0,0.0,0.0,-0.34503477653297265,-0.34503477653297265,0.0,0.34872724379096876,-0.7056741895820996,6.143554414065783,-3.309113922936061,0.02952348145941582
1,25.07675,0.024712800979614258,0.045,0.0,RL,2,0.0,0,0.0,0.0,-0.3467928378895943,-0.3467928378895943,0.0,0.34872724379096876,-0.7056741895820996,6.143554414065783,-3.309113922936061,0.02952348145941582
1,25.07675,0.024712800979614258,0.045,0.0,RR,3,0.699999988079071,1,0.7056000320434564,0.0,-0.24340889368328283,-0.22079106858086092,0.022617825102421912,0.34872724379096876,-0.7056741895820996,6.143554414065783,-3.309113922936061,0.02952348145941582
2,25.09725,0.10570693016052246,0.045,0.0,FL,0,0.800000011920929,1,0.4095999633789063,0.0,-0.28820364229583095,-0.26020350788943175,0.028000134406399202,0.34803326675493196,-0.41278157516819164,5.909022950011311,-3.2891156114151974,-0.053321024044085286
2,25.09725,0.10570693016052246,0.045,0.0,FR,1,0.0,0,0.0,0.0,-0.34486471963706167,-0.34486471963706167,0.0,0.34803326675493196,-0.41278157516819164,5.909022950011311,-3.2891156114151974,-0.053321024044085286
2,25.09725,0.10570693016052246,0.045,0.0,RL,2,0.0,0,0.0,0.0,-0.3464383589530618,-0.3464383589530618,0.0,0.34803326675493196,-0.41278157516819164,5.909022950011311,-3.2891156114151974,-0.053321024044085286
2,25.09725,0.10570693016052246,0.045,0.0,RR,3,0.800000011920929,1,0.4095999633789063,0.0,-0.28831591960103925,-0.26233828299023154,0.02597763661080771,0.34803326675493196,-0.41278157516819164,5.909022950011311,-3.2891156114151974,-0.053321024044085286
3,25.11775,0.188187837600708,0.045,0.0,FL,0,0.8999999761581421,1,0.1296000549316448,0.0,-0.3305115156771117,-0.3119283540296008,0.018583161647510893,0.349157220738901,-0.33306432612378273,5.550571789835455,-3.236682662017491,0.0961372839805299
3,25.11775,0.188187837600708,0.045,0.0,FR,1,0.0,0,0.0,0.0,-0.34649669961120677,-0.34649669961120677,0.0,0.349157220738901,-0.33306432612378273,5.550571789835455,-3.236682662017491,0.0961372839805299
3,25.11775,0.188187837600708,0.045,0.0,RL,2,0.0,0,0.0,0.0,-0.3483904141332865,-0.3483904141332865,0.0,0.349157220738901,-0.33306432612378273,5.550571789835455,-3.236682662017491,0.0961372839805299
3,25.11775,0.188187837600708,0.045,0.0,RR,3,0.8999999761581421,1,0.1296000549316448,0.0,-0.3305267887060929,-0.3133853116953657,0.017141477010727213,0.349157220738901,-0.33306432612378273,5.550571789835455,-3.236682662017491,0.0961372839805299
4,25.13825,0.2705240249633789,0.045,0.0,FL,0,0.0,0,0.0,0.0,-0.345505660811797,-0.345505660811797,0.0,0.34868709821868005,-0.46880141060449015,5.242604122640933,-3.1239209983691087,-0.13555454914207396
4,25.13825,0.2705240249633789,0.045,0.0,FR,1,0.0,0,0.0,0.0,-0.3452300932626218,-0.3452300932626218,0.0,0.34868709821868005,-0.46880141060449015,5.242604122640933,-3.1239209983691087,-0.13555454914207396
4,25.13825,0.2705240249633789,0.045,0.0,RL,2,0.0,0,0.0,0.0,-0.34624921261422814,-0.34624921261422814,0.0,0.34868709821868005,-0.46880141060449015,5.242604122640933,-3.1239209983691087,-0.13555454914207396
4,25.13825,0.2705240249633789,0.045,0.0,RR,3,0.0,0,0.0,0.0,-0.34598514416300696,-0.34598514416300696,0.0,0.34868709821868005,-0.46880141060449015,5.242604122640933,-3.1239209983691087,-0.13555454914207396
5,25.15875,0.3525369167327881,0.045,0.0,FL,0,0.0,0,0.0,0.0,-0.34583756287153966,-0.34583756287153966,0.0,0.34718224730014335,-0.28934233805853127,4.772727228693658,-3.0944179810587764,0.012450674936698668
