representation,context_dim,held_mae_J_motion_mean,held_mae_J_stability_mean,held_mae_J_energy_mean,rho_J_motion_mean,rho_J_stability_mean,rho_J_energy_mean,rho_Q_mean,Q_excess_mean,Q_excess_median,Q_excess_p95,Q_excess_max,baseline_Q_excess_mean,true_rank_mean,true_rank_median,exact_fraction,top3_fraction,top5_fraction,beats_baseline_fraction
semantic_only,74,0.11712933073364473,0.09447629816506677,10.269199096970748,0.9336219336219336,0.003102453102453082,0.08621933621933622,0.07907647907647908,2.6291676660052907,0.18450906120563276,7.385683779408886,41.66832573678143,0.1998418525268314,10.0,10.5,0.1111111111111111,0.2222222222222222,0.3888888888888889,0.3888888888888889
semantic_plus_probe,81,0.10775244057627237,0.09081199031697175,8.237531649472759,0.9105339105339105,-0.17316017316017315,0.061688311688311695,0.1158008658008658,1.4118350687520922,0.23010565401060445,9.153563526683453,10.634846983014494,0.1998418525268314,10.277777777777779,11.5,0.05555555555555555,0.2777777777777778,0.2777777777777778,0.2222222222222222
semantic_plus_prop_probe,87,0.10561236050145771,0.09433988267496601,8.146841737855484,0.9455988455988454,0.0777056277056277,0.051154401154401175,0.20396825396825397,0.8807403418098977,0.2540678840184944,2.3571846742759464,9.540166325123312,0.1998418525268314,9.722222222222221,9.5,0.05555555555555555,0.2777777777777778,0.3888888888888889,0.3333333333333333
